landings.n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Landings numbers at length (thousands); mon78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,170280.055,95025.31711,87231.18245,155209.0668,131472.1314,112337.3971,47303.94441,37718.60362,33635.91425,33245.96233,37200.76519,71544.48943,121185.6429,108154.8726,157887.7578,91083.04471,137357.5081,63173.85447,51710.30538,75344.15461,72743.95585,49661.89002,38564.32736,76381.02671,65395.82474,27885.1328,71068.43352,86649.17256,126224.2021,67318.66617,52685.82004,74594.54815,141797.078,99874.3843,80926.8561,62675.93279,92080.80972,70793.9226,78511.28205,82948.63902,84372.90486,58847.30306,61455.71382,68486.96346,101558.5551,48133.31336,53526.43312,106838.2993,161294.7992,58813.45241,94698.37126,100340.7265,111105.0052,76891.15325,78472.28595,101394.5502,99372.06501,45315.48462,41317.00376,64025.34566,26530.97762,23651.75882,26941.9252,53015.54564,34155.45429,32124.84067,72841.792,105102.0763,81774.63646,25572.9974,74140.25101,141798.8854
42,167280.1698,154295.3607,80786.17645,80312.87039,119143.2752,152061.7927,78471.07739,58695.48824,74570.05012,28830.55843,39038.08831,59371.17646,74734.33726,103504.218,111345.1312,98673.73612,141686.9584,55013.76166,79424.88127,91557.89484,77580.42367,58261.47389,42592.43939,88786.92455,80218.08103,27908.27558,46883.10225,62344.15513,110961.0325,59226.60919,54357.12961,70100.83881,117503.0892,100955.6078,80921.31328,77018.45516,90274.43928,58494.22362,96904.47944,91382.04546,93141.7295,50168.93815,41228.6443,91400.22653,90931.60612,72857.68267,49278.01506,93247.34763,189341.508,70461.60747,76733.06474,90134.3276,90834.42587,71903.96668,62530.52225,106310.7848,96564.36807,50121.77959,39438.40803,57256.33758,37573.73488,25810.33338,23675.62388,46440.5667,41598.04487,32280.34424,61577.74782,98141.59808,76631.88259,27636.41344,123744.7586,107087.2281
43,102202.198,127097.9726,85918.27236,101501.2005,98738.32239,114749.0403,68834.0073,56969.92104,40919.05091,31073.05787,23368.96225,55728.71883,95787.26376,113416.8996,96991.84075,128698.8459,54354.5658,73872.37209,45589.22809,60396.04049,84362.1743,63409.16013,39480.47342,78938.50862,108437.7069,50205.17189,24795.64251,68406.82976,92768.81777,59403.83539,53227.7542,62844.97151,118483.1219,98063.17882,79844.17349,62483.24286,75677.64537,63399.92314,94110.82469,92742.40209,82551.80178,50116.24776,47225.21117,68920.35383,76322.39514,63978.7482,40811.30068,105384.3592,152068.7464,61880.87524,73955.91786,89809.91593,80306.10358,76706.1214,73813.65482,99343.07994,69641.1465,49720.04968,42996.49067,66133.41416,46361.52508,31338.61422,26758.07024,42804.52357,37117.56803,30148.90021,58498.11761,103802.1218,70672.30541,28240.71383,33019.5616,121368.8827
44,115516.9492,109187.6364,86566.8117,107586.5465,83632.34983,137825.2477,76358.81823,87701.44794,67900.65111,37313.74053,33657.36833,43935.67759,98742.77667,140844.0612,243263.1424,91879.74426,99222.04957,71307.26201,57654.83262,84824.88424,77420.50927,45067.27258,32409.62256,91883.59627,104146.7001,44140.21019,26302.88217,46169.28579,93740.73087,64211.16758,59112.91297,61470.05169,88160.40464,124282.2028,84967.48518,93611.33553,77882.70124,67415.60694,84906.54736,89789.96189,105623.9555,60409.39024,51847.35275,69038.35749,87837.37877,71043.38938,54522.18551,70997.79428,122653.2155,78474.17431,72873.08135,68100.60017,96357.84231,78565.73576,70791.3521,95637.5975,79182.22647,51443.51877,46291.6662,72831.16542,51670.8689,30617.86844,23213.17509,43914.85206,37448.42686,30041.90178,35712.80349,110895.1855,62728.33803,26248.95283,60637.50157,100641.0207
45,88874.30113,117778.0826,93341.1754,67512.91114,107651.9157,144243.5601,90634.95633,57738.12041,39518.34441,44846.97056,36399.57678,42844.17965,77570.58899,97064.75504,202367.866,76376.63992,57489.99545,82920.19373,61095.6129,62814.55767,72752.08746,59879.04111,34221.58438,42645.61912,75427.2559,67551.66953,23365.11861,44677.14148,97648.42233,50986.62867,56441.58722,48986.78483,72064.45868,110137.8291,105649.8083,87079.29818,68196.69764,46566.48704,78328.77217,89860.8008,101462.2764,54199.03152,65371.20759,87576.42416,90065.76085,62231.3932,48112.92163,87503.96952,114529.3893,77477.68172,58522.16307,77118.05814,95930.96351,70208.58654,67163.83334,82461.4604,65600.06771,49386.59588,40054.34295,51622.58925,39257.62096,39844.53407,22992.46526,26332.90258,39774.04635,34556.03913,46760.92084,77582.10585,65089.20948,25270.12384,57581.72364,95076.42819
46,87041.30955,132062.5195,122200.0531,59797.83853,66089.03578,91603.20921,81486.16832,78091.98841,64130.51054,28189.10933,41357.08492,35121.89431,65308.61112,121715.8039,170358.9811,94606.33967,120900.9512,82248.97693,37273.88928,46982.79709,97987.18993,58858.63494,23750.30102,45159.46459,105237.5213,34685.9012,26798.32507,50157.42672,64258.92099,44041.50544,43844.35973,52840.35416,80968.9598,102970.5398,81642.69079,88366.23074,56010.24848,53825.79949,71459.7003,88616.69128,92449.90291,56533.29111,52343.77157,73616.95307,76513.03032,82500.45192,51870.92776,66389.43281,109162.8262,80053.527,61933.32234,65509.3428,89515.59962,68671.71731,62702.13182,90810.26971,55014.02799,43531.65056,42160.54376,80116.65284,27662.30063,30465.20731,20675.04415,41039.77005,31404.29312,29116.0311,34871.15841,66060.5573,52595.21504,26324.96354,26380.62729,60111.86473
47,90371.20267,115637.4534,75051.44961,69404.79836,80751.32496,95071.73089,85799.3432,61025.75939,93708.34572,33426.07944,32860.16837,37510.55224,31876.35707,93008.3987,166179.3467,72559.87729,133406.6365,86518.13831,55050.10617,69403.86431,60037.02922,50353.08627,24597.65869,55025.9859,81033.07713,75808.99796,29972.66361,26798.30701,47349.09022,72508.47157,57044.03559,50930.57306,87531.22836,105640.8917,63094.76606,110870.487,87493.0656,52039.50887,80929.50566,123567.6598,95372.91084,41970.80396,49434.14549,53326.35709,60353.42809,67482.43446,52557.18665,65517.02929,89862.82457,74133.4374,61517.96287,73634.29292,93007.07027,59445.62954,63017.55057,78595.12396,61070.13405,43686.9758,37149.19447,56190.02329,35835.00073,28671.83671,20030.18982,36972.03044,37711.24361,32111.23404,29769.95037,51510.06328,58636.0933,37742.87292,36948.12497,125696.5067
48,98702.98631,113713.5511,78909.14263,54936.05161,55526.20614,94542.85657,85544.65777,85282.45035,44361.37276,41380.88242,27837.17548,40143.43449,76937.39888,78550.04025,180158.7217,78805.33487,277631.4965,111967.4362,70036.23766,57240.04371,62800.72776,62927.5868,23780.61891,49850.0804,62985.6512,44447.73611,34265.18413,34494.58103,47005.48658,37520.37926,66863.29967,62294.2942,83681.63274,91657.51753,80550.48204,118915.3591,66081.08638,46817.82138,96242.15036,99347.63304,95904.70565,49297.47923,56401.2962,59592.06323,53916.54556,73147.7703,52041.56721,62591.66924,89702.66057,62780.32779,58866.30659,72897.63001,67907.11821,64349.20829,52012.77331,78372.92841,62388.13077,51048.15842,49122.4374,62020.90837,24834.80643,27375.50172,21250.92032,30413.34471,37553.56586,24908.4317,24576.15739,50755.99078,57545.29838,31794.66917,41239.80765,65374.92829
49,58837.70827,119593.8274,84619.20248,78743.18566,67871.27506,107820.1367,68877.77221,64369.94571,66817.54911,46789.9084,35192.29661,36517.98203,35435.96639,73768.09298,205408.1941,69313.9776,178798.0189,113066.5059,50230.43064,60696.45923,53429.07383,27115.95843,26292.97039,61392.3129,67662.39582,63055.30914,39062.32841,36033.3344,23142.80095,34841.71807,52708.3117,68428.83045,67570.88928,82470.98416,65397.14971,99136.04115,72901.00077,47535.50277,47164.16889,84822.44943,88430.13373,50501.82449,69728.21562,60061.65567,46030.69744,60965.24344,52473.25256,50491.96053,74414.74072,57740.23328,52916.34916,72760.27822,72871.49242,57484.34052,52776.0806,67998.36346,60794.39843,43533.3159,55377.32193,63406.31292,37849.2625,49028.60774,24366.88574,26594.44672,25109.30608,26600.77453,23621.52379,35106.32305,48976.92674,24358.51833,33382.82655,142534.7685
50,47196.83118,127053.8509,52532.11977,60466.18659,49291.05904,105967.8425,89090.28499,118435.2584,52685.3228,31162.83158,47396.8137,27766.27942,44723.45446,56435.76823,66017.09964,124996.556,120733.8829,105703.8994,101304.6678,83694.29988,77734.11757,60037.87768,20395.84298,42982.25871,36151.80975,33225.24248,37279.46175,29780.39641,20501.19247,39660.91194,59973.43486,66238.04251,74282.67618,83765.21978,76808.46319,86539.20603,89137.5651,63302.62797,69550.31678,88109.59276,97632.16538,74300.39512,49460.87669,76253.31109,51353.51806,61992.39166,52099.10444,62414.34871,82420.86554,53683.34727,61299.25835,61453.30358,83011.75988,60066.12767,55123.47526,69117.63297,66374.09586,43052.55554,43242.47252,54748.00788,39689.06351,32428.38315,25514.65395,24436.70128,34599.54162,28048.9016,24607.21991,46380.37074,43167.20426,24492.47887,65744.86441,90128.17285
51,55568.3457,83815.19416,65533.50864,47817.54427,66459.66154,87511.25406,70630.89472,68269.30314,53115.23716,38843.32821,48847.14904,33850.00693,31958.04066,41555.25864,100710.9692,107061.266,113403.005,92709.46696,64294.81291,73125.80751,55016.20944,46608.56936,27912.85985,50946.00316,52747.95991,37394.88113,33619.44469,36308.58049,21729.23118,29200.86505,56442.54306,91363.1244,76254.28253,61141.38554,56056.39296,78918.01809,67370.7687,53718.04173,59344.05023,81997.42014,128747.0836,48604.72024,59203.74463,66452.47682,58916.53578,59822.40554,49057.75501,51506.73202,61015.44141,38476.2946,61959.36659,58787.67278,80612.837,54120.73466,44025.13965,71000.99233,59233.55148,42393.48502,43224.80402,52821.97313,40127.17319,28133.92802,26007.54774,23800.43057,22956.15075,23894.3545,13306.36255,24667.88949,43708.58005,27455.31224,28591.40972,39783.63781
52,49042.94747,66499.64871,67208.596,42351.06356,55366.45766,55047.81903,87789.70524,49099.58232,112286.9086,44547.10859,47543.78662,31766.88008,66836.55014,44402.96449,57924.45757,78374.29494,182780.3506,99423.76709,64605.75097,70754.5002,32550.44021,34744.18143,25674.02874,39110.44024,40097.40017,32408.27809,29043.0207,23621.28247,29673.37338,25856.86054,50209.36004,77187.45733,58199.1524,59703.73168,57543.19099,85454.81795,70142.81311,53759.99153,62872.3564,87185.03856,110268.6779,69246.97238,53411.30538,74316.07297,53768.34273,53424.01535,44280.73613,65538.97848,59523.03307,49037.82364,54963.90064,69430.47172,64987.68201,54786.62097,42627.89984,61766.92365,55701.30677,52406.41874,44492.00671,61502.28526,27189.1741,43358.21081,28001.37453,20915.17679,24892.28749,28320.79087,15709.31238,28473.47513,38250.42298,36212.73805,47996.67276,92835.55524
53,34801.46344,68162.9711,70882.09231,31433.29864,43794.3786,67520.33136,71201.35447,99150.33051,62096.10693,57671.49258,28587.1579,34111.26768,20413.90514,41788.13539,36486.95964,52727.92978,78664.49605,91728.68986,51549.07378,50918.23774,45322.60758,66980.4417,35800.76138,43065.98303,23927.52931,39430.2268,39725.71218,37183.97292,22277.51697,22007.77035,49331.08895,64989.42481,48563.38435,54466.32752,61618.29173,85454.33296,81270.01505,52818.56082,47602.70689,74009.66763,86060.55259,56428.46513,51107.7312,60127.86395,53431.17152,41116.03568,45788.09854,52858.10475,73598.07478,49419.6064,46396.25218,51704.69189,56669.10861,47704.46677,55425.19463,70149.40045,51663.51753,47227.14509,37215.19964,74958.80633,24141.72994,42023.49495,26075.34647,22697.5119,25430.15985,20855.39503,14334.78087,32429.50182,32222.90869,15576.65572,71154.29102,44209.88912
54,35663.45582,59109.78395,68542.38346,50703.83669,89747.3656,55588.14844,50045.30623,65364.56711,60063.73809,58790.73946,39519.47539,40586.50778,17804.89653,40924.51476,42570.66814,104738.8036,49150.21483,89609.31299,72267.23773,63834.90251,54774.6624,55305.40447,41575.89185,60846.7937,19519.6451,31113.41955,32507.75541,25796.96988,20431.1584,25673.84388,44507.51942,71403.16938,47905.46416,57644.31145,53446.14946,96635.23198,90977.79395,56366.31902,52067.58671,75350.89443,75611.36788,46344.85159,67454.68315,68103.1629,41902.8195,42342.26108,41840.23774,76106.8944,50212.02249,36805.12958,42744.25801,54719.12096,42087.41637,43187.1884,50622.29302,67894.17761,65208.28326,50763.5309,36924.68254,55410.68089,31612.66628,55259.61417,28660.90749,30085.63753,21362.85506,37990.03741,18709.69471,25310.54449,28646.92681,17416.00194,40676.00795,62624.18017
55,32611.61331,65103.17518,38211.12749,79131.27187,86802.64085,58302.57821,71405.50152,66997.1643,73455.33146,49683.97289,57683.31501,36072.04164,22878.09031,33374.98258,45680.92602,115214.6696,92039.98266,88047.05029,107431.5387,68900.19244,71808.10302,48266.00557,24764.56102,62426.12709,31245.08684,25485.61495,27005.16923,41129.65963,20498.63408,19840.14892,38443.07225,72122.92542,69072.8328,59247.03358,44143.76154,55703.34979,72413.90336,48926.18284,43445.82824,78502.36,70553.60525,62550.6367,52224.38783,39280.07316,46507.41496,52579.78838,40983.5491,62307.94532,52130.08992,38350.62354,54289.60245,85556.33368,67301.93279,50678.82349,46136.24386,58428.73229,52993.50933,46069.46521,39272.52805,84464.96561,27848.37639,49579.48487,25811.4781,33875.02577,22517.27505,30984.83816,19004.40142,22217.35089,19450.52018,27309.48498,34565.01498,46459.15661
56,31141.13518,56846.23638,29433.66395,46536.77532,51118.61659,50362.65923,66702.83952,50189.85925,63982.42606,81884.38801,25548.38542,35329.2808,18554.7526,34067.82048,40966.90119,161422.4309,99309.50756,77642.62524,62254.25529,62108.99655,73730.64537,40829.8465,43015.37255,56402.13026,21840.90885,24915.54169,50336.90179,36585.83444,24036.48993,27570.94524,33290.46928,44671.56955,49249.50451,46199.68437,45501.82624,89256.46401,89502.48337,71952.0408,53167.35997,76468.54723,78078.45562,61492.84606,67722.59597,70152.19934,47027.10512,41439.33129,42195.06579,59335.38275,52200.67596,33823.92943,45098.31411,57337.85305,48576.71491,53388.79136,45103.32435,57241.82491,45890.35365,46670.2926,42927.71376,46769.47632,34066.02154,64349.73532,29161.19924,29738.7927,18198.32367,23688.57417,18266.8523,19203.59503,32247.04814,29393.18575,70496.6075,54740.21274
57,17005.80393,49707.45378,40296.67984,45542.87669,54433.5463,55742.52535,54172.78967,58869.82321,48929.4454,43496.62113,58570.49889,28874.36615,19403.72684,37586.49108,24276.14929,86529.86072,38934.44317,61864.06261,56872.92639,52272.46337,56584.39767,54680.12486,31248.41004,47985.09899,31346.06543,24509.5776,26686.44545,33638.86104,15814.38768,31162.79415,24575.30131,28688.22551,35055.40746,43531.41167,39009.02603,60023.95997,61219.7604,45140.90547,32742.4227,65227.15513,63602.78632,54271.80838,51270.72707,52733.89693,39581.18844,44648.97016,34083.11339,65959.35833,54868.48604,34783.92844,49027.73476,55758.94285,46217.46883,52893.96873,30677.10233,52452.57235,45816.43641,45044.51517,34626.36764,46342.13345,28717.68084,46175.70132,26081.7064,29833.92609,21795.88545,22741.24791,16066.89999,22611.9223,38335.44076,40136.32501,198822.1348,62213.02162
58,32283.02603,29118.62045,48001.4918,18137.84739,28065.85886,47298.90465,51983.0102,72522.55071,63155.83186,51138.85549,57763.26601,29372.0372,26746.79938,25178.68761,17346.59477,69622.86458,34947.86891,77299.17615,118625.2963,108702.0762,77721.89557,46685.2782,43976.29078,49748.39354,26475.76889,26568.53872,24133.33318,29999.09078,20257.68541,15494.1501,16062.72847,25364.96341,37402.2064,55209.79225,33324.71624,59979.79172,74354.73784,47303.81692,48564.42856,46415.80087,59596.139,58440.65818,48839.71184,64044.50432,45855.20582,52502.3208,34154.84674,54532.97752,53553.26406,32515.43797,43734.0586,34334.60049,43480.39781,52820.90449,49989.14041,55751.64492,63676.75778,39020.0535,41247.86524,40221.25796,28707.47933,50243.07141,30820.07948,32881.8734,24399.33965,19037.47225,16018.98412,18798.38761,27647.33672,33097.45673,35289.93098,68387.40053
59,23520.85117,40757.71958,41279.62033,37898.12335,50022.25491,49618.39277,26577.558,46304.0067,46183.35521,62405.09094,41712.70614,32095.03702,19539.92801,31016.11284,22270.85592,68179.01604,39941.61962,58744.69048,46649.02231,54835.71689,76104.77641,48400.96704,34539.17306,45110.87402,28633.84275,22718.82393,20393.49891,21950.25829,23925.16602,14194.4082,20857.42117,31163.32236,44845.83403,39465.96446,35606.82465,55364.00956,42118.69832,50654.49977,35640.89356,46076.65087,42934.49272,62871.03588,51789.6372,48505.09784,43903.4372,37715.80095,28815.94226,47889.51911,61019.72779,39182.37966,35086.92844,26224.40593,40584.23753,52544.98444,39982.24702,61606.12213,56641.1039,37076.96413,36505.61606,48347.65335,33235.27479,46409.77202,29524.76448,33758.32332,17251.51902,27738.50954,14898.11514,29657.00504,30320.5811,27312.66901,29809.46734,39841.60905
60,20349.95034,34534.09902,26206.51842,35543.47938,37830.14602,38325.75525,50758.3372,61285.85584,36858.16612,76431.99958,67578.36805,28233.84031,19353.04409,30196.31325,32133.34347,43556.51565,53381.78775,48117.01993,124888.1534,105868.2681,46997.8894,33354.10547,48753.71089,50521.88225,27033.86732,30226.56777,38373.03605,26168.5717,16696.31788,20398.18591,17501.26494,23823.15135,35965.11955,51019.47259,42261.85596,41159.88318,61840.87029,52818.6218,51414.94146,51481.64917,51761.54184,62321.13277,55917.45561,58198.11721,44434.77632,40989.30981,26753.02836,46733.47519,65101.89191,39824.57228,34881.09586,28420.08205,42951.78082,51564.97982,29868.19702,41452.20317,45638.66383,41189.07892,30204.27164,45947.17256,35767.9592,45094.92147,29621.8974,29721.40937,22716.12862,24648.83944,18571.65353,24149.88716,15560.86661,10857.7503,11794.62007,12993.68139
61,16829.43373,32900.35229,37261.45922,27920.88179,46755.4879,48714.09112,38808.68891,51002.50473,37575.82808,55670.29551,33806.96665,18843.73542,14227.83207,16712.71103,22449.31552,30292.00291,30144.68136,59940.40923,29675.33116,32152.52925,61443.63246,45157.64657,30388.36714,54190.51432,19035.98102,39588.42087,18205.09352,20132.51822,16854.17548,21986.51264,16462.23901,19168.54754,24484.31111,43252.18856,35631.95782,47670.9593,47207.78425,42761.54707,35657.24432,48358.43422,50463.27078,48920.07782,58906.3995,40807.24077,36871.23225,43357.62612,25385.06635,44536.1738,40873.75034,34465.90495,35326.9515,31240.50001,34683.03631,52673.78435,30888.92053,40867.13005,36564.8619,44725.27872,28448.72296,32786.63371,39158.11445,47219.92743,33629.42527,34262.57994,20259.05701,21470.35328,22091.76528,25510.3248,16300.03183,12307.70046,83678.36535,45202.61527
62,25855.65335,20682.23832,22879.64831,17063.81628,14989.70122,52668.01529,47118.4539,57142.31605,50234.36289,54551.6061,65988.45047,20970.07362,41761.66707,22592.57617,15786.97692,36824.68505,23414.48388,52220.38686,96627.10375,69829.53082,82399.09407,41812.80772,37077.56302,34299.28955,25659.57034,22389.56252,26319.86009,21955.15347,19896.68497,19535.70823,16594.2682,25422.13518,28361.37904,56834.07638,45580.49617,60514.43927,50036.42188,45529.48587,45849.51803,54272.62595,47950.12998,57965.02989,48604.25849,50547.16425,31352.03807,57419.66974,31902.30125,42827.79281,34193.62209,37432.16774,32266.62404,27154.07161,34111.61618,48003.46431,35885.34618,53782.3463,42719.08961,45462.58232,38793.94379,36202.08525,25156.62244,53891.46384,26469.75065,31668.78767,25250.92198,22807.6222,19077.09248,26430.90271,23538.96738,15243.17519,16302.91472,30903.95583
63,18024.60368,25207.97844,22012.53758,29870.45448,29174.17531,43991.86381,26650.45862,62179.76763,101229.5156,43857.26953,53031.3847,29558.01843,30791.08801,28491.64998,24640.88385,35444.51223,27595.75383,51649.67061,35678.16089,54198.99052,45484.42247,52383.11594,62365.33551,34940.86942,20645.82526,21366.41368,21524.16305,18525.62773,22819.5076,25230.88415,20258.64041,25172.93298,23479.80085,46480.73483,45647.30885,24043.50622,39989.243,36476.23551,41822.13092,58363.02778,54478.76295,46860.71707,39707.38787,33163.35138,26163.88717,48851.89865,28464.06177,27764.74632,60327.23268,44629.39316,25577.79397,28984.5078,45121.60993,51309.92618,38431.39891,41964.35679,47191.46032,34317.07806,36457.60988,18274.48713,35303.52649,29118.75885,29404.88368,32769.66571,27763.55432,20331.26388,25403.31625,32906.58384,14716.09683,16241.68841,125312.3227,32140.41414
64,24947.03635,22056.07594,28260.61896,31982.7836,35767.46816,41758.50425,45222.69705,45735.05584,48842.58715,34644.33074,31095.74908,37627.33938,31982.46504,19398.35832,11457.56594,21850.27263,25171.16321,50864.06653,33576.45761,31221.46089,52071.24074,40100.63106,46532.75941,38865.48174,20789.1257,42479.96358,16986.67954,18582.88267,17718.90385,31509.41095,16622.51971,15579.58126,22765.03892,34786.33336,34190.35759,32389.30456,52223.10587,40319.10797,32872.05497,52001.27237,53332.46663,41585.67448,46477.67412,40334.21631,35356.99931,40791.77966,24290.2513,27008.52753,38873.75019,37470.3671,39172.39914,27284.93062,38009.18826,40887.68647,37097.30835,40664.0766,43988.76433,30219.60377,26875.43486,32221.11349,38945.78324,42566.79634,29046.74074,32495.09515,20479.31294,29311.04117,15687.93714,20449.94837,19098.69234,16157.48551,14257.74397,33548.24387
65,31005.86198,28877.80458,21715.02218,28467.09891,45559.32142,24888.33519,41113.15572,56008.54173,45332.11521,63404.79721,69763.23144,25845.97926,37594.04374,23644.29907,23190.98721,17517.54282,42190.85589,39191.33009,99921.17414,103328.0586,56076.68121,58596.21873,32020.43535,38497.32211,17218.63477,43707.91156,15858.3289,26683.07527,15248.10533,22154.33152,19605.4909,15387.47606,32765.1598,34666.98036,27746.7527,26986.38613,30854.90692,39808.96747,26943.95035,30375.82623,44563.02279,50445.04093,43339.55432,35198.77865,39925.36638,51169.15304,26609.57988,39140.59495,30582.58638,36106.42549,40266.73594,18260.07607,34009.361,48037.62016,31396.20898,40806.21266,37734.34525,30235.10996,29680.06445,21381.03431,39145.12617,45126.24855,30747.44323,27033.14444,19401.89494,21226.4482,17358.20488,22534.61499,20377.93813,14756.0147,9388.42762,30705.66109
66,28401.28829,30503.29743,16712.90107,20574.9402,55550.73886,39314.42805,28120.30735,43492.67044,70661.69065,28932.8029,37416.30512,19324.68478,29384.74852,23435.63225,20798.27979,18893.30952,28174.0883,44661.7907,34527.82527,37968.32309,30417.35888,42543.22478,26195.91504,28950.77263,18335.77896,23914.22322,19969.16323,21188.81634,19362.52234,15896.9652,14304.23841,13277.3091,18073.76046,24945.83997,30390.61183,25640.2343,44728.10475,38126.81713,31559.68033,43840.9375,44771.17169,38766.04346,42024.67477,45093.75372,34152.06101,39947.28667,26209.41761,28783.31756,34803.41376,30738.6594,20889.2938,28176.44423,39811.30302,40390.49531,25216.65294,40555.36732,37012.53278,50168.71792,22857.74297,21877.82133,40068.09202,39069.61974,24448.74575,23479.42005,29196.14846,17325.89769,18264.35552,24909.49119,24761.2683,20424.15958,12658.25919,36764.3045
67,25624.0516,26021.50185,18268.05966,17160.18723,14006.35117,44688.63773,26517.53972,22766.87932,42759.40164,43814.52134,55271.02081,33972.91582,30719.71473,23320.79417,13695.96097,13162.03227,14126.49177,42740.10953,54025.47024,39049.82209,44097.38062,60132.30844,37408.38244,29922.67789,21445.74037,37697.40253,17721.30945,15366.37463,17552.73306,17384.49057,20594.21273,17616.83271,23591.25821,26858.0575,25352.6845,17812.57395,36613.34364,29074.88935,19838.71856,39718.60474,37763.6019,36855.72282,41314.92883,34824.9569,23718.38313,45746.97919,26758.54253,32051.27573,31104.03421,32396.67631,19386.90055,12343.76421,28871.70018,35300.81733,30042.99236,26771.85049,50700.83049,18892.78711,25361.4268,19381.62496,29262.13691,45505.19849,29134.95522,21770.55758,34674.75752,23520.14595,21275.18989,20005.22188,22105.07909,5008.306507,11651.42625,58451.4743
68,24975.67916,33093.82639,20474.31109,13889.51679,35078.4366,53709.16254,19863.41015,33791.41806,83701.2628,38299.8824,32693.23724,25680.0765,30138.47174,20725.02387,14570.58681,10406.0643,21381.44704,41811.31605,57088.73508,79513.35284,36371.97774,49930.13122,35197.26679,33208.86309,17510.12199,28823.9495,12559.91095,16467.3817,16993.46421,19343.75434,13872.27881,12600.10608,15981.63611,22103.60235,24349.4924,16570.69471,33302.86997,23188.6573,27865.72818,33900.97506,29365.6283,39122.38515,40510.84726,43984.30077,29498.6517,45257.49674,22001.35252,27831.94716,23056.70529,27027.11503,22446.0387,21531.36779,26865.46266,39978.56715,27573.71014,38453.61494,34367.5347,29126.51596,21975.22864,14989.40412,31037.71303,41915.01634,24235.49274,27007.78922,23237.20443,21142.7366,13201.20766,15222.51734,17824.60694,10921.65477,45158.21774,9779.281369
69,29415.22781,26960.90863,16813.19175,13904.5694,38859.79283,31354.09716,17574.19583,22237.58367,34500.91215,46618.89363,41884.69986,16463.23264,25614.17387,23179.16423,9105.246704,20608.98215,20463.85162,28520.27992,18867.93206,33033.66637,45584.96873,29019.02014,23116.04607,23670.57138,16045.95743,18458.83929,17538.46135,13208.04655,16406.42189,17255.79709,19763.01186,9716.810243,19989.30544,13147.50285,30270.32643,14189.39197,27162.34514,22223.08224,18475.57082,23605.15478,31573.73427,31123.57445,38332.15252,27277.69493,23208.82233,37099.65825,21461.82486,18349.4091,23449.56365,29555.40956,27474.40582,20372.65626,21417.5021,29414.64029,19719.16791,28650.54066,32968.72064,31100.6422,22052.34889,19319.06904,16995.35987,18590.63951,22331.22034,12973.06686,27146.34224,21283.354,20390.73359,14158.68303,12715.20062,18244.80097,10210.42267,22889.0944
70,24847.86038,24775.22055,22709.32708,17889.58301,18455.53736,51369.94444,26686.42958,24491.94763,44002.49188,51026.58069,38269.12574,30525.1259,59774.00359,26400.47777,17831.74655,7837.551619,22489.1397,36711.94518,46471.6501,52238.83584,46189.86133,42225.24065,26489.22213,31184.54681,18425.34281,26539.99789,16244.49014,29590.04713,13635.76249,25679.54158,22825.30155,13932.8448,21946.34014,14792.25295,20166.1564,14100.31131,32198.82398,25790.25785,36315.48168,34549.39164,33244.34284,35924.22974,28654.82034,46637.75058,27741.25387,39127.07701,24918.25341,18248.33239,29042.04298,35229.64078,24611.38157,19971.69718,19339.51877,41537.48678,25949.33423,29372.69634,25751.33128,35230.21216,25571.59044,17720.89527,34347.81904,26472.37673,22146.88031,14773.90215,30221.83454,20221.53804,17413.0898,18472.92289,18070.96868,3658.529399,39520.27071,4423.290653
71,16795.41773,21840.67891,27028.61581,12905.66159,27381.62788,32453.47807,13176.08962,19899.10289,17280.95766,26322.15338,29647.8489,25014.18371,18770.46931,24188.03187,13106.9182,10903.93397,13626.36672,38647.18005,19076.86098,26719.8569,44906.47757,42206.89429,33072.78644,41061.46048,24201.02256,20619.80159,18703.94174,16782.5536,13948.91517,33753.49267,14045.14166,9035.51205,27092.61185,13614.92842,15640.97165,15567.13603,28592.85943,19018.28245,33255.51262,24829.85587,43000.45322,21487.10217,25797.61582,23585.62512,21005.8303,20957.3497,24831.87281,31337.13387,26724.57706,26708.15744,22058.68998,18898.79252,17145.74544,32305.92003,17795.49991,18278.45131,24217.93666,29484.39948,15775.66541,20463.16011,22346.22574,33790.96844,17991.87886,17613.74807,24305.74087,17166.51798,16012.13885,11616.4727,14198.09817,6660.659549,6882.689061,7886.346549
