"","Stock","Year","Country","Landings"
"241","nep.fu.19",2015,"FRA",5.78620999999999
"242","nep.fu.2021",2015,"FRA",339.02899
"243","nep.fu.22",2015,"FRA",9.69077
"244","nep.out.7",2015,"FRA",13.86416
"245","sol.27.7fg",2015,"FRA",24.2867
"246","whg.27.7b-ce-k",2015,"FRA",5622.62845
"247","cod.27.7e-k",2016,"FRA",2579.30422
"248","had.27.7b-k",2016,"FRA",4573.15584
"249","hke.27.3a46-8abd",2016,"FRA",22168.37519
"250","meg.27.7b-k8abd",2016,"FRA",3559.89068468627
"251","mon.27.78abd",2016,"FRA",12731.5394977041
"252","nep.fu.16",2016,"FRA",33.959
"253","nep.fu.19",2016,"FRA",4.73856
"254","nep.fu.2021",2016,"FRA",438.6515
"255","nep.fu.22",2016,"FRA",6.71077
"256","nep.out.7",2016,"FRA",22.29591
"257","sol.27.7fg",2016,"FRA",73.02132
"258","whg.27.7b-ce-k",2016,"FRA",6281.22291
"259","cod.27.7e-k",2017,"FRA",1577.96528
"260","had.27.7b-k",2017,"FRA",4894.86677
"261","hke.27.3a46-8abd",2017,"FRA",21497.6974
"262","meg.27.7b-k8abd",2017,"FRA",3637.91083813706
"263","mon.27.78abd",2017,"FRA",12773.2057475664
"264","nep.fu.16",2017,"FRA",62.92046
"265","nep.fu.19",2017,"FRA",3.78293
"266","nep.fu.2021",2017,"FRA",316.9155
"267","nep.fu.22",2017,"FRA",8.428
"268","nep.out.7",2017,"FRA",23.0567728640021
"269","sol.27.7fg",2017,"FRA",49.61492
"270","whg.27.7b-ce-k",2017,"FRA",5290.32018
"271","cod.27.7e-k",2018,"FRA",611.06077
"272","had.27.7b-k",2018,"FRA",4376.92863
"273","hke.27.3a46-8abd",2018,"FRA",17155.0254
"274","meg.27.7b-k8abd",2018,"FRA",3228.40532586826
"275","mon.27.78abd",2018,"FRA",11317.9689675713
"276","nep.fu.16",2018,"FRA",76.4323099999999
"277","nep.fu.19",2018,"FRA",4.63782
"278","nep.fu.2021",2018,"FRA",165.91419
"279","nep.fu.22",2018,"FRA",5.17483
"280","nep.out.7",2018,"FRA",33.73257
"281","sol.27.7fg",2018,"FRA",44.66237
"282","whg.27.7b-ce-k",2018,"FRA",3625.19175
"283","cod.27.7e-k",2019,"FRA",368.76256
"284","had.27.7b-k",2019,"FRA",4547.73576
"285","hke.27.3a46-8abd",2019,"FRA",15162.41957
"286","meg.27.7b-k8abd",2019,"FRA",3239.07901891829
"287","mon.27.78abd",2019,"FRA",10561.2782484
"288","nep.fu.16",2019,"FRA",52.94222
"289","nep.fu.19",2019,"FRA",2.49285
"290","nep.fu.2021",2019,"FRA",195.22925
"291","nep.fu.22",2019,"FRA",12.39837
"292","nep.out.7",2019,"FRA",38.49466
"293","sol.27.7fg",2019,"FRA",42.46058
"294","whg.27.7b-ce-k",2019,"FRA",3221.33698
"295","cod.27.7e-k",2009,"IE",857.35
"296","had.27.7b-k",2009,"IE",3275.36
"297","hke.27.3a46-8abd",2009,"IE",1257.44
"298","meg.27.7b-k8abd",2009,"IE",1833.3846
"299","mon.27.78abd",2009,"IE",2320.4688
"300","nep.fu.16",2009,"IE",363.12
"301","nep.fu.17",2009,"IE",624.38
"302","nep.fu.19",2009,"IE",757.5
"303","nep.fu.2021",2009,"IE",1294.29
"304","nep.fu.22",2009,"IE",1612.85
"305","nep.out.7",2009,"IE",71.59
"306","sol.27.7fg",2009,"IE",26
"307","whg.27.7b-ce-k",2009,"IE",2843.17
"308","cod.27.7e-k",2010,"IE",1037.13
"309","had.27.7b-k",2010,"IE",2899.42
"310","hke.27.3a46-8abd",2010,"IE",1534.63
"311","meg.27.7b-k8abd",2010,"IE",2223.17376
"312","mon.27.78abd",2010,"IE",2815.8
"313","nep.fu.16",2010,"IE",596.13
"314","nep.fu.17",2010,"IE",936.98
"315","nep.fu.19",2010,"IE",615.36
"316","nep.fu.2021",2010,"IE",715.39
"317","nep.fu.22",2010,"IE",2234.38
"318","nep.out.7",2010,"IE",50.34
"319","sol.27.7fg",2010,"IE",26.93
"320","whg.27.7b-ce-k",2010,"IE",4372.81
"321","cod.27.7e-k",2011,"IE",1014.88
"322","had.27.7b-k",2011,"IE",3702.41
"323","hke.27.3a46-8abd",2011,"IE",1641.22
"324","meg.27.7b-k8abd",2011,"IE",2109.23364
"325","mon.27.78abd",2011,"IE",2588.625
"326","nep.fu.16",2011,"IE",684.79
"327","nep.fu.17",2011,"IE",658.43
"328","nep.fu.19",2011,"IE",588.65
"329","nep.fu.2021",2011,"IE",635.37
"330","nep.fu.22",2011,"IE",1544.71
"331","nep.out.7",2011,"IE",101.6
"332","sol.27.7fg",2011,"IE",29.59
"333","whg.27.7b-ce-k",2011,"IE",4811.19
"334","cod.27.7e-k",2012,"IE",1528.89
"335","had.27.7b-k",2012,"IE",4551.85
"336","hke.27.3a46-8abd",2012,"IE",1607.53
"337","meg.27.7b-k8abd",2012,"IE",2917.93452
"338","mon.27.78abd",2012,"IE",2431.1118
"339","nep.fu.16",2012,"IE",643.21
"340","nep.fu.17",2012,"IE",1242.6
"341","nep.fu.19",2012,"IE",783.05
"342","nep.fu.2021",2012,"IE",786.84
"343","nep.fu.22",2012,"IE",2537.28
"344","nep.out.7",2012,"IE",129.95
"345","sol.27.7fg",2012,"IE",31.44
"346","whg.27.7b-ce-k",2012,"IE",5867.73
"347","cod.27.7e-k",2013,"IE",1461.51
"348","had.27.7b-k",2013,"IE",3032.98
"349","hke.27.3a46-8abd",2013,"IE",1564.1
"350","meg.27.7b-k8abd",2013,"IE",2878.81056
"351","mon.27.78abd",2013,"IE",2217.8676
"352","nep.fu.16",2013,"IE",651.07
"353","nep.fu.17",2013,"IE",1389.93
"354","nep.fu.19",2013,"IE",747.15
"355","nep.fu.2021",2013,"IE",874.93
"356","nep.fu.22",2013,"IE",2061.33
"357","nep.out.7",2013,"IE",117.28
"358","sol.27.7fg",2013,"IE",42.26
"359","whg.27.7b-ce-k",2013,"IE",6906.24
"360","cod.27.7e-k",2014,"IE",1187.41
"361","had.27.7b-k",2014,"IE",2472.06
"362","hke.27.3a46-8abd",2014,"IE",2373.72
"363","meg.27.7b-k8abd",2014,"IE",2262.51576
"364","mon.27.78abd",2014,"IE",2478.7854
"365","nep.fu.16",2014,"IE",824.81
"366","nep.fu.17",2014,"IE",820.23
"367","nep.fu.19",2014,"IE",452.07
"368","nep.fu.2021",2014,"IE",1365.96
"369","nep.fu.22",2014,"IE",2416.41
"370","nep.out.7",2014,"IE",101.61
"371","sol.27.7fg",2014,"IE",27.65
"372","whg.27.7b-ce-k",2014,"IE",6900.95
"373","cod.27.7e-k",2015,"IE",1118.27
"374","had.27.7b-k",2015,"IE",1967.45
"375","hke.27.3a46-8abd",2015,"IE",2501.1
"376","meg.27.7b-k8abd",2015,"IE",2322.96972
"377","mon.27.78abd",2015,"IE",2383.1652
"378","nep.fu.16",2015,"IE",761.96
"379","nep.fu.17",2015,"IE",528.25
"380","nep.fu.19",2015,"IE",515.17
"381","nep.fu.2021",2015,"IE",1672.41
"382","nep.fu.22",2015,"IE",2203.2
"383","nep.out.7",2015,"IE",234.53
"384","sol.27.7fg",2015,"IE",27.24
"385","whg.27.7b-ce-k",2015,"IE",6463.84
"386","cod.27.7e-k",2016,"IE",820.11
"387","had.27.7b-k",2016,"IE",2091.72
"388","hke.27.3a46-8abd",2016,"IE",3124.11
"389","meg.27.7b-k8abd",2016,"IE",2467.9284
"390","mon.27.78abd",2016,"IE",2791.8306
"391","nep.fu.16",2016,"IE",1133.34
"392","nep.fu.17",2016,"IE",945.68
"393","nep.fu.19",2016,"IE",658.85
"394","nep.fu.2021",2016,"IE",1592.86
"395","nep.fu.22",2016,"IE",2955.24
"396","nep.out.7",2016,"IE",386.4
"397","sol.27.7fg",2016,"IE",21.37
"398","whg.27.7b-ce-k",2016,"IE",7746.96
"399","cod.27.7e-k",2017,"IE",608.56
"400","had.27.7b-k",2017,"IE",2204.32
"401","hke.27.3a46-8abd",2017,"IE",3151.2
"402","meg.27.7b-k8abd",2017,"IE",2373.81096
"403","mon.27.78abd",2017,"IE",2586.831
"404","nep.fu.16",2017,"IE",2050.88385018497
"405","nep.fu.17",2017,"IE",294.57494614
"406","nep.fu.19",2017,"IE",342.335731014
"407","nep.fu.2021",2017,"IE",1098.92353072
"408","nep.fu.22",2017,"IE",2834.0897504
"409","nep.out.7",2017,"IE",64.881928301
"410","sol.27.7fg",2017,"IE",28.36
"411","whg.27.7b-ce-k",2017,"IE",6335.73
"412","cod.27.7e-k",2018,"IE",684.32
"413","had.27.7b-k",2018,"IE",1781.57
"414","hke.27.3a46-8abd",2018,"IE",3121.6
"415","meg.27.7b-k8abd",2018,"IE",2065.70148
"416","mon.27.78abd",2018,"IE",2456.5008
"417","nep.fu.16",2018,"IE",2100.16
"418","nep.fu.17",2018,"IE",450.54
"419","nep.fu.19",2018,"IE",159.09
"420","nep.fu.2021",2018,"IE",1219.31
"421","nep.fu.22",2018,"IE",1566.29
"422","nep.out.7",2018,"IE",91.75
"423","sol.27.7fg",2018,"IE",26.99
"424","whg.27.7b-ce-k",2018,"IE",4600.37
"425","cod.27.7e-k",2019,"IE",547.29
"426","had.27.7b-k",2019,"IE",2319.63
"427","hke.27.3a46-8abd",2019,"IE",3699.46
"428","meg.27.7b-k8abd",2019,"IE",2324.50548
"429","mon.27.78abd",2019,"IE",2678.9724
"430","nep.fu.16",2019,"IE",1149.06
"431","nep.fu.17",2019,"IE",153.76
"432","nep.fu.19",2019,"IE",179.69
"433","nep.fu.2021",2019,"IE",2128.78
"434","nep.fu.22",2019,"IE",1736.91
"435","nep.out.7",2019,"IE",105.16
"436","sol.27.7fg",2019,"IE",33.88
"437","whg.27.7b-ce-k",2019,"IE",2670.18
"438","cod.27.7e-k",2009,"NL",5.19
"439","had.27.7b-k",2009,"NL",1.24
"440","hke.27.3a46-8abd",2009,"NL",9.04
"441","meg.27.7b-k8abd",2009,"NL",0.06636
"442","sol.27.7fg",2009,"NL",7.15
"443","whg.27.7b-ce-k",2009,"NL",24.77
"444","cod.27.7e-k",2010,"NL",2.91
"445","had.27.7b-k",2010,"NL",2.11
"446","hke.27.3a46-8abd",2010,"NL",104.52
"447","meg.27.7b-k8abd",2010,"NL",1.1376
"448","sol.27.7fg",2010,"NL",4.5
"449","whg.27.7b-ce-k",2010,"NL",870.48
"450","cod.27.7e-k",2011,"NL",7.13
"451","had.27.7b-k",2011,"NL",34.88
"452","hke.27.3a46-8abd",2011,"NL",377.24
"453","meg.27.7b-k8abd",2011,"NL",0.3792
"454","sol.27.7fg",2011,"NL",10.46
"455","whg.27.7b-ce-k",2011,"NL",154.64
"456","cod.27.7e-k",2012,"NL",7.63
"457","had.27.7b-k",2012,"NL",66.89
"458","hke.27.3a46-8abd",2012,"NL",64.83
"459","meg.27.7b-k8abd",2012,"NL",0.43608
"460","sol.27.7fg",2012,"NL",0.56
"461","whg.27.7b-ce-k",2012,"NL",139.3
"462","cod.27.7e-k",2013,"NL",2.76
"463","had.27.7b-k",2013,"NL",20.35
"464","hke.27.3a46-8abd",2013,"NL",1.38
"465","meg.27.7b-k8abd",2013,"NL",0.8058
"466","sol.27.7fg",2013,"NL",6.38
"467","whg.27.7b-ce-k",2013,"NL",88.94
"468","had.27.7b-k",2014,"NL",19.27
"469","hke.27.3a46-8abd",2014,"NL",69.08
"470","whg.27.7b-ce-k",2014,"NL",16.53
"471","cod.27.7e-k",2015,"NL",3.02
"472","had.27.7b-k",2015,"NL",4.54
"473","hke.27.3a46-8abd",2015,"NL",273.52
"474","whg.27.7b-ce-k",2015,"NL",101.11
"475","cod.27.7e-k",2016,"NL",0.8
"476","had.27.7b-k",2016,"NL",25.26
"477","hke.27.3a46-8abd",2016,"NL",131.34
"478","meg.27.7b-k8abd",2016,"NL",0.01896
"479","whg.27.7b-ce-k",2016,"NL",38.63
"480","cod.27.7e-k",2017,"NL",0.11
"481","had.27.7b-k",2017,"NL",11.4
"482","hke.27.3a46-8abd",2017,"NL",13.84
"483","whg.27.7b-ce-k",2017,"NL",29.28
"484","cod.27.7e-k",2018,"NL",0.49
"485","had.27.7b-k",2018,"NL",6.9
"486","hke.27.3a46-8abd",2018,"NL",106.45
"487","whg.27.7b-ce-k",2018,"NL",30.48
"488","cod.27.7e-k",2019,"NL",1.72
"489","had.27.7b-k",2019,"NL",77.23
"490","hke.27.3a46-8abd",2019,"NL",244.2
"491","meg.27.7b-k8abd",2019,"NL",0.68256
"492","sol.27.7fg",2019,"NL",0.26
"493","whg.27.7b-ce-k",2019,"NL",134.97
"494","hke.27.3a46-8abd",2013,"PT",0.01
"495","mon.27.78abd",2013,"PT",0.07
"496","cod.27.7e-k",2009,"UKE",264.2932
"497","had.27.7b-k",2009,"UKE",705.5772
"498","hke.27.3a46-8abd",2009,"UKE",744.005
"499","meg.27.7b-k8abd",2009,"UKE",1778.6737188
"500","mon.27.78abd",2009,"UKE",2920.031136
"501","nep.fu.16",2009,"UKE",15.5421
"502","nep.fu.17",2009,"UKE",0.0176
"503","nep.fu.19",2009,"UKE",3.0707
"504","nep.fu.2021",2009,"UKE",13.0104
"505","nep.fu.22",2009,"UKE",147.4442
"506","nep.out.7",2009,"UKE",18.2259
"507","sol.27.7fg",2009,"UKE",192.6787
"508","whg.27.7b-ce-k",2009,"UKE",810.8922
"509","cod.27.7e-k",2010,"UKE",288.5222
"510","had.27.7b-k",2010,"UKE",791.8096
"511","hke.27.3a46-8abd",2010,"UKE",609.8167
"512","meg.27.7b-k8abd",2010,"UKE",1713.0501252
"513","mon.27.78abd",2010,"UKE",3646.607536
"514","nep.fu.16",2010,"UKE",9.5099
"515","nep.fu.17",2010,"UKE",0.1463
"516","nep.fu.19",2010,"UKE",0.5236
"517","nep.fu.2021",2010,"UKE",9.0559
"518","nep.fu.22",2010,"UKE",81.8835
"519","nep.out.7",2010,"UKE",12.6311
"520","sol.27.7fg",2010,"UKE",178.132
"521","whg.27.7b-ce-k",2010,"UKE",745.4451
"522","cod.27.7e-k",2011,"UKE",409.9955
"523","had.27.7b-k",2011,"UKE",1512.8845
"524","hke.27.3a46-8abd",2011,"UKE",1043.5602
"525","meg.27.7b-k8abd",2011,"UKE",1748.890782
"526","mon.27.78abd",2011,"UKE",4139.953928
"527","nep.fu.16",2011,"UKE",22.8613
"528","nep.fu.17",2011,"UKE",0.0567
"529","nep.fu.19",2011,"UKE",0.3246
"530","nep.fu.2021",2011,"UKE",8.4845
"531","nep.out.7",2011,"UKE",1.6126
"532","sol.27.7fg",2011,"UKE",167.9257
"533","whg.27.7b-ce-k",2011,"UKE",690.668
"534","cod.27.7e-k",2012,"UKE",654.1906
"535","had.27.7b-k",2012,"UKE",1638.8081
"536","hke.27.3a46-8abd",2012,"UKE",956.2433
"537","meg.27.7b-k8abd",2012,"UKE",1798.010454
"538","mon.27.78abd",2012,"UKE",3866.678376
"539","nep.fu.16",2012,"UKE",0.249
"540","nep.fu.17",2012,"UKE",0.045
"541","nep.fu.19",2012,"UKE",0.7017
"542","nep.fu.2021",2012,"UKE",25.8542
"543","nep.fu.22",2012,"UKE",23.1105
"544","nep.out.7",2012,"UKE",8.8322
"545","sol.27.7fg",2012,"UKE",175.1111
"546","whg.27.7b-ce-k",2012,"UKE",722.9507
"547","cod.27.7e-k",2013,"UKE",514.788
"548","had.27.7b-k",2013,"UKE",1058.8626
"549","hke.27.3a46-8abd",2013,"UKE",1674.1996
"550","meg.27.7b-k8abd",2013,"UKE",2781.8876088
"551","mon.27.78abd",2013,"UKE",4578.565992
"552","nep.fu.16",2013,"UKE",0.774
"553","nep.fu.19",2013,"UKE",1.8991
"554","nep.fu.2021",2013,"UKE",15.859
