"","Stock","Year","Country","Landings"
"243","cod.27.7e-k",2019,"FRA",368.76256
"244","had.27.7b-k",2019,"FRA",4547.73576
"245","meg.27.7b-k8abd",2019,"FRA",3239.07901891829
"246","mon.27.78abd",2019,"FRA",10561.2782484
"247","nep.fu.16",2019,"FRA",52.94222
"248","nep.fu.19",2019,"FRA",2.49285
"249","nep.fu.2021",2019,"FRA",195.22925
"250","nep.fu.22",2019,"FRA",12.39837
"251","nep.out.7",2019,"FRA",38.49466
"252","sol.27.7fg",2019,"FRA",42.46058
"253","whg.27.7b-ce-k",2019,"FRA",3221.33698
"254","cod.27.7e-k",2009,"IE",857.35
"255","had.27.7b-k",2009,"IE",3275.36
"256","meg.27.7b-k8abd",2009,"IE",1833.3846
"257","mon.27.78abd",2009,"IE",2320.4688
"258","nep.fu.16",2009,"IE",363.12
"259","nep.fu.17",2009,"IE",624.38
"260","nep.fu.19",2009,"IE",757.5
"261","nep.fu.2021",2009,"IE",1294.29
"262","nep.fu.22",2009,"IE",1612.85
"263","nep.out.7",2009,"IE",71.59
"264","sol.27.7fg",2009,"IE",26
"265","whg.27.7b-ce-k",2009,"IE",2843.17
"266","cod.27.7e-k",2010,"IE",1037.13
"267","had.27.7b-k",2010,"IE",2899.42
"268","meg.27.7b-k8abd",2010,"IE",2223.17376
"269","mon.27.78abd",2010,"IE",2815.8
"270","nep.fu.16",2010,"IE",596.13
"271","nep.fu.17",2010,"IE",936.98
"272","nep.fu.19",2010,"IE",615.36
"273","nep.fu.2021",2010,"IE",715.39
"274","nep.fu.22",2010,"IE",2234.38
"275","nep.out.7",2010,"IE",50.34
"276","sol.27.7fg",2010,"IE",26.93
"277","whg.27.7b-ce-k",2010,"IE",4372.81
"278","cod.27.7e-k",2011,"IE",1014.88
"279","had.27.7b-k",2011,"IE",3702.41
"280","meg.27.7b-k8abd",2011,"IE",2109.23364
"281","mon.27.78abd",2011,"IE",2588.625
"282","nep.fu.16",2011,"IE",684.79
"283","nep.fu.17",2011,"IE",658.43
"284","nep.fu.19",2011,"IE",588.65
"285","nep.fu.2021",2011,"IE",635.37
"286","nep.fu.22",2011,"IE",1544.71
"287","nep.out.7",2011,"IE",101.6
"288","sol.27.7fg",2011,"IE",29.59
"289","whg.27.7b-ce-k",2011,"IE",4811.19
"290","cod.27.7e-k",2012,"IE",1528.89
"291","had.27.7b-k",2012,"IE",4551.85
"292","meg.27.7b-k8abd",2012,"IE",2917.93452
"293","mon.27.78abd",2012,"IE",2431.1118
"294","nep.fu.16",2012,"IE",643.21
"295","nep.fu.17",2012,"IE",1242.6
"296","nep.fu.19",2012,"IE",783.05
"297","nep.fu.2021",2012,"IE",786.84
"298","nep.fu.22",2012,"IE",2537.28
"299","nep.out.7",2012,"IE",129.95
"300","sol.27.7fg",2012,"IE",31.44
"301","whg.27.7b-ce-k",2012,"IE",5867.73
"302","cod.27.7e-k",2013,"IE",1461.51
"303","had.27.7b-k",2013,"IE",3032.98
"304","meg.27.7b-k8abd",2013,"IE",2878.81056
"305","mon.27.78abd",2013,"IE",2217.8676
"306","nep.fu.16",2013,"IE",651.07
"307","nep.fu.17",2013,"IE",1389.93
"308","nep.fu.19",2013,"IE",747.15
"309","nep.fu.2021",2013,"IE",874.93
"310","nep.fu.22",2013,"IE",2061.33
"311","nep.out.7",2013,"IE",117.28
"312","sol.27.7fg",2013,"IE",42.26
"313","whg.27.7b-ce-k",2013,"IE",6906.24
"314","cod.27.7e-k",2014,"IE",1187.41
"315","had.27.7b-k",2014,"IE",2472.06
"316","meg.27.7b-k8abd",2014,"IE",2262.51576
"317","mon.27.78abd",2014,"IE",2478.7854
"318","nep.fu.16",2014,"IE",824.81
"319","nep.fu.17",2014,"IE",820.23
"320","nep.fu.19",2014,"IE",452.07
"321","nep.fu.2021",2014,"IE",1365.96
"322","nep.fu.22",2014,"IE",2416.41
"323","nep.out.7",2014,"IE",101.61
"324","sol.27.7fg",2014,"IE",27.65
"325","whg.27.7b-ce-k",2014,"IE",6900.95
"326","cod.27.7e-k",2015,"IE",1118.27
"327","had.27.7b-k",2015,"IE",1967.45
"328","meg.27.7b-k8abd",2015,"IE",2322.96972
"329","mon.27.78abd",2015,"IE",2383.1652
"330","nep.fu.16",2015,"IE",761.96
"331","nep.fu.17",2015,"IE",528.25
"332","nep.fu.19",2015,"IE",515.17
"333","nep.fu.2021",2015,"IE",1672.41
"334","nep.fu.22",2015,"IE",2203.2
"335","nep.out.7",2015,"IE",234.53
"336","sol.27.7fg",2015,"IE",27.24
"337","whg.27.7b-ce-k",2015,"IE",6463.84
"338","cod.27.7e-k",2016,"IE",820.11
"339","had.27.7b-k",2016,"IE",2091.72
"340","meg.27.7b-k8abd",2016,"IE",2467.9284
"341","mon.27.78abd",2016,"IE",2791.8306
"342","nep.fu.16",2016,"IE",1133.34
"343","nep.fu.17",2016,"IE",945.68
"344","nep.fu.19",2016,"IE",658.85
"345","nep.fu.2021",2016,"IE",1592.86
"346","nep.fu.22",2016,"IE",2955.24
"347","nep.out.7",2016,"IE",386.4
"348","sol.27.7fg",2016,"IE",21.37
"349","whg.27.7b-ce-k",2016,"IE",7746.96
"350","cod.27.7e-k",2017,"IE",608.56
"351","had.27.7b-k",2017,"IE",2204.32
"352","meg.27.7b-k8abd",2017,"IE",2373.81096
"353","mon.27.78abd",2017,"IE",2586.831
"354","nep.fu.16",2017,"IE",2050.88385018497
"355","nep.fu.17",2017,"IE",294.57494614
"356","nep.fu.19",2017,"IE",342.335731014
"357","nep.fu.2021",2017,"IE",1098.92353072
"358","nep.fu.22",2017,"IE",2834.0897504
"359","nep.out.7",2017,"IE",64.881928301
"360","sol.27.7fg",2017,"IE",28.36
"361","whg.27.7b-ce-k",2017,"IE",6335.73
"362","cod.27.7e-k",2018,"IE",684.32
"363","had.27.7b-k",2018,"IE",1781.57
"364","meg.27.7b-k8abd",2018,"IE",2065.70148
"365","mon.27.78abd",2018,"IE",2456.5008
"366","nep.fu.16",2018,"IE",2100.16
"367","nep.fu.17",2018,"IE",450.54
"368","nep.fu.19",2018,"IE",159.09
"369","nep.fu.2021",2018,"IE",1219.31
"370","nep.fu.22",2018,"IE",1566.29
"371","nep.out.7",2018,"IE",91.75
"372","sol.27.7fg",2018,"IE",26.99
"373","whg.27.7b-ce-k",2018,"IE",4600.37
"374","cod.27.7e-k",2019,"IE",547.29
"375","had.27.7b-k",2019,"IE",2319.63
"376","meg.27.7b-k8abd",2019,"IE",2324.50548
"377","mon.27.78abd",2019,"IE",2678.9724
"378","nep.fu.16",2019,"IE",1149.06
"379","nep.fu.17",2019,"IE",153.76
"380","nep.fu.19",2019,"IE",179.69
"381","nep.fu.2021",2019,"IE",2128.78
"382","nep.fu.22",2019,"IE",1736.91
"383","nep.out.7",2019,"IE",105.16
"384","sol.27.7fg",2019,"IE",33.88
"385","whg.27.7b-ce-k",2019,"IE",2670.18
"386","cod.27.7e-k",2009,"NL",5.19
"387","had.27.7b-k",2009,"NL",1.24
"388","meg.27.7b-k8abd",2009,"NL",0.06636
"389","sol.27.7fg",2009,"NL",7.15
"390","whg.27.7b-ce-k",2009,"NL",24.77
"391","cod.27.7e-k",2010,"NL",2.91
"392","had.27.7b-k",2010,"NL",2.11
"393","meg.27.7b-k8abd",2010,"NL",1.1376
"394","sol.27.7fg",2010,"NL",4.5
"395","whg.27.7b-ce-k",2010,"NL",870.48
"396","cod.27.7e-k",2011,"NL",7.13
"397","had.27.7b-k",2011,"NL",34.88
"398","meg.27.7b-k8abd",2011,"NL",0.3792
"399","sol.27.7fg",2011,"NL",10.46
"400","whg.27.7b-ce-k",2011,"NL",154.64
"401","cod.27.7e-k",2012,"NL",7.63
"402","had.27.7b-k",2012,"NL",66.89
"403","meg.27.7b-k8abd",2012,"NL",0.43608
"404","sol.27.7fg",2012,"NL",0.56
"405","whg.27.7b-ce-k",2012,"NL",139.3
"406","cod.27.7e-k",2013,"NL",2.76
"407","had.27.7b-k",2013,"NL",20.35
"408","meg.27.7b-k8abd",2013,"NL",0.8058
"409","sol.27.7fg",2013,"NL",6.38
"410","whg.27.7b-ce-k",2013,"NL",88.94
"411","had.27.7b-k",2014,"NL",19.27
"412","whg.27.7b-ce-k",2014,"NL",16.53
"413","cod.27.7e-k",2015,"NL",3.02
"414","had.27.7b-k",2015,"NL",4.54
"415","whg.27.7b-ce-k",2015,"NL",101.11
"416","cod.27.7e-k",2016,"NL",0.8
"417","had.27.7b-k",2016,"NL",25.26
"418","meg.27.7b-k8abd",2016,"NL",0.01896
"419","whg.27.7b-ce-k",2016,"NL",38.63
"420","cod.27.7e-k",2017,"NL",0.11
"421","had.27.7b-k",2017,"NL",11.4
"422","whg.27.7b-ce-k",2017,"NL",29.28
"423","cod.27.7e-k",2018,"NL",0.49
"424","had.27.7b-k",2018,"NL",6.9
"425","whg.27.7b-ce-k",2018,"NL",30.48
"426","cod.27.7e-k",2019,"NL",1.72
"427","had.27.7b-k",2019,"NL",77.23
"428","meg.27.7b-k8abd",2019,"NL",0.68256
"429","sol.27.7fg",2019,"NL",0.26
"430","whg.27.7b-ce-k",2019,"NL",134.97
"431","mon.27.78abd",2013,"PT",0.07
"432","cod.27.7e-k",2009,"UKE",264.2932
"433","had.27.7b-k",2009,"UKE",705.5772
"434","meg.27.7b-k8abd",2009,"UKE",1778.6737188
"435","mon.27.78abd",2009,"UKE",2920.031136
"436","nep.fu.16",2009,"UKE",15.5421
"437","nep.fu.17",2009,"UKE",0.0176
"438","nep.fu.19",2009,"UKE",3.0707
"439","nep.fu.2021",2009,"UKE",13.0104
"440","nep.fu.22",2009,"UKE",147.4442
"441","nep.out.7",2009,"UKE",18.2259
"442","sol.27.7fg",2009,"UKE",192.6787
"443","whg.27.7b-ce-k",2009,"UKE",810.8922
"444","cod.27.7e-k",2010,"UKE",288.5222
"445","had.27.7b-k",2010,"UKE",791.8096
"446","meg.27.7b-k8abd",2010,"UKE",1713.0501252
"447","mon.27.78abd",2010,"UKE",3646.607536
"448","nep.fu.16",2010,"UKE",9.5099
"449","nep.fu.17",2010,"UKE",0.1463
"450","nep.fu.19",2010,"UKE",0.5236
"451","nep.fu.2021",2010,"UKE",9.0559
"452","nep.fu.22",2010,"UKE",81.8835
"453","nep.out.7",2010,"UKE",12.6311
"454","sol.27.7fg",2010,"UKE",178.132
"455","whg.27.7b-ce-k",2010,"UKE",745.4451
"456","cod.27.7e-k",2011,"UKE",409.9955
"457","had.27.7b-k",2011,"UKE",1512.8845
"458","meg.27.7b-k8abd",2011,"UKE",1748.890782
"459","mon.27.78abd",2011,"UKE",4139.953928
"460","nep.fu.16",2011,"UKE",22.8613
"461","nep.fu.17",2011,"UKE",0.0567
"462","nep.fu.19",2011,"UKE",0.3246
"463","nep.fu.2021",2011,"UKE",8.4845
"464","nep.out.7",2011,"UKE",1.6126
"465","sol.27.7fg",2011,"UKE",167.9257
"466","whg.27.7b-ce-k",2011,"UKE",690.668
"467","cod.27.7e-k",2012,"UKE",654.1906
"468","had.27.7b-k",2012,"UKE",1638.8081
"469","meg.27.7b-k8abd",2012,"UKE",1798.010454
"470","mon.27.78abd",2012,"UKE",3866.678376
"471","nep.fu.16",2012,"UKE",0.249
"472","nep.fu.17",2012,"UKE",0.045
"473","nep.fu.19",2012,"UKE",0.7017
"474","nep.fu.2021",2012,"UKE",25.8542
"475","nep.fu.22",2012,"UKE",23.1105
"476","nep.out.7",2012,"UKE",8.8322
"477","sol.27.7fg",2012,"UKE",175.1111
"478","whg.27.7b-ce-k",2012,"UKE",722.9507
"479","cod.27.7e-k",2013,"UKE",514.788
"480","had.27.7b-k",2013,"UKE",1058.8626
"481","meg.27.7b-k8abd",2013,"UKE",2781.8876088
"482","mon.27.78abd",2013,"UKE",4578.565992
"483","nep.fu.16",2013,"UKE",0.774
"484","nep.fu.19",2013,"UKE",1.8991
"485","nep.fu.2021",2013,"UKE",15.859
"486","nep.fu.22",2013,"UKE",7.8279
"487","nep.out.7",2013,"UKE",8.8601
"488","sol.27.7fg",2013,"UKE",205.6754
"489","whg.27.7b-ce-k",2013,"UKE",740.8707
"490","cod.27.7e-k",2014,"UKE",451.7032
"491","had.27.7b-k",2014,"UKE",557.0495
"492","meg.27.7b-k8abd",2014,"UKE",2613.3932172
"493","mon.27.78abd",2014,"UKE",5214.540408
"494","nep.fu.16",2014,"UKE",1.2163
"495","nep.fu.19",2014,"UKE",0.4412
"496","nep.fu.2021",2014,"UKE",7.5347
"497","nep.fu.22",2014,"UKE",64.9325
"498","nep.out.7",2014,"UKE",15.4152
"499","sol.27.7fg",2014,"UKE",252.6931
"500","whg.27.7b-ce-k",2014,"UKE",742.4115
"501","cod.27.7e-k",2015,"UKE",402.7191
"502","had.27.7b-k",2015,"UKE",614.4986
"503","meg.27.7b-k8abd",2015,"UKE",2658.1497192
"504","mon.27.78abd",2015,"UKE",5100.659696
"505","nep.fu.16",2015,"UKE",0.3103
"506","nep.fu.17",2015,"UKE",0.002
"507","nep.fu.19",2015,"UKE",0.1418
"508","nep.fu.2021",2015,"UKE",120.1276
"509","nep.fu.22",2015,"UKE",0.4219
"510","nep.out.7",2015,"UKE",8.2751
"511","sol.27.7fg",2015,"UKE",104.5923
"512","whg.27.7b-ce-k",2015,"UKE",600.6986
"513","cod.27.7e-k",2016,"UKE",340.7264
"514","had.27.7b-k",2016,"UKE",490.1384
"515","meg.27.7b-k8abd",2016,"UKE",2554.3178388
"516","mon.27.78abd",2016,"UKE",5295.687584
"517","nep.fu.16",2016,"UKE",0.7649
"518","nep.fu.19",2016,"UKE",0.2592
"519","nep.fu.2021",2016,"UKE",389.7899
"520","nep.fu.22",2016,"UKE",24.0878
"521","nep.out.7",2016,"UKE",39.0096
"522","sol.27.7fg",2016,"UKE",173.3903
"523","whg.27.7b-ce-k",2016,"UKE",800.7005
"524","cod.27.7e-k",2017,"UKE",179.4769
"525","had.27.7b-k",2017,"UKE",633.0195
"526","meg.27.7b-k8abd",2017,"UKE",2380.5409068
"527","mon.27.78abd",2017,"UKE",4593.148032
"528","nep.fu.16",2017,"UKE",4.2899
"529","nep.fu.19",2017,"UKE",0.1479
"530","nep.fu.2021",2017,"UKE",371.196
"531","nep.fu.22",2017,"UKE",64.5855
"532","nep.out.7",2017,"UKE",231.2096
"533","sol.27.7fg",2017,"UKE",148.0905
"534","whg.27.7b-ce-k",2017,"UKE",602.2016
"535","cod.27.7e-k",2018,"UKE",121.6615
"536","had.27.7b-k",2018,"UKE",527.464
"537","meg.27.7b-k8abd",2018,"UKE",2218.0694436
"538","mon.27.78abd",2018,"UKE",3840.797488
"539","nep.fu.16",2018,"UKE",8.2051
"540","nep.fu.19",2018,"UKE",0.02
"541","nep.fu.2021",2018,"UKE",347.9253
"542","nep.fu.22",2018,"UKE",46.1142
"543","nep.out.7",2018,"UKE",49.1874
"544","sol.27.7fg",2018,"UKE",170.187
"545","whg.27.7b-ce-k",2018,"UKE",588.5087
"546","cod.27.7e-k",2019,"UKE",81.0063
"547","had.27.7b-k",2019,"UKE",504.744
"548","meg.27.7b-k8abd",2019,"UKE",2038.1419824
"549","mon.27.78abd",2019,"UKE",4217.164688
"550","nep.fu.16",2019,"UKE",7.3262
"551","nep.fu.19",2019,"UKE",0.142
"552","nep.fu.2021",2019,"UKE",273.6
"553","nep.fu.22",2019,"UKE",25.0929
"554","nep.out.7",2019,"UKE",5.9714
"555","sol.27.7fg",2019,"UKE",191.5803
"556","whg.27.7b-ce-k",2019,"UKE",485.7152
"557","cod.27.7e-k",2013,"UKN",18.689
"558","had.27.7b-k",2013,"UKN",375.105
"559","meg.27.7b-k8abd",2013,"UKN",6.597132
"560","nep.fu.19",2013,"UKN",3.437
