"","Year","Stock","Landing_AC","Landing_IC","SObj_Landings","Advice_Landings","diff_AC","diff_IC","diff_Advice","AC_PROB","IC_PROB","ADVICE_PROB"
"78",2014,"nep.fu.19",452.5112,0,467.621,NA,-15.1098,-467.621,NA,"NO","YES",NA
"79",2014,"nep.fu.2021",1398.9519,0,1836,NA,-437.0481,-1836,NA,"YES","YES",NA
"80",2014,"nep.fu.22",2489.3135,0,2525.9989,NA,-36.6854000000003,-2525.9989,NA,"NO","YES",NA
"81",2014,"nep.out.7",146.6967,0,174,NA,-27.3033,-174,NA,"YES","YES",NA
"82",2014,"sol.27.7e",0,0,885.427,NA,-885.427,-885.427,NA,"YES","YES",NA
"83",2014,"sol.27.7fg",1041.1226,1041.40324,1038.9425,1041,2.18010000000004,2.46074000000021,2.05750000000012,"NO","NO","NO"
"84",2014,"whg.27.7b-ce-k",12939.75808,12982.61186,12587.31630067,12589,352.441779330007,395.295559330008,1.68369933000758,"NO","NO","NO"
"85",2015,"cod.27.7e-k",5033.55431,5028.32701,5010.96408,5028,22.5902300000016,17.3629300000011,17.0359200000012,"NO","NO","NO"
"86",2015,"had.27.7b-k",8540.1284,8608.0181,8606.2887905945,8608,-66.1603905944976,1.72930940550395,1.71120940550281,"NO","NO","NO"
"87",2015,"hke.27.3a46-8abd",43646.35874,0,59099.0276626598,93670,-15452.6689226598,-59099.0276626598,34570.9723373402,"YES","YES","YES"
"88",2015,"meg.27.7b-k8abd",11787.3583972629,8705.33613,9160.97501765322,11569,2626.38337960972,-455.638887653222,2408.02498234678,"YES","NO","YES"
"89",2015,"mon.27.78abd",22561.734424391,0,18475.5106234043,27859,4086.22380098665,-18475.5106234043,9383.48937659567,"YES","YES","YES"
"90",2015,"nep.fu.16",955.66429,0,1393.8,NA,-438.13571,-1393.8,NA,"YES","YES",NA
"91",2015,"nep.fu.17",528.252,0,369.9531855,NA,158.2988145,-369.9531855,NA,"YES","YES",NA
"92",2015,"nep.fu.19",521.18801,0,506.9137339,NA,14.2742761,-506.9137339,NA,"NO","YES",NA
"93",2015,"nep.fu.2021",2140.54669,0,2116,NA,24.5466899999997,-2116,NA,"NO","YES",NA
"94",2015,"nep.fu.22",2217.97067,0,2349.571098,NA,-131.600428,-2349.571098,NA,"NO","YES",NA
"95",2015,"nep.out.7",278.80746,0,80,NA,198.80746,-80,NA,"YES","YES",NA
"96",2015,"sol.27.7e",0,0,774.05,NA,-774.05,-774.05,NA,"YES","YES",NA
"97",2015,"sol.27.7fg",830.4649,830.63196,835.250166666667,831,-4.78526666666664,-4.61820666666665,-4.2501666666667,"NO","NO","NO"
"98",2015,"whg.27.7b-ce-k",13164.49525,13109.73949,12760.11286867,12758,404.382381329997,349.626621329997,-2.11286867000308,"NO","NO","NO"
"99",2016,"cod.27.7e-k",3857.72612,3923.64122,3920.08595,3924,-62.3598300000012,3.55526999999893,3.91404999999895,"NO","NO","NO"
"100",2016,"had.27.7b-k",7468.65874,7647.77884,7647.4310822679,7648,-178.772342267899,0.347757732100945,0.568917732100999,"NO","NO","NO"
"101",2016,"hke.27.3a46-8abd",48233.72739,0,75486.7112775609,109106,-27252.9838875609,-75486.7112775609,33619.2887224391,"YES","YES","YES"
"102",2016,"meg.27.7b-k8abd",11795.2715334863,11565.97702,11257.2270755019,11548,538.044457984413,308.749944498146,290.772924498146,"NO","NO","NO"
"103",2016,"mon.27.78abd",24449.7609057041,0,21910.7076265532,29083,2539.05327915091,-21910.7076265532,7172.29237344677,"YES","YES","YES"
"104",2016,"nep.fu.16",1384.9486,0,2154.288412,NA,-769.339812,-2154.288412,NA,"YES","YES",NA
"105",2016,"nep.fu.17",945.68,0,641.2491244,NA,304.4308756,-641.2491244,NA,"YES","YES",NA
"106",2016,"nep.fu.19",664.38176,0,590.2655874,NA,74.1161726,-590.2655874,NA,"YES","YES",NA
"107",2016,"nep.fu.2021",2513.8157,0,2452.519,NA,61.2967000000003,-2452.519,NA,"NO","YES",NA
"108",2016,"nep.fu.22",3430.36657,0,3329.147757,NA,101.218812999999,-3329.147757,NA,"NO","YES",NA
"109",2016,"nep.out.7",466.99371,0,118,NA,348.99371,-118,NA,"YES","YES",NA
"110",2016,"sol.27.7e",0,0,913.348,NA,-913.348,-913.348,NA,"YES","YES",NA
"111",2016,"sol.27.7fg",832.17562,832.1183,831.955333333333,832,0.220286666666652,0.162966666666648,0.0446666666666715,"NO","NO","NO"
"112",2016,"whg.27.7b-ce-k",15143.30661,15200.79398,15018.65650588,15021,124.650104120008,182.137474120009,2.34349412000847,"NO","NO","NO"
"113",2017,"cod.27.7e-k",2456.97738,2470.96328,2462.49758,2471,-5.52020000000039,8.46569999999974,8.5024199999998,"NO","NO","NO"
"114",2017,"had.27.7b-k",7919.79987,8098.54477,8101.4045237019,8099,-181.604653701899,-2.85975370189954,-2.40452370189905,"NO","NO","NO"
"115",2017,"hke.27.3a46-8abd",42974.64716,0,70495.103794021,104671,-27520.456634021,-70495.103794021,34175.896205979,"YES","YES","YES"
"116",2017,"meg.27.7b-k8abd",11621.3189749371,13784.43807,11518.8419126545,13784,102.47706228254,2265.59615734548,2265.15808734548,"NO","YES","YES"
"117",2017,"mon.27.78abd",23861.4862075664,25323.05708,25294.5138417506,25634,-1433.02763418425,28.5432382493636,339.486158249365,"NO","NO","NO"
"118",2017,"nep.fu.16",2556.30681018497,0,2632.261662,NA,-75.95485181503,-2632.261662,NA,"NO","YES",NA
"119",2017,"nep.fu.17",295.00694614,0,294.96416,NA,0.0427861400000324,-294.96416,NA,"NO","YES",NA
"120",2017,"nep.fu.19",346.295261014,0,419.9616528,NA,-73.666391786,-419.9616528,NA,"YES","YES",NA
"121",2017,"nep.fu.2021",1811.68463072,0,1849.277857,NA,-37.59322628,-1849.277857,NA,"NO","YES",NA
"122",2017,"nep.fu.22",3521.2651504,0,3560.159467,NA,-38.8943165999999,-3560.159467,NA,"NO","YES",NA
"123",2017,"nep.out.7",353.832801165002,0,137,NA,216.832801165002,-137,NA,"YES","YES",NA
"124",2017,"sol.27.7e",0,0,1007.349,NA,-1007.349,-1007.349,NA,"YES","YES",NA
"125",2017,"sol.27.7fg",777.63622,777.6092,779.410333333333,778,-1.77411333333328,-1.80113333333338,-1.41033333333326,"NO","NO","NO"
"126",2017,"whg.27.7b-ce-k",12377.61518,12377.06714,12286.05301028,12288,91.5621697200058,91.0141297200062,1.94698972000697,"NO","NO","NO"
"127",2018,"cod.27.7e-k",1475.47947,1496.16877,1483.58472,1496,-8.10524999999984,12.5840500000002,12.4152800000002,"NO","NO","NO"
"128",2018,"had.27.7b-k",6869.82833,7046.01263,7047.4426378174,7046,-177.614307817402,-1.43000781740193,-1.4426378174021,"NO","NO","NO"
"129",2018,"hke.27.3a46-8abd",35486.594839662,0,59776.6639114765,89671,-24290.0690718145,-59776.6639114765,29894.3360885235,"YES","YES","YES"
"130",2018,"meg.27.7b-k8abd",10270.4141022683,12147.162493,12098.6519188894,12147,-1828.23781662117,48.5105741105763,48.3480811105765,"YES","NO","NO"
"131",2018,"mon.27.78abd",20426.5657315713,22344.81308,19722.238851077,22345,704.326880494267,2622.57422892297,2622.76114892297,"NO","YES","YES"
"132",2018,"nep.fu.16",2739.624210295,0,2750.6881,NA,-11.0638897049998,-2750.6881,NA,"NO","YES",NA
"133",2018,"nep.fu.17",492.91,0,536.4751,NA,-43.5651,-536.4751,NA,"NO","YES",NA
"134",2018,"nep.fu.19",166.38782,0,238.2509,NA,-71.86308,-238.2509,NA,"YES","YES",NA
"135",2018,"nep.fu.2021",1800.62259,0,1802.6034,NA,-1.98081000000002,-1802.6034,NA,"NO","YES",NA
"136",2018,"nep.fu.22",1921.25303,0,1974.4871,NA,-53.23407,-1974.4871,NA,"NO","YES",NA
"137",2018,"nep.out.7",202.88657,0,200,NA,2.88657000000003,-200,NA,"NO","YES",NA
"138",2018,"sol.27.7e",0,0,1074.527,NA,-1074.527,-1074.527,NA,"YES","YES",NA
"139",2018,"sol.27.7fg",848.95837,849.99337,851.961333333333,850,-3.00296333333347,-1.96796333333339,-1.96133333333341,"NO","NO","NO"
"140",2018,"whg.27.7b-ce-k",8961.287449999,9007.2485,8951.82575538,8951,9.4616946189999,55.4227446199984,-0.825755380001283,"NO","NO","NO"
"141",2019,"cod.27.7e-k",1059.34948,1050.88356,1068.68322,1051,-9.33374000000026,-17.7996600000001,-17.6832200000001,"NO","NO","NO"
"142",2019,"had.27.7b-k",7645.8904,7656.10876,7657.4413320851,7656,-11.5509320850979,-1.33257208509622,-1.4413320850972,"NO","NO","NO"
"143",2019,"hke.27.3a46-8abd",36669.88026,0,55364.1215630097,82298,-18694.2413030097,-55364.1215630097,26933.8784369903,"YES","YES","YES"
"144",2019,"meg.27.7b-k8abd",10315.2898341183,12161.064258,10959.1930502548,12164,-643.903216136463,1201.87120774525,1204.80694974525,"NO","YES","YES"
"145",2019,"mon.27.78abd",20547.6958644,21266.21357,18489.813838131,21266,2057.882026269,2776.39973186899,2776.18616186899,"YES","YES","YES"
"146",2019,"nep.fu.16",1868.43969,0,2251.145,NA,-382.70531,-2251.145,NA,"YES","YES",NA
"147",2019,"nep.fu.17",157.855,0,166.5352,NA,-8.68020000000001,-166.5352,NA,"NO","YES",NA
"148",2019,"nep.fu.19",183.25185,0,249.43174,NA,-66.17989,-249.43174,NA,"YES","YES",NA
"149",2019,"nep.fu.2021",2607.35425,0,2998.9756,NA,-391.62135,-2998.9756,NA,"YES","YES",NA
"150",2019,"nep.fu.22",1938.96457,0,2083.079,NA,-144.11443,-2083.079,NA,"NO","YES",NA
"151",2019,"nep.out.7",149.87916,0,242,NA,-92.12084,-242,NA,"YES","YES",NA
"152",2019,"sol.27.7e",0,0,1184.884,NA,-1184.884,-1184.884,NA,"YES","YES",NA
"153",2019,"sol.27.7fg",1068.59378,1068.36458,1067.31333333333,1068,1.28044666666665,1.05124666666666,0.686666666666724,"NO","NO","NO"
"154",2019,"whg.27.7b-ce-k",6586.57274,6588.43224,5543.09909078,5542,1043.47364922,1045.33314922,-1.09909078000146,"YES","YES","NO"
