Year,Country,Metier,Area,Species,Discard_ID,DR,Landings,Match
2012,UKE,OTB_DEF,27.7.c,MEG,2012_UKE_MEG_27.7.c_OTB_DEF,NA,1.7003328,AC_Missmatches
2012,UKE,OTB_DEF,27.7.c,MON,2012_UKE_MON_27.7.c_OTB_DEF,NA,2.257024,AC_Missmatches
2012,UKE,OTB_DEF,27.7.d,COD,2012_UKE_COD_27.7.d_OTB_DEF,NA,30.0244,AC_Missmatches
2012,UKE,OTB_DEF,27.7.d,MEG,2012_UKE_MEG_27.7.d_OTB_DEF,NA,0.006636,AC_Missmatches
2012,UKE,OTB_DEF,27.7.d,MON,2012_UKE_MON_27.7.d_OTB_DEF,NA,1.563848,AC_Missmatches
2012,UKE,OTB_DEF,27.7.d,WHG,2012_UKE_WHG_27.7.d_OTB_DEF,NA,33.8195,AC_Missmatches
2012,UKE,OTB_DEF,27.7.f,MEG,2012_UKE_MEG_27.7.f_OTB_DEF,NA,7.2701172,AC_Missmatches
2012,UKE,OTB_DEF,27.7.f,MON,2012_UKE_MON_27.7.f_OTB_DEF,NA,22.633512,AC_Missmatches
2012,UKE,OTB_DEF,27.7.g,MEG,2012_UKE_MEG_27.7.g_OTB_DEF,NA,251.7448128,AC_Missmatches
2012,UKE,OTB_DEF,27.7.g,MON,2012_UKE_MON_27.7.g_OTB_DEF,NA,149.503024,AC_Missmatches
2012,UKE,OTB_DEF,27.7.h,MEG,2012_UKE_MEG_27.7.h_OTB_DEF,NA,109.5837756,AC_Missmatches
2012,UKE,OTB_DEF,27.7.h,MON,2012_UKE_MON_27.7.h_OTB_DEF,NA,73.54292,AC_Missmatches
2012,UKE,OTB_DEF,27.7.j,MEG,2012_UKE_MEG_27.7.j_OTB_DEF,NA,642.5457732,AC_Missmatches
2012,UKE,OTB_DEF,27.7.j,MON,2012_UKE_MON_27.7.j_OTB_DEF,NA,675.010688,AC_Missmatches
2012,UKE,OTB_DEF,27.7.k,MEG,2012_UKE_MEG_27.7.k_OTB_DEF,NA,1.2633996,AC_Missmatches
2012,UKE,OTB_DEF,27.7.k,MON,2012_UKE_MON_27.7.k_OTB_DEF,NA,2.115696,AC_Missmatches
2012,UKE,OTM_SPF,27.7.d,COD,2012_UKE_COD_27.7.d_OTM_SPF,NA,0.0455,AC_Missmatches
2012,UKE,OTM_SPF,27.7.d,WHG,2012_UKE_WHG_27.7.d_OTM_SPF,NA,0.0014,AC_Missmatches
2012,UKE,OTM_SPF,27.7.h,WHG,2012_UKE_WHG_27.7.h_OTM_SPF,NA,21.1277,AC_Missmatches
2012,UKE,SSC_DEF,27.7.d,COD,2012_UKE_COD_27.7.d_SSC_DEF,NA,8.4917,AC_Missmatches
2012,UKE,SSC_DEF,27.7.d,HAD,2012_UKE_HAD_27.7.d_SSC_DEF,NA,0.1555,AC_Missmatches
2012,UKE,SSC_DEF,27.7.d,MEG,2012_UKE_MEG_27.7.d_SSC_DEF,NA,0.020856,AC_Missmatches
2012,UKE,SSC_DEF,27.7.d,MON,2012_UKE_MON_27.7.d_SSC_DEF,NA,0.951544,AC_Missmatches
2012,UKE,SSC_DEF,27.7.d,WHG,2012_UKE_WHG_27.7.d_SSC_DEF,NA,174.9361,AC_Missmatches
2012,UKE,SSC_DEF,27.7.g,HAD,2012_UKE_HAD_27.7.g_SSC_DEF,NA,13.016,AC_Missmatches
2012,UKE,SSC_DEF,27.7.g,MEG,2012_UKE_MEG_27.7.g_SSC_DEF,NA,0.2409816,AC_Missmatches
2012,UKE,SSC_DEF,27.7.g,MON,2012_UKE_MON_27.7.g_SSC_DEF,NA,0.1716,AC_Missmatches
2012,UKE,TBB_DEF,27.7.d,COD,2012_UKE_COD_27.7.d_TBB_DEF,NA,3.9639,AC_Missmatches
2012,UKE,TBB_DEF,27.7.d,MEG,2012_UKE_MEG_27.7.d_TBB_DEF,NA,0.0005688,AC_Missmatches
2012,UKE,TBB_DEF,27.7.d,MON,2012_UKE_MON_27.7.d_TBB_DEF,NA,4.56852,AC_Missmatches
2012,UKE,TBB_DEF,27.7.d,WHG,2012_UKE_WHG_27.7.d_TBB_DEF,NA,0.3998,AC_Missmatches
2012,UKE,TBB_DEF,27.7.f,MEG,2012_UKE_MEG_27.7.f_TBB_DEF,NA,98.7390348,AC_Missmatches
2012,UKE,TBB_DEF,27.7.f,MON,2012_UKE_MON_27.7.f_TBB_DEF,NA,256.22652,AC_Missmatches
2012,UKE,TBB_DEF,27.7.g,MEG,2012_UKE_MEG_27.7.g_TBB_DEF,NA,47.1551316,AC_Missmatches
2012,UKE,TBB_DEF,27.7.g,MON,2012_UKE_MON_27.7.g_TBB_DEF,NA,75.72092,AC_Missmatches
2012,UKE,TBB_DEF,27.7.h,MEG,2012_UKE_MEG_27.7.h_TBB_DEF,NA,320.1510708,AC_Missmatches
2012,UKE,TBB_DEF,27.7.h,MON,2012_UKE_MON_27.7.h_TBB_DEF,NA,463.124552,AC_Missmatches
2012,UKS,GNS_DEF,27.7.b,MEG,2012_UKS_MEG_27.7.b_GNS_DEF,NA,0.034128,AC_Missmatches
2012,UKS,GNS_DEF,27.7.b,MON,2012_UKS_MON_27.7.b_GNS_DEF,NA,61.240432,AC_Missmatches
2012,UKS,GNS_DEF,27.7.c,MON,2012_UKS_MON_27.7.c_GNS_DEF,NA,249.604168,AC_Missmatches
2012,UKS,GNS_DEF,27.7.h,MON,2012_UKS_MON_27.7.h_GNS_DEF,NA,1.595352,AC_Missmatches
2012,UKS,GNS_DEF,27.7.j,MON,2012_UKS_MON_27.7.j_GNS_DEF,NA,163.083536,AC_Missmatches
2012,UKS,GNS_DEF,27.7.k,MON,2012_UKS_MON_27.7.k_GNS_DEF,NA,246.593248,AC_Missmatches
2012,UKS,MIS_MIS,27.7.k,MON,2012_UKS_MON_27.7.k_MIS_MIS,NA,4.599144,AC_Missmatches
2012,UKS,OTB_CRU,27.7.b,HAD,2012_UKS_HAD_27.7.b_OTB_CRU,NA,1.8837,AC_Missmatches
2012,UKS,OTB_CRU,27.7.b,MON,2012_UKS_MON_27.7.b_OTB_CRU,NA,0.768152,AC_Missmatches
2012,UKS,OTB_CRU,27.7.c,COD,2012_UKS_COD_27.7.c_OTB_CRU,NA,0.1053,AC_Missmatches
2012,UKS,OTB_CRU,27.7.c,HAD,2012_UKS_HAD_27.7.c_OTB_CRU,NA,0.7734,AC_Missmatches
2012,UKS,OTB_CRU,27.7.c,MEG,2012_UKS_MEG_27.7.c_OTB_CRU,NA,1.659,AC_Missmatches
2012,UKS,OTB_CRU,27.7.c,MON,2012_UKS_MON_27.7.c_OTB_CRU,NA,3.080616,AC_Missmatches
2012,UKS,OTB_CRU,27.7.c,WHG,2012_UKS_WHG_27.7.c_OTB_CRU,NA,0.0555,AC_Missmatches
2012,UKS,OTB_CRU,27.7.d,HAD,2012_UKS_HAD_27.7.d_OTB_CRU,NA,0.1423,AC_Missmatches
2012,UKS,OTB_CRU,27.7.d,MEG,2012_UKS_MEG_27.7.d_OTB_CRU,NA,0.0095748,AC_Missmatches
2012,UKS,OTB_CRU,27.7.d,MON,2012_UKS_MON_27.7.d_OTB_CRU,NA,0.149776,AC_Missmatches
2012,UKS,OTB_CRU,27.7.d,WHG,2012_UKS_WHG_27.7.d_OTB_CRU,NA,46.3904,AC_Missmatches
2012,UKS,OTB_CRU,27.7.g,COD,2012_UKS_COD_27.7.g_OTB_CRU,NA,0.9643,AC_Missmatches
2012,UKS,OTB_CRU,27.7.g,HAD,2012_UKS_HAD_27.7.g_OTB_CRU,NA,0.3276,AC_Missmatches
2012,UKS,OTB_CRU,27.7.g,MEG,2012_UKS_MEG_27.7.g_OTB_CRU,NA,0.032232,AC_Missmatches
2012,UKS,OTB_CRU,27.7.g,MON,2012_UKS_MON_27.7.g_OTB_CRU,NA,1.475144,AC_Missmatches
2012,UKS,OTB_CRU,27.7.g,WHG,2012_UKS_WHG_27.7.g_OTB_CRU,NA,0.0956,AC_Missmatches
2012,UKS,OTB_CRU,27.7.h,COD,2012_UKS_COD_27.7.h_OTB_CRU,NA,0.0238,AC_Missmatches
2012,UKS,OTB_CRU,27.7.h,HAD,2012_UKS_HAD_27.7.h_OTB_CRU,NA,0.0499,AC_Missmatches
2012,UKS,OTB_CRU,27.7.h,MEG,2012_UKS_MEG_27.7.h_OTB_CRU,NA,8.1941328,AC_Missmatches
2012,UKS,OTB_CRU,27.7.h,MON,2012_UKS_MON_27.7.h_OTB_CRU,NA,3.10464,AC_Missmatches
2012,UKS,OTB_CRU,27.7.j,COD,2012_UKS_COD_27.7.j_OTB_CRU,NA,0.9509,AC_Missmatches
2012,UKS,OTB_CRU,27.7.j,HAD,2012_UKS_HAD_27.7.j_OTB_CRU,NA,3.3659,AC_Missmatches
2012,UKS,OTB_CRU,27.7.j,MEG,2012_UKS_MEG_27.7.j_OTB_CRU,NA,76.5810516,AC_Missmatches
2012,UKS,OTB_CRU,27.7.j,MON,2012_UKS_MON_27.7.j_OTB_CRU,NA,83.938888,AC_Missmatches
2012,UKS,OTB_CRU,27.7.j,WHG,2012_UKS_WHG_27.7.j_OTB_CRU,NA,1.1227,AC_Missmatches
2012,UKS,OTB_CRU,27.7.k,MON,2012_UKS_MON_27.7.k_OTB_CRU,NA,19.773072,AC_Missmatches
2012,UKS,OTB_DEF,27.7.b,MEG,2012_UKS_MEG_27.7.b_OTB_DEF,NA,5.5525308,AC_Missmatches
2012,UKS,OTB_DEF,27.7.b,MON,2012_UKS_MON_27.7.b_OTB_DEF,NA,5.032104,AC_Missmatches
2012,UKS,OTB_DEF,27.7.c,MEG,2012_UKS_MEG_27.7.c_OTB_DEF,NA,3.1341828,AC_Missmatches
2012,UKS,OTB_DEF,27.7.c,MON,2012_UKS_MON_27.7.c_OTB_DEF,NA,3.798872,AC_Missmatches
2012,UKS,OTB_DEF,27.7.d,MON,2012_UKS_MON_27.7.d_OTB_DEF,NA,0.023584,AC_Missmatches
2012,UKS,OTB_DEF,27.7.d,WHG,2012_UKS_WHG_27.7.d_OTB_DEF,NA,0.4248,AC_Missmatches
2012,UKS,OTB_DEF,27.7.f,COD,2012_UKS_COD_27.7.f_OTB_DEF,NA,0.0211,AC_Missmatches
2012,UKS,OTB_DEF,27.7.f,MON,2012_UKS_MON_27.7.f_OTB_DEF,NA,0.021472,AC_Missmatches
2012,UKS,OTB_DEF,27.7.g,COD,2012_UKS_COD_27.7.g_OTB_DEF,NA,8.4874,AC_Missmatches
2012,UKS,OTB_DEF,27.7.g,MEG,2012_UKS_MEG_27.7.g_OTB_DEF,NA,1.2360972,AC_Missmatches
2012,UKS,OTB_DEF,27.7.g,MON,2012_UKS_MON_27.7.g_OTB_DEF,NA,13.565904,AC_Missmatches
2012,UKS,OTB_DEF,27.7.g,WHG,2012_UKS_WHG_27.7.g_OTB_DEF,NA,3.2127,AC_Missmatches
2012,UKS,OTB_DEF,27.7.j,HAD,2012_UKS_HAD_27.7.j_OTB_DEF,NA,6.2806,AC_Missmatches
2012,UKS,OTB_DEF,27.7.j,MEG,2012_UKS_MEG_27.7.j_OTB_DEF,NA,506.3804568,AC_Missmatches
2012,UKS,OTB_DEF,27.7.j,MON,2012_UKS_MON_27.7.j_OTB_DEF,NA,397.61568,AC_Missmatches
2012,UKS,OTB_DEF,27.7.k,MEG,2012_UKS_MEG_27.7.k_OTB_DEF,NA,0.12561,AC_Missmatches
2012,UKS,OTB_DEF,27.7.k,MON,2012_UKS_MON_27.7.k_OTB_DEF,NA,2.247784,AC_Missmatches
2013,BE,GTR_DEF,27.7.d,COD,2013_BE_COD_27.7.d_GTR_DEF,NA,0.231,AC_Missmatches
2013,BE,GTR_DEF,27.7.d,WHG,2013_BE_WHG_27.7.d_GTR_DEF,NA,0.122,AC_Missmatches
2013,BE,MIS_MIS,27.7.d,COD,2013_BE_COD_27.7.d_MIS_MIS,NA,0.011,AC_Missmatches
2013,BE,MIS_MIS,27.7.d,MON,2013_BE_MON_27.7.d_MIS_MIS,NA,1.185,AC_Missmatches
2013,BE,OTB_CRU,27.7.d,COD,2013_BE_COD_27.7.d_OTB_CRU,NA,0.18,AC_Missmatches
2013,BE,OTB_CRU,27.7.d,MON,2013_BE_MON_27.7.d_OTB_CRU,NA,0.007,AC_Missmatches
2013,BE,OTB_CRU,27.7.d,WHG,2013_BE_WHG_27.7.d_OTB_CRU,NA,0.349,AC_Missmatches
2013,BE,OTB_CRU,27.7.f,MEG,2013_BE_MEG_27.7.f_OTB_CRU,NA,7.575468,AC_Missmatches
2013,BE,OTB_CRU,27.7.f,MON,2013_BE_MON_27.7.f_OTB_CRU,NA,6.837,AC_Missmatches
2013,BE,OTB_CRU,27.7.g,MEG,2013_BE_MEG_27.7.g_OTB_CRU,NA,44.230836,AC_Missmatches
2013,BE,OTB_CRU,27.7.g,MON,2013_BE_MON_27.7.g_OTB_CRU,NA,69.104,AC_Missmatches
2013,BE,OTB_DEF,27.7.g,MEG,2013_BE_MEG_27.7.g_OTB_DEF,NA,0.055932,AC_Missmatches
2013,BE,OTB_DEF,27.7.g,MON,2013_BE_MON_27.7.g_OTB_DEF,NA,0.717,AC_Missmatches
2013,BE,SSC_DEF,27.7.d,COD,2013_BE_COD_27.7.d_SSC_DEF,NA,9.67,AC_Missmatches
2013,BE,SSC_DEF,27.7.d,HAD,2013_BE_HAD_27.7.d_SSC_DEF,NA,0.019,AC_Missmatches
2013,BE,SSC_DEF,27.7.d,MEG,2013_BE_MEG_27.7.d_SSC_DEF,NA,0.01422,AC_Missmatches
2013,BE,SSC_DEF,27.7.d,MON,2013_BE_MON_27.7.d_SSC_DEF,NA,0.899,AC_Missmatches
2013,BE,SSC_DEF,27.7.d,WHG,2013_BE_WHG_27.7.d_SSC_DEF,NA,30.774,AC_Missmatches
2013,BE,SSC_DEF,27.7.f,MEG,2013_BE_MEG_27.7.f_SSC_DEF,NA,0.082476,AC_Missmatches
2013,BE,SSC_DEF,27.7.f,MON,2013_BE_MON_27.7.f_SSC_DEF,NA,0.065,AC_Missmatches
2013,BE,SSC_DEF,27.7.g,MEG,2013_BE_MEG_27.7.g_SSC_DEF,NA,0.024648,AC_Missmatches
2013,BE,TBB_DEF,27.7.d,COD,2013_BE_COD_27.7.d_TBB_DEF,NA,42.344,AC_Missmatches
2013,BE,TBB_DEF,27.7.d,HAD,2013_BE_HAD_27.7.d_TBB_DEF,NA,0.654,AC_Missmatches
2013,BE,TBB_DEF,27.7.d,MEG,2013_BE_MEG_27.7.d_TBB_DEF,NA,0.11376,AC_Missmatches
2013,BE,TBB_DEF,27.7.d,MON,2013_BE_MON_27.7.d_TBB_DEF,NA,47.181,AC_Missmatches
2013,BE,TBB_DEF,27.7.d,WHG,2013_BE_WHG_27.7.d_TBB_DEF,NA,63.732,AC_Missmatches
2013,BE,TBB_DEF,27.7.f,HAD,2013_BE_HAD_27.7.f_TBB_DEF,NA,60.788,AC_Missmatches
2013,BE,TBB_DEF,27.7.f,MEG,2013_BE_MEG_27.7.f_TBB_DEF,NA,155.011272,AC_Missmatches
2013,BE,TBB_DEF,27.7.f,MON,2013_BE_MON_27.7.f_TBB_DEF,NA,420.921,AC_Missmatches
2013,BE,TBB_DEF,27.7.g,COD,2013_BE_COD_27.7.g_TBB_DEF,NA,66.142,AC_Missmatches
2013,BE,TBB_DEF,27.7.g,MEG,2013_BE_MEG_27.7.g_TBB_DEF,NA,281.62236,AC_Missmatches
2013,BE,TBB_DEF,27.7.g,MON,2013_BE_MON_27.7.g_TBB_DEF,NA,447.469,AC_Missmatches
2013,BE,TBB_DEF,27.7.g,WHG,2013_BE_WHG_27.7.g_TBB_DEF,NA,40.438,AC_Missmatches
2013,BE,TBB_DEF,27.7.h,COD,2013_BE_COD_27.7.h_TBB_DEF,NA,0.1,AC_Missmatches
2013,BE,TBB_DEF,27.7.h,HAD,2013_BE_HAD_27.7.h_TBB_DEF,NA,0.001,AC_Missmatches
2013,BE,TBB_DEF,27.7.h,MEG,2013_BE_MEG_27.7.h_TBB_DEF,NA,0.94326,AC_Missmatches
2013,BE,TBB_DEF,27.7.h,MON,2013_BE_MON_27.7.h_TBB_DEF,NA,0.425,AC_Missmatches
2013,BE,TBB_DEF,27.7.h,WHG,2013_BE_WHG_27.7.h_TBB_DEF,NA,0.002,AC_Missmatches
2013,ES,GNS_DEF,27.7.j,MON,2013_ES_MON_27.7.j_GNS_DEF,NA,29.07,AC_Missmatches
2013,FRA,GNS_DEF,27.7.b,MON,2013_FRA_MON_27.7.b_GNS_DEF,NA,0.0293478,AC_Missmatches
2013,FRA,GNS_DEF,27.7.c,MON,2013_FRA_MON_27.7.c_GNS_DEF,NA,2.608379,AC_Missmatches
2013,FRA,GNS_DEF,27.7.d,COD,2013_FRA_COD_27.7.d_GNS_DEF,NA,49.20724,AC_Missmatches
2013,FRA,GNS_DEF,27.7.f,MON,2013_FRA_MON_27.7.f_GNS_DEF,NA,0.280112,AC_Missmatches
2013,FRA,GNS_DEF,27.7.h,MON,2013_FRA_MON_27.7.h_GNS_DEF,NA,70.2033078,AC_Missmatches
2013,FRA,GNS_DEF,27.7.j,MON,2013_FRA_MON_27.7.j_GNS_DEF,NA,85.2111774,AC_Missmatches
2013,FRA,GNS_DEF,27.7.k,MON,2013_FRA_MON_27.7.k_GNS_DEF,NA,333.1053036,AC_Missmatches
2013,FRA,GTR_DEF,27.7.b,MON,2013_FRA_MON_27.7.b_GTR_DEF,NA,5.1549956,AC_Missmatches
2013,FRA,GTR_DEF,27.7.d,COD,2013_FRA_COD_27.7.d_GTR_DEF,NA,163.19312,AC_Missmatches
2013,FRA,GTR_DEF,27.7.d,MON,2013_FRA_MON_27.7.d_GTR_DEF,NA,0.1605642,AC_Missmatches
2013,FRA,GTR_DEF,27.7.f,MON,2013_FRA_MON_27.7.f_GTR_DEF,NA,7.5404002,AC_Missmatches
2013,FRA,GTR_DEF,27.7.g,MON,2013_FRA_MON_27.7.g_GTR_DEF,NA,9.2546758,AC_Missmatches
2013,FRA,GTR_DEF,27.7.h,MON,2013_FRA_MON_27.7.h_GTR_DEF,NA,419.5171168,AC_Missmatches
2013,FRA,LLS_DEF,27.7.d,COD,2013_FRA_COD_27.7.d_LLS_DEF,NA,5.98037,AC_Missmatches
2013,FRA,MIS_MIS,27.7.b,MEG,2013_FRA_MEG_27.7.b_MIS_MIS,NA,0.62270328,AC_Missmatches
2013,FRA,MIS_MIS,27.7.b,MON,2013_FRA_MON_27.7.b_MIS_MIS,NA,0.9477068,AC_Missmatches
2013,FRA,MIS_MIS,27.7.c,MEG,2013_FRA_MEG_27.7.c_MIS_MIS,NA,1.30080768,AC_Missmatches
2013,FRA,MIS_MIS,27.7.c,MON,2013_FRA_MON_27.7.c_MIS_MIS,NA,0.864854,AC_Missmatches
2013,FRA,MIS_MIS,27.7.d,COD,2013_FRA_COD_27.7.d_MIS_MIS,NA,49.57205,AC_Missmatches
2013,FRA,MIS_MIS,27.7.d,MEG,2013_FRA_MEG_27.7.d_MIS_MIS,NA,0.37473492,AC_Missmatches
2013,FRA,MIS_MIS,27.7.d,MON,2013_FRA_MON_27.7.d_MIS_MIS,NA,8.6900156,AC_Missmatches
2013,FRA,MIS_MIS,27.7.d,WHG,2013_FRA_WHG_27.7.d_MIS_MIS,NA,94.6479,AC_Missmatches
2013,FRA,MIS_MIS,27.7.f,MEG,2013_FRA_MEG_27.7.f_MIS_MIS,NA,1.03977588,AC_Missmatches
2013,FRA,MIS_MIS,27.7.f,MON,2013_FRA_MON_27.7.f_MIS_MIS,NA,3.6085822,AC_Missmatches
2013,FRA,MIS_MIS,27.7.g,MEG,2013_FRA_MEG_27.7.g_MIS_MIS,NA,10.99404132,AC_Missmatches
2013,FRA,MIS_MIS,27.7.g,MON,2013_FRA_MON_27.7.g_MIS_MIS,NA,14.5258654,AC_Missmatches
2013,FRA,MIS_MIS,27.7.h,MEG,2013_FRA_MEG_27.7.h_MIS_MIS,NA,35.98798548,AC_Missmatches
2013,FRA,MIS_MIS,27.7.h,MON,2013_FRA_MON_27.7.h_MIS_MIS,NA,232.563234,AC_Missmatches
2013,FRA,MIS_MIS,27.7.j,MEG,2013_FRA_MEG_27.7.j_MIS_MIS,NA,9.26558136,AC_Missmatches
2013,FRA,MIS_MIS,27.7.j,MON,2013_FRA_MON_27.7.j_MIS_MIS,NA,7.868228,AC_Missmatches
2013,FRA,MIS_MIS,27.7.k,MEG,2013_FRA_MEG_27.7.k_MIS_MIS,NA,0.21840024,AC_Missmatches
2013,FRA,OTB_CRU,27.7.f,MEG,2013_FRA_MEG_27.7.f_OTB_CRU,NA,0.0584916,AC_Missmatches
2013,FRA,OTB_CRU,27.7.g,MEG,2013_FRA_MEG_27.7.g_OTB_CRU,NA,14.30265612,AC_Missmatches
2013,FRA,OTB_CRU,27.7.h,MEG,2013_FRA_MEG_27.7.h_OTB_CRU,NA,14.28371508,AC_Missmatches
2013,FRA,OTB_DEF,27.7.b,MEG,2013_FRA_MEG_27.7.b_OTB_DEF,NA,244.65071076,AC_Missmatches
2013,FRA,OTB_DEF,27.7.b,MON,2013_FRA_MON_27.7.b_OTB_DEF,NA,700.7010864,AC_Missmatches
2013,FRA,OTB_DEF,27.7.c,MEG,2013_FRA_MEG_27.7.c_OTB_DEF,NA,240.23249988,AC_Missmatches
2013,FRA,OTB_DEF,27.7.c,MON,2013_FRA_MON_27.7.c_OTB_DEF,NA,656.391632,AC_Missmatches
2013,FRA,OTB_DEF,27.7.d,COD,2013_FRA_COD_27.7.d_OTB_DEF,NA,441.86679,AC_Missmatches
2013,FRA,OTB_DEF,27.7.d,MEG,2013_FRA_MEG_27.7.d_OTB_DEF,NA,0.0515238,AC_Missmatches
2013,FRA,OTB_DEF,27.7.d,MON,2013_FRA_MON_27.7.d_OTB_DEF,NA,22.8064632,AC_Missmatches
2013,FRA,OTB_DEF,27.7.d,WHG,2013_FRA_WHG_27.7.d_OTB_DEF,NA,2519.07156,AC_Missmatches
2013,FRA,OTB_DEF,27.7.f,MEG,2013_FRA_MEG_27.7.f_OTB_DEF,NA,67.01527656,AC_Missmatches
2013,FRA,OTB_DEF,27.7.f,MON,2013_FRA_MON_27.7.f_OTB_DEF,NA,290.4455006,AC_Missmatches
2013,FRA,OTB_DEF,27.7.g,MEG,2013_FRA_MEG_27.7.g_OTB_DEF,NA,100.05918168,AC_Missmatches
2013,FRA,OTB_DEF,27.7.g,MON,2013_FRA_MON_27.7.g_OTB_DEF,NA,353.1258332,AC_Missmatches
2013,FRA,OTB_DEF,27.7.h,MEG,2013_FRA_MEG_27.7.h_OTB_DEF,NA,401.24661216,AC_Missmatches
2013,FRA,OTB_DEF,27.7.h,MON,2013_FRA_MON_27.7.h_OTB_DEF,NA,1078.6367986,AC_Missmatches
2013,FRA,OTB_DEF,27.7.j,MEG,2013_FRA_MEG_27.7.j_OTB_DEF,NA,966.13371372,AC_Missmatches
2013,FRA,OTB_DEF,27.7.j,MON,2013_FRA_MON_27.7.j_OTB_DEF,NA,1603.3019004,AC_Missmatches
2013,FRA,OTB_DEF,27.7.k,MEG,2013_FRA_MEG_27.7.k_OTB_DEF,NA,14.94192096,AC_Missmatches
2013,FRA,OTB_DEF,27.7.k,MON,2013_FRA_MON_27.7.k_OTB_DEF,NA,52.561385,AC_Missmatches
2013,FRA,OTB_SPF,27.7.d,WHG,2013_FRA_WHG_27.7.d_OTB_SPF,NA,140.67229,AC_Missmatches
2013,FRA,OTM_DEF,27.7.d,COD,2013_FRA_COD_27.7.d_OTM_DEF,NA,2.81289,AC_Missmatches
2013,FRA,OTM_DEF,27.7.d,HAD,2013_FRA_HAD_27.7.d_OTM_DEF,NA,0.37879,AC_Missmatches
2013,FRA,OTM_DEF,27.7.d,WHG,2013_FRA_WHG_27.7.d_OTM_DEF,NA,9.37923,AC_Missmatches
2013,FRA,OTM_DEF,27.7.f,HAD,2013_FRA_HAD_27.7.f_OTM_DEF,NA,0.16537,AC_Missmatches
2013,FRA,OTM_DEF,27.7.f,WHG,2013_FRA_WHG_27.7.f_OTM_DEF,NA,0.05608,AC_Missmatches
2013,FRA,OTM_DEF,27.7.h,WHG,2013_FRA_WHG_27.7.h_OTM_DEF,NA,0.20816,AC_Missmatches
2013,FRA,OTM_DEF,27.7.j,WHG,2013_FRA_WHG_27.7.j_OTM_DEF,NA,0.00823,AC_Missmatches
2013,FRA,OTM_SPF,27.7.d,COD,2013_FRA_COD_27.7.d_OTM_SPF,NA,22.25798,AC_Missmatches
2013,FRA,OTM_SPF,27.7.d,WHG,2013_FRA_WHG_27.7.d_OTM_SPF,NA,110.98401,AC_Missmatches
2013,FRA,OTT_CRU,27.7.f,HAD,2013_FRA_HAD_27.7.f_OTT_CRU,NA,0.29838,AC_Missmatches
2013,FRA,OTT_CRU,27.7.f,MEG,2013_FRA_MEG_27.7.f_OTT_CRU,NA,0.28579356,AC_Missmatches
2013,FRA,OTT_CRU,27.7.f,MON,2013_FRA_MON_27.7.f_OTT_CRU,NA,0.4303934,AC_Missmatches
2013,FRA,OTT_CRU,27.7.g,HAD,2013_FRA_HAD_27.7.g_OTT_CRU,NA,90.98668,AC_Missmatches
2013,FRA,OTT_CRU,27.7.g,MEG,2013_FRA_MEG_27.7.g_OTT_CRU,NA,104.47722192,AC_Missmatches
2013,FRA,OTT_CRU,27.7.g,MON,2013_FRA_MON_27.7.g_OTT_CRU,NA,109.5197166,AC_Missmatches
2013,FRA,OTT_CRU,27.7.h,HAD,2013_FRA_HAD_27.7.h_OTT_CRU,NA,38.77084,AC_Missmatches
2013,FRA,OTT_CRU,27.7.h,MEG,2013_FRA_MEG_27.7.h_OTT_CRU,NA,86.3505708,AC_Missmatches
2013,FRA,OTT_CRU,27.7.h,MON,2013_FRA_MON_27.7.h_OTT_CRU,NA,63.584071,AC_Missmatches
2013,FRA,OTT_CRU,27.7.j,HAD,2013_FRA_HAD_27.7.j_OTT_CRU,NA,0.05826,AC_Missmatches
2013,FRA,OTT_CRU,27.7.j,MEG,2013_FRA_MEG_27.7.j_OTT_CRU,NA,0.0602454,AC_Missmatches
2013,FRA,OTT_CRU,27.7.j,MON,2013_FRA_MON_27.7.j_OTT_CRU,NA,17.886619,AC_Missmatches
2013,FRA,OTT_CRU,27.7.k,MEG,2013_FRA_MEG_27.7.k_OTT_CRU,NA,0.46471908,AC_Missmatches
2013,FRA,OTT_CRU,27.7.k,MON,2013_FRA_MON_27.7.k_OTT_CRU,NA,1.446767,AC_Missmatches
2013,FRA,OTT_DEF,27.7.b,HAD,2013_FRA_HAD_27.7.b_OTT_DEF,NA,10.16137,AC_Missmatches
2013,FRA,OTT_DEF,27.7.b,MEG,2013_FRA_MEG_27.7.b_OTT_DEF,NA,0.93232008,AC_Missmatches
2013,FRA,OTT_DEF,27.7.b,MON,2013_FRA_MON_27.7.b_OTT_DEF,NA,27.2731426,AC_Missmatches
2013,FRA,OTT_DEF,27.7.c,HAD,2013_FRA_HAD_27.7.c_OTT_DEF,NA,4.76927,AC_Missmatches
2013,FRA,OTT_DEF,27.7.c,MEG,2013_FRA_MEG_27.7.c_OTT_DEF,NA,2.39838312,AC_Missmatches
2013,FRA,OTT_DEF,27.7.c,MON,2013_FRA_MON_27.7.c_OTT_DEF,NA,85.4961848,AC_Missmatches
2013,FRA,OTT_DEF,27.7.f,HAD,2013_FRA_HAD_27.7.f_OTT_DEF,NA,18.32318,AC_Missmatches
2013,FRA,OTT_DEF,27.7.f,MEG,2013_FRA_MEG_27.7.f_OTT_DEF,NA,5.94574224,AC_Missmatches
2013,FRA,OTT_DEF,27.7.f,MON,2013_FRA_MON_27.7.f_OTT_DEF,NA,8.0677176,AC_Missmatches
2013,FRA,OTT_DEF,27.7.g,HAD,2013_FRA_HAD_27.7.g_OTT_DEF,NA,1200.74791,AC_Missmatches
