"","Stock","Year","Country","Landings"
"235","meg.27.7b-k8abd",2017,"IE",2373.81096
"236","mon.27.78abd",2017,"IE",2586.831
"237","sol.27.7fg",2017,"IE",28.36
"238","whg.27.7b-ce-k",2017,"IE",6335.73
"239","cod.27.7e-k",2018,"IE",684.32
"240","had.27.7b-k",2018,"IE",1781.57
"241","meg.27.7b-k8abd",2018,"IE",2065.70148
"242","mon.27.78abd",2018,"IE",2456.5008
"243","sol.27.7fg",2018,"IE",26.99
"244","whg.27.7b-ce-k",2018,"IE",4600.37
"245","cod.27.7e-k",2019,"IE",547.29
"246","had.27.7b-k",2019,"IE",2319.63
"247","meg.27.7b-k8abd",2019,"IE",2324.50548
"248","mon.27.78abd",2019,"IE",2678.9724
"249","sol.27.7fg",2019,"IE",33.88
"250","whg.27.7b-ce-k",2019,"IE",2670.18
"251","cod.27.7e-k",2009,"NL",5.19
"252","had.27.7b-k",2009,"NL",1.24
"253","meg.27.7b-k8abd",2009,"NL",0.06636
"254","sol.27.7fg",2009,"NL",7.15
"255","whg.27.7b-ce-k",2009,"NL",24.77
"256","cod.27.7e-k",2010,"NL",2.91
"257","had.27.7b-k",2010,"NL",2.11
"258","meg.27.7b-k8abd",2010,"NL",1.1376
"259","sol.27.7fg",2010,"NL",4.5
"260","whg.27.7b-ce-k",2010,"NL",870.48
"261","cod.27.7e-k",2011,"NL",7.13
"262","had.27.7b-k",2011,"NL",34.88
"263","meg.27.7b-k8abd",2011,"NL",0.3792
"264","sol.27.7fg",2011,"NL",10.46
"265","whg.27.7b-ce-k",2011,"NL",154.64
"266","cod.27.7e-k",2012,"NL",7.63
"267","had.27.7b-k",2012,"NL",66.89
"268","meg.27.7b-k8abd",2012,"NL",0.43608
"269","sol.27.7fg",2012,"NL",0.56
"270","whg.27.7b-ce-k",2012,"NL",139.3
"271","cod.27.7e-k",2013,"NL",2.76
"272","had.27.7b-k",2013,"NL",20.35
"273","meg.27.7b-k8abd",2013,"NL",0.8058
"274","sol.27.7fg",2013,"NL",6.38
"275","whg.27.7b-ce-k",2013,"NL",88.94
"276","had.27.7b-k",2014,"NL",19.27
"277","whg.27.7b-ce-k",2014,"NL",16.53
"278","cod.27.7e-k",2015,"NL",3.02
"279","had.27.7b-k",2015,"NL",4.54
"280","whg.27.7b-ce-k",2015,"NL",101.11
"281","cod.27.7e-k",2016,"NL",0.8
"282","had.27.7b-k",2016,"NL",25.26
"283","meg.27.7b-k8abd",2016,"NL",0.01896
"284","whg.27.7b-ce-k",2016,"NL",38.63
"285","cod.27.7e-k",2017,"NL",0.11
"286","had.27.7b-k",2017,"NL",11.4
"287","whg.27.7b-ce-k",2017,"NL",29.28
"288","cod.27.7e-k",2018,"NL",0.49
"289","had.27.7b-k",2018,"NL",6.9
"290","whg.27.7b-ce-k",2018,"NL",30.48
"291","cod.27.7e-k",2019,"NL",1.72
"292","had.27.7b-k",2019,"NL",77.23
"293","meg.27.7b-k8abd",2019,"NL",0.68256
"294","sol.27.7fg",2019,"NL",0.26
"295","whg.27.7b-ce-k",2019,"NL",134.97
"296","mon.27.78abd",2013,"PT",0.07
"297","cod.27.7e-k",2009,"UKE",264.2932
"298","had.27.7b-k",2009,"UKE",705.5772
"299","meg.27.7b-k8abd",2009,"UKE",1778.6737188
"300","mon.27.78abd",2009,"UKE",2920.031136
"301","sol.27.7fg",2009,"UKE",192.6787
"302","whg.27.7b-ce-k",2009,"UKE",810.8922
"303","cod.27.7e-k",2010,"UKE",288.5222
"304","had.27.7b-k",2010,"UKE",791.8096
"305","meg.27.7b-k8abd",2010,"UKE",1713.0501252
"306","mon.27.78abd",2010,"UKE",3646.607536
"307","sol.27.7fg",2010,"UKE",178.132
"308","whg.27.7b-ce-k",2010,"UKE",745.4451
"309","cod.27.7e-k",2011,"UKE",409.9955
"310","had.27.7b-k",2011,"UKE",1512.8845
"311","meg.27.7b-k8abd",2011,"UKE",1748.890782
"312","mon.27.78abd",2011,"UKE",4139.953928
"313","sol.27.7fg",2011,"UKE",167.9257
"314","whg.27.7b-ce-k",2011,"UKE",690.668
"315","cod.27.7e-k",2012,"UKE",654.1906
"316","had.27.7b-k",2012,"UKE",1638.8081
"317","meg.27.7b-k8abd",2012,"UKE",1798.010454
"318","mon.27.78abd",2012,"UKE",3866.678376
"319","sol.27.7fg",2012,"UKE",175.1111
"320","whg.27.7b-ce-k",2012,"UKE",722.9507
"321","cod.27.7e-k",2013,"UKE",514.788
"322","had.27.7b-k",2013,"UKE",1058.8626
"323","meg.27.7b-k8abd",2013,"UKE",2781.8876088
"324","mon.27.78abd",2013,"UKE",4578.565992
"325","sol.27.7fg",2013,"UKE",205.6754
"326","whg.27.7b-ce-k",2013,"UKE",740.8707
"327","cod.27.7e-k",2014,"UKE",451.7032
"328","had.27.7b-k",2014,"UKE",557.0495
"329","meg.27.7b-k8abd",2014,"UKE",2613.3932172
"330","mon.27.78abd",2014,"UKE",5214.540408
"331","sol.27.7fg",2014,"UKE",252.6931
"332","whg.27.7b-ce-k",2014,"UKE",742.4115
"333","cod.27.7e-k",2015,"UKE",402.7191
"334","had.27.7b-k",2015,"UKE",614.4986
"335","meg.27.7b-k8abd",2015,"UKE",2658.1497192
"336","mon.27.78abd",2015,"UKE",5100.659696
"337","sol.27.7fg",2015,"UKE",104.5923
"338","whg.27.7b-ce-k",2015,"UKE",600.6986
"339","cod.27.7e-k",2016,"UKE",340.7264
"340","had.27.7b-k",2016,"UKE",490.1384
"341","meg.27.7b-k8abd",2016,"UKE",2554.3178388
"342","mon.27.78abd",2016,"UKE",5295.687584
"343","sol.27.7fg",2016,"UKE",173.3903
"344","whg.27.7b-ce-k",2016,"UKE",800.7005
"345","cod.27.7e-k",2017,"UKE",179.4769
"346","had.27.7b-k",2017,"UKE",633.0195
"347","meg.27.7b-k8abd",2017,"UKE",2380.5409068
"348","mon.27.78abd",2017,"UKE",4593.148032
"349","sol.27.7fg",2017,"UKE",148.0905
"350","whg.27.7b-ce-k",2017,"UKE",602.2016
"351","cod.27.7e-k",2018,"UKE",121.6615
"352","had.27.7b-k",2018,"UKE",527.464
"353","meg.27.7b-k8abd",2018,"UKE",2218.0694436
"354","mon.27.78abd",2018,"UKE",3840.797488
"355","sol.27.7fg",2018,"UKE",170.187
"356","whg.27.7b-ce-k",2018,"UKE",588.5087
"357","cod.27.7e-k",2019,"UKE",81.0063
"358","had.27.7b-k",2019,"UKE",504.744
"359","meg.27.7b-k8abd",2019,"UKE",2038.1419824
"360","mon.27.78abd",2019,"UKE",4217.164688
"361","sol.27.7fg",2019,"UKE",191.5803
"362","whg.27.7b-ce-k",2019,"UKE",485.7152
"363","cod.27.7e-k",2013,"UKN",18.689
"364","had.27.7b-k",2013,"UKN",375.105
"365","meg.27.7b-k8abd",2013,"UKN",6.597132
"366","sol.27.7fg",2013,"UKN",0.777
"367","whg.27.7b-ce-k",2013,"UKN",155.919
"368","cod.27.7e-k",2014,"UKN",5.172
"369","had.27.7b-k",2014,"UKN",166.982
"370","whg.27.7b-ce-k",2014,"UKN",123.934
"371","cod.27.7e-k",2015,"UKN",9.606
"372","had.27.7b-k",2015,"UKN",143.557
"373","meg.27.7b-k8abd",2015,"UKN",5.789436
"374","sol.27.7fg",2015,"UKN",0.516
"375","whg.27.7b-ce-k",2015,"UKN",221.866
"376","cod.27.7e-k",2016,"UKN",14.6
"377","had.27.7b-k",2016,"UKN",183.005
"378","meg.27.7b-k8abd",2016,"UKN",8.0343
"379","sol.27.7fg",2016,"UKN",0.9
"380","whg.27.7b-ce-k",2016,"UKN",87.074
"381","cod.27.7e-k",2017,"UKN",5.6859
"382","had.27.7b-k",2017,"UKN",62.1049
"383","meg.27.7b-k8abd",2017,"UKN",4.2281748
"384","sol.27.7fg",2017,"UKN",0.5062
"385","whg.27.7b-ce-k",2017,"UKN",14.737
"386","cod.27.7e-k",2018,"UKN",5.65
"387","had.27.7b-k",2018,"UKN",74.94
"388","meg.27.7b-k8abd",2018,"UKN",9.77388
"389","sol.27.7fg",2018,"UKN",0.38
"390","whg.27.7b-ce-k",2018,"UKN",11.48
"391","cod.27.7e-k",2019,"UKN",1.221
"392","had.27.7b-k",2019,"UKN",9.1758
"393","sol.27.7fg",2019,"UKN",0.1429
"394","whg.27.7b-ce-k",2019,"UKN",0.9569
"395","cod.27.7e-k",2009,"UKS",2.4077
"396","had.27.7b-k",2009,"UKS",5.1188
"397","meg.27.7b-k8abd",2009,"UKS",370.1554164
"398","mon.27.78abd",2009,"UKS",919.80328
"399","sol.27.7fg",2009,"UKS",0.002
"400","whg.27.7b-ce-k",2009,"UKS",8.8038
"401","cod.27.7e-k",2010,"UKS",7.8254
"402","had.27.7b-k",2010,"UKS",29.747
"403","meg.27.7b-k8abd",2010,"UKS",645.2194176
"404","mon.27.78abd",2010,"UKS",1208.7834
"405","whg.27.7b-ce-k",2010,"UKS",13.5132
"406","cod.27.7e-k",2011,"UKS",17.1821
"407","had.27.7b-k",2011,"UKS",39.8708
"408","meg.27.7b-k8abd",2011,"UKS",543.7902432
"409","mon.27.78abd",2011,"UKS",1237.115
"410","sol.27.7fg",2011,"UKS",0.0394
"411","whg.27.7b-ce-k",2011,"UKS",19.8225
"412","cod.27.7e-k",2012,"UKS",23.9745
"413","had.27.7b-k",2012,"UKS",34.1514
"414","meg.27.7b-k8abd",2012,"UKS",602.9389968
"415","mon.27.78abd",2012,"UKS",1261.311568
"416","sol.27.7fg",2012,"UKS",0.21
"417","whg.27.7b-ce-k",2012,"UKS",15.219
"418","cod.27.7e-k",2013,"UKS",12.1773
"419","had.27.7b-k",2013,"UKS",23.947
"420","meg.27.7b-k8abd",2013,"UKS",117.8220852
"421","mon.27.78abd",2013,"UKS",768.805048
"422","sol.27.7fg",2013,"UKS",0.0342
"423","whg.27.7b-ce-k",2013,"UKS",9.9604
"424","cod.27.7e-k",2014,"UKS",6.483
"425","had.27.7b-k",2014,"UKS",16.0312
"426","meg.27.7b-k8abd",2014,"UKS",166.8704676
"427","mon.27.78abd",2014,"UKS",966.27212
"428","sol.27.7fg",2014,"UKS",0.0729
"429","whg.27.7b-ce-k",2014,"UKS",3.4838
"430","cod.27.7e-k",2015,"UKS",6.1782
"431","had.27.7b-k",2015,"UKS",8.4417
"432","meg.27.7b-k8abd",2015,"UKS",139.170666
"433","mon.27.78abd",2015,"UKS",790.7482
"434","sol.27.7fg",2015,"UKS",0.0239
"435","whg.27.7b-ce-k",2015,"UKS",2.2162
"436","cod.27.7e-k",2016,"UKS",5.3445
"437","had.27.7b-k",2016,"UKS",15.5135
"438","meg.27.7b-k8abd",2016,"UKS",137.820714
"439","mon.27.78abd",2016,"UKS",976.012224
"440","whg.27.7b-ce-k",2016,"UKS",2.4712
"441","cod.27.7e-k",2017,"UKS",3.1983
"442","had.27.7b-k",2017,"UKS",2.5357
"443","meg.27.7b-k8abd",2017,"UKS",146.8228272
"444","mon.27.78abd",2017,"UKS",983.341128
"445","sol.27.7fg",2017,"UKS",0.5036
"446","whg.27.7b-ce-k",2017,"UKS",2.4684
"447","cod.27.7e-k",2018,"UKS",3.6212
"448","had.27.7b-k",2018,"UKS",11.0007
"449","meg.27.7b-k8abd",2018,"UKS",106.1258508
"450","mon.27.78abd",2018,"UKS",516.034376
"451","whg.27.7b-ce-k",2018,"UKS",1.0457
"452","cod.27.7e-k",2019,"UKS",1.354
"453","had.27.7b-k",2019,"UKS",4.9973
"454","meg.27.7b-k8abd",2019,"UKS",125.0047968
"455","mon.27.78abd",2019,"UKS",621.265128
"456","whg.27.7b-ce-k",2019,"UKS",0.0195
