"","Stock","Year","Country","Landings"
"1","cod.27.7e-k",2009,"BE",48.319
"2","had.27.7b-k",2009,"BE",129.697
"3","meg.27.7b-k8abd",2009,"BE",194.833908
"4","mon.27.78abd",2009,"BE",502.253
"5","sol.27.7fg",2009,"BE",503.923
"6","whg.27.7b-ce-k",2009,"BE",86.924
"7","cod.27.7e-k",2010,"BE",52.49
"8","had.27.7b-k",2010,"BE",172.32
"9","meg.27.7b-k8abd",2010,"BE",247.65552
"10","mon.27.78abd",2010,"BE",700.639
"11","sol.27.7fg",2010,"BE",622.682
"12","whg.27.7b-ce-k",2010,"BE",102.674
"13","cod.27.7e-k",2011,"BE",123.318
"14","had.27.7b-k",2011,"BE",212.466
"15","meg.27.7b-k8abd",2011,"BE",306.020088
"16","mon.27.78abd",2011,"BE",941.302
"17","sol.27.7fg",2011,"BE",774.594
"18","whg.27.7b-ce-k",2011,"BE",99.366
"19","cod.27.7e-k",2012,"BE",289.764
"20","had.27.7b-k",2012,"BE",235.501
"21","meg.27.7b-k8abd",2012,"BE",570.142368
"22","mon.27.78abd",2012,"BE",1320.667
"23","sol.27.7fg",2012,"BE",842.599
"24","whg.27.7b-ce-k",2012,"BE",170.561
"25","cod.27.7e-k",2013,"BE",202.177
"26","had.27.7b-k",2013,"BE",174.692
"27","meg.27.7b-k8abd",2013,"BE",491.360724
"28","mon.27.78abd",2013,"BE",1090.584
"29","sol.27.7fg",2013,"BE",788.269
"30","whg.27.7b-ce-k",2013,"BE",225.851
"31","cod.27.7e-k",2014,"BE",141.428
"32","had.27.7b-k",2014,"BE",99.775
"33","meg.27.7b-k8abd",2014,"BE",157.758576
"34","mon.27.78abd",2014,"BE",464.485
"35","sol.27.7fg",2014,"BE",703.108
"36","whg.27.7b-ce-k",2014,"BE",222.42
"37","cod.27.7e-k",2015,"BE",120.632
"38","had.27.7b-k",2015,"BE",118.533
"39","meg.27.7b-k8abd",2015,"BE",228.868056
"40","mon.27.78abd",2015,"BE",713.649
"41","sol.27.7fg",2015,"BE",673.806
"42","whg.27.7b-ce-k",2015,"BE",152.026
"43","cod.27.7e-k",2016,"BE",96.841
"44","had.27.7b-k",2016,"BE",89.866
"45","meg.27.7b-k8abd",2016,"BE",273.504636
"46","mon.27.78abd",2016,"BE",958.371
"47","sol.27.7fg",2016,"BE",563.494
"48","whg.27.7b-ce-k",2016,"BE",185.98
"49","cod.27.7e-k",2017,"BE",81.981
"50","had.27.7b-k",2017,"BE",111.349
"51","meg.27.7b-k8abd",2017,"BE",327.876228
"52","mon.27.78abd",2017,"BE",1197.467
"53","sol.27.7fg",2017,"BE",550.561
"54","whg.27.7b-ce-k",2017,"BE",102.404
"55","cod.27.7e-k",2018,"BE",48.616
"56","had.27.7b-k",2018,"BE",89.187
"57","meg.27.7b-k8abd",2018,"BE",314.673432
"58","mon.27.78abd",2018,"BE",767.476
"59","sol.27.7fg",2018,"BE",606.739
"60","whg.27.7b-ce-k",2018,"BE",103.34
"61","cod.27.7e-k",2019,"BE",43.46
"62","had.27.7b-k",2019,"BE",89.581
"63","meg.27.7b-k8abd",2019,"BE",413.960316
"64","mon.27.78abd",2019,"BE",850.432
"65","sol.27.7fg",2019,"BE",799.679
"66","whg.27.7b-ce-k",2019,"BE",73.035
"67","had.27.7b-k",2014,"DE",2.918
"68","whg.27.7b-ce-k",2014,"DE",0.597
"69","whg.27.7b-ce-k",2015,"DE",0.11
"70","whg.27.7b-ce-k",2016,"DE",0.268
"71","whg.27.7b-ce-k",2017,"DE",0.474
"72","had.27.7b-k",2019,"DE",4.20772
"73","whg.27.7b-ce-k",2019,"DE",0.168
"74","had.27.7b-k",2017,"DK",0.05
"75","had.27.7b-k",2018,"DK",1.2
"76","whg.27.7b-ce-k",2018,"DK",0.794
"77","had.27.7b-k",2009,"ES",85
"78","meg.27.7b-k8abd",2009,"ES",6319.368
"79","mon.27.78abd",2009,"ES",1689.48
"80","whg.27.7b-ce-k",2009,"ES",4
"81","had.27.7b-k",2010,"ES",182
"82","meg.27.7b-k8abd",2010,"ES",4018.572
"83","mon.27.78abd",2010,"ES",1478.58
"84","whg.27.7b-ce-k",2010,"ES",10
"85","had.27.7b-k",2011,"ES",135
"86","meg.27.7b-k8abd",2011,"ES",3660.228
"87","mon.27.78abd",2011,"ES",1430.7
"88","whg.27.7b-ce-k",2011,"ES",7
"89","had.27.7b-k",2012,"ES",160
"90","meg.27.7b-k8abd",2012,"ES",3861.204
"91","mon.27.78abd",2012,"ES",1662.69
"92","whg.27.7b-ce-k",2012,"ES",5
"93","had.27.7b-k",2013,"ES",6
"94","meg.27.7b-k8abd",2013,"ES",4647.096
"95","mon.27.78abd",2013,"ES",1787.52
"96","whg.27.7b-ce-k",2013,"ES",4
"97","had.27.7b-k",2014,"ES",3
"98","meg.27.7b-k8abd",2014,"ES",3205.188
"99","mon.27.78abd",2014,"ES",1846.8
"100","whg.27.7b-ce-k",2014,"ES",1
"101","meg.27.7b-k8abd",2015,"ES",2882.868
"102","mon.27.78abd",2015,"ES",1576.05
"103","meg.27.7b-k8abd",2016,"ES",2793.756
"104","mon.27.78abd",2016,"ES",1696.32
"105","had.27.7b-k",2017,"ES",0.154
"106","meg.27.7b-k8abd",2017,"ES",2750.12904
"107","mon.27.78abd",2017,"ES",1727.4933
"108","cod.27.7e-k",2018,"ES",0.06
"109","had.27.7b-k",2018,"ES",0.638
"110","meg.27.7b-k8abd",2018,"ES",2327.66469
"111","mon.27.78abd",2018,"ES",1527.7881
"112","whg.27.7b-ce-k",2018,"ES",0.077299999
"113","cod.27.7e-k",2019,"ES",14.53562
"114","had.27.7b-k",2019,"ES",88.58882
"115","meg.27.7b-k8abd",2019,"ES",2173.91568
"116","mon.27.78abd",2019,"ES",1618.5834
"117","sol.27.7fg",2019,"ES",0.591
"118","whg.27.7b-ce-k",2019,"ES",0.19116
"119","cod.27.7e-k",2009,"FRA",3019.74147
"120","had.27.7b-k",2009,"FRA",5502.72326
"121","meg.27.7b-k8abd",2009,"FRA",2033.15829901422
"122","mon.27.78abd",2009,"FRA",8429.6526521303
"123","sol.27.7fg",2009,"FRA",49.10894
"124","whg.27.7b-ce-k",2009,"FRA",2776.49097
"125","cod.27.7e-k",2010,"FRA",2448.96545
"126","had.27.7b-k",2010,"FRA",6420.79796
"127","meg.27.7b-k8abd",2010,"FRA",2530.27151550067
"128","mon.27.78abd",2010,"FRA",8474.04946925404
"129","sol.27.7fg",2010,"FRA",39.18579
"130","whg.27.7b-ce-k",2010,"FRA",3402.4841
"131","cod.27.7e-k",2011,"FRA",4808.43764
"132","had.27.7b-k",2011,"FRA",8381.17655
"133","meg.27.7b-k8abd",2011,"FRA",2279.84025152248
"134","mon.27.78abd",2011,"FRA",9324.10636464026
"135","sol.27.7fg",2011,"FRA",51.96424
"136","whg.27.7b-ce-k",2011,"FRA",4287.11039
"137","cod.27.7e-k",2012,"FRA",6900.16259
"138","had.27.7b-k",2012,"FRA",12293.12988
"139","meg.27.7b-k8abd",2012,"FRA",2972.93826679829
"140","mon.27.78abd",2012,"FRA",11680.8649368451
"141","sol.27.7fg",2012,"FRA",49.88822
"142","whg.27.7b-ce-k",2012,"FRA",3865.59363
"143","cod.27.7e-k",2013,"FRA",5050.83191
"144","had.27.7b-k",2013,"FRA",8738.13725
"145","meg.27.7b-k8abd",2013,"FRA",3492.45526379581
"146","mon.27.78abd",2013,"FRA",12233.8494273729
"147","sol.27.7fg",2013,"FRA",46.91871
"148","whg.27.7b-ce-k",2013,"FRA",3986.43604
"149","cod.27.7e-k",2014,"FRA",2715.26667
"150","had.27.7b-k",2014,"FRA",6350.17774
"151","meg.27.7b-k8abd",2014,"FRA",3200.27518918618
"152","mon.27.78abd",2014,"FRA",11626.6921943934
"153","sol.27.7fg",2014,"FRA",57.5986
"154","whg.27.7b-ce-k",2014,"FRA",4928.43178
"155","cod.27.7e-k",2015,"FRA",3373.12901
"156","had.27.7b-k",2015,"FRA",5683.1081
"157","meg.27.7b-k8abd",2015,"FRA",3549.54280006294
"158","mon.27.78abd",2015,"FRA",11997.462328391
"159","sol.27.7fg",2015,"FRA",24.2867
"160","whg.27.7b-ce-k",2015,"FRA",5622.62845
"161","cod.27.7e-k",2016,"FRA",2579.30422
"162","had.27.7b-k",2016,"FRA",4573.15584
"163","meg.27.7b-k8abd",2016,"FRA",3559.89068468627
"164","mon.27.78abd",2016,"FRA",12731.5394977041
"165","sol.27.7fg",2016,"FRA",73.02132
"166","whg.27.7b-ce-k",2016,"FRA",6281.22291
"167","cod.27.7e-k",2017,"FRA",1577.96528
"168","had.27.7b-k",2017,"FRA",4894.86677
"169","meg.27.7b-k8abd",2017,"FRA",3637.91083813706
"170","mon.27.78abd",2017,"FRA",12773.2057475664
"171","sol.27.7fg",2017,"FRA",49.61492
"172","whg.27.7b-ce-k",2017,"FRA",5290.32018
"173","cod.27.7e-k",2018,"FRA",611.06077
"174","had.27.7b-k",2018,"FRA",4376.92863
"175","meg.27.7b-k8abd",2018,"FRA",3228.40532586826
"176","mon.27.78abd",2018,"FRA",11317.9689675713
"177","sol.27.7fg",2018,"FRA",44.66237
"178","whg.27.7b-ce-k",2018,"FRA",3625.19175
"179","cod.27.7e-k",2019,"FRA",368.76256
"180","had.27.7b-k",2019,"FRA",4547.73576
"181","meg.27.7b-k8abd",2019,"FRA",3239.07901891829
"182","mon.27.78abd",2019,"FRA",10561.2782484
"183","sol.27.7fg",2019,"FRA",42.46058
"184","whg.27.7b-ce-k",2019,"FRA",3221.33698
"185","cod.27.7e-k",2009,"IE",857.35
"186","had.27.7b-k",2009,"IE",3275.36
"187","meg.27.7b-k8abd",2009,"IE",1833.3846
"188","mon.27.78abd",2009,"IE",2320.4688
"189","sol.27.7fg",2009,"IE",26
"190","whg.27.7b-ce-k",2009,"IE",2843.17
"191","cod.27.7e-k",2010,"IE",1037.13
"192","had.27.7b-k",2010,"IE",2899.42
"193","meg.27.7b-k8abd",2010,"IE",2223.17376
"194","mon.27.78abd",2010,"IE",2815.8
"195","sol.27.7fg",2010,"IE",26.93
"196","whg.27.7b-ce-k",2010,"IE",4372.81
"197","cod.27.7e-k",2011,"IE",1014.88
"198","had.27.7b-k",2011,"IE",3702.41
"199","meg.27.7b-k8abd",2011,"IE",2109.23364
"200","mon.27.78abd",2011,"IE",2588.625
"201","sol.27.7fg",2011,"IE",29.59
"202","whg.27.7b-ce-k",2011,"IE",4811.19
"203","cod.27.7e-k",2012,"IE",1528.89
"204","had.27.7b-k",2012,"IE",4551.85
"205","meg.27.7b-k8abd",2012,"IE",2917.93452
"206","mon.27.78abd",2012,"IE",2431.1118
"207","sol.27.7fg",2012,"IE",31.44
"208","whg.27.7b-ce-k",2012,"IE",5867.73
"209","cod.27.7e-k",2013,"IE",1461.51
"210","had.27.7b-k",2013,"IE",3032.98
"211","meg.27.7b-k8abd",2013,"IE",2878.81056
"212","mon.27.78abd",2013,"IE",2217.8676
"213","sol.27.7fg",2013,"IE",42.26
"214","whg.27.7b-ce-k",2013,"IE",6906.24
"215","cod.27.7e-k",2014,"IE",1187.41
"216","had.27.7b-k",2014,"IE",2472.06
"217","meg.27.7b-k8abd",2014,"IE",2262.51576
"218","mon.27.78abd",2014,"IE",2478.7854
"219","sol.27.7fg",2014,"IE",27.65
"220","whg.27.7b-ce-k",2014,"IE",6900.95
"221","cod.27.7e-k",2015,"IE",1118.27
"222","had.27.7b-k",2015,"IE",1967.45
"223","meg.27.7b-k8abd",2015,"IE",2322.96972
"224","mon.27.78abd",2015,"IE",2383.1652
"225","sol.27.7fg",2015,"IE",27.24
"226","whg.27.7b-ce-k",2015,"IE",6463.84
"227","cod.27.7e-k",2016,"IE",820.11
"228","had.27.7b-k",2016,"IE",2091.72
"229","meg.27.7b-k8abd",2016,"IE",2467.9284
"230","mon.27.78abd",2016,"IE",2791.8306
"231","sol.27.7fg",2016,"IE",21.37
"232","whg.27.7b-ce-k",2016,"IE",7746.96
"233","cod.27.7e-k",2017,"IE",608.56
"234","had.27.7b-k",2017,"IE",2204.32
