"","scenario","year","fleet","metier","iter","effshare","effort","vcost","grossValue"
"37","fixedEffort",2017,"BE_Beam_10<24m","TBB_DEF_27.7.e",1,0.0134316833837142,14.016,NA,0.618487107428402
"38","fixedEffort",2018,"BE_Beam_10<24m","TBB_DEF_27.7.e",1,0.0413277950571063,45.650884096,NA,2.42061432177696
"39","fixedEffort",2019,"BE_Beam_10<24m","TBB_DEF_27.7.e",1,0.0207055630220135,24.838284704,NA,1.62233530422235
"40","fixedEffort",2020,"BE_Beam_10<24m","TBB_DEF_27.7.e",1,0.0207055630220135,24.838284704,NA,7.0244927319619
"41","fixedEffort",2021,"BE_Beam_10<24m","TBB_DEF_27.7.e",1,0.0207055630220135,24.838284704,NA,5.76348885980112
"42","fixedEffort",2022,"BE_Beam_10<24m","TBB_DEF_27.7.e",1,0.0207055630220135,24.838284704,NA,5.3283923067008
"43","fixedEffort",2009,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.0680965216479974,132.237608157,NA,723.392432264145
"44","fixedEffort",2010,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.034502465380717,79.488,NA,429.132040762087
"45","fixedEffort",2011,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.119741916670092,286.20127719,NA,1644.89838966848
"46","fixedEffort",2012,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.2628617408425,471.73399452,NA,2931.01507819361
"47","fixedEffort",2013,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.168620990839225,220.239,NA,1431.86245669262
"48","fixedEffort",2014,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.137834998447966,224.298,NA,1124.41093420564
"49","fixedEffort",2015,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.0735726845333264,115.01976393,NA,695.199649684642
"50","fixedEffort",2016,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.0544633090994228,61.216998453,NA,819.553266320852
"51","fixedEffort",2017,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.083350035244144,86.976,NA,426.556065756909
"52","fixedEffort",2018,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.091161776822138,100.697743539,NA,701.821644731253
"53","fixedEffort",2019,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.104091759057646,124.867927719,NA,1233.10636844451
"54","fixedEffort",2020,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.104091759057646,124.867927719,NA,1517.82160070433
"55","fixedEffort",2021,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.104091759057646,124.867927719,NA,1521.20595472068
"56","fixedEffort",2022,"BE_Beam_10<24m","TBB_DEF_27.7.fg",1,0.104091759057646,124.867927719,NA,1365.77709974328
"57","fixedEffort",2009,"BE_Beam_24<40m","Other_Metier",1,0,0,NA,0
"58","fixedEffort",2010,"BE_Beam_24<40m","Other_Metier",1,0,0,NA,0
"59","fixedEffort",2011,"BE_Beam_24<40m","Other_Metier",1,0,0,NA,0
"60","fixedEffort",2012,"BE_Beam_24<40m","Other_Metier",1,0,0,NA,0
"61","fixedEffort",2013,"BE_Beam_24<40m","Other_Metier",1,0,0,NA,0
"62","fixedEffort",2014,"BE_Beam_24<40m","Other_Metier",1,0,0,NA,0
"63","fixedEffort",2015,"BE_Beam_24<40m","Other_Metier",1,0,0,NA,0
"64","fixedEffort",2016,"BE_Beam_24<40m","Other_Metier",1,0,0,NA,0
"65","fixedEffort",2017,"BE_Beam_24<40m","Other_Metier",1,0.00104227931436613,36.00727428,NA,8.80172461756663
"66","fixedEffort",2018,"BE_Beam_24<40m","Other_Metier",1,0.000900960970858906,30.61361454,NA,4.48236430570354
"67","fixedEffort",2019,"BE_Beam_24<40m","Other_Metier",1,0.000194582969463744,6.2999964,NA,1.05915732744463
"68","fixedEffort",2020,"BE_Beam_24<40m","Other_Metier",1,0.000194582969463744,6.2999964,NA,3.32584838664403
"69","fixedEffort",2021,"BE_Beam_24<40m","Other_Metier",1,0.000194582969463744,6.2999964,NA,2.56174838551383
"70","fixedEffort",2022,"BE_Beam_24<40m","Other_Metier",1,0.000194582969463744,6.2999964,NA,2.45288544698401
"71","fixedEffort",2009,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.350803977997752,10069.30929091,NA,66.5505960847936
"72","fixedEffort",2010,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.271039597854476,7768.377603955,NA,151.888354344798
"73","fixedEffort",2011,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.241688669356598,7607.231581495,NA,105.387962256574
"74","fixedEffort",2012,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.18738446017871,6527.55696465,NA,70.5153414184118
"75","fixedEffort",2013,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.210130583607921,7365.98829728,NA,61.2896789588763
"76","fixedEffort",2014,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.346555450046018,9776.14235567,NA,160.389528260053
"77","fixedEffort",2015,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.311563391045138,9305.310462045,NA,144.336932505957
"78","fixedEffort",2016,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.316329965013997,10096.647342375,NA,225.493259749191
"79","fixedEffort",2017,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.289108837113974,9987.74613604,NA,154.658244758744
"80","fixedEffort",2018,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.264213519905402,8977.67063864,NA,103.665607229229
"81","fixedEffort",2019,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.228953184025454,7412.797939635,NA,100.082627967436
"82","fixedEffort",2020,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.228953184025454,7412.797939635,NA,480.70194190219
"83","fixedEffort",2021,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.228953184025454,7412.797939635,NA,410.64000489328
"84","fixedEffort",2022,"BE_Beam_24<40m","TBB_DEF_27.7.d",1,0.228953184025454,7412.797939635,NA,382.08670517398
"85","fixedEffort",2009,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.0791197558232198,2271.015559608,NA,125.453300673738
"86","fixedEffort",2010,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.0677382417218779,1941.473659528,NA,215.837148520362
"87","fixedEffort",2011,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.100085461423609,3150.223322496,NA,279.085140630769
"88","fixedEffort",2012,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.0995207920232805,3466.81703744,NA,249.672629413745
"89","fixedEffort",2013,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.0648726990631657,2274.069456752,NA,162.066190404716
"90","fixedEffort",2014,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.0400342853348219,1129.34559964,NA,90.7993318087827
"91","fixedEffort",2015,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.0759322249157885,2267.830390936,NA,243.972277444057
"92","fixedEffort",2016,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.0750422457671451,2395.20492868,NA,191.035964810705
"93","fixedEffort",2017,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.1000558101543,3456.59455184,NA,379.676917191377
"94","fixedEffort",2018,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.136130383189033,4625.55339568,NA,232.171380152348
"95","fixedEffort",2019,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.10427915792631,3376.237505992,NA,212.772435875309
"96","fixedEffort",2020,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.10427915792631,3376.237505992,NA,907.05822432488
"97","fixedEffort",2021,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.10427915792631,3376.237505992,NA,690.473460537645
"98","fixedEffort",2022,"BE_Beam_24<40m","TBB_DEF_27.7.e",1,0.10427915792631,3376.237505992,NA,651.869981560294
"99","fixedEffort",2009,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.569046444266534,16333.636468196,NA,14647.461784806
"100","fixedEffort",2010,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.653858121524832,18740.497062517,NA,23997.9285395942
"101","fixedEffort",2011,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.65602762523205,20648.688588852,NA,30301.7290571115
"102","fixedEffort",2012,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.710293918131515,24743.1617746,NA,32230.1589536471
"103","fixedEffort",2013,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.724257636046368,25388.371267685,NA,29934.3554618545
"104","fixedEffort",2014,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.605441493598952,17079.178032453,NA,19019.4024559014
"105","fixedEffort",2015,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.593943183046249,17739.008734373,NA,23586.6983670909
"106","fixedEffort",2016,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.582667933975676,18597.645805709,NA,24891.1953486156
"107","fixedEffort",2017,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.581053671731244,20073.466527686,NA,24942.6129321156
"108","fixedEffort",2018,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.558457146000436,18975.729646166,NA,26444.2653764096
"109","fixedEffort",2019,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.611167259874499,19787.71085475,NA,35140.2662086315
"110","fixedEffort",2020,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.611167259874499,19787.71085475,NA,48272.1038276471
"111","fixedEffort",2021,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.611167259874499,19787.71085475,NA,46187.0170134293
"112","fixedEffort",2022,"BE_Beam_24<40m","TBB_DEF_27.7.fg",1,0.611167259874499,19787.71085475,NA,42312.6565292832
"113","fixedEffort",2009,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.00102982191249406,29.55951472,NA,0.95085983517309
"114","fixedEffort",2010,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.00736403889881426,211.063753448,NA,33.2991931837916
"115","fixedEffort",2011,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.00219824398774223,69.190463632,NA,7.18664565581638
"116","fixedEffort",2012,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.00280082966649441,97.567189824,NA,36.0366125802368
"117","fixedEffort",2013,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.000739081282544898,25.908004368,NA,8.48807541870418
"118","fixedEffort",2014,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.00796877102020753,224.794733088,NA,57.196310741531
"119","fixedEffort",2015,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.0185612009928245,554.358255016,NA,256.948343749969
"120","fixedEffort",2016,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.0259598552431824,828.588918024,NA,141.681802937048
"121","fixedEffort",2017,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.0287394016861163,992.850481528,NA,436.698396419039
"122","fixedEffort",2018,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.0402979899342706,1369.279214624,NA,280.317311848512
"123","fixedEffort",2019,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.0554058152042724,1793.869408448,NA,588.655488372092
"124","fixedEffort",2020,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.0554058152042724,1793.869408448,NA,1639.17731786437
"125","fixedEffort",2021,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.0554058152042724,1793.869408448,NA,1394.87986746807
"126","fixedEffort",2022,"BE_Beam_24<40m","TBB_DEF_27.7.hjk",1,0.0554058152042724,1793.869408448,NA,1339.5836577724
"127","fixedEffort",2009,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0,0,NA,0
"128","fixedEffort",2010,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0.0063493197172483,27,NA,1.61526201527734
"129","fixedEffort",2011,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0.0264483177131048,99.414,NA,5.47749378316993
"130","fixedEffort",2012,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0.0449211415721414,235.6342504,NA,21.5691815051665
"131","fixedEffort",2013,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0.0532151905164068,240.133329968,NA,10.6342277423392
"132","fixedEffort",2014,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0.0647674107614823,240.817719008,NA,7.5619752440961
"133","fixedEffort",2015,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0.0934028707686123,303.350927456,NA,16.0933119782989
"134","fixedEffort",2016,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0.0391943900149379,138.082279096,NA,4.74434003526639
"135","fixedEffort",2017,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0.0457473394966759,111.726854624,NA,4.64764868557745
"136","fixedEffort",2018,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0.0528613928400271,190.10970588,NA,4.71033739654721
"137","fixedEffort",2019,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0.0373477253701167,136.02399812,NA,4.42328522775149
"138","fixedEffort",2020,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0.0373477253701167,136.02399812,NA,14.4734126800885
"139","fixedEffort",2021,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0.0373477253701167,136.02399812,NA,5.51732790663467
"140","fixedEffort",2022,"BE_Otter_24<40m","OTB_CRU_27.7.e",1,0.0373477253701167,136.02399812,NA,5.47017882386333
"141","fixedEffort",2009,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.975604838043399,4852.619005698,NA,3066.09175024127
"142","fixedEffort",2010,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.831986657854734,3537.960090599,NA,3608.46704342385
"143","fixedEffort",2011,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.704487156379272,2648.028011611,NA,3940.36228584182
"144","fixedEffort",2012,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.664613621788837,3486.236704923,NA,2554.40358016848
"145","fixedEffort",2013,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.629261937058063,2839.541922175,NA,1340.96480734158
"146","fixedEffort",2014,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.656614659927424,2441.419887129,NA,1393.69357897198
"147","fixedEffort",2015,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.557114909513162,1809.380408864,NA,1608.56303193112
"148","fixedEffort",2016,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.664962527609554,2342.670501844,NA,1987.443944447
"149","fixedEffort",2017,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.541113442755632,1321.53921122,NA,1340.99866880768
"150","fixedEffort",2018,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.576507681021288,2073.34123806,NA,2112.85850014071
"151","fixedEffort",2019,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.630092940322406,2294.858925958,NA,3313.23899619962
"152","fixedEffort",2020,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.630092940322406,2294.858925958,NA,4818.93159997306
"153","fixedEffort",2021,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.630092940322406,2294.858925958,NA,4315.06570224037
"154","fixedEffort",2022,"BE_Otter_24<40m","OTB_CRU_27.7.fg",1,0.630092940322406,2294.858925958,NA,4079.94484349245
"155","fixedEffort",2009,"BE_Otter_24<40m","Other_Metier",1,0.0243951619566008,121.3405489,NA,0.746486483910203
"156","fixedEffort",2010,"BE_Otter_24<40m","Other_Metier",1,0.126709841584618,538.823980385,NA,2.34036667246888
"157","fixedEffort",2011,"BE_Otter_24<40m","Other_Metier",1,0.212795539752831,799.85638476,NA,2.42790727177365
"158","fixedEffort",2012,"BE_Otter_24<40m","Other_Metier",1,0.18118928174463,950.43,NA,5.54287322243944
"159","fixedEffort",2013,"BE_Otter_24<40m","Other_Metier",1,0.249353060063055,1125.204665615,NA,5.68798428840192
"160","fixedEffort",2014,"BE_Otter_24<40m","Other_Metier",1,0.276036029831806,1026.355172865,NA,1.14089512662878
"161","fixedEffort",2015,"BE_Otter_24<40m","Other_Metier",1,0.314107780263377,1020.14944166,NA,0.623006355724387
"162","fixedEffort",2016,"BE_Otter_24<40m","Other_Metier",1,0.277395227860594,977.26652357,NA,0.661118192381744
"163","fixedEffort",2017,"BE_Otter_24<40m","Other_Metier",1,0.394841404618455,964.305,NA,0.488016081102721
"164","fixedEffort",2018,"BE_Otter_24<40m","Other_Metier",1,0.32071407839693,1153.41,NA,0.57882341024409
"165","fixedEffort",2019,"BE_Otter_24<40m","Other_Metier",1,0.32292532114878,1176.124994,NA,10.6501323661937
"166","fixedEffort",2020,"BE_Otter_24<40m","Other_Metier",1,0.32292532114878,1176.124994,NA,6.55392799497351
"167","fixedEffort",2021,"BE_Otter_24<40m","Other_Metier",1,0.32292532114878,1176.124994,NA,6.15244283683228
"168","fixedEffort",2022,"BE_Otter_24<40m","Other_Metier",1,0.32292532114878,1176.124994,NA,5.8770166048706
"169","fixedEffort",2009,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0,0,NA,0
"170","fixedEffort",2010,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0.0349541808433995,148.64,NA,14.3161363808362
"171","fixedEffort",2011,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0.0562689861547923,211.504,NA,36.7669813210702
"172","fixedEffort",2012,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0.109275954894391,573.208,NA,98.4436494541729
"173","fixedEffort",2013,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0.0681698123624756,307.616,NA,35.9683165276217
"174","fixedEffort",2014,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0.00258189947928863,9.6,NA,0.849521351377365
"175","fixedEffort",2015,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0.0353744394548482,114.888,NA,20.1595190292515
"176","fixedEffort",2016,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0.0184478545149146,64.992,NA,5.61941381245089
"177","fixedEffort",2017,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0.0182978131292376,44.688,NA,2.06140387027019
"178","fixedEffort",2018,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0.0499168477417544,179.52,NA,20.4015581699679
"179","fixedEffort",2019,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0.00963401315869698,35.088,NA,2.55431727636986
"180","fixedEffort",2020,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0.00963401315869698,35.088,NA,3.08973878203593
"181","fixedEffort",2021,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0.00963401315869698,35.088,NA,1.17325839387952
"182","fixedEffort",2022,"BE_Otter_24<40m","SSC_DEF_27.7.e",1,0.00963401315869698,35.088,NA,1.03157302913202
"183","fixedEffort",2009,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0.0747117947099658,3986.943,NA,0
"184","fixedEffort",2010,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0.0148295904374484,748.13,NA,0
"185","fixedEffort",2011,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0.105260311131469,4559.655,NA,0
"186","fixedEffort",2012,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0.0839307540904232,2790.137,NA,0
"187","fixedEffort",2013,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0.0721017353795289,2344.809,NA,0
"188","fixedEffort",2014,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0.147670852533463,3171.473,NA,0
"189","fixedEffort",2015,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0.176619438161007,3440.118,NA,0
"190","fixedEffort",2016,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0.278978897617624,5558.298,NA,0
"191","fixedEffort",2017,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0.240371659467646,5470.10934238,NA,20497.9391215287
"192","fixedEffort",2018,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0,0,NA,10347.0901390303
"193","fixedEffort",2019,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0.186636207072463,4052.83624496,NA,11590.907225747
"194","fixedEffort",2020,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0.186636207072463,4052.83624496,NA,11939.7189695388
"195","fixedEffort",2021,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0.186636207072463,4052.83624496,NA,12001.0685762891
"196","fixedEffort",2022,"ES_Otter_24<40m","OTB_DEF_27.7.bc",1,0.186636207072463,4052.83624496,NA,12004.8504548352
"197","fixedEffort",2009,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0,0,NA,0
"198","fixedEffort",2010,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0,0,NA,0
"199","fixedEffort",2011,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0.000933724986722577,40.447,NA,0
"200","fixedEffort",2012,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0,0,NA,0
"201","fixedEffort",2013,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0.00657513766557075,213.829,NA,0
"202","fixedEffort",2014,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0.0129459759408306,278.036,NA,0
"203","fixedEffort",2015,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0.00395608836891537,77.055,NA,0
"204","fixedEffort",2016,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0.00309400020739097,61.644,NA,0
"205","fixedEffort",2017,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0,0,NA,0
"206","fixedEffort",2018,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0,0,NA,79.7913623859863
"207","fixedEffort",2019,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0.0177283741444593,384.97459,NA,1105.24625559227
"208","fixedEffort",2020,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0.0177283741444593,384.97459,NA,744.830410739959
"209","fixedEffort",2021,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0.0177283741444593,384.97459,NA,750.926784368671
"210","fixedEffort",2022,"ES_Otter_24<40m","OTB_DEF_27.7.fg",1,0.0177283741444593,384.97459,NA,757.779084907822
"211","fixedEffort",2009,"ES_Otter_24<40m","OTB_DEF_27.7.hjk",1,0.925288205290034,49377.362,NA,0
"212","fixedEffort",2010,"ES_Otter_24<40m","OTB_DEF_27.7.hjk",1,0.985170409562552,49700.33,NA,0
"213","fixedEffort",2011,"ES_Otter_24<40m","OTB_DEF_27.7.hjk",1,0.893805963881808,38717.792,NA,0
"214","fixedEffort",2012,"ES_Otter_24<40m","OTB_DEF_27.7.hjk",1,0.916069245909577,30453.184,NA,0
"215","fixedEffort",2013,"ES_Otter_24<40m","OTB_DEF_27.7.hjk",1,0.9213231269549,29962.202,NA,0
"216","fixedEffort",2014,"ES_Otter_24<40m","OTB_DEF_27.7.hjk",1,0.839383171525707,18027.126,NA,0
