"","stock","year","iter","scenario","rec","ssb","f","biomass","catch","landings","discards","catch.iyv","land.iyv","disc.iyv","Ftarget","Btarget","Flim","Fpa","Blim","Bpa","ssb2Btarget","f2Ftarget","lowerBpa","higherFpa","lowerBlim","higherFlim","lowerBtarget","higherFtarget"
"13","cod.27.7e-k",2010,1,"fixedEffort",26155.2035350601,5613.09010984258,0.849165899844966,14720.3278890133,6989.00930884596,3883.70426627695,3105.30504256901,0.645291522559751,0.59247506755496,0.72626361030114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","had.27.7b-k",2010,1,"fixedEffort",203340.379182724,38596.4117345121,0.589116288601706,181958.711033483,29156.9361973935,10591.9450104517,18564.9911869418,4.17182677958229,2.7272789801283,5.97847584454474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","meg.27.7b-k8abd",2010,1,"fixedEffort",226734.888939015,53140.4628311761,0.38784034148159,70147.5276701701,18640.6893710173,14999.5636596311,3641.12571138627,0.639322638181845,1.41612929871049,0.196128598970053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","mon.27.78abd",2010,1,"fixedEffort",56388.0966244943,32304.2313918153,0.439314080976105,68418.6196072446,20416.4127493672,18324.459405254,2091.95334411319,1.09526060667642,1.22166616450126,0.574534775762172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","nep.fu.16",2010,1,"fixedEffort",NA,0,NA,0,1074.4369,1074.4369,0,0.0526261353152404,0.0586340298634913,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","nep.fu.17",2010,1,"fixedEffort",-5819.58066923987,0,0.0597131156871575,19439.1609993536,1160.77286961568,937.1263,223.646569615683,1.08035462074663,0.872202267066591,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","nep.fu.19",2010,1,"fixedEffort",NA,0,NA,0,626.1294,626.1294,0,0.539407334879651,0.668137688591175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","nep.fu.2021",2010,1,"fixedEffort",NA,0,NA,0,759.9524,759.9524,0,1.21373058029219,1.21373058029219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","nep.fu.22",2010,1,"fixedEffort",11373.8480920642,0,0.125258302758165,22971.0901340149,2877.31976269155,2331.1755,546.144262691546,3.78618419086715,3.06752830835194,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","nep.out.7",2010,1,"fixedEffort",-392.3614,0,0.127921584699454,732,93.6386,93.6386,0,0.0325436891700932,0.0401679753411959,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","sol.27.7fg",2010,1,"fixedEffort",3054.70504138725,3340.81267449081,0.369974693763461,3839.22950920937,940.107191361578,883.472456968392,56.6347343931861,10.0397399294904,9.43491740551858,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","whg.27.7b-ce-k",2010,1,"fixedEffort",647512.335890377,64934.2398779848,0.542353204173183,95020.1861457927,14400.7459170019,9563.54419847704,4837.20171852487,15.3181956795214,10.8249488968723,85.4105130067821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","cod.27.7e-k",2011,1,"fixedEffort",9786.53543046018,9527.11706622098,0.951890130280128,17550.4254293181,9645.58622176757,6286.21398252833,3359.37223923924,0.669797681131207,0.65731007794468,0.694486695970103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","had.27.7b-k",2011,1,"fixedEffort",90042.5933734686,100252.890125095,0.68807441930218,125597.773525368,30028.0118500494,14022.4101840166,16005.6016660328,3.11313497797407,2.23066065249925,4.76446208582632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","meg.27.7b-k8abd",2011,1,"fixedEffort",192913.559501582,46184.843726496,0.35563625179451,61784.0361017282,16309.880678928,13102.8275030025,3207.05317592553,0.543155529589323,0.934420497692883,0.200370672895825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","mon.27.78abd",2011,1,"fixedEffort",32280.7887877734,29671.2259530271,0.39230304073069,76182.7268932815,24292.0921797436,22557.4010819565,1734.69109778708,1.48940955841133,1.72156743090661,0.540898763640382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","nep.fu.16",2011,1,"fixedEffort",NA,0,NA,0,1147.2088,1147.2088,0,0.0472256070622282,0.0508573126767534,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","nep.fu.17",2011,1,"fixedEffort",-2717.41301258162,0,0.0602218740298666,12458.8074604981,750.292733448477,658.4867,91.8060334484774,0.654015845632005,0.573990279711941,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","nep.fu.19",2011,1,"fixedEffort",633.031793826557,0,0.0683060099440231,14117.7888942424,964.329828597742,589.1855,375.144328597742,1.28527144887238,0.89475687208261,4.08627096179117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","nep.fu.2021",2011,1,"fixedEffort",NA,0,NA,0,671.2664,671.2664,0,0.696096273384083,1.13931249156675,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","nep.fu.22",2011,1,"fixedEffort",-461.006309405007,0,0.0552388634123641,31467.6184633875,1738.23547821145,1551.951,186.284478211451,2.5894867942317,2.31197479867903,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","nep.out.7",2011,1,"fixedEffort",585.7673,0,0.51124918699187,246,125.7673,125.7673,0,0.0723534305774311,0.0810381899944006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","sol.27.7fg",2011,1,"fixedEffort",5478.46040509313,3560.7745618777,0.386219550323475,4004.46549980485,1075.04867596561,1047.1106388664,27.9380370992074,8.54791886257884,8.32577815430882,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","whg.27.7b-ce-k",2011,1,"fixedEffort",640425.410521609,64827.0966840368,0.469065057154761,84333.3045245923,13890.0402229686,10070.8136915407,3819.22653142786,12.9203826147616,9.61771690376802,136.703466956747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","cod.27.7e-k",2012,1,"fixedEffort",1708.84641339872,14921.381596702,0.917507669809233,18546.5209579794,11821.3304864472,9540.89863177222,2280.43185467503,0.85106524507391,0.94738110782313,0.597092588226878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","had.27.7b-k",2012,1,"fixedEffort",68005.3712745479,71376.7106043232,0.726619759093986,82472.5288393145,27645.4561283571,19400.669062903,8244.78706545416,2.33860783776003,2.03342156872903,3.615449875668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","meg.27.7b-k8abd",2012,1,"fixedEffort",162888.072730934,48367.3898483196,0.317539303405134,60717.6244328756,15595.2411954899,13417.4748116488,2177.76638384109,0.564115893877158,0.691598561273595,0.264138584362715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","mon.27.78abd",2012,1,"fixedEffort",43397.8325653386,31374.9355696054,0.444012948496761,87268.8849584292,31733.7577525867,29329.3062479846,2404.45150460208,2.03483597046027,2.18590358168747,1.10409065106477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","nep.fu.16",2012,1,"fixedEffort",5626.89450834308,0,0.0270628858173852,39635.7139160276,1072.6568,1072.6568,0,0.0338017580005181,0.0365728664336787,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","nep.fu.17",2012,1,"fixedEffort",1057.57177458926,0,0.147764859444193,8991.10171446799,1328.5688810868,1242.645,85.9238810868033,1.23857778283492,1.15847398720635,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","nep.fu.19",2012,1,"fixedEffort",-3486.96344064098,0,0.0886216249691865,13786.4908594712,1221.78122258918,784.3725,437.408722589178,0.919622038407019,0.631212051712275,5.09065369320658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","nep.fu.2021",2012,1,"fixedEffort",NA,0,NA,0,824.221,824.221,0,0.67460604628816,1.05080303044791,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","nep.fu.22",2012,1,"fixedEffort",-516.10152109813,0,0.099308589138678,29268.3766757711,2906.60119405022,2566.4365,340.164694050215,3.52648281716944,3.11377227709559,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","nep.out.7",2012,1,"fixedEffort",-155.4243,0,0.201948583569405,706,142.5757,142.5757,0,0.0490523778397432,0.0555539558450014,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","sol.27.7fg",2012,1,"fixedEffort",6619.29475506108,3484.51123511867,0.439152502183024,4032.71435658691,1166.08540430491,1134.37031796624,31.7150863386707,8.17871070810037,7.95626686711856,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","whg.27.7b-ce-k",2012,1,"fixedEffort",570909.694198535,58528.9059721566,0.408899177228205,84874.1444775246,15657.9336787894,10786.6747038885,4871.25897490089,13.4277760625286,9.50895358689171,153.594378488615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","cod.27.7e-k",2013,1,"fixedEffort",2243.91429779061,10724.7570269525,1.25752638337948,12472.8079650985,7954.20352306962,7385.79603718789,568.407485881723,0.507998289317355,0.684714820826604,0.116685950964717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","had.27.7b-k",2013,1,"fixedEffort",647545.275499725,43110.4185686577,0.534639373051178,84484.2591583204,17491.6766685568,13575.8494496595,3915.82721889734,2.19904816589438,1.83810240376316,6.88911971808929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","meg.27.7b-k8abd",2013,1,"fixedEffort",176745.316846282,52862.3370862496,0.344070936444004,69676.4850993237,17849.5392800717,15335.2517608514,2514.28751922036,1.02045902278529,1.12959795390453,0.642083365447457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","mon.27.78abd",2013,1,"fixedEffort",37734.6736491128,32370.4500609466,0.391912779478624,86492.3485343658,29236.3836568123,27261.4476571463,1974.93599966601,1.63793491798713,1.77769808297121,0.785485345080344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","nep.fu.16",2013,1,"fixedEffort",6244.11843172513,0,0.0215110577191888,44189.9516243707,950.5726,950.5726,0,0.0325133440290762,0.0348687498901335,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","nep.fu.17",2013,1,"fixedEffort",823.415536740675,0,0.175277871784456,8720.10460797044,1528.44137742288,1389.93,138.511377422885,1.60791650992558,1.4622028869757,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","nep.fu.19",2013,1,"fixedEffort",6478.95787246622,0,0.128416171563537,9077.74619624109,1165.72941294674,752.7311,412.998312946739,0.762691608697668,0.541560438295454,2.98169233914863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","nep.fu.2021",2013,1,"fixedEffort",1468.67768639783,0,0.024413764592604,51424.5086333951,1255.46584806604,1016.1178,239.348048066039,1.07697878609107,1.34990808802772,0.579537592679962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","nep.fu.22",2013,1,"fixedEffort",12956.8435201163,0,0.098271810494032,25845.6739606227,2539.90117354885,2081.4419,458.459273548854,2.02307468376093,2.04842578291611,1.9154502292927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","nep.out.7",2013,1,"fixedEffort",69.943,0,0.318487745098039,408,129.943,129.943,0,0.0511606519786115,0.0624293188294134,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","sol.27.7fg",2013,1,"fixedEffort",5260.58169795381,3418.16208689467,0.434905717604947,3964.3602967302,1182.96311927565,1156.76336388558,26.1997553900656,9.10370792790414,8.90208294317957,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","whg.27.7b-ce-k",2013,1,"fixedEffort",1380299.99885352,53183.9162465254,0.45809941450336,97327.9188683693,15864.9603051626,12127.5459519724,3737.41435319023,13.411204497125,10.4840335807627,142.650734617445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","cod.27.7e-k",2014,1,"fixedEffort",12516.1781730142,6328.94115620418,0.842351580845016,11572.1497466421,6107.19439940798,4532.84841466559,1574.34598474239,0.384948608879949,0.373764686822594,0.421239347839112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","had.27.7b-k",2014,1,"fixedEffort",220384.680957737,28141.719079777,0.553784912770113,78193.2459841433,15369.3453110601,9835.03767117181,5534.30763988824,2.51659670642709,2.16972569374954,3.51530584352069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","meg.27.7b-k8abd",2014,1,"fixedEffort",169030.1195361,65087.0496277142,0.270260631430128,83651.261070338,16000.0594248885,14154.55254655,1845.50687833849,1.04103714901731,1.43919657654586,0.333466622823257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","mon.27.78abd",2014,1,"fixedEffort",57328.2349421964,36792.308063466,0.413930648052345,89820.3592164719,29086.1364489856,27420.63830925,1665.4981397356,1.8178767763663,1.93723102295687,0.902461084964937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","nep.fu.16",2014,1,"fixedEffort",-5691.27672384842,0,0.0215439884972939,49483.4974560958,1066.0719,1066.0719,0,0.0366522347122242,0.0388784494356711,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","nep.fu.17",2014,1,"fixedEffort",3998.20526107785,0,0.108771802439181,8015.07876728823,871.814564209949,820.23,51.5845642099494,0.817782144159272,0.769394634639558,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","nep.fu.19",2014,1,"fixedEffort",-2512.62897860136,0,0.0422625318888219,14390.9746557606,608.199025300308,452.5112,155.687825300308,0.697624300244934,0.551688185021274,3.01810876344051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","nep.fu.2021",2014,1,"fixedEffort",9026.88556561538,0,0.0393991036622104,51637.7204717269,2034.47990174581,1398.9519,635.528001745814,3.34508905327702,3.09152988920495,4.08206615077279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","nep.fu.22",2014,1,"fixedEffort",-9248.03048932198,0,0.0811539185553612,36262.6163071902,2942.85341039802,2489.3135,453.539910398025,1.44648930071647,1.77941321642295,0.713642686320882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","nep.out.7",2014,1,"fixedEffort",-41.3033,0,0.42154224137931,348,146.6967,146.6967,0,0.0498484564272466,0.0589305846772614,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","sol.27.7fg",2014,1,"fixedEffort",3902.69177032345,3639.31362616282,0.344025791177965,4086.30655131504,1090.42484234418,1062.50160227699,27.9232400671888,7.43319271901947,7.24284596911174,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","whg.27.7b-ce-k",2014,1,"fixedEffort",559906.414024937,60888.5805661387,0.542420760549382,90322.0522672122,17452.9727186215,12939.75808,4513.21463862155,16.0056631515303,12.1785774743958,161.629331974437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","cod.27.7e-k",2015,1,"fixedEffort",1037.11137708187,6593.84315843908,0.858475236304213,9814.32423540395,5489.05096587787,5044.29935386305,444.751612014818,0.314505216639759,0.389829494699723,0.0985443076889994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","had.27.7b-k",2015,1,"fixedEffort",509827.815339348,41748.787511333,0.511632352046597,98650.4883621109,15559.3784627951,8617.31605159239,6942.06241120269,2.83462087700012,1.70832764811887,15.6088527251283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","meg.27.7b-k8abd",2015,1,"fixedEffort",182976.550231323,59099.9952597844,0.26109012014734,76836.9926430645,13496.1034173854,12194.999469141,1301.10394824441,0.867393479094086,1.41517374970685,0.187423257120933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","mon.27.78abd",2015,1,"fixedEffort",33536.2397923297,44552.6324385442,0.361583832991948,92142.7965102308,25434.1967773913,22996.4781234043,2437.71865398701,1.88455852706549,1.88573014550727,1.87357717058367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","nep.fu.16",2015,1,"fixedEffort",-3190.89718354211,0,0.0223671993877135,42726.1488322474,955.66429,955.66429,0,0.0375739913614845,0.0415569847205162,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","nep.fu.17",2015,1,"fixedEffort",-3100.12213125149,0,0.0493116201791891,11141.4694641561,549.403910454501,528.252,21.1519104545011,0.574892162659443,0.552758960994556,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","nep.fu.19",2015,1,"fixedEffort",-1208.68312772655,0,0.0614588725399526,11270.1466518589,692.65050658317,521.18801,171.46249658317,1.26073093657118,0.98662761333606,8.10624160649671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","nep.fu.2021",2015,1,"fixedEffort",6562.3839647867,0,0.0441364068274363,58630.1261355965,2587.72309946459,2140.54669,447.176409464591,3.73597229031099,4.10705282725134,2.60801293796444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","nep.fu.22",2015,1,"fixedEffort",-5829.34861930081,0,0.109778462387017,24071.7324074702,2642.55777068381,2217.97067,424.587100683813,1.02119031639458,1.03617018977521,0.949484569618008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","nep.out.7",2015,1,"fixedEffort",354.80746,0,1.742546625,160,278.80746,278.80746,0,0.105506665963202,0.125703853423815,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","sol.27.7fg",2015,1,"fixedEffort",8192.38644595303,3503.24813253038,0.270010303635254,4072.273154419,856.326171992755,839.612446801564,16.7137251911912,3.07138902234809,3.01144182727953,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","whg.27.7b-ce-k",2015,1,"fixedEffort",568878.198257852,61627.5437940611,0.52501724660376,89948.2009103373,19659.5205990745,13166.3924468379,6493.1281522366,22.9579817154541,15.6815117462755,388.490780957602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","cod.27.7e-k",2016,1,"fixedEffort",2435.82067647727,6048.52796774062,0.78644121588823,8148.44617574668,4443.86685473936,3948.13798479447,495.728869944889,0.226041465881348,0.299864826355125,0.0763466942777238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","had.27.7b-k",2016,1,"fixedEffort",111283.085683766,39626.5345982816,0.401337932215768,83679.4264589027,19735.6677711929,7707.57997905742,12028.0877921354,4.44110240389963,1.95220633340115,24.2634402016421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","meg.27.7b-k8abd",2016,1,"fixedEffort",224384.566122222,68601.6420815491,0.244962026834052,90807.8666382189,15590.5949273067,13332.8127082601,2257.78221904655,0.789970479238786,1.72983124981995,0.187709156938711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","mon.27.78abd",2016,1,"fixedEffort",25901.5549530264,43180.3688880903,0.358808455122323,98729.7000905998,29443.7799646519,25829.3656665532,3614.41429809869,1.88856038540784,1.93727806965675,1.60086932548572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","nep.fu.16",2016,1,"fixedEffort",-10854.4384588788,0,0.0358984814203176,38579.5873587053,1384.9486,1384.9486,0,0.0470370516850306,0.0536191487580118,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","nep.fu.17",2016,1,"fixedEffort",1509.26324289577,0,0.139300550474935,7491.94342245015,1043.63184287437,945.68,97.9518428743706,0.753552762084001,0.682826785051806,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","nep.fu.19",2016,1,"fixedEffort",3045.97224599419,0,0.0941490179936938,9368.81301754918,882.064545368791,664.38176,217.68278536879,0.845187458960057,0.702543947212588,2.22234497055846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","nep.fu.2021",2016,1,"fixedEffort",61031.3563533676,0,0.0532647844575267,62604.7870009186,3334.63048561329,2513.8157,820.814785613296,3.78048352937606,3.78369162332211,3.7706922218158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","nep.fu.22",2016,1,"fixedEffort",19693.4083937411,0,0.254179174898779,15599.8260174856,3965.15090568899,3430.36657,534.784335688986,1.18908254536626,1.36460543626965,0.651528633575242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","nep.out.7",2016,1,"fixedEffort",504.99371,0,1.97878690677966,236,466.99371,466.99371,0,0.117774511262606,0.136135220674098,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","sol.27.7fg",2016,1,"fixedEffort",7601.34574134699,3627.16852671318,0.302370281966508,4373.81913534834,885.309404104437,853.506799806097,31.8026042983406,1.89576301596104,1.82766230364451,Inf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","whg.27.7b-ce-k",2016,1,"fixedEffort",386503.651910415,51135.4355536876,0.762634273245656,66692.4809559401,23373.003468041,15183.4388384816,8189.56462955943,26.4009433986356,17.7894761259442,257.512389637434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","cod.27.7e-k",2017,1,"fixedEffort",625.184077826358,3310.64922369471,1.4016306640727,4070.78164101083,2611.14726919033,2477.83690075941,133.310368430916,0.111716377091231,0.163193392953872,0.0162780775854366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","had.27.7b-k",2017,1,"fixedEffort",176611.188793704,47446.0253430817,0.504012368090431,67693.7002961358,14845.9425721302,8107.69773641962,6738.24483571056,5.68560140107825,3.27208692950482,50.5455420686386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","meg.27.7b-k8abd",2017,1,"fixedEffort",275725.73963103,68462.6290780098,0.26603785183734,97849.4250130504,15468.2031967469,13406.9116727188,2061.29152402816,1.0419145245641,1.6536027992873,0.305909264843564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","mon.27.78abd",2017,1,"fixedEffort",44054.8467690628,48622.2689360059,0.351472495864638,103676.067364693,32095.9853610305,28790.4218234316,3305.56353759897,2.07496533067141,2.14743130455734,1.60363708823644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
