Stock,country,fishingarea,fleetname,CatchCat,Datayear,DiscardsImportedOrUnrep,AgeOrLengthDistribution,Weight_Total_in_kg,Effort_Total,code,DataUsedInAssessment
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_>=220_0_0_all,Discards,2014,Unreported,Estimated,141.219,43656,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_>=220_0_0_all,Landings,2014,Imported,Estimated,656.000,43656,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_100-119_0_0_all,Discards,2014,Imported,Sampled,163.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_100-119_0_0_all,Discards,2014,Unreported,Estimated,0.646,1264,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_100-119_0_0_all,Landings,2014,Imported,Estimated,210.000,1255,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_120-219_0_0_all,Discards,2014,Imported,Estimated,10.000,-18,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_120-219_0_0_all,Discards,2014,Imported,Sampled,15.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_120-219_0_0_all,Discards,2014,Imported,Sampled,166.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_120-219_0_0_all,Landings,2014,Imported,Estimated,14663.000,-36,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_120-219_0_0_all_FDF,Discards,2014,Imported,Estimated,0.000,-27,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_120-219_0_0_all_FDF,Discards,2014,Unreported,Estimated,2.583,3991,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,GNS_DEF_120-219_0_0_all_FDF,Landings,2014,Imported,Estimated,35.000,3964,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,MIS_MIS_0_0_0_HC,Discards,2014,Imported,Estimated,306.000,84495,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,MIS_MIS_0_0_0_HC,Discards,2014,Imported,Sampled,4.000,23463,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,MIS_MIS_0_0_0_HC,Discards,2014,Imported,Sampled,177.000,48947,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,MIS_MIS_0_0_0_HC,Landings,2014,Imported,Estimated,44313.000,156905,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_32-69_0_0_all,Discards,2014,Imported,Estimated,0.000,-36,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_32-69_0_0_all,Landings,2014,Imported,Estimated,18.000,-27,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_90-119_0_0_all,Discards,2014,Imported,Sampled,22982.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_90-119_0_0_all,Discards,2014,Imported,Sampled,2398.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_90-119_0_0_all,Discards,2014,Imported,Sampled,1900.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_90-119_0_0_all,Discards,2014,Imported,Sampled,2850.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_90-119_0_0_all,Landings,2014,Imported,Estimated,74935.000,-36,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_90-119_0_0_all_FDF,Discards,2014,Imported,Estimated,265.000,-36,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_CRU_90-119_0_0_all_FDF,Landings,2014,Imported,Estimated,1329.000,-36,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_DEF_>=120_0_0_all,Discards,2014,Imported,Estimated,0.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_DEF_>=120_0_0_all,Discards,2014,Imported,Sampled,79.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_DEF_>=120_0_0_all,Discards,2014,Imported,Sampled,10.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_DEF_>=120_0_0_all,Discards,2014,Imported,Sampled,89.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_DEF_>=120_0_0_all,Landings,2014,Imported,Estimated,101688.000,-36,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_DEF_>=120_0_0_all_FDF,Discards,2014,Unreported,Estimated,7068.898,94720,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,OTB_DEF_>=120_0_0_all_FDF,Landings,2014,Imported,Estimated,32837.000,94720,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,TBB_DEF_>=120_0_0_all,Discards,2014,Unreported,Estimated,610.728,71111,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.20,TBB_DEF_>=120_0_0_all,Landings,2014,Imported,Estimated,2837.000,71111,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.21,MIS_MIS_0_0_0_HC,Discards,2014,Imported,Sampled,11217.000,23822,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.21,MIS_MIS_0_0_0_HC,Discards,2014,Imported,Sampled,6162.000,17690,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.21,MIS_MIS_0_0_0_HC,Discards,2014,Imported,Sampled,9992.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.21,MIS_MIS_0_0_0_HC,Discards,2014,Imported,Sampled,4604.000,26125,kWd,NoInformation
lem.27.3a47d,Denmark,27.3.a.21,MIS_MIS_0_0_0_HC,Landings,2014,Imported,Estimated,9023.000,67628,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_>=220_0_0_all,Discards,2014,Imported,Estimated,0.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_>=220_0_0_all,Discards,2014,Unreported,Estimated,5.597,30871,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_>=220_0_0_all,Landings,2014,Imported,Estimated,338.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_>=220_0_0_all,Landings,2014,Imported,Sampled,26.000,30871,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_>=220_0_0_all_FDF,Discards,2014,Unreported,Estimated,5.382,13310,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_>=220_0_0_all_FDF,Landings,2014,Imported,Estimated,25.000,13310,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_100-119_0_0_all,Discards,2014,Unreported,Estimated,16.145,142037,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_100-119_0_0_all,Landings,2014,Imported,Estimated,74.000,136995,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_100-119_0_0_all,Landings,2014,Imported,Sampled,1.000,5042,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_100-119_0_0_all_FDF,Discards,2014,Unreported,Estimated,2.368,4400,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_100-119_0_0_all_FDF,Landings,2014,Imported,Estimated,11.000,4400,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_120-219_0_0_all,Discards,2014,Imported,Estimated,0.000,-27,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_120-219_0_0_all,Discards,2014,Unreported,Estimated,10554.803,290118,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_120-219_0_0_all,Landings,2014,Imported,Estimated,64849.000,290109,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_120-219_0_0_all,Landings,2014,Imported,Sampled,1846.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_120-219_0_0_all,Landings,2014,Imported,Sampled,41062.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_120-219_0_0_all_FDF,Discards,2014,Unreported,Estimated,4.521,11595,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,GNS_DEF_120-219_0_0_all_FDF,Landings,2014,Imported,Estimated,21.000,11595,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,MIS_MIS_0_0_0_HC,Discards,2014,Imported,Estimated,0.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,MIS_MIS_0_0_0_HC,Discards,2014,Unreported,Estimated,2640.961,196416,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,MIS_MIS_0_0_0_HC,Landings,2014,Imported,Estimated,9432.000,85137,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,MIS_MIS_0_0_0_HC,Landings,2014,Imported,Sampled,11177.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,MIS_MIS_0_0_0_HC,Landings,2014,Imported,Sampled,2836.000,111279,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_32-69_0_0_all,Discards,2014,Imported,Estimated,0.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_70-99_0_0_all,Discards,2014,Unreported,Estimated,2196.854,315114,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_70-99_0_0_all,Landings,2014,Imported,Estimated,2508.000,53908,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_70-99_0_0_all,Landings,2014,Imported,Sampled,1583.000,94225,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_70-99_0_0_all,Landings,2014,Imported,Sampled,6114.000,166981,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_70-99_0_0_all_FDF,Discards,2014,Unreported,Estimated,275.549,63771,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_70-99_0_0_all_FDF,Landings,2014,Imported,Estimated,85.000,5706,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_70-99_0_0_all_FDF,Landings,2014,Imported,Sampled,149.000,19391,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_CRU_70-99_0_0_all_FDF,Landings,2014,Imported,Sampled,1046.000,38674,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all,Discards,2014,Imported,Estimated,0.000,-18,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all,Discards,2014,Imported,Sampled,157.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all,Discards,2014,Imported,Sampled,164.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all,Landings,2014,Imported,Estimated,207889.000,-27,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all,Landings,2014,Imported,Sampled,107623.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all_FDF,Discards,2014,Imported,Estimated,0.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all_FDF,Discards,2014,Imported,Sampled,174.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all_FDF,Discards,2014,Imported,Sampled,493.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all_FDF,Discards,2014,Imported,Sampled,1876.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all_FDF,Landings,2014,Imported,Estimated,99320.000,-27,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,OTB_DEF_>=120_0_0_all_FDF,Landings,2014,Imported,Sampled,65933.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,TBB_CRU_16-31_0_0_all,Discards,2014,Imported,Estimated,0.000,-27,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,TBB_CRU_16-31_0_0_all,Discards,2014,Imported,Sampled,34.000,-9,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,TBB_DEF_>=120_0_0_all,Discards,2014,Unreported,Estimated,2696.716,355475,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,TBB_DEF_>=120_0_0_all,Landings,2014,Imported,Estimated,7001.000,154025,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,TBB_DEF_>=120_0_0_all,Landings,2014,Imported,Sampled,3536.000,82667,kWd,NoInformation
lem.27.3a47d,Denmark,27.4,TBB_DEF_>=120_0_0_all,Landings,2014,Imported,Sampled,1990.000,118783,kWd,NoInformation
lem.27.3a47d,France,27.4,GTR_DEF_all_0_0_all,Discards,2014,Imported,Estimated,0.000,475801,kWd,NoInformation
lem.27.3a47d,France,27.4,GTR_DEF_all_0_0_all,Discards,2014,Unreported,Estimated,117.933,306664,kWd,NoInformation
lem.27.3a47d,France,27.4,GTR_DEF_all_0_0_all,Landings,2014,Imported,Estimated,994.510,782465,kWd,NoInformation
lem.27.3a47d,France,27.4,MIS_MIS_0_0_0_HC,Discards,2014,Unreported,Estimated,1376.636,3566736,kWd,NoInformation
lem.27.3a47d,France,27.4,MIS_MIS_0_0_0_HC,Landings,2014,Imported,Estimated,6394.860,3566736,kWd,NoInformation
lem.27.3a47d,France,27.4,OTB_DEF_70-99_0_0,Discards,2014,Imported,Estimated,5335.400,862108,kWd,NoInformation
lem.27.3a47d,France,27.4,OTB_DEF_70-99_0_0,Discards,2014,Unreported,Estimated,589.125,202212,kWd,NoInformation
lem.27.3a47d,France,27.4,OTB_DEF_70-99_0_0,Landings,2014,Imported,Estimated,2736.650,202212,kWd,NoInformation
lem.27.3a47d,France,27.4,OTB_DEF_70-99_0_0,Landings,2014,Imported,Sampled,4322.570,376784,kWd,NoInformation
lem.27.3a47d,France,27.4,OTB_DEF_70-99_0_0,Landings,2014,Imported,Sampled,2434.510,130001,kWd,NoInformation
lem.27.3a47d,France,27.4,OTB_DEF_70-99_0_0,Landings,2014,Imported,Sampled,7626.470,355323,kWd,NoInformation
lem.27.3a47d,France,27.4,SDN_all_0_0_all,Discards,2014,Unreported,Estimated,279.238,56324,kWd,NoInformation
lem.27.3a47d,France,27.4,SDN_all_0_0_all,Landings,2014,Imported,Estimated,1297.140,56324,kWd,NoInformation
lem.27.3a47d,France,27.4,TBB_DEF_all_0_0_all,Discards,2014,Unreported,Estimated,172.422,43647,kWd,NoInformation
lem.27.3a47d,France,27.4,TBB_DEF_all_0_0_all,Landings,2014,Imported,Estimated,800.950,43647,kWd,NoInformation
lem.27.3a47d,France,27.7.d,GTR_DEF_all_0_0_all,Discards,2014,Imported,Estimated,338.088,48957,kWd,NoInformation
lem.27.3a47d,France,27.7.d,GTR_DEF_all_0_0_all,Landings,2014,Imported,Estimated,10407.960,48957,kWd,NoInformation
lem.27.3a47d,France,27.7.d,MIS_MIS_0_0_0_HC,Discards,2014,Unreported,Estimated,2339.283,9451907,kWd,NoInformation
lem.27.3a47d,France,27.7.d,MIS_MIS_0_0_0_HC,Landings,2014,Imported,Estimated,10866.620,9451907,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_100-119_0_0,Discards,2014,Imported,Estimated,0.000,1192,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_100-119_0_0,Landings,2014,Imported,Estimated,44.100,1192,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_70-99_0_0,Discards,2014,Imported,Estimated,25295.360,3373253,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_70-99_0_0,Landings,2014,Imported,Estimated,12498.390,906852,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_70-99_0_0,Landings,2014,Imported,Sampled,36430.580,925307,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_70-99_0_0,Landings,2014,Imported,Sampled,14457.140,833405,kWd,NoInformation
lem.27.3a47d,France,27.7.d,OTB_DEF_70-99_0_0,Landings,2014,Imported,Sampled,20052.580,707689,kWd,NoInformation
lem.27.3a47d,France,27.7.d,SDN_all_0_0_all,Discards,2014,Imported,Estimated,0.000,147080,kWd,NoInformation
lem.27.3a47d,France,27.7.d,SDN_all_0_0_all,Discards,2014,Unreported,Estimated,272.989,111892,kWd,NoInformation
lem.27.3a47d,France,27.7.d,SDN_all_0_0_all,Landings,2014,Imported,Estimated,1589.760,258972,kWd,NoInformation
lem.27.3a47d,France,27.7.d,TBB_DEF_all_0_0_all,Discards,2014,Imported,Estimated,0.000,187,kWd,NoInformation
lem.27.3a47d,France,27.7.d,TBB_DEF_all_0_0_all,Discards,2014,Unreported,Estimated,498.627,1951,kWd,NoInformation
lem.27.3a47d,France,27.7.d,TBB_DEF_all_0_0_all,Landings,2014,Imported,Estimated,2410.890,2138,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,GNS_DEF_120-219_0_0_all,Discards,2014,Unreported,Estimated,3.014,1496,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,GNS_DEF_120-219_0_0_all,Landings,2014,Imported,Estimated,14.000,1496,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_CRU_90-119_0_0_all,Discards,2014,Unreported,Estimated,467.571,20252,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_CRU_90-119_0_0_all,Landings,2014,Imported,Estimated,2172.000,20252,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_DEF_>=120_0_0_all,Discards,2014,Imported,Estimated,0.000,10244,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_DEF_>=120_0_0_all,Discards,2014,Imported,Sampled,98.000,16605,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_DEF_>=120_0_0_all,Discards,2014,Unreported,Estimated,155.427,19804,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_DEF_>=120_0_0_all,Landings,2014,Imported,Estimated,722.000,19804,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_DEF_>=120_0_0_all,Landings,2014,Imported,Sampled,2667.000,16605,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_DEF_>=120_0_0_all,Landings,2014,Imported,Sampled,1170.000,10244,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_DEF_>=120_0_0_all_FDF,Discards,2014,Imported,Estimated,0.000,8207,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_DEF_>=120_0_0_all_FDF,Discards,2014,Unreported,Estimated,3.875,1450,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_DEF_>=120_0_0_all_FDF,Landings,2014,Imported,Estimated,18.000,1450,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,OTB_DEF_>=120_0_0_all_FDF,Landings,2014,Imported,Sampled,18.000,8207,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,SSC_DEF_>=120_0_0_all,Discards,2014,Unreported,Estimated,84.817,7249,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,SSC_DEF_>=120_0_0_all,Landings,2014,Imported,Estimated,394.000,7249,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,SSC_DEF_>=120_0_0_all_FDF,Discards,2014,Unreported,Estimated,23.895,2713,kWd,NoInformation
lem.27.3a47d,Germany,27.3.a,SSC_DEF_>=120_0_0_all_FDF,Landings,2014,Imported,Estimated,111.000,2713,kWd,NoInformation
lem.27.3a47d,Germany,27.4,GNS_DEF_100-119_0_0_all,Discards,2014,Unreported,Estimated,40.471,38655,kWd,NoInformation
lem.27.3a47d,Germany,27.4,GNS_DEF_100-119_0_0_all,Landings,2014,Imported,Estimated,188.000,38655,kWd,NoInformation
lem.27.3a47d,Germany,27.4,GNS_DEF_120-219_0_0_all,Discards,2014,Unreported,Estimated,116.678,90372,kWd,NoInformation
lem.27.3a47d,Germany,27.4,GNS_DEF_120-219_0_0_all,Landings,2014,Imported,Estimated,542.000,90372,kWd,NoInformation
lem.27.3a47d,Germany,27.4,MIS_MIS_0_0_0_HC,Discards,2014,Unreported,Estimated,163.176,468577,kWd,NoInformation
lem.27.3a47d,Germany,27.4,MIS_MIS_0_0_0_HC,Landings,2014,Imported,Estimated,758.000,468577,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_CRU_70-99_0_0_all,Discards,2014,Imported,Estimated,0.000,30733,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_CRU_70-99_0_0_all,Discards,2014,Imported,Sampled,363.000,94955,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_CRU_70-99_0_0_all,Discards,2014,Unreported,Estimated,2273.922,108299,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_CRU_70-99_0_0_all,Landings,2014,Imported,Estimated,36197.000,233987,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all,Discards,2014,Imported,Estimated,0.000,664104,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all,Discards,2014,Imported,Sampled,58.000,191754,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all,Landings,2014,Imported,Sampled,5210.000,192630,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all,Landings,2014,Imported,Sampled,107.000,191754,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all,Landings,2014,Imported,Sampled,1602.000,198148,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all,Landings,2014,Imported,Sampled,2608.000,273326,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all_FDF,Discards,2014,Imported,Estimated,0.000,179643,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all_FDF,Discards,2014,Imported,Sampled,6.000,64684,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all_FDF,Landings,2014,Imported,Sampled,1526.000,56726,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all_FDF,Landings,2014,Imported,Sampled,2098.000,57700,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all_FDF,Landings,2014,Imported,Sampled,11.000,64684,kWd,NoInformation
lem.27.3a47d,Germany,27.4,OTB_DEF_>=120_0_0_all_FDF,Landings,2014,Imported,Sampled,1035.000,65217,kWd,NoInformation
lem.27.3a47d,Germany,27.4,SSC_DEF_>=120_0_0_all,Discards,2014,Unreported,Estimated,819.972,123364,kWd,NoInformation
lem.27.3a47d,Germany,27.4,SSC_DEF_>=120_0_0_all,Landings,2014,Imported,Estimated,3809.000,123364,kWd,NoInformation
lem.27.3a47d,Germany,27.4,SSC_DEF_>=120_0_0_all_FDF,Discards,2014,Unreported,Estimated,257.466,189980,kWd,NoInformation
lem.27.3a47d,Germany,27.4,SSC_DEF_>=120_0_0_all_FDF,Landings,2014,Imported,Estimated,1196.000,189980,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_>=120_0_0_all,Discards,2014,Unreported,Estimated,646.463,62450,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_>=120_0_0_all,Landings,2014,Imported,Estimated,3003.000,62450,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Discards,2014,Imported,Sampled,2933.000,268171,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Discards,2014,Imported,Sampled,1322.000,182808,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Discards,2014,Imported,Sampled,42.000,268704,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Discards,2014,Imported,Sampled,2432.000,268780,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Landings,2014,Imported,Estimated,1546.000,451512,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Landings,2014,Imported,Sampled,551.000,268780,kWd,NoInformation
lem.27.3a47d,Germany,27.4,TBB_DEF_70-99_0_0_all,Landings,2014,Imported,Sampled,664.000,268171,kWd,NoInformation
lem.27.3a47d,Ireland,27.4,OTB_DEF_70-99_0_0,Landings,2014,Imported,Estimated,0.000,-9,NA,NoInformation
lem.27.3a47d,Netherlands,27.3.a,SSC_DEF_>=120_0_0_all_FDF,Discards,2014,Unreported,Estimated,1506.906,87922,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,SSC_DEF_>=120_0_0_all_FDF,Landings,2014,Imported,Estimated,7000.000,87922,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,SSC_DEF_100-119_0_0_all_FDF,Discards,2014,Unreported,Estimated,11.625,2154,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,SSC_DEF_100-119_0_0_all_FDF,Landings,2014,Imported,Estimated,54.000,2154,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,TBB_DEF_>=120_0_0_all,Discards,2014,Unreported,Estimated,1143.957,165498,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,TBB_DEF_>=120_0_0_all,Landings,2014,Imported,Estimated,5314.000,165498,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,TBB_DEF_70-99_0_0_all,Discards,2014,Unreported,Estimated,50.804,9789,kWd,NoInformation
lem.27.3a47d,Netherlands,27.3.a,TBB_DEF_70-99_0_0_all,Landings,2014,Imported,Estimated,236.000,9789,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,MIS_MIS_0_0_0_HC_FDF,Discards,2014,Unreported,Estimated,66.089,3042,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,MIS_MIS_0_0_0_HC_FDF,Landings,2014,Imported,Estimated,307.000,3042,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_CRU_70-99_0_0_all,Discards,2014,Imported,Sampled,29743.713,499869,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_CRU_70-99_0_0_all,Discards,2014,Unreported,Estimated,713.412,460431,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_CRU_70-99_0_0_all,Landings,2014,Imported,Estimated,3314.000,460431,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_CRU_70-99_0_0_all_FDF,Discards,2014,Unreported,Estimated,14.423,38995,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_CRU_70-99_0_0_all_FDF,Landings,2014,Imported,Estimated,67.000,38995,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_DEF_>=120_0_0_all,Discards,2014,Unreported,Estimated,2386.294,76884,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_DEF_>=120_0_0_all,Landings,2014,Imported,Estimated,11085.000,76884,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_DEF_>=120_0_0_all_FDF,Discards,2014,Unreported,Estimated,70.179,8249,kWd,NoInformation
lem.27.3a47d,Netherlands,27.4,OTB_DEF_>=120_0_0_all_FDF,Landings,2014,Imported,Estimated,326.000,8249,kWd,NoInformation
