stock,Year,CatchCategory,Country,Area,tons
MEG,2015,Landings,Spain,8,0.06
MEG,2015,Discards,Spain,8,0.35
MEG,2015,Landings,Spain,8,0.03
MEG,2015,Landings,Spain,8,0
MEG,2015,Landings,Spain,oth,0.09
MEG,2015,Discards,Spain,8,0.86
MEG,2015,Landings,Spain,8,0
MEG,2015,Landings,France,oth,15.39699
MEG,2015,Landings,France,oth,20.31217
MEG,2015,Discards,France,8,172.2611
MEG,2015,Landings,France,oth,7.62528
MEG,2015,Discards,France,oth,20.58628
MEG,2015,Landings,France,oth,4.11859
MEG,2015,Landings,France,oth,2.42506
MEG,2015,Discards,France,8,0.62124
MEG,2015,Landings,Ireland,oth,12.277
MEG,2015,Landings,Ireland,oth,14.161
MEG,2015,Landings,Ireland,oth,176.782
MEG,2015,Landings,Ireland,oth,2.317
MEG,2015,Landings,Ireland,oth,132.919
MEG,2015,Discards,Ireland,oth,69.01377
MEG,2015,Discards,Ireland,oth,0
MEG,2015,Discards,Ireland,oth,0
MEG,2015,Discards,Ireland,oth,0
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,32.879
MEG,2015,Landings,UK(Scotland),oth,0.502
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),8,0
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,32.487
MEG,2015,Landings,UK(Scotland),oth,3
MEG,2015,Landings,UK (England),oth,68.5198
MEG,2015,Landings,UK (England),oth,1.132
MEG,2015,Landings,UK (England),oth,8.3376
MEG,2015,Landings,UK (England),oth,103.6568
MEG,2015,Landings,UK (England),oth,0.0046
MEG,2015,Landings,UK (England),oth,0.0344
MEG,2015,Discards,UK (England),oth,0
MEG,2015,Discards,UK (England),oth,2.14562
MEG,2015,Landings,UK (England),oth,44.0783
MEG,2015,Landings,UK (England),oth,0.0593
MEG,2015,Discards,UK (England),oth,0.46072
MEG,2015,Landings,UK (England),oth,34.9882
MEG,2016,Landings,Spain,8,23.05
MEG,2016,Discards,Spain,oth,143.16
MEG,2016,Landings,Spain,oth,700.63
MEG,2016,Landings,Spain,oth,578.83
MEG,2016,Landings,Spain,8,1.09
MEG,2016,Landings,Spain,oth,7.81
MEG,2016,Landings,Spain,oth,0.004
MEG,2016,Landings,Spain,oth,0.395
MEG,2016,Discards,France,oth,3.48685
MEG,2016,Discards,France,oth,7.2102
MEG,2016,Discards,France,oth,8.19436
MEG,2016,Discards,France,8,4.75438
MEG,2016,Landings,France,oth,10.53727
MEG,2016,Landings,France,oth,20.20843
MEG,2016,Landings,France,oth,0.15151
MEG,2016,Landings,France,oth,33.0499
MEG,2016,Landings,France,oth,14.87472
MEG,2016,Landings,France,oth,19.96682
MEG,2016,Landings,France,oth,25.7869
MEG,2016,Landings,France,8,1.34241
MEG,2016,Landings,France,8,0.00014
MEG,2016,Landings,France,8,2.67895
MEG,2016,Discards,France,oth,13.64972
MEG,2016,Discards,France,8,8.0859
MEG,2016,Landings,France,oth,0.00924
MEG,2016,Landings,France,oth,11.82112
MEG,2016,Landings,France,oth,0.15951
MEG,2016,Landings,France,oth,13.58449
MEG,2016,Landings,France,oth,17.30298
MEG,2016,Landings,France,oth,0.02493
MEG,2016,Landings,France,8,11.81588
MEG,2016,Discards,France,oth,3.91212
MEG,2016,Discards,France,8,155.85511
MEG,2016,Landings,France,oth,16.65362
MEG,2016,Landings,France,oth,0.38138
MEG,2016,Landings,France,oth,0.02105
MEG,2016,Landings,France,oth,295.58832
MEG,2016,Landings,France,8,4.52272
MEG,2016,Landings,France,8,0.00463
MEG,2016,Landings,France,8,36.81735
MEG,2016,Discards,France,oth,2.76725
MEG,2016,Discards,France,oth,5.40989
MEG,2016,Discards,France,8,0
MEG,2016,Landings,France,oth,0.03753
MEG,2016,Landings,France,oth,0.45916
MEG,2016,Landings,France,oth,24.84222
MEG,2016,Landings,France,oth,0.81316
MEG,2016,Landings,France,oth,254.21765
MEG,2016,Landings,France,oth,7.2281
MEG,2016,Landings,France,8,0.21938
MEG,2016,Landings,UK (England),oth,69.07
MEG,2016,Landings,UK (England),oth,46.074
MEG,2016,Landings,UK (England),oth,0.184
MEG,2016,Landings,UK (England),oth,217.401
MEG,2016,Landings,UK (England),oth,29.638
MEG,2016,Discards,UK (England),oth,1.007
MEG,2016,Landings,UK (England),oth,0.062
MEG,2016,Landings,UK (England),oth,16.889
MEG,2016,Landings,UK (England),oth,40.354
MEG,2016,Landings,UK (England),oth,0.002
MEG,2016,Landings,UK (England),oth,7.134
MEG,2016,Landings,UK (England),oth,0.037
MEG,2016,Landings,UK (England),oth,19.838
MEG,2016,Landings,UK (England),oth,1.999
MEG,2016,Discards,UK (England),oth,2.222
MEG,2016,Discards,UK (England),oth,8.251
MEG,2016,Landings,UK (England),oth,15.035
MEG,2016,Landings,Spain,oth,460.14
MEG,2016,Landings,Spain,oth,0.59
MEG,2016,Landings,Spain,oth,2.56
MEG,2016,Landings,Spain,oth,49.88
MEG,2016,Landings,Spain,oth,0
MEG,2016,Landings,Spain,8,1.3
MEG,2016,Landings,Spain,oth,0
MEG,2016,Landings,Spain,oth,0
MEG,2016,Discards,France,oth,2.52689
MEG,2016,Discards,France,oth,0.36784
MEG,2016,Discards,France,8,0
MEG,2016,Landings,France,oth,0.56561
MEG,2016,Landings,France,oth,1.04857
MEG,2016,Landings,France,oth,0.04596
MEG,2016,Landings,France,oth,1.16045
MEG,2016,Landings,France,oth,6.18117
MEG,2016,Landings,France,oth,1.19995
MEG,2016,Landings,France,oth,4.25315
MEG,2016,Landings,France,oth,0.56411
MEG,2016,Landings,France,oth,0.14092
MEG,2016,Landings,France,8,0.0285
MEG,2016,Landings,France,8,0.00224
MEG,2016,Discards,France,oth,1.72638
MEG,2016,Discards,France,oth,3.78196
MEG,2016,Landings,France,oth,0.00042
MEG,2016,Landings,France,oth,7.54817
MEG,2016,Landings,France,oth,15.08601
MEG,2016,Landings,France,oth,0.64302
MEG,2016,Landings,France,oth,206.47704
MEG,2016,Landings,France,oth,7.23904
MEG,2016,Landings,France,oth,0.00016
MEG,2016,Discards,France,oth,0
MEG,2016,Discards,France,8,224.48005
MEG,2016,Landings,France,oth,0.05169
MEG,2016,Landings,France,oth,15.94627
MEG,2016,Landings,France,oth,1.43416
MEG,2016,Landings,France,oth,0.13146
MEG,2016,Landings,France,oth,0.43027
MEG,2016,Landings,France,8,201.76629
MEG,2016,Landings,France,8,1.29414
MEG,2016,Discards,France,oth,0.79046
MEG,2016,Discards,France,oth,12.31684
MEG,2016,Discards,France,8,14.16206
MEG,2016,Landings,France,oth,4.73699
MEG,2016,Landings,France,oth,0.00049
MEG,2016,Landings,France,oth,2.31757
MEG,2016,Landings,France,oth,0.23833
MEG,2016,Landings,France,oth,41.13116
MEG,2016,Landings,France,oth,5.21198
MEG,2016,Landings,France,oth,1.01521
MEG,2016,Landings,UK (England),oth,34.771
MEG,2016,Landings,UK (England),oth,0.032
MEG,2016,Landings,UK (England),oth,57.727
MEG,2016,Landings,UK (England),oth,4.022
MEG,2016,Landings,UK (England),oth,0.001
MEG,2016,Discards,UK (England),oth,4.391
MEG,2016,Landings,UK (England),oth,0.024
MEG,2016,Landings,UK (England),oth,0.039
MEG,2016,Landings,UK (England),oth,1.508
MEG,2016,Landings,UK (England),oth,0
MEG,2016,Landings,UK (England),oth,41.054
MEG,2016,Landings,UK (England),oth,32.316
MEG,2016,Landings,UK (England),oth,62.567
MEG,2016,Landings,UK (England),oth,38.982
MEG,2016,Discards,UK (England),oth,6.497
MEG,2016,Discards,UK (England),oth,0
MEG,2016,Landings,UK (England),oth,0.056
MEG,2016,Landings,Spain,oth,6.34
MEG,2016,Landings,Spain,8,44.52
MEG,2016,Discards,Spain,oth,144.49
MEG,2016,Discards,Spain,oth,293.641
MEG,2016,Landings,Spain,oth,0
MEG,2016,Landings,Spain,oth,0
MEG,2016,Landings,Spain,oth,0
MEG,2016,Landings,Spain,oth,0
MEG,2016,Discards,France,oth,0
MEG,2016,Discards,France,oth,135.71797
MEG,2016,Discards,France,oth,3.86872
MEG,2016,Landings,France,oth,0.2589
MEG,2016,Landings,France,oth,17.94
MEG,2016,Landings,France,oth,0.25238
MEG,2016,Landings,France,oth,0.34714
MEG,2016,Landings,France,oth,104.85658
MEG,2016,Landings,France,oth,7.15141
MEG,2016,Landings,France,oth,2.48644
MEG,2016,Landings,France,oth,0.04473
MEG,2016,Landings,France,8,157.58109
MEG,2016,Landings,France,8,17.29107
MEG,2016,Discards,France,oth,0.20809
MEG,2016,Discards,France,oth,3.98615
MEG,2016,Discards,France,8,5.88379
MEG,2016,Landings,France,oth,0.02465
MEG,2016,Landings,France,oth,0.35504
MEG,2016,Landings,France,oth,0.01669
MEG,2016,Landings,France,oth,0.10315
MEG,2016,Landings,France,oth,1.26209
MEG,2016,Landings,France,oth,0.01664
MEG,2016,Landings,France,8,288.27205
MEG,2016,Discards,France,oth,5.32731
MEG,2016,Discards,France,8,16.80393
MEG,2016,Landings,France,oth,0.23459
MEG,2016,Landings,France,oth,0.16759
MEG,2016,Landings,France,oth,0.21158
MEG,2016,Landings,France,oth,21.84045
MEG,2016,Landings,France,8,32.99343
MEG,2016,Landings,France,8,0.69362
MEG,2016,Landings,France,8,11.18282
MEG,2016,Discards,France,oth,4.89835
MEG,2016,Discards,France,8,135.87622
MEG,2016,Discards,France,8,0
MEG,2016,Landings,France,oth,0.0158
MEG,2016,Landings,France,oth,0.45193
MEG,2016,Landings,France,oth,64.27636
MEG,2016,Landings,France,oth,0.00104
MEG,2016,Landings,France,oth,1.02146
MEG,2016,Landings,France,oth,0.00433
MEG,2016,Landings,France,8,136.67558
MEG,2016,Landings,UK (England),oth,0.074
MEG,2016,Landings,UK (England),oth,0.5
MEG,2016,Landings,UK (England),oth,0.029
MEG,2016,Landings,UK (England),oth,172.651
MEG,2016,Landings,UK (England),oth,15.013
MEG,2016,Discards,UK (England),oth,9.895
MEG,2016,Landings,UK (England),oth,33.076
MEG,2016,Landings,UK (England),oth,0.145
MEG,2016,Landings,UK (England),oth,0.184
MEG,2016,Landings,UK (England),oth,0.173
MEG,2016,Landings,UK (England),oth,57.881
MEG,2016,Landings,UK (England),oth,99.749
MEG,2016,Landings,UK (England),oth,0.051
MEG,2016,Landings,UK (England),oth,0.74
MEG,2016,Discards,UK (England),oth,0.792
MEG,2016,Landings,UK (England),oth,0.01
MEG,2016,Landings,UK (England),oth,26.351
MEG,2016,Landings,Spain,oth,675.37
MEG,2016,Landings,Spain,8,45.7
MEG,2016,Discards,Spain,oth,67.951
MEG,2016,Landings,Spain,8,73.54
MEG,2016,Landings,Spain,oth,0.281
MEG,2016,Landings,Spain,8,1.24
MEG,2016,Landings,Spain,8,0.64
MEG,2016,Landings,Spain,oth,5.77
MEG,2016,Discards,France,oth,0
MEG,2016,Discards,France,oth,20.89482
MEG,2016,Discards,France,8,164.78483
MEG,2016,Landings,France,oth,0.00207
MEG,2016,Landings,France,oth,2.84609
MEG,2016,Landings,France,oth,0.10232
MEG,2016,Landings,France,oth,0.01917
MEG,2016,Landings,France,oth,58.00584
MEG,2016,Landings,France,oth,0.00035
MEG,2016,Landings,France,oth,154.69722
MEG,2016,Landings,France,oth,0.73952
MEG,2016,Landings,France,oth,0.25176
MEG,2016,Landings,France,8,181.13259
MEG,2016,Landings,France,8,0.72146
MEG,2016,Discards,France,oth,0.40215
MEG,2016,Discards,France,oth,31.56431
MEG,2016,Landings,France,oth,0.04337
MEG,2016,Landings,France,oth,14.93862
MEG,2016,Landings,France,oth,0.15033
MEG,2016,Landings,France,oth,3.03894
MEG,2016,Landings,France,oth,3.15069
MEG,2016,Landings,France,oth,0.24844
MEG,2016,Landings,France,oth,0.01471
MEG,2016,Discards,France,oth,0.08846
MEG,2016,Discards,France,8,65.9062
MEG,2016,Landings,France,oth,0.3657
MEG,2016,Landings,France,oth,7.04101
MEG,2016,Landings,France,oth,0.33124
MEG,2016,Landings,France,oth,14.87831
MEG,2016,Landings,France,oth,24.17573
MEG,2016,Landings,France,8,132.83943
MEG,2016,Landings,France,8,11.51471
MEG,2016,Landings,France,8,2.31569
MEG,2016,Discards,France,oth,104.66956
MEG,2016,Discards,France,8,101.31357
MEG,2016,Landings,France,oth,0.00119
MEG,2016,Landings,France,oth,0.06921
MEG,2016,Landings,France,oth,16.57974
MEG,2016,Landings,France,oth,106.14399
MEG,2016,Landings,France,oth,0.07834
MEG,2016,Landings,France,oth,16.25207
MEG,2016,Landings,France,oth,0.52829
MEG,2016,Landings,UK (England),oth,36.523
MEG,2016,Landings,UK (England),oth,0.1
MEG,2016,Landings,UK (England),oth,7.109
MEG,2016,Landings,UK (England),oth,0.199
MEG,2016,Landings,UK (England),oth,0.567
MEG,2016,Landings,UK (England),oth,0.022
MEG,2016,Landings,UK (England),oth,0.002
MEG,2016,Landings,UK (England),oth,14.313
MEG,2016,Landings,UK (England),oth,0.778
MEG,2016,Landings,UK (England),oth,107.703
MEG,2016,Landings,UK (England),oth,45.718
MEG,2016,Landings,UK (England),oth,92.404
MEG,2016,Landings,UK (England),oth,163.635
MEG,2016,Discards,UK (England),oth,0.027
MEG,2016,Discards,UK (England),oth,0
MEG,2016,Landings,UK (England),oth,0.009
MEG,2016,Landings,UK (England),oth,0.183
MEG,2016,Landings,UK (England),oth,0.189
MEG,2016,Landings,UK (England),oth,0.417
MEG,2016,Landings,UK (England),oth,2.604
MEG,2016,Landings,UK (England),oth,15.269
MEG,2016,Landings,UK (England),oth,97.09
MEG,2016,Landings,UK (England),oth,0.016
MEG,2016,Discards,UK (England),oth,0.197
MEG,2016,Landings,Netherlands,oth,0.01
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),8,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),8,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,4.121
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,0.89
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),8,0
MEG,2016,Logbook Registered Discard,Ireland,oth,0
MEG,2016,Landings,France,8,11.4725
MEG,2016,Landings,Belgium,oth,279.841
MEG,2016,Landings,Belgium,oth,0
MEG,2016,Landings,Belgium,oth,0
MEG,2016,Landings,Belgium,oth,0
MEG,2016,Landings,Belgium,oth,0
MEG,2016,Discards,Ireland,oth,3.08285
MEG,2016,Discards,Ireland,oth,1.72525
MEG,2016,Discards,Ireland,oth,3.46955
MEG,2016,Discards,Ireland,oth,27.6297
MEG,2016,Discards,Ireland,oth,76.18801
MEG,2016,Discards,Ireland,oth,47.07955
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0.01
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,3.71
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Ireland,oth,9.364
MEG,2016,Landings,Ireland,oth,2.562
MEG,2016,Landings,Ireland,oth,713.344
MEG,2016,Landings,Ireland,oth,100.401
MEG,2016,Landings,Ireland,oth,0.217
MEG,2016,Landings,Ireland,oth,53.076
MEG,2016,Landings,Ireland,oth,32.827
MEG,2016,Landings,Ireland,oth,3.333
MEG,2016,Landings,UK (England),oth,0.001
MEG,2016,Landings,UK (England),oth,0.153
MEG,2016,Landings,UK (England),oth,0.908
MEG,2016,Landings,UK (England),oth,6.155
MEG,2016,Landings,UK (England),oth,0.289
MEG,2016,Landings,UK (England),oth,0.138
MEG,2016,Landings,UK (England),oth,27.958
MEG,2016,Discards,UK (England),oth,17.292
MEG,2016,Discards,UK (England),oth,0.003
MEG,2016,Landings,UK (England),oth,3.306
MEG,2016,Landings,UK (England),oth,1.641
MEG,2016,Landings,UK (England),oth,29.353
MEG,2016,Landings,UK (England),oth,0.006
MEG,2016,Landings,UK (England),oth,0.432
MEG,2016,Landings,UK (England),oth,26.68
MEG,2016,Landings,UK (England),oth,43.295
MEG,2016,Landings,UK (England),oth,0.049
MEG,2016,Landings,UK (England),oth,283.731
MEG,2016,Discards,UK (England),oth,0
MEG,2016,Landings,Netherlands,oth,0.007
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),8,0
MEG,2016,Landings,UK(Scotland),oth,1.207
MEG,2016,Landings,UK(Scotland),oth,6.701
MEG,2016,Landings,UK(Scotland),8,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,47.068
MEG,2016,Landings,UK(Scotland),8,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),8,0
MEG,2016,Logbook Registered Discard,Ireland,oth,0
MEG,2016,Logbook Registered Discard,Ireland,oth,0
MEG,2016,Landings,France,8,0.54081
MEG,2016,Landings,Belgium,oth,0
MEG,2016,Landings,Belgium,oth,0
MEG,2016,Landings,Belgium,oth,0.005
MEG,2016,Landings,Belgium,oth,0
MEG,2016,Landings,Belgium,oth,0.026
MEG,2016,Discards,Belgium,oth,41.889
MEG,2016,Discards,Ireland,oth,0.51602
MEG,2016,Discards,Ireland,oth,113.19152
MEG,2016,Discards,Ireland,oth,4.3501
MEG,2016,Discards,Ireland,oth,5.25063
MEG,2016,Discards,Ireland,oth,8.014
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,oth,0
MEG,2016,Landings,Spain,8,0.54
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,oth,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0.05
MEG,2016,Landings,Spain,8,0.02
MEG,2016,Landings,Ireland,oth,12.628
MEG,2016,Landings,Ireland,oth,7.067
MEG,2016,Landings,Ireland,oth,11.655
MEG,2016,Landings,Ireland,oth,98.704
MEG,2016,Landings,Ireland,oth,28.372
MEG,2016,Landings,Ireland,oth,0.258
MEG,2016,Landings,Ireland,oth,0.457
MEG,2016,Landings,Ireland,oth,75.807
MEG,2016,Landings,UK (England),oth,0.002
MEG,2016,Landings,UK (England),oth,16.09
MEG,2016,Landings,UK (England),oth,0.909
MEG,2016,Landings,UK (England),oth,0.964
MEG,2016,Landings,UK (England),oth,30.949
MEG,2016,Landings,UK (England),oth,101.566
MEG,2016,Landings,UK (England),oth,0.117
MEG,2016,Landings,UK (England),oth,2.047
MEG,2016,Discards,UK (England),oth,0
MEG,2016,Landings,UK (England),oth,54.955
MEG,2016,Landings,UK (England),oth,17.472
MEG,2016,Landings,UK (England),oth,29.312
MEG,2016,Landings,UK (England),oth,18.712
MEG,2016,Landings,UK (England),oth,0.032
MEG,2016,Landings,UK (England),oth,50.093
MEG,2016,Landings,UK (England),oth,34.89
MEG,2016,Landings,UK (England),oth,49.061
MEG,2016,Landings,UK (England),oth,0.316
MEG,2016,Discards,UK (England),oth,0.148
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,2.453
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),8,0
MEG,2016,Landings,UK(Scotland),oth,69.35
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,0.489
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),8,0
MEG,2016,Landings,UK(Scotland),oth,5.801
MEG,2016,Landings,UK(Scotland),oth,6.179
MEG,2016,Logbook Registered Discard,Ireland,oth,0
MEG,2016,Logbook Registered Discard,Ireland,oth,0
MEG,2016,Landings,France,8,144.41382
MEG,2016,Landings,France,8,10.53212
MEG,2016,Landings,Belgium,oth,6.118
MEG,2016,Landings,Belgium,oth,2.2
MEG,2016,Landings,Belgium,oth,0
MEG,2016,Landings,Belgium,oth,0
MEG,2016,Landings,Belgium,oth,0.909
MEG,2016,Discards,Ireland,oth,2.28602
MEG,2016,Discards,Ireland,oth,0.62546
MEG,2016,Discards,Ireland,oth,9.76445
MEG,2016,Discards,Ireland,oth,9.63891
MEG,2016,Discards,Ireland,oth,4.58937
MEG,2016,Discards,Ireland,oth,0.32972
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,1.13
MEG,2016,Landings,Spain,8,0.45
MEG,2016,Landings,Spain,8,0.08
MEG,2016,Landings,Spain,8,0.72
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,2.9
MEG,2016,Landings,Spain,8,0.01
MEG,2016,Landings,Spain,8,0.05
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Ireland,oth,139.712
MEG,2016,Landings,Ireland,oth,0.026
MEG,2016,Landings,Ireland,oth,35.072
MEG,2016,Landings,Ireland,oth,43.973
MEG,2016,Landings,Ireland,oth,113.177
MEG,2016,Landings,Ireland,oth,312.082
MEG,2016,Landings,Ireland,oth,0.031
MEG,2016,Landings,Ireland,oth,1.14
MEG,2016,Landings,UK (England),oth,44.499
MEG,2016,Landings,UK (England),oth,0.012
MEG,2016,Landings,UK (England),oth,0.343
MEG,2016,Landings,UK (England),oth,14.351
MEG,2016,Landings,UK (England),oth,0.677
MEG,2016,Landings,UK (England),oth,0.051
MEG,2016,Landings,UK (England),oth,5.614
MEG,2016,Discards,UK (England),oth,0.37
MEG,2016,Discards,UK (England),oth,5.881
MEG,2016,Landings,UK (England),oth,0.091
MEG,2016,Landings,UK (England),oth,0.063
MEG,2016,Landings,UK (England),oth,0
MEG,2016,Landings,UK (England),oth,0.044
MEG,2016,Landings,UK (England),oth,5.177
MEG,2016,Landings,UK (England),oth,0.562
MEG,2016,Landings,UK (England),oth,0.038
MEG,2016,Landings,UK (England),oth,2.128
MEG,2016,Discards,UK (England),oth,15.091
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),8,0
MEG,2016,Landings,UK(Scotland),oth,0.575
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),8,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),oth,0
MEG,2016,Landings,UK(Scotland),8,0
MEG,2016,Landings,UK(Scotland),oth,0.547
MEG,2016,Logbook Registered Discard,Ireland,oth,0
MEG,2016,Logbook Registered Discard,Ireland,oth,0
MEG,2016,Landings,France,8,0.02803
MEG,2016,Landings,Belgium,oth,0
MEG,2016,Landings,Belgium,oth,0
MEG,2016,Landings,Belgium,oth,6.926
MEG,2016,Landings,Belgium,oth,4.598
MEG,2016,Landings,Belgium,oth,0
MEG,2016,Landings,Belgium,oth,1.461
MEG,2016,Discards,Ireland,oth,13.82123
MEG,2016,Discards,Ireland,oth,23.78028
MEG,2016,Discards,Ireland,oth,9.93233
MEG,2016,Discards,Ireland,oth,0.04094
MEG,2016,Discards,Ireland,oth,0.11157
MEG,2016,Discards,Ireland,oth,38.92282
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0.02
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0.11
MEG,2016,Landings,Spain,oth,0
MEG,2016,Landings,Spain,8,0
MEG,2016,Landings,Spain,8,0.58
MEG,2016,Landings,Spain,oth,0.35
MEG,2016,Landings,Ireland,oth,3.252
MEG,2016,Landings,Ireland,oth,97.409
MEG,2016,Landings,Ireland,oth,2.84
MEG,2016,Landings,Ireland,oth,0.101
MEG,2016,Landings,Ireland,oth,39.483
MEG,2016,Landings,Ireland,oth,18.799
MEG,2016,Landings,Ireland,oth,475.904
MEG,2016,Landings,Ireland,oth,159.436
MEG,2016,Landings,UK (England),oth,6.239
MEG,2016,Landings,UK (England),oth,0.074
MEG,2016,Landings,UK (England),oth,0.008
MEG,2016,Landings,UK (England),oth,30.584
MEG,2016,Landings,UK (England),oth,0.042
MEG,2016,Landings,UK (England),oth,4.056
MEG,2016,Landings,UK (England),oth,2.027
MEG,2016,Discards,UK (England),oth,1.475
MEG,2016,Discards,UK (England),oth,0
MEG,2016,Landings,UK (England),oth,15.211
MEG,2016,Landings,UK (England),oth,2.562
MEG,2017,Landings,UK (England),oth,0.002
MEG,2017,Landings,UK (England),oth,0.002
MEG,2017,Landings,UK (England),oth,0.178
MEG,2017,Landings,France,oth,1.37049
MEG,2017,Landings,France,oth,1.28945
MEG,2017,Landings,France,oth,0.49458
MEG,2017,Landings,Spain,8,133.87
MEG,2017,Landings,Spain,8,188.87
MEG,2017,Landings,Spain,8,151.38
MEG,2017,Landings,Spain,8,181.72
MEG,2017,Landings,Spain,8,0
MEG,2017,Landings,Spain,8,0
MEG,2017,Landings,France,oth,0.76886
MEG,2017,Landings,Belgium,oth,0.001
MEG,2017,Landings,Spain,8,0.05
MEG,2017,Landings,Spain,8,0
MEG,2017,Landings,Spain,8,0.01
MEG,2017,Landings,Spain,8,0.06
MEG,2017,Landings,Spain,8,0.2
MEG,2017,Landings,Spain,8,0.09
MEG,2017,Landings,France,oth,0.07258
MEG,2017,Landings,France,oth,0.28968
MEG,2017,Landings,France,oth,0
MEG,2017,Landings,France,oth,0.15736
MEG,2017,Landings,France,oth,0.29117
MEG,2017,Landings,France,oth,2.31052
MEG,2017,Landings,France,oth,7.85183
MEG,2017,Landings,France,oth,2.68189
MEG,2017,Landings,France,oth,0.84775
MEG,2017,Landings,France,oth,0.61428
MEG,2017,Landings,France,oth,53.62965
MEG,2017,Landings,France,oth,108.20486
MEG,2017,Landings,France,oth,5.62023
MEG,2017,Landings,France,oth,73.64939
MEG,2017,Landings,France,oth,90.25972
MEG,2017,Discards,France,oth,0.31741
MEG,2017,Landings,France,oth,27.88167
MEG,2017,Landings,France,oth,0.04695
MEG,2017,Landings,France,oth,0.25824
MEG,2017,Landings,France,oth,0.15985
MEG,2017,Landings,France,oth,19.49448
MEG,2017,Landings,France,oth,0.30473
MEG,2017,Landings,France,oth,0.02965
MEG,2017,Landings,France,oth,28.13442
MEG,2017,Landings,France,oth,95.47103
MEG,2017,Landings,France,oth,0.72869
MEG,2017,Landings,France,oth,1.1935
MEG,2017,Landings,France,oth,26.21658
MEG,2017,Landings,France,oth,0.72511
MEG,2017,Landings,France,oth,0.16442
MEG,2017,Landings,France,oth,71.65066
MEG,2017,Landings,France,oth,52.90274
MEG,2017,Landings,France,oth,0.01196
MEG,2017,Landings,France,oth,2.31613
MEG,2017,Landings,France,oth,176.17148
MEG,2017,Landings,France,oth,120.26169
MEG,2017,Landings,France,oth,226.73802
MEG,2017,Landings,France,oth,0.19577
MEG,2017,Landings,France,oth,0.28792
MEG,2017,Discards,France,oth,11.80747
MEG,2017,Discards,France,oth,12.46966
MEG,2017,Discards,France,oth,22.56497
MEG,2017,Landings,France,oth,0.29815
MEG,2017,Landings,France,oth,4.11664
MEG,2017,Landings,France,8,13.01754
MEG,2017,Discards,France,8,0.02453
