stock,Year,CatchCategory,Country,Area,tons
HKE,2019,Landings,UK(Scotland),8,115
HKE,2013,Discards,all,oth,11388
HKE,2014,Discards,all,oth,8372
HKE,2015,Discards,all,oth,7821
HKE,2016,Discards,all,oth,6965
HKE,2017,Discards,all,oth,3409
HKE,2018,Discards,all,oth,3931
HKE,2019,Discards,all,oth,2880
HKE,2013,Landings,all,oth,66257
HKE,2014,Landings,all,oth,64383
HKE,2015,Landings,all,oth,66545
HKE,2016,Landings,all,oth,81055
HKE,2017,Landings,all,oth,75814
HKE,2018,Landings,all,oth,63801
HKE,2019,Landings,all,oth,60802
SOL,2019,landings,France,8ab,3048.32
SOL,2019,landings,Belgium,8ab,327.904
SOL,2018,landings,France,8ab,3119
SOL,2018,landings,Belgium,8ab,294.9
WHB,2018,BMSLand,all,oth,15.615
WHB,2019,BMSLand,all,oth,33.791
WHB,2017,Discards,all,oth,1069.07579
WHB,2018,Discards,all,oth,2434.01276
WHB,2019,Discards,all,oth,1748.98616
WHB,2017,Discards,France,8,92.74627
WHB,2018,Discards,France,8,292.40231
WHB,2017,Discards,Spain,8,868.529
WHB,2018,Discards,Spain,8,1583.0166
WHB,2019,Discards,Spain,8,816.41931
WHB,2017,Landings,all,oth,1535197.046
WHB,2018,Landings,all,oth,1689613.949
WHB,2019,Landings,all,oth,1492657.46
WHB,2017,Landings,France,8,30.71049
WHB,2018,Landings,France,8,10.04263
WHB,2019,Landings,France,8,446.8161
WHB,2019,Landings,Germany,8,732.576
WHB,2018,Landings,Ireland,8,0.77
WHB,2019,Landings,Ireland,8,8.1
WHB,2018,Landings,Netherlands,8,0.828
WHB,2019,Landings,Netherlands,8,391.67
WHB,2019,Landings,Poland,8,2029.977
WHB,2019,Landings,Portugal,8,1204
WHB,2017,Landings,Spain,8,20802.69
WHB,2018,Landings,Spain,8,17525.50227
WHB,2019,Landings,Spain,8,15451.90096
WHB,2018,Landings,UK (England),8,0.86
MEG,2015,Landings,France,8,0.57472
MEG,2015,Landings,France,oth,44.63818
MEG,2015,Landings,France,oth,0.17968
MEG,2015,Landings,France,8,0.24265
MEG,2015,Landings,France,oth,0.49765
MEG,2015,Landings,France,oth,5.1135
MEG,2015,Landings,France,oth,0.04487
MEG,2015,Landings,France,8,6.51818
MEG,2015,Landings,France,oth,0.03425
MEG,2015,Landings,France,oth,0.00901
MEG,2015,Landings,France,oth,0.005
MEG,2015,Landings,France,oth,0.22662
MEG,2015,Landings,France,oth,0.75331
MEG,2015,Landings,France,oth,2.55049
MEG,2015,Landings,France,oth,1.49206
MEG,2015,Landings,France,oth,16.80203
MEG,2015,Landings,France,oth,28.81734
MEG,2015,Landings,France,oth,2.92821
MEG,2015,Landings,France,oth,10.20915
MEG,2015,Landings,France,8,0.02873
MEG,2015,Landings,France,oth,15.41507
MEG,2015,Landings,France,oth,0.01737
MEG,2015,Discards,France,8,0
MEG,2015,Landings,France,oth,0.81313
MEG,2015,Landings,France,oth,70.9481
MEG,2015,Discards,France,oth,0.03081
MEG,2015,Landings,France,8,4.3838
MEG,2015,Discards,France,8,77.76727
MEG,2015,Discards,France,8,0
MEG,2015,Landings,France,oth,0.02124
MEG,2015,Discards,France,oth,0.11767
MEG,2015,Landings,France,8,0.00751
MEG,2015,Discards,France,oth,0.22037
MEG,2015,Landings,France,oth,0.06976
MEG,2015,Landings,France,8,0.49874
MEG,2015,Landings,France,oth,0.39008
MEG,2015,Discards,France,oth,0.13065
MEG,2015,Discards,France,oth,0.39872
MEG,2015,Landings,France,oth,9.61029
MEG,2015,Landings,France,8,0.93928
MEG,2015,Landings,Belgium,oth,0
MEG,2015,Landings,Belgium,oth,0
MEG,2015,Landings,Belgium,oth,234.37
MEG,2015,Landings,Belgium,oth,0.841
MEG,2015,Landings,Belgium,oth,0.415
MEG,2015,Landings,France,8,0.03358
MEG,2015,Landings,France,oth,4.0542
MEG,2015,Discards,France,8,0
MEG,2015,Landings,France,oth,0.01407
MEG,2015,Landings,France,oth,1.63799
MEG,2015,Landings,France,oth,4.05637
MEG,2015,Landings,France,oth,2.2679
MEG,2015,Landings,France,oth,8.37954
MEG,2015,Landings,France,8,26.3966
MEG,2015,Landings,France,oth,0.09194
MEG,2015,Landings,France,oth,11.29976
MEG,2015,Discards,France,8,41.92247
MEG,2015,Landings,France,oth,2.04503
MEG,2015,Discards,France,oth,21.10692
MEG,2015,Landings,France,8,8.22024
MEG,2015,Discards,France,oth,0
MEG,2015,Discards,France,8,0
MEG,2015,Landings,France,8,0.03685
MEG,2015,Landings,France,oth,0.05335
MEG,2015,Landings,France,oth,0.00045
MEG,2015,Landings,France,oth,3.96858
MEG,2015,Landings,France,8,0.58811
MEG,2015,Discards,France,oth,0
MEG,2015,Landings,France,8,0.56071
MEG,2015,Landings,France,oth,10.04165
MEG,2015,Landings,France,oth,39.72439
MEG,2015,Landings,France,oth,14.51473
MEG,2015,Landings,France,oth,0.25363
MEG,2015,Discards,UK (England),oth,4.08619
MEG,2015,Landings,UK (England),oth,13.0254
MEG,2015,Landings,France,8,7.29462
MEG,2015,Landings,France,oth,0.11005
MEG,2015,Landings,France,oth,0.10924
MEG,2015,Discards,France,8,115.54017
MEG,2015,Landings,France,oth,2.53255
MEG,2015,Discards,France,oth,47.74164
MEG,2015,Landings,France,8,0.30737
MEG,2015,Discards,France,8,12.15775
MEG,2015,Discards,France,8,0
MEG,2015,Landings,France,oth,0.78142
MEG,2015,Landings,France,8,0.00021
MEG,2015,Landings,France,oth,0.01929
MEG,2015,Landings,France,oth,1.40808
MEG,2015,Landings,France,8,0.41041
MEG,2015,Landings,France,8,0.27426
MEG,2015,Discards,France,oth,0.57958
MEG,2015,Discards,France,oth,0
MEG,2015,Landings,France,oth,0.01056
MEG,2015,Landings,France,oth,0.37235
MEG,2015,Landings,France,8,4.60026
MEG,2015,Landings,France,oth,0.08563
MEG,2015,Landings,France,oth,0.22842
MEG,2015,Landings,France,8,156.08792
MEG,2015,Discards,France,oth,0.00418
MEG,2015,Landings,France,oth,0.83583
MEG,2015,Landings,France,oth,3.17172
MEG,2015,Landings,France,oth,2.35189
MEG,2015,Landings,France,8,109.75154
MEG,2015,Landings,France,8,2.22277
MEG,2015,Landings,France,oth,0.08278
MEG,2015,Landings,France,oth,0.2435
MEG,2015,Discards,France,8,4.78886
MEG,2015,Landings,France,oth,0.13342
MEG,2015,Landings,France,oth,1.01241
MEG,2015,Landings,France,8,3.91761
MEG,2015,Landings,France,8,5.38716
MEG,2015,Landings,France,oth,8.34006
MEG,2015,Landings,France,oth,18.40723
MEG,2015,Landings,France,oth,24.75431
MEG,2015,Landings,France,8,31.9826
MEG,2015,Landings,Belgium,8,0.186
MEG,2015,Landings,Belgium,oth,0.001
MEG,2015,Landings,Belgium,oth,0.01
MEG,2015,Landings,Belgium,oth,0.616
MEG,2015,Discards,France,8,0.35568
MEG,2015,Landings,France,oth,0.19325
MEG,2015,Landings,France,8,2.01941
MEG,2015,Landings,France,oth,8.07969
MEG,2015,Landings,France,oth,5.66405
MEG,2015,Discards,France,oth,0
MEG,2015,Discards,France,oth,1.11746
MEG,2015,Landings,France,oth,3.05454
MEG,2015,Landings,France,oth,13.81952
MEG,2015,Landings,France,oth,15.40246
MEG,2015,Landings,France,oth,14.42253
MEG,2015,Landings,France,8,19.5652
MEG,2015,Landings,France,oth,0.44073
MEG,2015,Landings,France,oth,285.42876
MEG,2015,Landings,France,oth,3.3608
MEG,2015,Landings,France,oth,1.32015
MEG,2015,Landings,France,8,5.59553
MEG,2015,Landings,France,oth,0.00107
MEG,2015,Discards,France,oth,1.60123
MEG,2015,Landings,France,oth,0.3869
MEG,2015,Landings,France,oth,0.05572
MEG,2015,Discards,France,8,0
MEG,2015,Landings,France,oth,0.78571
MEG,2015,Discards,France,8,0.74293
MEG,2015,Discards,France,oth,0.83202
MEG,2015,Discards,France,oth,0
MEG,2015,Landings,France,oth,7.3279
MEG,2015,Landings,France,oth,0.69372
MEG,2015,Landings,France,8,23.33611
MEG,2015,Landings,UK (England),oth,0.0999
MEG,2015,Landings,UK (England),oth,0.0064
MEG,2015,Discards,France,8,1.3181
MEG,2015,Landings,France,oth,1.28238
MEG,2015,Landings,France,oth,9.55728
MEG,2015,Landings,France,8,120.29814
MEG,2015,Landings,France,oth,0.26789
MEG,2015,Landings,France,oth,228.07565
MEG,2015,Landings,France,8,1.73146
MEG,2015,Landings,France,8,110.31358
MEG,2015,Landings,France,8,5.77233
MEG,2015,Landings,France,oth,0.0228
MEG,2015,Discards,France,8,4.53029
MEG,2015,Landings,France,oth,0.11703
MEG,2015,Landings,France,oth,1.8658
MEG,2015,Landings,France,8,0.45892
MEG,2015,Landings,France,8,9.02449
MEG,2015,Landings,France,oth,18.40619
MEG,2015,Landings,France,oth,15.46404
MEG,2015,Landings,France,oth,4.64712
MEG,2015,Landings,France,oth,7.67316
MEG,2015,Landings,France,8,14.98634
MEG,2015,Landings,France,oth,1.81164
MEG,2015,Landings,France,oth,0.15381
MEG,2015,Landings,France,oth,0.11281
MEG,2015,Landings,France,oth,0.02034
MEG,2015,Landings,France,oth,5.89986
MEG,2015,Discards,France,oth,48.25944
MEG,2015,Discards,France,oth,0.00229
MEG,2015,Landings,France,oth,2.14812
MEG,2015,Discards,France,8,0.35208
MEG,2015,Discards,France,oth,0
MEG,2015,Discards,France,oth,1.16001
MEG,2015,Landings,France,8,0.60612
MEG,2015,Landings,France,oth,0.00413
MEG,2015,Landings,France,oth,0.02218
MEG,2015,Landings,France,oth,0.89096
MEG,2015,Landings,France,oth,0.01114
MEG,2015,Discards,France,oth,0.35299
MEG,2015,Discards,France,oth,0.34007
MEG,2015,Landings,France,oth,3.44873
MEG,2015,Landings,France,oth,29.55102
MEG,2015,Landings,Belgium,oth,0
MEG,2015,Landings,Belgium,oth,5.373
MEG,2015,Landings,Belgium,oth,0.018
MEG,2015,Landings,Belgium,oth,0.105
MEG,2015,Landings,France,8,0.77954
MEG,2015,Landings,France,oth,0.17195
MEG,2015,Landings,France,oth,5.44729
MEG,2015,Landings,France,8,0.04919
MEG,2015,Landings,France,8,0.01841
MEG,2015,Landings,France,oth,3.44696
MEG,2015,Landings,France,oth,46.66859
MEG,2015,Landings,France,oth,9.50693
MEG,2015,Landings,France,oth,0.51262
MEG,2015,Landings,France,8,2.55833
MEG,2015,Landings,France,oth,0.02239
MEG,2015,Landings,France,oth,0.29914
MEG,2015,Landings,France,oth,0.19926
MEG,2015,Landings,France,oth,24.18049
MEG,2015,Landings,France,oth,0.0755
MEG,2015,Landings,France,oth,0.11544
MEG,2015,Discards,France,8,2.4751
MEG,2015,Discards,France,8,1.27415
MEG,2015,Landings,France,oth,0.06551
MEG,2015,Landings,France,oth,0.00782
MEG,2015,Landings,France,oth,0.19815
MEG,2015,Landings,France,8,0.95855
MEG,2015,Landings,France,8,0.11591
MEG,2015,Landings,France,8,3.99984
MEG,2015,Landings,France,oth,13.20662
MEG,2015,Landings,France,oth,7.4462
MEG,2015,Landings,France,oth,1.51959
MEG,2015,Discards,France,oth,2.105
MEG,2015,Discards,France,oth,0.6119
MEG,2015,Discards,UK (England),oth,0
MEG,2015,Landings,UK (England),oth,0.0208
MEG,2015,Landings,France,oth,11.95226
MEG,2015,Discards,France,oth,5.93589
MEG,2015,Landings,France,oth,0.03422
MEG,2015,Landings,France,8,0.00309
MEG,2015,Landings,France,oth,44.06642
MEG,2015,Landings,France,oth,0.17244
MEG,2015,Landings,France,oth,1.15452
MEG,2015,Discards,France,8,1.84079
MEG,2015,Discards,France,oth,0.05994
MEG,2015,Landings,France,8,0.21532
MEG,2015,Landings,France,oth,0.02839
MEG,2015,Landings,France,oth,0.01196
MEG,2015,Landings,France,oth,2.34432
MEG,2015,Landings,France,oth,0.08055
MEG,2015,Landings,France,oth,11.29486
MEG,2015,Discards,France,oth,0
MEG,2015,Discards,France,oth,2.2704
MEG,2015,Landings,France,oth,16.33631
MEG,2015,Discards,France,oth,0
MEG,2015,Landings,France,oth,8.5819
MEG,2015,Landings,France,oth,15.13936
MEG,2015,Landings,France,oth,0.07217
MEG,2015,Landings,France,8,0.37932
MEG,2015,Discards,France,oth,0.0199
MEG,2015,Landings,France,oth,169.5295
MEG,2015,Landings,France,oth,0.20627
MEG,2015,Landings,France,oth,0.01682
MEG,2015,Landings,France,8,10.70506
MEG,2015,Landings,France,oth,0.36965
MEG,2015,Landings,France,oth,3.2581
MEG,2015,Landings,France,oth,0.0007
MEG,2015,Landings,France,oth,0.05616
MEG,2015,Landings,France,oth,0.00058
MEG,2015,Landings,France,oth,0.00267
MEG,2015,Landings,France,oth,2.74715
MEG,2015,Landings,France,oth,17.35827
MEG,2015,Landings,France,oth,6.62337
MEG,2015,Landings,France,oth,0.6682
MEG,2015,Discards,France,oth,0
MEG,2015,Landings,France,8,0.04213
MEG,2015,Landings,Belgium,oth,4.059
MEG,2015,Landings,Belgium,oth,0.108
MEG,2015,Discards,Belgium,oth,4.313
MEG,2015,Landings,Belgium,oth,0
MEG,2015,Landings,Belgium,oth,0
MEG,2015,Landings,France,oth,0.00114
MEG,2015,Landings,France,oth,3.36737
MEG,2015,Landings,France,8,0.38184
MEG,2015,Landings,France,8,0.14611
MEG,2015,Landings,France,oth,9.45934
MEG,2015,Discards,France,oth,0
MEG,2015,Landings,France,oth,0.0455
MEG,2015,Landings,France,oth,0.01343
MEG,2015,Landings,France,8,1.52584
MEG,2015,Landings,France,oth,0.13026
MEG,2015,Discards,France,oth,0.84795
MEG,2015,Landings,France,8,0.00094
MEG,2015,Landings,France,oth,0.50378
MEG,2015,Landings,France,oth,3.72641
MEG,2015,Landings,France,8,1.37438
MEG,2015,Landings,France,8,179.85398
MEG,2015,Landings,France,8,28.7563
MEG,2015,Discards,France,8,0.52605
MEG,2015,Landings,France,oth,0.1332
MEG,2015,Landings,France,oth,0.09302
MEG,2015,Landings,France,oth,1.28897
MEG,2015,Discards,France,8,0
MEG,2015,Landings,France,oth,0.0314
MEG,2015,Landings,France,oth,0.00265
MEG,2015,Discards,France,oth,0
MEG,2015,Discards,France,oth,2.05839
MEG,2015,Landings,France,oth,3.77569
MEG,2015,Landings,France,oth,23.0637
MEG,2015,Landings,UK (England),oth,2.5628
MEG,2015,Discards,UK (England),oth,0.15624
MEG,2015,Landings,UK (England),oth,0.053
MEG,2015,Discards,UK (England),oth,0.70623
MEG,2015,Landings,UK (England),oth,0.6489
MEG,2015,Landings,UK (England),oth,0.0882
MEG,2015,Discards,UK (England),oth,0.04589
MEG,2015,Landings,UK (England),oth,17.7178
MEG,2015,Landings,UK (England),oth,0.0097
MEG,2015,Landings,UK (England),oth,0.0848
MEG,2015,Landings,UK (England),oth,0.0787
MEG,2015,Discards,UK (England),oth,0.00146
MEG,2015,Landings,UK (England),oth,32.7363
MEG,2015,Landings,UK (England),oth,0.349
MEG,2015,Landings,UK (England),oth,18.1491
MEG,2015,Landings,UK (England),oth,123.2073
MEG,2015,Landings,UK (England),oth,0.1002
MEG,2015,Landings,UK (England),oth,120.4179
MEG,2015,Landings,UK (England),oth,59.992
MEG,2015,Landings,UK (England),oth,0.135
MEG,2015,Landings,UK (England),oth,0.3094
MEG,2015,Landings,UK (England),oth,134.8394
MEG,2015,Landings,UK (England),oth,0.0018
MEG,2015,Landings,UK (England),oth,1.3778
MEG,2015,Landings,UK (England),oth,1.5686
MEG,2015,Landings,Spain,oth,9.939
MEG,2015,Landings,Spain,8,164.57
MEG,2015,Landings,Spain,oth,2.227
MEG,2015,Landings,Spain,8,0
MEG,2015,Discards,Spain,8,0.55
MEG,2015,Landings,Spain,oth,0.15
MEG,2015,Landings,Spain,8,0.01
MEG,2015,Landings,Spain,8,0.83
MEG,2015,Discards,Spain,8,0.06
MEG,2015,Landings,Spain,8,0.02
MEG,2015,Landings,Spain,8,0.02
MEG,2015,Landings,Spain,8,0
MEG,2015,Landings,France,oth,0.20305
MEG,2015,Landings,France,oth,0.03255
MEG,2015,Landings,France,oth,0.37875
MEG,2015,Landings,France,oth,55.01234
MEG,2015,Discards,France,oth,0.16107
MEG,2015,Landings,France,8,0.47363
MEG,2015,Discards,France,8,36.7782
MEG,2015,Landings,Ireland,oth,0.071
MEG,2015,Landings,Ireland,oth,128.979
MEG,2015,Landings,Ireland,oth,146.948
MEG,2015,Landings,Ireland,oth,99.851
MEG,2015,Landings,Ireland,oth,2.225
MEG,2015,Landings,Ireland,oth,37.52
MEG,2015,Discards,Ireland,oth,64.2104
MEG,2015,Discards,Ireland,oth,0
MEG,2015,Discards,Ireland,oth,0
MEG,2015,Landings,UK(Scotland),oth,0.58
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,0.551
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,7.069
MEG,2015,Landings,UK(Scotland),oth,0.765
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK (England),oth,10.988
MEG,2015,Landings,UK (England),oth,24.6126
MEG,2015,Landings,UK (England),oth,49.7348
MEG,2015,Landings,UK (England),oth,35.6771
MEG,2015,Landings,UK (England),oth,0.0133
MEG,2015,Landings,UK (England),oth,8.5077
MEG,2015,Discards,UK (England),oth,0
MEG,2015,Discards,UK (England),oth,1.18069
MEG,2015,Landings,UK (England),oth,0.5937
MEG,2015,Landings,UK (England),oth,0.002
MEG,2015,Landings,UK (England),oth,8.855
MEG,2015,Landings,UK (England),oth,33.5041
MEG,2015,Landings,UK (England),oth,0.0103
MEG,2015,Landings,UK (England),oth,0.0972
MEG,2015,Landings,UK (England),oth,0.0341
MEG,2015,Landings,UK (England),oth,0.1514
MEG,2015,Landings,UK (England),oth,0.0043
MEG,2015,Landings,UK (England),oth,0.0395
MEG,2015,Landings,UK (England),oth,0.0062
MEG,2015,Landings,UK (England),oth,0.3311
MEG,2015,Landings,UK (England),oth,4.6821
MEG,2015,Landings,UK (England),oth,0.0081
MEG,2015,Landings,UK (England),oth,0.5349
MEG,2015,Landings,UK (England),oth,21.9961
MEG,2015,Discards,UK (England),oth,0
MEG,2015,Landings,UK (England),oth,218.1127
MEG,2015,Discards,UK (England),oth,0.70751
MEG,2015,Landings,UK (England),oth,0.0936
MEG,2015,Discards,UK (England),oth,16.17198
MEG,2015,Discards,UK (England),oth,3.78099
MEG,2015,Landings,UK (England),oth,0.0371
MEG,2015,Landings,UK (England),oth,0.1739
MEG,2015,Landings,UK (England),oth,16.6661
MEG,2015,Discards,UK (England),oth,0
MEG,2015,Landings,UK (England),oth,7.3206
MEG,2015,Landings,Spain,8,114.51
MEG,2015,Landings,Spain,8,1.68
MEG,2015,Landings,Spain,8,107.11
MEG,2015,Landings,Spain,8,5.41
MEG,2015,Discards,Spain,8,0.01
MEG,2015,Landings,Spain,8,0.93
MEG,2015,Landings,Spain,8,0
MEG,2015,Landings,Spain,8,0
MEG,2015,Landings,Spain,8,0.01
MEG,2015,Landings,Spain,8,0
MEG,2015,Landings,Spain,8,0
MEG,2015,Landings,Spain,8,0.33
MEG,2015,Discards,Spain,8,0.06
MEG,2015,Landings,France,oth,0.05277
MEG,2015,Landings,France,8,98.00577
MEG,2015,Landings,France,oth,0.11597
MEG,2015,Landings,France,oth,174.17461
MEG,2015,Landings,France,oth,0.00259
MEG,2015,Landings,France,oth,0.00202
MEG,2015,Landings,France,8,7.92349
MEG,2015,Landings,Ireland,oth,0.534
MEG,2015,Landings,Ireland,oth,14.109
MEG,2015,Landings,Ireland,oth,48.739
MEG,2015,Landings,Ireland,oth,699.665
MEG,2015,Landings,Ireland,oth,29.028
MEG,2015,Landings,Ireland,oth,2.246
MEG,2015,Discards,Ireland,oth,0
MEG,2015,Discards,Ireland,oth,0
MEG,2015,Discards,Ireland,oth,0
MEG,2015,Landings,UK(Scotland),oth,3.929
MEG,2015,Landings,UK(Scotland),oth,0.042
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,0.845
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),8,0
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,0.006
MEG,2015,Landings,UK(Scotland),oth,1.958
MEG,2015,Landings,UK(Scotland),oth,9.234
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK (England),oth,24.0415
MEG,2015,Landings,UK (England),oth,35.4773
MEG,2015,Landings,UK (England),oth,157.9756
MEG,2015,Landings,UK (England),oth,0.001
MEG,2015,Landings,UK (England),oth,0.1421
MEG,2015,Landings,UK (England),oth,0.5524
MEG,2015,Landings,UK (England),oth,51.39
MEG,2015,Landings,UK (England),oth,0.2355
MEG,2015,Landings,UK (England),oth,0.0181
MEG,2015,Landings,UK (England),oth,0.854
MEG,2015,Discards,UK (England),oth,0.17986
MEG,2015,Landings,UK (England),oth,0.0021
MEG,2015,Landings,UK (England),oth,26.2568
MEG,2015,Discards,UK (England),oth,0.18593
MEG,2015,Discards,UK (England),oth,0.00119
MEG,2015,Landings,UK (England),oth,1.89
MEG,2015,Discards,UK (England),oth,0.30025
MEG,2015,Landings,UK (England),oth,0.3818
MEG,2015,Landings,UK (England),oth,8.8332
MEG,2015,Discards,UK (England),oth,0.45096
MEG,2015,Landings,UK (England),oth,0.2981
MEG,2015,Landings,UK (England),oth,0.049
MEG,2015,Landings,UK (England),oth,37.2948
MEG,2015,Landings,UK (England),oth,0.0006
MEG,2015,Landings,UK (England),oth,4.7227
MEG,2015,Landings,UK (England),oth,0.1005
MEG,2015,Landings,UK (England),oth,27.3578
MEG,2015,Landings,UK (England),oth,0.0154
MEG,2015,Landings,UK (England),oth,0.0124
MEG,2015,Landings,UK (England),oth,9.822
MEG,2015,Landings,UK (England),oth,270.6395
MEG,2015,Landings,UK (England),oth,205.2783
MEG,2015,Landings,UK (England),oth,16.8068
MEG,2015,Landings,UK (England),oth,0.9413
MEG,2015,Discards,Spain,oth,507.346
MEG,2015,Landings,Spain,oth,611.448
MEG,2015,Landings,Spain,oth,2.757
MEG,2015,Landings,Spain,8,90.22
MEG,2015,Landings,Spain,8,0
MEG,2015,Landings,Spain,oth,0
MEG,2015,Discards,Spain,8,3.29
MEG,2015,Landings,Spain,8,0
MEG,2015,Landings,Spain,8,0
MEG,2015,Discards,Spain,8,0.64
MEG,2015,Landings,Spain,oth,0
MEG,2015,Landings,Spain,8,0
MEG,2015,Landings,France,oth,0.11713
MEG,2015,Landings,France,oth,5.27007
MEG,2015,Landings,France,8,0.11413
MEG,2015,Landings,France,oth,2.79976
MEG,2015,Landings,France,oth,2.11623
MEG,2015,Landings,France,8,14.31822
MEG,2015,Landings,France,8,198.8075
MEG,2015,Landings,France,8,4.2095
MEG,2015,Landings,Ireland,oth,106.86
MEG,2015,Landings,Ireland,oth,5.932
MEG,2015,Landings,Ireland,oth,479.331
MEG,2015,Landings,Ireland,oth,4.063
MEG,2015,Landings,Ireland,oth,291.486
MEG,2015,Discards,Ireland,oth,174.92285
MEG,2015,Discards,Ireland,oth,0
MEG,2015,Discards,Ireland,oth,0
MEG,2015,Discards,Ireland,oth,0
MEG,2015,Landings,UK(Scotland),oth,0.228
MEG,2015,Landings,UK(Scotland),oth,23.673
MEG,2015,Landings,UK(Scotland),oth,0.127
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),8,0
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,28.928
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK(Scotland),oth,0
MEG,2015,Landings,UK (England),oth,32.9463
MEG,2015,Landings,UK (England),oth,8.3327
MEG,2015,Landings,UK (England),oth,33.2979
MEG,2015,Landings,UK (England),oth,10.1563
MEG,2015,Landings,UK (England),oth,0.0019
MEG,2015,Landings,UK (England),oth,0.0043
MEG,2015,Landings,UK (England),oth,11.576
MEG,2015,Landings,UK (England),oth,27.4908
MEG,2015,Discards,UK (England),oth,0
MEG,2015,Landings,UK (England),oth,0.0124
MEG,2015,Landings,UK (England),oth,23.4845
MEG,2015,Discards,UK (England),oth,6.07405
MEG,2015,Landings,UK (England),oth,0.1145
MEG,2015,Landings,UK (England),oth,1.4746
MEG,2015,Landings,UK (England),oth,2.8097
MEG,2015,Landings,UK (England),oth,0.1889
MEG,2015,Landings,UK (England),oth,0.2015
MEG,2015,Landings,UK (England),oth,38.6773
MEG,2015,Landings,UK (England),oth,0.3194
MEG,2015,Landings,UK (England),oth,0.1611
MEG,2015,Landings,UK (England),oth,9.9138
MEG,2015,Landings,UK (England),oth,16.7697
MEG,2015,Landings,UK (England),oth,19.9545
MEG,2015,Landings,UK (England),oth,0.009
MEG,2015,Landings,UK (England),oth,0.4872
MEG,2015,Discards,UK (England),oth,10.57077
MEG,2015,Landings,UK (England),oth,60.1537
MEG,2015,Landings,UK (England),oth,0.0049
MEG,2015,Landings,UK (England),oth,3.1985
MEG,2015,Landings,UK (England),oth,68.5384
MEG,2015,Landings,UK (England),oth,284.9312
MEG,2015,Landings,UK (England),oth,21.4001
MEG,2015,Landings,UK (England),oth,8.9596
MEG,2015,Landings,UK (England),oth,0.0685
MEG,2015,Landings,UK (England),oth,5.6275
MEG,2015,Landings,Spain,oth,619.334
MEG,2015,Landings,Spain,oth,4.538
MEG,2015,Landings,Spain,oth,628.849
MEG,2015,Landings,Spain,oth,498.578
MEG,2015,Landings,Spain,8,0
MEG,2015,Landings,Spain,8,0
