Country,Season,Season type,Year,Stock,Area,Fleets,Effort,UnitEffort,Catch. kg,Catch Cat.,Report cat.,Discards Imported Or Raised
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.j,OTB_DEF_100-119_0_0,382594,kWd,120261.69,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.j,OTB_DEF_70-99_0_0,325540,kWd,226738.02,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.k,OTT_DEF_100-119_0_0_all,4900,kWd,195.77,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.k,OTT_DEF_100-119_0_0_all,3682,kWd,287.92,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.g,OTT_DEF_100-119_0_0_all,403513,kWd,11807.47,Discards,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTT_DEF_100-119_0_0_all,615381,kWd,12469.66,Discards,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.j,OTT_DEF_100-119_0_0_all,294520,kWd,22564.97,Discards,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.d,OTB_DEF_70-99_0_0,1640829,kWd,298.15,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTB_DEF_70-99_0_0,1422069,kWd,4116.64,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.8.b,OTB_DEF_70-99_0_0,822491,kWd,13017.54,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.8.a,GTR_DEF_100-119_0_0_all,502498,kWd,24.53,Discards,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTB_DEF_100-119_0_0,318438,kWd,294.78,Discards,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.8.a,OTT-CRU,1759435,kWd,80871.76,Discards,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.8.b,GTR_DEF_100-119_0_0_all,570401,kWd,103.14,Discards,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTB_DEF_70-99_0_0,1709896,kWd,28450.89,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.8.a,OTT-CRU,1759435,kWd,100250.25,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTB_DEF_100-119_0_0,266594,kWd,47528.35,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.8.a,OTT_DEF_>=70_0_0,932692,kWd,108093.96,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTB_DEF_100-119_0_0,259543,kWd,8985.13,Discards,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTT_DEF_100-119_0_0_all,841527,kWd,85545.42,Discards,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.8.a,OTT-CRU,2424005,kWd,77490.05,Discards,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.8.a,OTT_DEF_>=70_0_0,883570,kWd,233196.52,Discards,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.8.a,GTR_DEF_100-119_0_0_all,779641,kWd,245.69,Discards,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.d,OTB_DEF_100-119_0_0,7867,kWd,2.53,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.d,OTB_DEF_70-99_0_0,1671566,kWd,209.57,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.d,OTB_DEF_70-99_0_0,1473896,kWd,0.81,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.e,MIS_MIS_0_0_0_HC,3171611,kWd,289.68,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.e,MIS_MIS_0_0_0_HC,3414941,kWd,478.79,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTT-CRU,972,kWd,1.94,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTT_DEF_>=70_0_0,1180,kWd,58.16,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTT_DEF_100-119_0_0_all,12246,kWd,1716.36,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTB_DEF_70-99_0_0,2190700,kWd,12727.78,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.e,GTR_DEF_100-119_0_0_all,39868,kWd,1.97,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.f,MIS_MIS_0_0_0_HC,48913,kWd,1263.65,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.f,OTT-CRU,1125,kWd,178.35,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.f,OTT_DEF_100-119_0_0_all,24651,kWd,2572.07,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.g,SSC_DEF_All_0_0_All,56376,kWd,3101.69,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.g,OTT_DEF_100-119_0_0_all,367616,kWd,69020.05,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTB_DEF_100-119_0_0,419783,kWd,13933.66,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTT_DEF_100-119_0_0_all,841527,kWd,195317.56,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTB_DEF_100-119_0_0,263789,kWd,40297.94,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.j,OTT_DEF_100-119_0_0_all,209758,kWd,7525.41,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.j,OTT_DEF_100-119_0_0_all,85046,kWd,8073.9,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.8.a,OTT-CRU,2424005,kWd,90114.12,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.8.a,GTR_DEF_100-119_0_0_all,557589,kWd,45.72,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.8.b,GTR_DEF_100-119_0_0_all,628860,kWd,364.11,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.8.a,OTT_DEF_>=70_0_0,883570,kWd,126560.05,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTB_DEF_100-119_0_0,318438,kWd,2862.42,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTB_DEF_100-119_0_0,259543,kWd,6015.81,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.k,OTB_DEF_100-119_0_0,42662,kWd,6317.7,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.k,OTB_DEF_70-99_0_0,8652,kWd,2392.32,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.8.a,MIS_MIS_0_0_0_HC,3872882,kWd,18212.45,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.g,SSC_DEF_All_0_0_All,56376,kWd,386.79,Discards,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.g,OTT_DEF_100-119_0_0_all,367616,kWd,5705.34,Discards,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTB_DEF_100-119_0_0,266594,kWd,513.74,Discards,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTB_DEF_100-119_0_0,263789,kWd,5585.84,Discards,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.j,OTT_DEF_100-119_0_0_all,85046,kWd,4768.36,Discards,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.j,OTT_DEF_100-119_0_0_all,209758,kWd,8933.8,Discards,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.8.b,OTB_DEF_70-99_0_0,822491,kWd,2439.82,Discards,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.8.b,GTR_DEF_100-119_0_0_all,628860,kWd,32.08,Discards,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.8.a,SSC_DEF_All_0_0_All,369816,kWd,169.74,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.8.a,GTR_DEF_100-119_0_0_all,779641,kWd,1411.07,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.8.a,GTR_DEF_100-119_0_0_all,502498,kWd,10.72,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.8.b,MIS_MIS_0_0_0_HC,1401639,kWd,186.29,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.8.b,OTT-CRU,37359,kWd,43.44,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.8.b,OTT_DEF_>=70_0_0,49874,kWd,1979.3,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.8.b,GTR_DEF_100-119_0_0_all,570401,kWd,258.29,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.8.d,MIS_MIS_0_0_0_HC,114244,kWd,326.58,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.8.d,SSC_DEF_All_0_0_All,2088,kWd,137.91,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.8.d,OTB_DEF_70-99_0_0,3787,kWd,311.72,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.8.d,GTR_DEF_100-119_0_0_all,18530,kWd,26.67,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTT-CRU,4093,kWd,29.43,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTT_DEF_>=70_0_0,24748,kWd,69.98,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTT_DEF_100-119_0_0_all,28132,kWd,4255.38,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.f,OTT-CRU,1132,kWd,174,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.f,OTT_DEF_100-119_0_0_all,10518,kWd,1736.67,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.b,MIS_MIS_0_0_0_HC,9314,kWd,22.44,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.b,OTB_DEF_100-119_0_0,119627,kWd,27193.28,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.b,OTB_DEF_100-119_0_0,135346,kWd,28307.72,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.b,OTB_DEF_70-99_0_0,65375,kWd,25301.25,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.c,OTT_DEF_100-119_0_0_all,16800,kWd,570.05,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.c,OTT_DEF_100-119_0_0_all,2191,kWd,49.94,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.c,OTB_DEF_100-119_0_0,148546,kWd,40865.92,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.c,OTB_DEF_70-99_0_0,64157,kWd,34808.22,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.g,MIS_MIS_0_0_0_HC,180536,kWd,318.16,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.g,OTB_DEF_70-99_0_0,9963,kWd,158.52,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.h,MIS_MIS_0_0_0_HC,441608,kWd,774.61,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.h,MIS_MIS_0_0_0_HC,619779,kWd,13840.66,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTT-CRU,21102,kWd,9246.86,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTT-CRU,64595,kWd,26459.51,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTT-CRU,12269,kWd,3154.42,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTT_DEF_>=70_0_0,961,kWd,9.01,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTT_DEF_>=70_0_0,2270,kWd,257.47,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.8.a,OTT_DEF_>=70_0_0,1728897,kWd,281899.85,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.8.a,OTB_DEF_70-99_0_0,604569,kWd,12722.76,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.8.b,GTR_DEF_100-119_0_0_all,595000,kWd,155.74,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTB_DEF_70-99_0_0,278570,kWd,49120.13,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.8.a,OTT-CRU,1162142,kWd,29911.66,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.g,OTT-CRU,135373,kWd,9786.07,Discards,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.g,OTT-CRU,34261,kWd,233.96,Discards,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTT_DEF_>=70_0_0,23642,kWd,354.62,Discards,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTT_DEF_100-119_0_0_all,605416,kWd,22039.8,Discards,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTB_DEF_100-119_0_0,385201,kWd,5683.13,Discards,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.j,OTT_DEF_100-119_0_0_all,355776,kWd,10217.04,Discards,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.e,MIS_MIS_0_0_0_HC,3895372,kWd,433.98,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.e,SSC_DEF_All_0_0_All,13342,kWd,415.13,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTT_DEF_>=70_0_0,1466,kWd,0.04,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.e,OTT_DEF_100-119_0_0_all,13823,kWd,5949.25,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.f,OTB_DEF_100-119_0_0,100035,kWd,3326.04,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.f,OTB_DEF_70-99_0_0,2466,kWd,12.64,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.b,OTT_DEF_100-119_0_0_all,5636,kWd,17.71,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.b,OTB_DEF_100-119_0_0,131732,kWd,25087.23,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.b,OTB_DEF_70-99_0_0,45107,kWd,15749.37,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.c,MIS_MIS_0_0_0_HC,173603,kWd,49.1,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.c,OTT_DEF_100-119_0_0_all,20510,kWd,2011.13,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.c,OTB_DEF_100-119_0_0,119678,kWd,28707.77,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.c,OTB_DEF_70-99_0_0,41389,kWd,19921.42,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.c,OTB_DEF_70-99_0_0,79396,kWd,36688.73,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.e,GTR_DEF_100-119_0_0_all,27565,kWd,1.18,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.f,MIS_MIS_0_0_0_HC,38910,kWd,53.83,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.f,OTT-CRU,816,kWd,42.86,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.f,OTT_DEF_100-119_0_0_all,2245,kWd,73.12,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.g,SSC_DEF_All_0_0_All,2580,kWd,36.11,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.g,OTT_DEF_100-119_0_0_all,297693,kWd,79567.95,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.g,OTT-CRU,135373,kWd,41218.84,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.g,OTB_DEF_100-119_0_0,319345,kWd,39442,Landings,R-Reported,Imported
France,4,Quarter,2017,meg.27.7b-k8abd,27.7.g,OTB_DEF_100-119_0_0,82953,kWd,6811.1,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.g,OTB_DEF_70-99_0_0,10928,kWd,393.7,Landings,R-Reported,Imported
France,3,Quarter,2017,meg.27.7b-k8abd,27.7.h,OTT-CRU,9889,kWd,5862.81,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.8.a,SSC_DEF_All_0_0_All,242284,kWd,1012.73,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.j,OTT-CRU,756,kWd,217.84,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.7.j,OTB_DEF_100-119_0_0,537821,kWd,223306.43,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.j,OTB_DEF_70-99_0_0,217842,kWd,131023.5,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.7.k,OTB_DEF_100-119_0_0,39937,kWd,8918.17,Landings,R-Reported,Imported
France,2,Quarter,2017,meg.27.7b-k8abd,27.8.a,MIS_MIS_0_0_0_HC,4339211,kWd,10998.77,Landings,R-Reported,Imported
France,1,Quarter,2017,meg.27.7b-k8abd,27.8.a,OTB_DEF_70-99_0_0,1090005,kWd,97104.38,Landings,R-Reported,Imported
