"year","country","subArea","catchCat","fleet","Age","frequency1000","meanWeightKg"
2003,"UK(Scotland)","27.7","Discards","OTB_CRU",2,804.417296228132,0.17137700533107
2003,"UK(Scotland)","27.7","Discards","OTB_CRU",3,224.489490166622,0.198052865003274
2003,"UK(Scotland)","27.7","Discards","OTB_CRU",4,167.702816477099,0.207656311321341
2003,"UK(Scotland)","27.7","Discards","OTB_CRU",5,13.8756871425973,0.227158043941393
2003,"UK(Scotland)","27.7","Discards","OTB_CRU",6,0.336805050322574,0.257082477313391
2003,"UK(Scotland)","27.7","Discards","OTB_DEF",0,10.1147055464814,0.0431478832041246
2003,"UK(Scotland)","27.7","Discards","OTB_DEF",1,9.75029229990636,0.105176924466296
2003,"UK(Scotland)","27.7","Discards","OTB_DEF",2,11.8890372639508,0.158914963858521
2003,"UK(Scotland)","27.7","Discards","OTB_DEF",3,2.13457501701204,0.218067544623699
2003,"UK(Scotland)","27.7","Discards","OTB_DEF",4,1.05740062528318,0.287018948823585
2003,"UK(Scotland)","27.7","Discards","OTB_DEF",5,0.0926308074165055,0.300575757438126
2003,"UK(Scotland)","27.7","Discards","OTB_DEF",6,0.0046403415135512,0.40462112236389
2003,"UK(Scotland)","27.7","Landings","OTB_CRU",1,5.8659293809612,0.136705677760133
2003,"UK(Scotland)","27.7","Landings","OTB_CRU",2,432.424364874965,0.224835201560641
2003,"UK(Scotland)","27.7","Landings","OTB_CRU",3,348.197390802719,0.305772882545371
2003,"UK(Scotland)","27.7","Landings","OTB_CRU",4,467.252307277957,0.379700192062012
2003,"UK(Scotland)","27.7","Landings","OTB_CRU",5,54.524858916206,0.492807918660225
2003,"UK(Scotland)","27.7","Landings","OTB_CRU",6,5.58798455264071,0.751031239321054
2003,"UK(Scotland)","27.7","Landings","OTB_CRU",8,0.0225458208561053,0.96386
2003,"UK(Scotland)","27.7","Landings","OTB_DEF",1,0.0187488299583795,0.125652148624634
2003,"UK(Scotland)","27.7","Landings","OTB_DEF",2,1.82102972986702,0.246093241217741
2003,"UK(Scotland)","27.7","Landings","OTB_DEF",3,2.81887405711716,0.337878463240187
2003,"UK(Scotland)","27.7","Landings","OTB_DEF",4,4.03887168047902,0.477003509936422
2003,"UK(Scotland)","27.7","Landings","OTB_DEF",5,0.952730611775482,0.604205517078968
2003,"UK(Scotland)","27.7","Landings","OTB_DEF",6,0.125016222071763,0.758806856423675
2004,"Belgium","27.7","Discards","OTB_CRU",0,10406.9378679211,0.06016
2004,"Belgium","27.7","Discards","OTB_CRU",1,70793.0527111203,0.1416
2004,"Belgium","27.7","Discards","OTB_CRU",2,102181.331987212,0.18185
2004,"Belgium","27.7","Discards","OTB_CRU",3,40857.3362640486,0.2055
2004,"Belgium","27.7","Discards","OTB_CRU",4,18928.8966211147,0.24153
2004,"Belgium","27.7","Discards","OTB_CRU",5,17297.4264464901,0.23889
2004,"Belgium","27.7","Discards","OTB_CRU",6,3928.99781294397,0.20938
2004,"Belgium","27.7","Discards","OTB_CRU",7,117.869381964446,0.34319
2004,"Belgium","27.7","Discards","TBB_DEF",0,54746.2472919496,0.06016
2004,"Belgium","27.7","Discards","TBB_DEF",1,372410.599492626,0.1416
2004,"Belgium","27.7","Discards","TBB_DEF",2,537530.303398476,0.18185
2004,"Belgium","27.7","Discards","TBB_DEF",3,214932.179204868,0.2055
2004,"Belgium","27.7","Discards","TBB_DEF",4,99576.4622154224,0.24153
2004,"Belgium","27.7","Discards","TBB_DEF",5,90994.0270396776,0.23889
2004,"Belgium","27.7","Discards","TBB_DEF",6,20668.7008807835,0.20938
2004,"Belgium","27.7","Discards","TBB_DEF",7,620.058120368491,0.34319
2004,"Belgium","27.7","Landings","OTB_CRU",1,0.0071926473448191,0.18047
2004,"Belgium","27.7","Landings","OTB_CRU",2,10363.5954557069,0.25433
2004,"Belgium","27.7","Landings","OTB_CRU",3,28775.6554005563,0.28424
2004,"Belgium","27.7","Landings","OTB_CRU",4,33757.2709638324,0.32378
2004,"Belgium","27.7","Landings","OTB_CRU",5,27719.1490100178,0.34378
2004,"Belgium","27.7","Landings","OTB_CRU",6,9462.07623015465,0.35812
2004,"Belgium","27.7","Landings","OTB_CRU",7,1971.77316271579,0.50352
2004,"Belgium","27.7","Landings","OTB_CRU",8,198.092700523663,0.38013
2004,"Belgium","27.7","Landings","OTB_CRU",10,237.762548179455,0.33294
2004,"Belgium","27.7","Landings","OTB_CRU",11,123.464189222935,0.591
2004,"Belgium","27.7","Landings","TBB_DEF",1,0.028903084987083,0.18047
2004,"Belgium","27.7","Landings","TBB_DEF",2,41645.2894001268,0.25433
2004,"Belgium","27.7","Landings","TBB_DEF",3,115632.697354525,0.28424
2004,"Belgium","27.7","Landings","TBB_DEF",4,135650.92584477,0.32378
2004,"Belgium","27.7","Landings","TBB_DEF",5,111387.209910027,0.34378
2004,"Belgium","27.7","Landings","TBB_DEF",6,38022.6056309308,0.35812
2004,"Belgium","27.7","Landings","TBB_DEF",7,7923.41464346564,0.50352
2004,"Belgium","27.7","Landings","TBB_DEF",8,796.019863629253,0.38013
2004,"Belgium","27.7","Landings","TBB_DEF",10,955.430011694679,0.33294
2004,"Belgium","27.7","Landings","TBB_DEF",11,496.131088164942,0.591
2004,"France","27.7","Discards","MIS_MIS",0,397515.051283694,0.0232420011161446
