year,country,subArea,catchCat,fleet,Age,frequency1000,meanWeightKg
2004,Belgium,27.7,Discards,OTB_CRU,2,44.04399171,0.32993
2004,Belgium,27.7,Discards,TBB_DEF,0,190.4073763,0.07673
2004,Belgium,27.7,Discards,TBB_DEF,1,56177.90645,0.28808
2004,Belgium,27.7,Discards,TBB_DEF,2,38883.16891,0.26965
2004,Belgium,27.7,Discards,TBB_DEF,3,552.1563573,0.33471
2004,Belgium,27.7,Landings,OTB_CRU,1,207.2762234,1.188823495
2004,Belgium,27.7,Landings,OTB_CRU,2,243.8079557,2.242494243
2004,Belgium,27.7,Landings,OTB_CRU,3,177.587676,4.533605568
2004,Belgium,27.7,Landings,OTB_CRU,4,203.7579357,6.832866201
2004,Belgium,27.7,Landings,OTB_CRU,5,76.27892008,9.381245694
2004,Belgium,27.7,Landings,OTB_CRU,6,2.706749877,12.71778199
2004,Belgium,27.7,Landings,OTB_CRU,7,3.031780446,10.99803308
2004,Belgium,27.7,Landings,OTB_CRU,8,0.01145569,10.93453753
2004,Belgium,27.7,Landings,TBB_DEF,1,2774.000921,1.11419
2004,Belgium,27.7,Landings,TBB_DEF,2,20047.61299,1.89308
2004,Belgium,27.7,Landings,TBB_DEF,3,10574.51088,4.24865
2004,Belgium,27.7,Landings,TBB_DEF,4,7455.19839,6.64844
2004,Belgium,27.7,Landings,TBB_DEF,5,999.6063854,9.09193
2004,Belgium,27.7,Landings,TBB_DEF,6,396.3393933,11.65747
2004,France,27.7,Discards,MIS_MIS,0,11.4139816,0.07673
2004,France,27.7,Discards,MIS_MIS,1,13593.66382,0.37725095
2004,France,27.7,Discards,MIS_MIS,2,7329.204807,0.328090089
2004,France,27.7,Discards,MIS_MIS,3,701.1092073,1.26445226
2004,France,27.7,Discards,MIS_MIS,4,189.1462445,6.942480839
2004,France,27.7,Discards,MIS_MIS,5,81.277901,8.167700239
2004,France,27.7,Discards,MIS_MIS,6,10.66084531,11.38392011
2004,France,27.7,Discards,MIS_MIS,7,3.535091739,11.51901457
2004,France,27.7,Discards,MIS_MIS,8,16.83701377,13.803631
2004,France,27.7,Discards,MIS_MIS,9,0.010790657,10.23366
2004,France,27.7,Discards,OTB_DEF_100-119,1,39440.81304,0.55248
2004,France,27.7,Discards,OTB_DEF_100-119,2,252036.2714,0.332158614
2004,France,27.7,Discards,OTB_DEF_100-119,3,0.012683263,0.81046
2004,France,27.7,Discards,TBB_DEF,0,0.316876512,0.07673
2004,France,27.7,Discards,TBB_DEF,1,167.8908886,0.329131877
2004,France,27.7,Discards,TBB_DEF,2,87.18645476,0.516460625
2004,France,27.7,Discards,TBB_DEF,3,9.873292595,3.868588753
2004,France,27.7,Discards,TBB_DEF,4,13.21773807,7.082874381
2004,France,27.7,Discards,TBB_DEF,5,6.710850453,8.147133745
2004,France,27.7,Discards,TBB_DEF,6,0.950520826,11.49901644
2004,France,27.7,Discards,TBB_DEF,7,0.268941767,11.99507489
2004,France,27.7,Discards,TBB_DEF,8,1.590032913,13.84002502
2004,France,27.7,Landings,MIS_MIS,1,849.7747434,1.139381329
2004,France,27.7,Landings,MIS_MIS,2,1877.559681,2.539189799
2004,France,27.7,Landings,MIS_MIS,3,3052.396779,4.995590616
2004,France,27.7,Landings,MIS_MIS,4,2616.395484,6.672344103
2004,France,27.7,Landings,MIS_MIS,5,886.5029416,7.554822624
2004,France,27.7,Landings,MIS_MIS,6,40.44920724,10.3685148
2004,France,27.7,Landings,MIS_MIS,7,22.56919865,10.69660333
2004,France,27.7,Landings,MIS_MIS,8,11.72748411,11.32406993
2004,France,27.7,Landings,MIS_MIS,9,1.103393506,12.17993004
2004,France,27.7,Landings,MIS_MIS,10,0.1266859,13.1814
2004,France,27.7,Landings,OTB_CRU,1,46448.23052,1.225787248
2004,France,27.7,Landings,OTB_CRU,2,58291.19313,2.40218175
2004,France,27.7,Landings,OTB_CRU,3,34893.70311,4.594968721
2004,France,27.7,Landings,OTB_CRU,4,34408.58791,6.911785088
2004,France,27.7,Landings,OTB_CRU,5,13217.72359,9.3320013
2004,France,27.7,Landings,OTB_CRU,6,667.2100978,12.2601501
2004,France,27.7,Landings,OTB_CRU,7,1054.440276,12.13079445
2004,France,27.7,Landings,OTB_CRU,8,0.533833944,10.70348437
2004,France,27.7,Landings,OTB_DEF_100-119,1,38907.5493,1.40577753
2004,France,27.7,Landings,OTB_DEF_100-119,2,101728.317,2.58570412
2004,France,27.7,Landings,OTB_DEF_100-119,3,89650.29902,4.552829173
2004,France,27.7,Landings,OTB_DEF_100-119,4,97812.73045,6.956723425
2004,France,27.7,Landings,OTB_DEF_100-119,5,36076.16774,9.593713257
2004,France,27.7,Landings,OTB_DEF_100-119,6,3178.553325,12.62495825
2004,France,27.7,Landings,OTB_DEF_100-119,7,3214.587137,11.45979442
