Country,Season,Season type,Year,Stock,Area,Fleets,Effort,UnitEffort,Catch. kg,Catch Cat.,Report cat.,Discards Imported Or Raised
France,1,Quarter,2018,mon.27.78abd,27.8.a,GNS_DEF_100-119_0_0_all,607613,kWd,0,Discards,R-Reported,Imported
France,4,Quarter,2018,mon.27.78abd,27.8.a,OTT_CRU_>=70_0_0,892740,kWd,229.73,Discards,R-Reported,Imported
France,2,Quarter,2018,mon.27.78abd,27.8.a,OTB_DEF_>=70_0_0,597449,kWd,0,Discards,R-Reported,Imported
France,3,Quarter,2018,mon.27.78abd,27.8.b,OTT_CRU_>=70_0_0,44029,kWd,741.59,Landings,R-Reported,Imported
France,1,Quarter,2018,mon.27.78abd,27.8.d,OTT_DEF_>=70_0_0,78957,kWd,61962.43,Landings,R-Reported,Imported
France,4,Quarter,2018,mon.27.78abd,27.8.a,OTT_DEF_>=70_0_0,1995611,kWd,1373.17,Discards,R-Reported,Imported
France,3,Quarter,2018,mon.27.78abd,27.8.b,GNS_DEF_100-119_0_0_all,183369,kWd,0,Discards,R-Reported,Imported
France,1,Quarter,2018,mon.27.78abd,27.8.a,OTB_DEF_>=70_0_0,1061804,kWd,86207.68,Landings,R-Reported,Imported
France,3,Quarter,2018,mon.27.78abd,27.8.a,OTT_CRU_>=70_0_0,2071464,kWd,64140.21,Landings,R-Reported,Imported
France,4,Quarter,2018,mon.27.78abd,27.8.a,GTR_DEF_100-119_0_0_all,478246,kWd,54670.52,Landings,R-Reported,Imported
France,3,Quarter,2018,mon.27.78abd,27.8.b,OTB_DEF_>=70_0_0,626395,kWd,28466.66,Landings,R-Reported,Imported
France,1,Quarter,2018,mon.27.78abd,27.8.d,OTB_DEF_>=70_0_0,28403,kWd,16597.71,Landings,R-Reported,Imported
France,2,Quarter,2018,mon.27.78abd,27.8.a,OTT_CRU_>=70_0_0,2841778,kWd,142361.16,Landings,R-Reported,Imported
France,2,Quarter,2018,mon.27.78abd,27.8.a,GTR_DEF_100-119_0_0_all,771361,kWd,190414.59,Landings,R-Reported,Imported
France,4,Quarter,2018,mon.27.78abd,27.8.b,GTR_DEF_100-119_0_0_all,680948,kWd,15397.16,Landings,R-Reported,Imported
France,2,Quarter,2018,mon.27.78abd,27.8.d,GTR_DEF_100-119_0_0_all,13620,kWd,22482.49,Landings,R-Reported,Imported
France,1,Quarter,2018,mon.27.78abd,27.8.b,GNS_DEF_100-119_0_0_all,405807,kWd,0,Discards,R-Reported,Imported
Ireland,2,Quarter,2018,mon.27.78abd,27.7.a,OTB_CRU_70-99_0_0_all,-9,NA,36.93,Discards,R-Reported,Imported
Ireland,1,Quarter,2018,mon.27.78abd,27.7.a,TBB_DEF_70-99_0_0_all,-9,NA,151.53,Discards,R-Reported,Imported
Ireland,3,Quarter,2018,mon.27.78abd,27.7.a,TBB_DEF_70-99_0_0_all,-9,NA,270.82,Discards,R-Reported,Imported
Ireland,1,Quarter,2018,mon.27.78abd,27.7.a,OTB_DEF_100-119_0_0_all,-9,NA,154.91,Discards,R-Reported,Imported
Ireland,1,Quarter,2018,mon.27.78abd,27.7.a,SSC_DEF_100-119_0_0_all,-9,NA,5.57,Discards,R-Reported,Imported
Ireland,4,Quarter,2018,mon.27.78abd,27.7.g,MIS_MIS_0_0_0_HC,-9,NA,261,Landings,R-Reported,Imported
Ireland,2,Quarter,2018,mon.27.78abd,27.7.g,GNS_DEF_120-219_0_0_all,-9,NA,7790,Landings,R-Reported,Imported
Ireland,3,Quarter,2018,mon.27.78abd,27.7.g,OTB_DEF_100-119_0_0_all,-9,NA,70953,Landings,R-Reported,Imported
Ireland,2,Quarter,2018,mon.27.78abd,27.7.b,OTB_DEF_100-119_0_0_all,-9,NA,57860,Landings,R-Reported,Imported
Ireland,3,Quarter,2018,mon.27.78abd,27.7.j,OTB_CRU_70-99_0_0_all,-9,NA,1818,Landings,R-Reported,Imported
Ireland,4,Quarter,2018,mon.27.78abd,27.7.j,OTB_DEF_100-119_0_0_all,-9,NA,69635,Landings,R-Reported,Imported
Ireland,3,Quarter,2018,mon.27.78abd,27.7.j,OTB_CRU_100-119_0_0_all,-9,NA,7160,Landings,R-Reported,Imported
Ireland,1,Quarter,2018,mon.27.78abd,27.7.b,OTB_DEF_70-99_0_0_all,-9,NA,14142,Landings,R-Reported,Imported
Ireland,2,Quarter,2018,mon.27.78abd,27.7.b,SSC_DEF_100-119_0_0_all,-9,NA,1014,Landings,R-Reported,Imported
France,4,Quarter,2018,mon.27.78abd,27.7.j,OTT_DEF_100-119_0_0,315893,kWd,3165.7,Discards,R-Reported,Imported
France,4,Quarter,2018,mon.27.78abd,27.7.b,OTT_DEF_100-119_0_0,1491,kWd,526.79,Landings,R-Reported,Imported
France,4,Quarter,2018,mon.27.78abd,27.8.b,OTT_CRU_>=70_0_0,486,kWd,6.87,Landings,R-Reported,Imported
France,4,Quarter,2018,mon.27.78abd,27.7.b,OTB_DEF_100-119_0_0,121309,kWd,101799.21,Landings,R-Reported,Imported
France,4,Quarter,2018,mon.27.78abd,27.7.e,GTR_DEF_>=220_0_0_all,120714,kWd,9792.85,Discards,R-Reported,Imported
Ireland,3,Quarter,2018,mon.27.78abd,27.7.a,OTB_DEF_100-119_0_0_all,-9,NA,56.16,Discards,R-Reported,Imported
Ireland,1,Quarter,2018,mon.27.78abd,27.7.a,GNS_DEF_120-219_0_0_all,-9,NA,0.45,Discards,R-Reported,Imported
Ireland,2,Quarter,2018,mon.27.78abd,27.7.a,SSC_DEF_100-119_0_0_all,-9,NA,18.87,Discards,R-Reported,Imported
Ireland,4,Quarter,2018,mon.27.78abd,27.7.b,SSC_DEF_100-119_0_0_all,-9,NA,8.51,Discards,R-Reported,Imported
Ireland,2,Quarter,2018,mon.27.78abd,27.7.a,MIS_MIS_0_0_0_HC,-9,NA,1963,Landings,R-Reported,Imported
Belgium,2018,Year,2018,mon.27.78abd,27.7.g,TBB_DEF_70-99_0_0_all,5278425,kWd,730095,Landings,R-Reported,Imported
Belgium,3,Quarter,2018,mon.27.78abd,27.7.e,OTB_CRU_70-99_0_0_all,5989,kWd,91,Landings,R-Reported,Imported
UK (England),2,Quarter,2018,mon.27.78abd,27.7.e,GTR_DEF_all_0_0_all,543,fd,0,Discards,"A-All - reported, nonre",Imported
UK (England),1,Quarter,2018,mon.27.78abd,27.7.f,TBB_DEF_70-99_0_0_all,372,fd,8894,Landings,"A-All - reported, nonre",Imported
UK (England),2,Quarter,2018,mon.27.78abd,27.7.f,OTB_CRU_>=120_0_0_all,17,fd,508,Landings,"A-All - reported, nonre",Imported
UK (England),3,Quarter,2018,mon.27.78abd,27.7.c,OTB_DEF_70-99_0_0_all,794,fd,72188,Landings,"A-All - reported, nonre",Imported
UK (England),4,Quarter,2018,mon.27.78abd,27.7.h,TBB_DEF_70-99_0_0_all,685,fd,25942,Landings,"A-All - reported, nonre",Imported
UK (England),1,Quarter,2018,mon.27.78abd,27.7.h,GTR_DEF_all_0_0_all,37,fd,4623,Landings,"A-All - reported, nonre",Imported
