"","year","sc","stock","catch","tonnes"
"110","2021","min","had.27.7b-k","overTAC landings",0
"111","2021","min","meg.27.7b-k8abd","overTAC landings",0
"112","2021","min","mon.27.78abd","overTAC landings",0
"113","2021","min","nep.fu.16","overTAC landings",0
"114","2021","min","nep.fu.17","overTAC landings",0
"115","2021","min","nep.fu.19","overTAC landings",0
"116","2021","min","nep.fu.2021","overTAC landings",0
"117","2021","min","nep.fu.22","overTAC landings",0
"118","2021","min","nep.out.7","overTAC landings",0
"119","2021","min","sol.27.7fg","overTAC landings",0
"120","2021","min","whg.27.7b-ce-k","overTAC landings",0
"121","2020","max","cod.27.7e-k","legal landings",1056
"122","2020","max","had.27.7b-k","legal landings",20278
"123","2020","max","meg.27.7b-k8abd","legal landings",20124
"124","2020","max","mon.27.78abd","legal landings",24349
"125","2020","max","nep.fu.16","legal landings",NA
"126","2020","max","nep.fu.17","legal landings",NA
"127","2020","max","nep.fu.19","legal landings",NA
"128","2020","max","nep.fu.2021","legal landings",NA
"129","2020","max","nep.fu.22","legal landings",NA
"130","2020","max","nep.out.7","legal landings",NA
"131","2020","max","sol.27.7fg","legal landings",1403
"132","2020","max","whg.27.7b-ce-k","legal landings",8750
"133","2020","max","cod.27.7e-k","discards",0
"134","2020","max","had.27.7b-k","discards",0
"135","2020","max","meg.27.7b-k8abd","discards",0
"136","2020","max","mon.27.78abd","discards",0
"137","2020","max","nep.fu.16","discards",0
"138","2020","max","nep.fu.17","discards",0
"139","2020","max","nep.fu.19","discards",0
"140","2020","max","nep.fu.2021","discards",0
"141","2020","max","nep.fu.22","discards",0
"142","2020","max","nep.out.7","discards",0
"143","2020","max","sol.27.7fg","discards",0
"144","2020","max","whg.27.7b-ce-k","discards",0
"145","2020","max","cod.27.7e-k","overTAC landings",896
"146","2020","max","had.27.7b-k","overTAC landings",603
"147","2020","max","meg.27.7b-k8abd","overTAC landings",149.54
"148","2020","max","mon.27.78abd","overTAC landings",5849.65
"149","2020","max","nep.fu.16","overTAC landings",NA
"150","2020","max","nep.fu.17","overTAC landings",NA
"151","2020","max","nep.fu.19","overTAC landings",NA
"152","2020","max","nep.fu.2021","overTAC landings",NA
"153","2020","max","nep.fu.22","overTAC landings",NA
"154","2020","max","nep.out.7","overTAC landings",NA
"155","2020","max","sol.27.7fg","overTAC landings",0
"156","2020","max","whg.27.7b-ce-k","overTAC landings",890
"157","2021","max","cod.27.7e-k","legal landings",0
"158","2021","max","had.27.7b-k","legal landings",18425
"159","2021","max","meg.27.7b-k8abd","legal landings",19030
"160","2021","max","mon.27.78abd","legal landings",34577
"161","2021","max","nep.fu.16","legal landings",3290
"162","2021","max","nep.fu.17","legal landings",412.02
"163","2021","max","nep.fu.19","legal landings",350.99
"164","2021","max","nep.fu.2021","legal landings",1430
"165","2021","max","nep.fu.22","legal landings",1371
"166","2021","max","nep.out.7","legal landings",150
"167","2021","max","sol.27.7fg","legal landings",1417
"168","2021","max","whg.27.7b-ce-k","legal landings",5265
"169","2021","max","cod.27.7e-k","discards",0
"170","2021","max","had.27.7b-k","discards",0
"171","2021","max","meg.27.7b-k8abd","discards",0
"172","2021","max","mon.27.78abd","discards",0
"173","2021","max","nep.fu.16","discards",0
"174","2021","max","nep.fu.17","discards",0
"175","2021","max","nep.fu.19","discards",0
"176","2021","max","nep.fu.2021","discards",0
"177","2021","max","nep.fu.22","discards",0
"178","2021","max","nep.out.7","discards",0
"179","2021","max","sol.27.7fg","discards",0
"180","2021","max","whg.27.7b-ce-k","discards",0
"181","2021","max","cod.27.7e-k","overTAC landings",2278
"182","2021","max","had.27.7b-k","overTAC landings",11975
"183","2021","max","meg.27.7b-k8abd","overTAC landings",24819.88
"184","2021","max","mon.27.78abd","overTAC landings",24783.71
"185","2021","max","nep.fu.16","overTAC landings",11963.64
"186","2021","max","nep.fu.17","overTAC landings",0
"187","2021","max","nep.fu.19","overTAC landings",0
"188","2021","max","nep.fu.2021","overTAC landings",1584.73
"189","2021","max","nep.fu.22","overTAC landings",3281.08
"190","2021","max","nep.out.7","overTAC landings",360.01
"191","2021","max","sol.27.7fg","overTAC landings",1306
"192","2021","max","whg.27.7b-ce-k","overTAC landings",7903
"193","2020","sq_E","cod.27.7e-k","legal landings",1056
"194","2020","sq_E","had.27.7b-k","legal landings",20278
"195","2020","sq_E","meg.27.7b-k8abd","legal landings",20124
"196","2020","sq_E","mon.27.78abd","legal landings",24349
"197","2020","sq_E","nep.fu.16","legal landings",NA
"198","2020","sq_E","nep.fu.17","legal landings",NA
"199","2020","sq_E","nep.fu.19","legal landings",NA
"200","2020","sq_E","nep.fu.2021","legal landings",NA
"201","2020","sq_E","nep.fu.22","legal landings",NA
"202","2020","sq_E","nep.out.7","legal landings",NA
"203","2020","sq_E","sol.27.7fg","legal landings",1403
"204","2020","sq_E","whg.27.7b-ce-k","legal landings",8750
"205","2020","sq_E","cod.27.7e-k","discards",0
"206","2020","sq_E","had.27.7b-k","discards",0
"207","2020","sq_E","meg.27.7b-k8abd","discards",0
"208","2020","sq_E","mon.27.78abd","discards",0
"209","2020","sq_E","nep.fu.16","discards",0
"210","2020","sq_E","nep.fu.17","discards",0
"211","2020","sq_E","nep.fu.19","discards",0
"212","2020","sq_E","nep.fu.2021","discards",0
"213","2020","sq_E","nep.fu.22","discards",0
"214","2020","sq_E","nep.out.7","discards",0
"215","2020","sq_E","sol.27.7fg","discards",0
"216","2020","sq_E","whg.27.7b-ce-k","discards",0
"217","2020","sq_E","cod.27.7e-k","overTAC landings",896
"218","2020","sq_E","had.27.7b-k","overTAC landings",750
"219","2020","sq_E","meg.27.7b-k8abd","overTAC landings",149.54
"220","2020","sq_E","mon.27.78abd","overTAC landings",5849.65
"221","2020","sq_E","nep.fu.16","overTAC landings",NA
"222","2020","sq_E","nep.fu.17","overTAC landings",NA
"223","2020","sq_E","nep.fu.19","overTAC landings",NA
"224","2020","sq_E","nep.fu.2021","overTAC landings",NA
"225","2020","sq_E","nep.fu.22","overTAC landings",NA
"226","2020","sq_E","nep.out.7","overTAC landings",NA
"227","2020","sq_E","sol.27.7fg","overTAC landings",0
"228","2020","sq_E","whg.27.7b-ce-k","overTAC landings",878
"229","2021","sq_E","cod.27.7e-k","legal landings",0
"230","2021","sq_E","had.27.7b-k","legal landings",18425
"231","2021","sq_E","meg.27.7b-k8abd","legal landings",19030
"232","2021","sq_E","mon.27.78abd","legal landings",32750.09
"233","2021","sq_E","nep.fu.16","legal landings",3193.26
"234","2021","sq_E","nep.fu.17","legal landings",225.34
"235","2021","sq_E","nep.fu.19","legal landings",212.46
"236","2021","sq_E","nep.fu.2021","legal landings",1430
"237","2021","sq_E","nep.fu.22","legal landings",1345.28
"238","2021","sq_E","nep.out.7","legal landings",141.05
"239","2021","sq_E","sol.27.7fg","legal landings",1417
"240","2021","sq_E","whg.27.7b-ce-k","legal landings",5265
"241","2021","sq_E","cod.27.7e-k","discards",0
"242","2021","sq_E","had.27.7b-k","discards",0
"243","2021","sq_E","meg.27.7b-k8abd","discards",0
"244","2021","sq_E","mon.27.78abd","discards",0
"245","2021","sq_E","nep.fu.16","discards",0
"246","2021","sq_E","nep.fu.17","discards",0
"247","2021","sq_E","nep.fu.19","discards",0
"248","2021","sq_E","nep.fu.2021","discards",0
"249","2021","sq_E","nep.fu.22","discards",0
"250","2021","sq_E","nep.out.7","discards",0
"251","2021","sq_E","sol.27.7fg","discards",0
"252","2021","sq_E","whg.27.7b-ce-k","discards",0
"253","2021","sq_E","cod.27.7e-k","overTAC landings",1738
"254","2021","sq_E","had.27.7b-k","overTAC landings",2834
"255","2021","sq_E","meg.27.7b-k8abd","overTAC landings",2068.76
"256","2021","sq_E","mon.27.78abd","overTAC landings",0
"257","2021","sq_E","nep.fu.16","overTAC landings",0
"258","2021","sq_E","nep.fu.17","overTAC landings",0
"259","2021","sq_E","nep.fu.19","overTAC landings",0
"260","2021","sq_E","nep.fu.2021","overTAC landings",143.56
"261","2021","sq_E","nep.fu.22","overTAC landings",0
"262","2021","sq_E","nep.out.7","overTAC landings",0
"263","2021","sq_E","sol.27.7fg","overTAC landings",30
"264","2021","sq_E","whg.27.7b-ce-k","overTAC landings",4084
"265","2020","val","cod.27.7e-k","legal landings",1056
"266","2020","val","had.27.7b-k","legal landings",20278
"267","2020","val","meg.27.7b-k8abd","legal landings",20124
"268","2020","val","mon.27.78abd","legal landings",24349
"269","2020","val","nep.fu.16","legal landings",NA
"270","2020","val","nep.fu.17","legal landings",NA
"271","2020","val","nep.fu.19","legal landings",NA
"272","2020","val","nep.fu.2021","legal landings",NA
"273","2020","val","nep.fu.22","legal landings",NA
"274","2020","val","nep.out.7","legal landings",NA
"275","2020","val","sol.27.7fg","legal landings",1403
"276","2020","val","whg.27.7b-ce-k","legal landings",8750
"277","2020","val","cod.27.7e-k","discards",0
"278","2020","val","had.27.7b-k","discards",0
"279","2020","val","meg.27.7b-k8abd","discards",0
"280","2020","val","mon.27.78abd","discards",0
"281","2020","val","nep.fu.16","discards",0
"282","2020","val","nep.fu.17","discards",0
"283","2020","val","nep.fu.19","discards",0
"284","2020","val","nep.fu.2021","discards",0
"285","2020","val","nep.fu.22","discards",0
"286","2020","val","nep.out.7","discards",0
"287","2020","val","sol.27.7fg","discards",0
"288","2020","val","whg.27.7b-ce-k","discards",0
"289","2020","val","cod.27.7e-k","overTAC landings",896
"290","2020","val","had.27.7b-k","overTAC landings",798
"291","2020","val","meg.27.7b-k8abd","overTAC landings",149.54
"292","2020","val","mon.27.78abd","overTAC landings",5849.65
"293","2020","val","nep.fu.16","overTAC landings",NA
"294","2020","val","nep.fu.17","overTAC landings",NA
"295","2020","val","nep.fu.19","overTAC landings",NA
"296","2020","val","nep.fu.2021","overTAC landings",NA
"297","2020","val","nep.fu.22","overTAC landings",NA
"298","2020","val","nep.out.7","overTAC landings",NA
"299","2020","val","sol.27.7fg","overTAC landings",0
"300","2020","val","whg.27.7b-ce-k","overTAC landings",901
"301","2021","val","cod.27.7e-k","legal landings",0
"302","2021","val","had.27.7b-k","legal landings",18425
"303","2021","val","meg.27.7b-k8abd","legal landings",19030
"304","2021","val","mon.27.78abd","legal landings",31150.94
"305","2021","val","nep.fu.16","legal landings",3290
"306","2021","val","nep.fu.17","legal landings",194.26
"307","2021","val","nep.fu.19","legal landings",180.09
"308","2021","val","nep.fu.2021","legal landings",1382.6
"309","2021","val","nep.fu.22","legal landings",1331.24
"310","2021","val","nep.out.7","legal landings",142.8
"311","2021","val","sol.27.7fg","legal landings",1417
"312","2021","val","whg.27.7b-ce-k","legal landings",5265
"313","2021","val","cod.27.7e-k","discards",0
"314","2021","val","had.27.7b-k","discards",0
"315","2021","val","meg.27.7b-k8abd","discards",0
"316","2021","val","mon.27.78abd","discards",0
"317","2021","val","nep.fu.16","discards",0
"318","2021","val","nep.fu.17","discards",0
"319","2021","val","nep.fu.19","discards",0
"320","2021","val","nep.fu.2021","discards",0
"321","2021","val","nep.fu.22","discards",0
"322","2021","val","nep.out.7","discards",0
"323","2021","val","sol.27.7fg","discards",0
"324","2021","val","whg.27.7b-ce-k","discards",0
"325","2021","val","cod.27.7e-k","overTAC landings",1638
"326","2021","val","had.27.7b-k","overTAC landings",1350
"327","2021","val","meg.27.7b-k8abd","overTAC landings",865.07
"328","2021","val","mon.27.78abd","overTAC landings",0
"329","2021","val","nep.fu.16","overTAC landings",252.98
"330","2021","val","nep.fu.17","overTAC landings",0
"331","2021","val","nep.fu.19","overTAC landings",0
"332","2021","val","nep.fu.2021","overTAC landings",0
"333","2021","val","nep.fu.22","overTAC landings",0
"334","2021","val","nep.out.7","overTAC landings",0
"335","2021","val","sol.27.7fg","overTAC landings",2
"336","2021","val","whg.27.7b-ce-k","overTAC landings",3361
"337","2020","had.27.7b-k","cod.27.7e-k","legal landings",1056
"338","2020","had.27.7b-k","had.27.7b-k","legal landings",20278
"339","2020","had.27.7b-k","meg.27.7b-k8abd","legal landings",20124
"340","2020","had.27.7b-k","mon.27.78abd","legal landings",24349
"341","2020","had.27.7b-k","nep.fu.16","legal landings",NA
"342","2020","had.27.7b-k","nep.fu.17","legal landings",NA
"343","2020","had.27.7b-k","nep.fu.19","legal landings",NA
"344","2020","had.27.7b-k","nep.fu.2021","legal landings",NA
"345","2020","had.27.7b-k","nep.fu.22","legal landings",NA
"346","2020","had.27.7b-k","nep.out.7","legal landings",NA
"347","2020","had.27.7b-k","sol.27.7fg","legal landings",1403
"348","2020","had.27.7b-k","whg.27.7b-ce-k","legal landings",8750
"349","2020","had.27.7b-k","cod.27.7e-k","discards",0
"350","2020","had.27.7b-k","had.27.7b-k","discards",0
"351","2020","had.27.7b-k","meg.27.7b-k8abd","discards",0
"352","2020","had.27.7b-k","mon.27.78abd","discards",0
"353","2020","had.27.7b-k","nep.fu.16","discards",0
"354","2020","had.27.7b-k","nep.fu.17","discards",0
"355","2020","had.27.7b-k","nep.fu.19","discards",0
"356","2020","had.27.7b-k","nep.fu.2021","discards",0
"357","2020","had.27.7b-k","nep.fu.22","discards",0
"358","2020","had.27.7b-k","nep.out.7","discards",0
"359","2020","had.27.7b-k","sol.27.7fg","discards",0
"360","2020","had.27.7b-k","whg.27.7b-ce-k","discards",0
"361","2020","had.27.7b-k","cod.27.7e-k","overTAC landings",896
"362","2020","had.27.7b-k","had.27.7b-k","overTAC landings",764
"363","2020","had.27.7b-k","meg.27.7b-k8abd","overTAC landings",149.54
"364","2020","had.27.7b-k","mon.27.78abd","overTAC landings",5849.65
"365","2020","had.27.7b-k","nep.fu.16","overTAC landings",NA
"366","2020","had.27.7b-k","nep.fu.17","overTAC landings",NA
"367","2020","had.27.7b-k","nep.fu.19","overTAC landings",NA
"368","2020","had.27.7b-k","nep.fu.2021","overTAC landings",NA
"369","2020","had.27.7b-k","nep.fu.22","overTAC landings",NA
"370","2020","had.27.7b-k","nep.out.7","overTAC landings",NA
"371","2020","had.27.7b-k","sol.27.7fg","overTAC landings",0
"372","2020","had.27.7b-k","whg.27.7b-ce-k","overTAC landings",872
"373","2021","had.27.7b-k","cod.27.7e-k","legal landings",0
"374","2021","had.27.7b-k","had.27.7b-k","legal landings",18144
"375","2021","had.27.7b-k","meg.27.7b-k8abd","legal landings",16926.26
"376","2021","had.27.7b-k","mon.27.78abd","legal landings",27270.75
"377","2021","had.27.7b-k","nep.fu.16","legal landings",3290
"378","2021","had.27.7b-k","nep.fu.17","legal landings",202.45
"379","2021","had.27.7b-k","nep.fu.19","legal landings",189.17
"380","2021","had.27.7b-k","nep.fu.2021","legal landings",1290.18
"381","2021","had.27.7b-k","nep.fu.22","legal landings",1371
"382","2021","had.27.7b-k","nep.out.7","legal landings",150
"383","2021","had.27.7b-k","sol.27.7fg","legal landings",716
"384","2021","had.27.7b-k","whg.27.7b-ce-k","legal landings",5265
"385","2021","had.27.7b-k","cod.27.7e-k","discards",0
"386","2021","had.27.7b-k","had.27.7b-k","discards",0
"387","2021","had.27.7b-k","meg.27.7b-k8abd","discards",0
"388","2021","had.27.7b-k","mon.27.78abd","discards",0
"389","2021","had.27.7b-k","nep.fu.16","discards",0
"390","2021","had.27.7b-k","nep.fu.17","discards",0
"391","2021","had.27.7b-k","nep.fu.19","discards",0
"392","2021","had.27.7b-k","nep.fu.2021","discards",0
"393","2021","had.27.7b-k","nep.fu.22","discards",0
"394","2021","had.27.7b-k","nep.out.7","discards",0
"395","2021","had.27.7b-k","sol.27.7fg","discards",0
"396","2021","had.27.7b-k","whg.27.7b-ce-k","discards",0
"397","2021","had.27.7b-k","cod.27.7e-k","overTAC landings",1584
"398","2021","had.27.7b-k","had.27.7b-k","overTAC landings",0
"399","2021","had.27.7b-k","meg.27.7b-k8abd","overTAC landings",0
"400","2021","had.27.7b-k","mon.27.78abd","overTAC landings",0
"401","2021","had.27.7b-k","nep.fu.16","overTAC landings",652.3
"402","2021","had.27.7b-k","nep.fu.17","overTAC landings",0
"403","2021","had.27.7b-k","nep.fu.19","overTAC landings",0
"404","2021","had.27.7b-k","nep.fu.2021","overTAC landings",0
"405","2021","had.27.7b-k","nep.fu.22","overTAC landings",77.68
"406","2021","had.27.7b-k","nep.out.7","overTAC landings",2.31
"407","2021","had.27.7b-k","sol.27.7fg","overTAC landings",0
"408","2021","had.27.7b-k","whg.27.7b-ce-k","overTAC landings",3083
"409","2020","whg.27.7b-ce-k","cod.27.7e-k","legal landings",1056
"410","2020","whg.27.7b-ce-k","had.27.7b-k","legal landings",20278
"411","2020","whg.27.7b-ce-k","meg.27.7b-k8abd","legal landings",20124
"412","2020","whg.27.7b-ce-k","mon.27.78abd","legal landings",24349
"413","2020","whg.27.7b-ce-k","nep.fu.16","legal landings",NA
"414","2020","whg.27.7b-ce-k","nep.fu.17","legal landings",NA
"415","2020","whg.27.7b-ce-k","nep.fu.19","legal landings",NA
"416","2020","whg.27.7b-ce-k","nep.fu.2021","legal landings",NA
"417","2020","whg.27.7b-ce-k","nep.fu.22","legal landings",NA
"418","2020","whg.27.7b-ce-k","nep.out.7","legal landings",NA
"419","2020","whg.27.7b-ce-k","sol.27.7fg","legal landings",1403
"420","2020","whg.27.7b-ce-k","whg.27.7b-ce-k","legal landings",8750
"421","2020","whg.27.7b-ce-k","cod.27.7e-k","discards",0
"422","2020","whg.27.7b-ce-k","had.27.7b-k","discards",0
"423","2020","whg.27.7b-ce-k","meg.27.7b-k8abd","discards",0
"424","2020","whg.27.7b-ce-k","mon.27.78abd","discards",0
"425","2020","whg.27.7b-ce-k","nep.fu.16","discards",0
"426","2020","whg.27.7b-ce-k","nep.fu.17","discards",0
"427","2020","whg.27.7b-ce-k","nep.fu.19","discards",0
"428","2020","whg.27.7b-ce-k","nep.fu.2021","discards",0
"429","2020","whg.27.7b-ce-k","nep.fu.22","discards",0
"430","2020","whg.27.7b-ce-k","nep.out.7","discards",0
"431","2020","whg.27.7b-ce-k","sol.27.7fg","discards",0
"432","2020","whg.27.7b-ce-k","whg.27.7b-ce-k","discards",0
"433","2020","whg.27.7b-ce-k","cod.27.7e-k","overTAC landings",896
"434","2020","whg.27.7b-ce-k","had.27.7b-k","overTAC landings",625
"435","2020","whg.27.7b-ce-k","meg.27.7b-k8abd","overTAC landings",149.54
"436","2020","whg.27.7b-ce-k","mon.27.78abd","overTAC landings",5849.65
"437","2020","whg.27.7b-ce-k","nep.fu.16","overTAC landings",NA
"438","2020","whg.27.7b-ce-k","nep.fu.17","overTAC landings",NA
"439","2020","whg.27.7b-ce-k","nep.fu.19","overTAC landings",NA
"440","2020","whg.27.7b-ce-k","nep.fu.2021","overTAC landings",NA
"441","2020","whg.27.7b-ce-k","nep.fu.22","overTAC landings",NA
"442","2020","whg.27.7b-ce-k","nep.out.7","overTAC landings",NA
"443","2020","whg.27.7b-ce-k","sol.27.7fg","overTAC landings",0
"444","2020","whg.27.7b-ce-k","whg.27.7b-ce-k","overTAC landings",866
"445","2021","whg.27.7b-ce-k","cod.27.7e-k","legal landings",0
"446","2021","whg.27.7b-ce-k","had.27.7b-k","legal landings",10610
"447","2021","whg.27.7b-ce-k","meg.27.7b-k8abd","legal landings",10339.72
"448","2021","whg.27.7b-ce-k","mon.27.78abd","legal landings",16919.47
"449","2021","whg.27.7b-ce-k","nep.fu.16","legal landings",2180.7
"450","2021","whg.27.7b-ce-k","nep.fu.17","legal landings",119.45
"451","2021","whg.27.7b-ce-k","nep.fu.19","legal landings",109.25
"452","2021","whg.27.7b-ce-k","nep.fu.2021","legal landings",795.43
"453","2021","whg.27.7b-ce-k","nep.fu.22","legal landings",826.62
"454","2021","whg.27.7b-ce-k","nep.out.7","legal landings",86.81
"455","2021","whg.27.7b-ce-k","sol.27.7fg","legal landings",478
"456","2021","whg.27.7b-ce-k","whg.27.7b-ce-k","legal landings",5058
"457","2021","whg.27.7b-ce-k","cod.27.7e-k","discards",0
"458","2021","whg.27.7b-ce-k","had.27.7b-k","discards",0
"459","2021","whg.27.7b-ce-k","meg.27.7b-k8abd","discards",0
"460","2021","whg.27.7b-ce-k","mon.27.78abd","discards",0
"461","2021","whg.27.7b-ce-k","nep.fu.16","discards",0
"462","2021","whg.27.7b-ce-k","nep.fu.17","discards",0
"463","2021","whg.27.7b-ce-k","nep.fu.19","discards",0
"464","2021","whg.27.7b-ce-k","nep.fu.2021","discards",0
"465","2021","whg.27.7b-ce-k","nep.fu.22","discards",0
"466","2021","whg.27.7b-ce-k","nep.out.7","discards",0
"467","2021","whg.27.7b-ce-k","sol.27.7fg","discards",0
"468","2021","whg.27.7b-ce-k","whg.27.7b-ce-k","discards",0
"469","2021","whg.27.7b-ce-k","cod.27.7e-k","overTAC landings",1032
"470","2021","whg.27.7b-ce-k","had.27.7b-k","overTAC landings",0
"471","2021","whg.27.7b-ce-k","meg.27.7b-k8abd","overTAC landings",0
"472","2021","whg.27.7b-ce-k","mon.27.78abd","overTAC landings",0
"473","2021","whg.27.7b-ce-k","nep.fu.16","overTAC landings",0
"474","2021","whg.27.7b-ce-k","nep.fu.17","overTAC landings",0
"475","2021","whg.27.7b-ce-k","nep.fu.19","overTAC landings",0
"476","2021","whg.27.7b-ce-k","nep.fu.2021","overTAC landings",0
"477","2021","whg.27.7b-ce-k","nep.fu.22","overTAC landings",0
"478","2021","whg.27.7b-ce-k","nep.out.7","overTAC landings",0
"479","2021","whg.27.7b-ce-k","sol.27.7fg","overTAC landings",0
"480","2021","whg.27.7b-ce-k","whg.27.7b-ce-k","overTAC landings",0
"481","2020","cod_fmsy","cod.27.7e-k","legal landings",1056
"482","2020","cod_fmsy","had.27.7b-k","legal landings",20278
"483","2020","cod_fmsy","meg.27.7b-k8abd","legal landings",20124
"484","2020","cod_fmsy","mon.27.78abd","legal landings",24349
"485","2020","cod_fmsy","nep.fu.16","legal landings",NA
"486","2020","cod_fmsy","nep.fu.17","legal landings",NA
"487","2020","cod_fmsy","nep.fu.19","legal landings",NA
"488","2020","cod_fmsy","nep.fu.2021","legal landings",NA
"489","2020","cod_fmsy","nep.fu.22","legal landings",NA
"490","2020","cod_fmsy","nep.out.7","legal landings",NA
"491","2020","cod_fmsy","sol.27.7fg","legal landings",1403
"492","2020","cod_fmsy","whg.27.7b-ce-k","legal landings",8750
