Fleet,Metier,Year,Stock,Discards,Landings,Value
BE_Beam_10<24m,TBB_DEF_27.7.e,2011,mon.27.78abd,0,0.979,2250.1
BE_Beam_10<24m,TBB_DEF_27.7.e,2011,whg.27.7b-ce-k,0.0183055102040816,0.014,11.38
BE_Beam_10<24m,TBB_DEF_27.7.e,2012,cod.27.7e-k,0.0645064203383,0.693,1165.84
BE_Beam_10<24m,TBB_DEF_27.7.e,2012,had.27.7b-k,0.477665436713213,0.121,89.81
BE_Beam_10<24m,TBB_DEF_27.7.e,2012,meg.27.7b-k8abd,0,0.224676,356.62
BE_Beam_10<24m,TBB_DEF_27.7.e,2012,mon.27.78abd,0,2.758,8254.78
BE_Beam_10<24m,TBB_DEF_27.7.e,2012,whg.27.7b-ce-k,0.993201323856876,0.699,732.56
BE_Beam_10<24m,TBB_DEF_27.7.e,2013,cod.27.7e-k,0.000157854044880256,0.011,24.27
BE_Beam_10<24m,TBB_DEF_27.7.e,2013,mon.27.78abd,0,0.205,804.51
BE_Beam_10<24m,TBB_DEF_27.7.e,2013,whg.27.7b-ce-k,0.0967461267316992,0.036,32.14
BE_Beam_10<24m,TBB_DEF_27.7.e,2015,cod.27.7e-k,0.00508625760995962,0.203,489.37
BE_Beam_10<24m,TBB_DEF_27.7.e,2015,had.27.7b-k,0.263791918703121,0.05,49.92
BE_Beam_10<24m,TBB_DEF_27.7.e,2015,meg.27.7b-k8abd,0.0000348911891453686,0.001896,1.83
BE_Beam_10<24m,TBB_DEF_27.7.e,2015,mon.27.78abd,0,1.602,6503.45
BE_Beam_10<24m,TBB_DEF_27.7.e,2015,whg.27.7b-ce-k,0.21052959202266,0.139,130.41
BE_Beam_10<24m,TBB_DEF_27.7.e,2016,mon.27.78abd,0,0.003,10.03
BE_Beam_10<24m,TBB_DEF_27.7.e,2017,had.27.7b-k,0.0161122627144452,0.003,2.08
BE_Beam_10<24m,TBB_DEF_27.7.e,2017,mon.27.78abd,0.172673727322115,0.478,1725.97
BE_Beam_10<24m,TBB_DEF_27.7.e,2017,whg.27.7b-ce-k,0.0458363038682481,0.041,27.09
BE_Beam_10<24m,TBB_DEF_27.7.e,2018,cod.27.7e-k,0.00565463878035698,0.033,60.42
BE_Beam_10<24m,TBB_DEF_27.7.e,2018,had.27.7b-k,2.94975345678677,0.42,308.92
BE_Beam_10<24m,TBB_DEF_27.7.e,2018,meg.27.7b-k8abd,0.0562287922844925,0.277764,361.07
BE_Beam_10<24m,TBB_DEF_27.7.e,2018,mon.27.78abd,0.138116599931789,0.648,2110.58
BE_Beam_10<24m,TBB_DEF_27.7.e,2018,whg.27.7b-ce-k,0.542449283617946,0.303,183.39
BE_Beam_10<24m,TBB_DEF_27.7.e,2019,mon.27.78abd,0.426934290412464,1.153,4072.03
BE_Beam_10<24m,TBB_DEF_27.7.e,2019,whg.27.7b-ce-k,0.0519822776049207,0.038,40.88
BE_Beam_10<24m,TBB_DEF_27.7.f,2009,cod.27.7e-k,0.143237883919188,0.584,1584.82
BE_Beam_10<24m,TBB_DEF_27.7.f,2009,had.27.7b-k,1.0852958982418,0.341,254.36
BE_Beam_10<24m,TBB_DEF_27.7.f,2009,meg.27.7b-k8abd,0,0.0711,94.96
BE_Beam_10<24m,TBB_DEF_27.7.f,2009,mon.27.78abd,0,2.087,3034.76
BE_Beam_10<24m,TBB_DEF_27.7.f,2009,sol.27.7fg,1.05017025131339,24.635,194905.84
BE_Beam_10<24m,TBB_DEF_27.7.f,2009,whg.27.7b-ce-k,1.5971362551892,1.053,613.15
BE_Beam_10<24m,TBB_DEF_27.7.f,2010,cod.27.7e-k,0.491208377518557,0.26,541.26
BE_Beam_10<24m,TBB_DEF_27.7.f,2010,had.27.7b-k,0.505280989552059,0.162,111.59
BE_Beam_10<24m,TBB_DEF_27.7.f,2010,meg.27.7b-k8abd,0,0.034128,25.03
BE_Beam_10<24m,TBB_DEF_27.7.f,2010,mon.27.78abd,0,1.255,1367.61
BE_Beam_10<24m,TBB_DEF_27.7.f,2010,sol.27.7fg,0.816288980306281,12.098,112715.11
BE_Beam_10<24m,TBB_DEF_27.7.f,2010,whg.27.7b-ce-k,3.00459537572255,1.161,624.51
BE_Beam_10<24m,TBB_DEF_27.7.f,2011,cod.27.7e-k,1.08452379646139,1.092,2789.22
BE_Beam_10<24m,TBB_DEF_27.7.f,2011,had.27.7b-k,3.97039655047815,0.844,708.89
BE_Beam_10<24m,TBB_DEF_27.7.f,2011,meg.27.7b-k8abd,0,0.423756,649.19
BE_Beam_10<24m,TBB_DEF_27.7.f,2011,mon.27.78abd,0,8.598,18228.26
BE_Beam_10<24m,TBB_DEF_27.7.f,2011,sol.27.7fg,1.18700283189769,43.979,458291.87
BE_Beam_10<24m,TBB_DEF_27.7.f,2011,whg.27.7b-ce-k,2.25288529154519,1.723,1269.02
BE_Beam_10<24m,TBB_DEF_27.7.f,2012,cod.27.7e-k,0.520984754160844,5.597,12409.18
BE_Beam_10<24m,TBB_DEF_27.7.f,2012,had.27.7b-k,19.7895606135813,5.013,4203.6
BE_Beam_10<24m,TBB_DEF_27.7.f,2012,meg.27.7b-k8abd,0,2.669568,4014.55
BE_Beam_10<24m,TBB_DEF_27.7.f,2012,mon.27.78abd,0,22.644,47640.26
BE_Beam_10<24m,TBB_DEF_27.7.f,2012,sol.27.7fg,2.22483243478879,77.455,792795.58
BE_Beam_10<24m,TBB_DEF_27.7.f,2012,whg.27.7b-ce-k,7.49092615074886,5.272,3807.53
BE_Beam_10<24m,TBB_DEF_27.7.f,2013,cod.27.7e-k,0.013058834621912,0.91,1506.7
BE_Beam_10<24m,TBB_DEF_27.7.f,2013,had.27.7b-k,1.27674154243887,0.907,830.54
BE_Beam_10<24m,TBB_DEF_27.7.f,2013,meg.27.7b-k8abd,0,0.743232,815.57
BE_Beam_10<24m,TBB_DEF_27.7.f,2013,mon.27.78abd,0,7.678,18077.57
BE_Beam_10<24m,TBB_DEF_27.7.f,2013,sol.27.7fg,1.01741899851249,39.867,375069.57
BE_Beam_10<24m,TBB_DEF_27.7.f,2013,whg.27.7b-ce-k,18.1345239773752,6.748,3482.92
BE_Beam_10<24m,TBB_DEF_27.7.f,2014,cod.27.7e-k,0.362133105607743,1.442,2477.61
BE_Beam_10<24m,TBB_DEF_27.7.f,2014,had.27.7b-k,7.24578451562702,2.206,2038.24
BE_Beam_10<24m,TBB_DEF_27.7.f,2014,meg.27.7b-k8abd,0,0.179172,104.77
BE_Beam_10<24m,TBB_DEF_27.7.f,2014,mon.27.78abd,0,1.964,6625.12
BE_Beam_10<24m,TBB_DEF_27.7.f,2014,sol.27.7fg,0.901660633728461,49.724,368291.42
BE_Beam_10<24m,TBB_DEF_27.7.f,2014,whg.27.7b-ce-k,13.2892475939555,7.124,3376.98
BE_Beam_10<24m,TBB_DEF_27.7.f,2015,cod.27.7e-k,0.0367312987990187,1.466,2577.79
BE_Beam_10<24m,TBB_DEF_27.7.f,2015,had.27.7b-k,1.83071591579966,0.347,344.91
BE_Beam_10<24m,TBB_DEF_27.7.f,2015,meg.27.7b-k8abd,0.000750160566625427,0.040764,82.5
BE_Beam_10<24m,TBB_DEF_27.7.f,2015,mon.27.78abd,0,0.519,1762.17
BE_Beam_10<24m,TBB_DEF_27.7.f,2015,sol.27.7fg,0.472356443933467,23.47,194487.3
BE_Beam_10<24m,TBB_DEF_27.7.f,2015,whg.27.7b-ce-k,4.57561077338458,3.021,2589.58
BE_Beam_10<24m,TBB_DEF_27.7.f,2016,cod.27.7e-k,0.0913960728916513,0.842,1937.33
BE_Beam_10<24m,TBB_DEF_27.7.f,2016,had.27.7b-k,8.58494691428814,1.039,1186.99
BE_Beam_10<24m,TBB_DEF_27.7.f,2016,meg.27.7b-k8abd,0.000851428604100187,0.005688,7.3
BE_Beam_10<24m,TBB_DEF_27.7.f,2016,mon.27.78abd,0,0.407,1508.19
BE_Beam_10<24m,TBB_DEF_27.7.f,2016,sol.27.7fg,0.737348153644199,20.654,209102.39
BE_Beam_10<24m,TBB_DEF_27.7.f,2016,whg.27.7b-ce-k,15.378615338507,3.711,2374.17
BE_Beam_10<24m,TBB_DEF_27.7.f,2017,cod.27.7e-k,0.0156139783609004,0.177,430.16
BE_Beam_10<24m,TBB_DEF_27.7.f,2017,had.27.7b-k,5.27945141609988,0.983,1323.97
BE_Beam_10<24m,TBB_DEF_27.7.f,2017,meg.27.7b-k8abd,0.00515529552577123,0.044556,98.4
BE_Beam_10<24m,TBB_DEF_27.7.f,2017,mon.27.78abd,0.905784350082906,4.216,12380.48
BE_Beam_10<24m,TBB_DEF_27.7.f,2017,sol.27.7fg,0.672332788570273,12.207,113668.72
BE_Beam_10<24m,TBB_DEF_27.7.f,2017,whg.27.7b-ce-k,2.04027450145251,1.825,1243.28
BE_Beam_10<24m,TBB_DEF_27.7.f,2018,cod.27.7e-k,0.0238180239536249,0.139,229.7
BE_Beam_10<24m,TBB_DEF_27.7.f,2018,had.27.7b-k,1.93138619194372,0.275,258.39
BE_Beam_10<24m,TBB_DEF_27.7.f,2018,meg.27.7b-k8abd,0.00172716426812434,0.008532,10.84
BE_Beam_10<24m,TBB_DEF_27.7.f,2018,mon.27.78abd,0.169022320595539,0.793,2798.24
BE_Beam_10<24m,TBB_DEF_27.7.f,2018,sol.27.7fg,1.72973283403646,16.392,181097.61
BE_Beam_10<24m,TBB_DEF_27.7.f,2018,whg.27.7b-ce-k,3.71300268720667,2.074,1159.58
BE_Beam_10<24m,TBB_DEF_27.7.f,2019,cod.27.7e-k,0.0628563044936284,0.15,368.1
BE_Beam_10<24m,TBB_DEF_27.7.f,2019,had.27.7b-k,0.938577666018974,0.392,458.45
BE_Beam_10<24m,TBB_DEF_27.7.f,2019,meg.27.7b-k8abd,0.000254328791698449,0.000948,0.3
BE_Beam_10<24m,TBB_DEF_27.7.f,2019,mon.27.78abd,0.244755911502722,0.661,2520.31
BE_Beam_10<24m,TBB_DEF_27.7.f,2019,sol.27.7fg,3.74930936737504,30.143,324599.91
BE_Beam_10<24m,TBB_DEF_27.7.f,2019,whg.27.7b-ce-k,2.9753014155448,2.175,1604.38
BE_Beam_10<24m,TBB_DEF_27.7.g,2009,cod.27.7e-k,0.00343378488847367,0.014,31.38
BE_Beam_10<24m,TBB_DEF_27.7.g,2009,meg.27.7b-k8abd,0,0.079632,87.46
BE_Beam_10<24m,TBB_DEF_27.7.g,2009,mon.27.78abd,0,0.039,100.12
BE_Beam_10<24m,TBB_DEF_27.7.g,2009,sol.27.7fg,0.21873040631171,5.131,51355.97
BE_Beam_10<24m,TBB_DEF_27.7.g,2009,whg.27.7b-ce-k,0.0606699432170635,0.04,35.14
BE_Beam_10<24m,TBB_DEF_27.7.g,2010,had.27.7b-k,0.155950922701253,0.05,50.86
BE_Beam_10<24m,TBB_DEF_27.7.g,2010,meg.27.7b-k8abd,0,0.167796,81.64
BE_Beam_10<24m,TBB_DEF_27.7.g,2010,mon.27.78abd,0,0.187,748.65
BE_Beam_10<24m,TBB_DEF_27.7.g,2010,sol.27.7fg,0.0723985845485733,1.073,10784.72
BE_Beam_10<24m,TBB_DEF_27.7.g,2010,whg.27.7b-ce-k,0.04658287404221,0.018,7.87
BE_Beam_10<24m,TBB_DEF_27.7.g,2012,cod.27.7e-k,0.0408633745000198,0.439,978.06
BE_Beam_10<24m,TBB_DEF_27.7.g,2012,had.27.7b-k,0.564513697933798,0.143,209.09
BE_Beam_10<24m,TBB_DEF_27.7.g,2012,meg.27.7b-k8abd,0,1.101576,1316.25
BE_Beam_10<24m,TBB_DEF_27.7.g,2012,mon.27.78abd,0,1.167,3712.65
BE_Beam_10<24m,TBB_DEF_27.7.g,2012,sol.27.7fg,0.000603208070887158,0.021,232.97
BE_Beam_10<24m,TBB_DEF_27.7.g,2012,whg.27.7b-ce-k,0.056835555013269,0.04,40.86
BE_Beam_10<24m,TBB_DEF_27.7.g,2014,sol.27.7fg,0.000326399553678552,0.018,252.3
BE_Beam_10<24m,TBB_DEF_27.7.g,2015,cod.27.7e-k,0.000150332737240186,0.006,12.78
BE_Beam_10<24m,TBB_DEF_27.7.g,2015,meg.27.7b-k8abd,0.0000174455945726843,0.000948,0.75
BE_Beam_10<24m,TBB_DEF_27.7.g,2015,mon.27.78abd,0,0.009,33.72
BE_Beam_10<24m,TBB_DEF_27.7.g,2015,sol.27.7fg,0.0304103360367902,1.511,18910.57
BE_Beam_10<24m,TBB_DEF_27.7.g,2015,whg.27.7b-ce-k,0.00302920276291597,0.002,4.31
BE_Beam_24<40m,TBB_DEF_27.7.d,2009,had.27.7b-k,2.88033075633088,0.905,1045.58
BE_Beam_24<40m,TBB_DEF_27.7.d,2009,meg.27.7b-k8abd,0,0.095748,84.89
BE_Beam_24<40m,TBB_DEF_27.7.d,2009,mon.27.78abd,0,41.714,152290.34
BE_Beam_24<40m,TBB_DEF_27.7.d,2009,nep.out.7,0,0.007,16.14
BE_Beam_24<40m,TBB_DEF_27.7.d,2010,had.27.7b-k,5.58304303270485,1.79,1875.47
BE_Beam_24<40m,TBB_DEF_27.7.d,2010,meg.27.7b-k8abd,0,0.348864,851.73
BE_Beam_24<40m,TBB_DEF_27.7.d,2010,mon.27.78abd,0,64.725,246728.78
BE_Beam_24<40m,TBB_DEF_27.7.d,2011,had.27.7b-k,5.85210107677111,1.244,1638.51
BE_Beam_24<40m,TBB_DEF_27.7.d,2011,meg.27.7b-k8abd,0,0.089112,138.92
BE_Beam_24<40m,TBB_DEF_27.7.d,2011,mon.27.78abd,0,55.786,228813.61
BE_Beam_24<40m,TBB_DEF_27.7.d,2012,had.27.7b-k,9.24933981999223,2.343,2454.22
BE_Beam_24<40m,TBB_DEF_27.7.d,2012,meg.27.7b-k8abd,0,1.310136,1234.14
BE_Beam_24<40m,TBB_DEF_27.7.d,2012,mon.27.78abd,0,35.673,147934.46
BE_Beam_24<40m,TBB_DEF_27.7.d,2013,had.27.7b-k,0.917789951124744,0.652,1093.01
BE_Beam_24<40m,TBB_DEF_27.7.d,2013,meg.27.7b-k8abd,0,0.11376,100.88
BE_Beam_24<40m,TBB_DEF_27.7.d,2013,mon.27.78abd,0,36.267,156730.68
BE_Beam_24<40m,TBB_DEF_27.7.d,2014,had.27.7b-k,3.12035144598625,0.95,1932.74
BE_Beam_24<40m,TBB_DEF_27.7.d,2014,meg.27.7b-k8abd,0,0.420912,602.96
BE_Beam_24<40m,TBB_DEF_27.7.d,2014,mon.27.78abd,0,77.251,361833.54
BE_Beam_24<40m,TBB_DEF_27.7.d,2014,nep.out.7,0,0.023,136.22
BE_Beam_24<40m,TBB_DEF_27.7.d,2015,had.27.7b-k,4.74297869828211,0.899,1407.14
BE_Beam_24<40m,TBB_DEF_27.7.d,2015,meg.27.7b-k8abd,0.00259939359132996,0.141252,284.26
BE_Beam_24<40m,TBB_DEF_27.7.d,2015,mon.27.78abd,0,74.543,317564.78
BE_Beam_24<40m,TBB_DEF_27.7.d,2016,had.27.7b-k,13.0798565594977,1.583,2776.95
BE_Beam_24<40m,TBB_DEF_27.7.d,2016,meg.27.7b-k8abd,0.0468285732255103,0.31284,838.54
BE_Beam_24<40m,TBB_DEF_27.7.d,2016,mon.27.78abd,0,125.671,536002.51
BE_Beam_24<40m,TBB_DEF_27.7.d,2016,nep.out.7,0,0.011,87.31
BE_Beam_24<40m,TBB_DEF_27.7.d,2017,had.27.7b-k,4.93572314485838,0.919,1700.68
BE_Beam_24<40m,TBB_DEF_27.7.d,2017,meg.27.7b-k8abd,0.0516626423965585,0.446508,841.55
BE_Beam_24<40m,TBB_DEF_27.7.d,2017,mon.27.78abd,0,106.727,457272.99
BE_Beam_24<40m,TBB_DEF_27.7.d,2018,had.27.7b-k,3.49756481304713,0.498,609.36
BE_Beam_24<40m,TBB_DEF_27.7.d,2018,meg.27.7b-k8abd,0.0232207640492273,0.114708,216.79
BE_Beam_24<40m,TBB_DEF_27.7.d,2018,mon.27.78abd,14.2669332299911,66.936,321347.41
BE_Beam_24<40m,TBB_DEF_27.7.d,2019,had.27.7b-k,0.869142073379815,0.363,480.98
BE_Beam_24<40m,TBB_DEF_27.7.d,2019,meg.27.7b-k8abd,0.0490854567978007,0.182964,215.71
BE_Beam_24<40m,TBB_DEF_27.7.d,2019,mon.27.78abd,23.602838225292,63.743,260064.36
BE_Beam_24<40m,TBB_DEF_27.7.d,2019,nep.out.7,0,0.001,5.7
BE_Beam_24<40m,TBB_DEF_27.7.e,2009,cod.27.7e-k,1.48462142356651,6.053,14119.21
BE_Beam_24<40m,TBB_DEF_27.7.e,2009,had.27.7b-k,8.44048305612097,2.652,3043.53
BE_Beam_24<40m,TBB_DEF_27.7.e,2009,meg.27.7b-k8abd,0,0.986868,1018.47
BE_Beam_24<40m,TBB_DEF_27.7.e,2009,mon.27.78abd,0,70.475,242209.09
BE_Beam_24<40m,TBB_DEF_27.7.e,2009,whg.27.7b-ce-k,4.99465307534475,3.293,3227.26
BE_Beam_24<40m,TBB_DEF_27.7.e,2010,cod.27.7e-k,8.43366998939554,4.464,11438.52
BE_Beam_24<40m,TBB_DEF_27.7.e,2010,had.27.7b-k,10.8385891277371,3.475,3472.07
BE_Beam_24<40m,TBB_DEF_27.7.e,2010,meg.27.7b-k8abd,0,1.286436,2527.53
BE_Beam_24<40m,TBB_DEF_27.7.e,2010,mon.27.78abd,0,91.102,323376.36
BE_Beam_24<40m,TBB_DEF_27.7.e,2010,whg.27.7b-ce-k,4.46936797060537,1.727,1801.95
BE_Beam_24<40m,TBB_DEF_27.7.e,2011,cod.27.7e-k,6.39392326155534,6.438,19283.85
BE_Beam_24<40m,TBB_DEF_27.7.e,2011,had.27.7b-k,65.2810342784186,13.877,16460.81
BE_Beam_24<40m,TBB_DEF_27.7.e,2011,meg.27.7b-k8abd,0,1.149924,1900.92
BE_Beam_24<40m,TBB_DEF_27.7.e,2011,mon.27.78abd,0,134.785,496546.66
BE_Beam_24<40m,TBB_DEF_27.7.e,2011,nep.out.7,0,0.024,52.53
BE_Beam_24<40m,TBB_DEF_27.7.e,2011,whg.27.7b-ce-k,6.61613440233236,5.06,5781.34
BE_Beam_24<40m,TBB_DEF_27.7.e,2012,cod.27.7e-k,0.518192268431913,5.567,15116.47
BE_Beam_24<40m,TBB_DEF_27.7.e,2012,had.27.7b-k,28.6204497204198,7.25,9608.94
BE_Beam_24<40m,TBB_DEF_27.7.e,2012,meg.27.7b-k8abd,0,1.351848,1855.87
BE_Beam_24<40m,TBB_DEF_27.7.e,2012,mon.27.78abd,0,132.678,484231.56
BE_Beam_24<40m,TBB_DEF_27.7.e,2012,whg.27.7b-ce-k,7.92713903547569,5.579,6469.66
BE_Beam_24<40m,TBB_DEF_27.7.e,2013,cod.27.7e-k,0.0532685649632283,3.712,10972.74
BE_Beam_24<40m,TBB_DEF_27.7.e,2013,had.27.7b-k,4.49182167797401,3.191,4612.51
BE_Beam_24<40m,TBB_DEF_27.7.e,2013,meg.27.7b-k8abd,0,1.233348,1751.75
BE_Beam_24<40m,TBB_DEF_27.7.e,2013,mon.27.78abd,0,94.753,364442.28
BE_Beam_24<40m,TBB_DEF_27.7.e,2013,whg.27.7b-ce-k,12.2195732846955,4.547,5014.77
BE_Beam_24<40m,TBB_DEF_27.7.e,2014,cod.27.7e-k,0.345558358749136,1.376,3499.56
BE_Beam_24<40m,TBB_DEF_27.7.e,2014,had.27.7b-k,3.20575053819219,0.976,1442.53
BE_Beam_24<40m,TBB_DEF_27.7.e,2014,meg.27.7b-k8abd,0,1.690284,2970.33
BE_Beam_24<40m,TBB_DEF_27.7.e,2014,mon.27.78abd,0,36.57,177918.64
BE_Beam_24<40m,TBB_DEF_27.7.e,2014,whg.27.7b-ce-k,3.07794196098071,1.65,1543.74
BE_Beam_24<40m,TBB_DEF_27.7.e,2015,cod.27.7e-k,0.0826830054821022,3.3,7990.84
BE_Beam_24<40m,TBB_DEF_27.7.e,2015,had.27.7b-k,16.9987512412291,3.222,5766.99
BE_Beam_24<40m,TBB_DEF_27.7.e,2015,meg.27.7b-k8abd,0.1216655765499,6.611352,13304.58
BE_Beam_24<40m,TBB_DEF_27.7.e,2015,mon.27.78abd,0,98.921,379616.56
BE_Beam_24<40m,TBB_DEF_27.7.e,2015,nep.out.7,0,0.012,23.82
BE_Beam_24<40m,TBB_DEF_27.7.e,2015,whg.27.7b-ce-k,10.275055771811,6.784,8496.77
BE_Beam_24<40m,TBB_DEF_27.7.e,2016,cod.27.7e-k,0.167161463483543,1.54,4268.48
BE_Beam_24<40m,TBB_DEF_27.7.e,2016,had.27.7b-k,9.08070900750979,1.099,1638.36
BE_Beam_24<40m,TBB_DEF_27.7.e,2016,meg.27.7b-k8abd,0.812546697846279,5.428248,11936.11
BE_Beam_24<40m,TBB_DEF_27.7.e,2016,mon.27.78abd,0,90.577,340096.23
BE_Beam_24<40m,TBB_DEF_27.7.e,2016,nep.out.7,0,0.005,15.82
BE_Beam_24<40m,TBB_DEF_27.7.e,2016,whg.27.7b-ce-k,20.5089645136812,4.949,5177.04
BE_Beam_24<40m,TBB_DEF_27.7.e,2017,cod.27.7e-k,0.241619699042408,2.739,7219.52
BE_Beam_24<40m,TBB_DEF_27.7.e,2017,had.27.7b-k,30.5005133184448,5.679,10961.64
BE_Beam_24<40m,TBB_DEF_27.7.e,2017,meg.27.7b-k8abd,2.98425798658846,25.792236,50998.76
BE_Beam_24<40m,TBB_DEF_27.7.e,2017,mon.27.78abd,43.2583811152635,119.749,455681.04
BE_Beam_24<40m,TBB_DEF_27.7.e,2017,nep.out.7,0,0.098,446.88
BE_Beam_24<40m,TBB_DEF_27.7.e,2017,whg.27.7b-ce-k,11.3126233864098,10.119,12678.73
BE_Beam_24<40m,TBB_DEF_27.7.e,2018,cod.27.7e-k,0.291470926223856,1.701,4253.93
BE_Beam_24<40m,TBB_DEF_27.7.e,2018,had.27.7b-k,43.4035151498624,6.18,10952.04
BE_Beam_24<40m,TBB_DEF_27.7.e,2018,meg.27.7b-k8abd,2.52089220289793,12.452928,20277.93
BE_Beam_24<40m,TBB_DEF_27.7.e,2018,mon.27.78abd,21.7092439087231,101.853,434781.29
BE_Beam_24<40m,TBB_DEF_27.7.e,2018,whg.27.7b-ce-k,20.9818666798757,11.72,10740.24
BE_Beam_24<40m,TBB_DEF_27.7.e,2019,cod.27.7e-k,0.434965627095908,1.038,2723.83
BE_Beam_24<40m,TBB_DEF_27.7.e,2019,had.27.7b-k,7.90608023774146,3.302,5565.99
BE_Beam_24<40m,TBB_DEF_27.7.e,2019,meg.27.7b-k8abd,3.38180994321428,12.605556,19148.24
BE_Beam_24<40m,TBB_DEF_27.7.e,2019,mon.27.78abd,33.3005043709142,89.933,336379.44
BE_Beam_24<40m,TBB_DEF_27.7.e,2019,whg.27.7b-ce-k,7.82059687019294,5.717,7194.05
BE_Beam_24<40m,TBB_DEF_27.7.f,2009,cod.27.7e-k,2.74800899217565,11.204,26130.47
BE_Beam_24<40m,TBB_DEF_27.7.f,2009,had.27.7b-k,189.66580194699,59.593,55910.83
BE_Beam_24<40m,TBB_DEF_27.7.f,2009,meg.27.7b-k8abd,0,78.656508,78328.72
BE_Beam_24<40m,TBB_DEF_27.7.f,2009,mon.27.78abd,0,188.154,609727.84
BE_Beam_24<40m,TBB_DEF_27.7.f,2009,sol.27.7fg,8.66050489492901,203.159,1721021.72
BE_Beam_24<40m,TBB_DEF_27.7.f,2009,whg.27.7b-ce-k,42.5781661497352,28.072,18940.73
BE_Beam_24<40m,TBB_DEF_27.7.f,2010,cod.27.7e-k,30.4020200424178,16.092,39873.54
