Fleet,Metier,Year,Stock,Discards,Landings,Value
FRA_Otter_10<40m,OTT_DEF_27.7.e,2015,meg.27.7b-k8abd,3.1762009584583,18.80033784,60231.76
FRA_Otter_10<40m,OTT_DEF_27.7.e,2015,mon.27.78abd,0,30.06602159836,168952.8800009
FRA_Otter_10<40m,OTT_DEF_27.7.e,2015,nep.out.7,0,0.603622627321223,9066.57623795819
FRA_Otter_10<40m,OTT_DEF_27.7.e,2016,had.27.7b-k,21.9542065334831,19.14587,38457.95
FRA_Otter_10<40m,OTT_DEF_27.7.e,2016,meg.27.7b-k8abd,0.92264945872539,16.13558568,39141.67
FRA_Otter_10<40m,OTT_DEF_27.7.e,2016,mon.27.78abd,0,16.77136979672,82851.53999458
FRA_Otter_10<40m,OTT_DEF_27.7.e,2016,nep.out.7,0,0.405347262446124,6044.30963024619
FRA_Otter_10<40m,OTT_DEF_27.7.e,2017,had.27.7b-k,7.9242490301195,18.51458,36468.44
FRA_Otter_10<40m,OTT_DEF_27.7.e,2017,meg.27.7b-k8abd,3.72961059353225,13.30280052,39618.47
FRA_Otter_10<40m,OTT_DEF_27.7.e,2017,mon.27.78abd,0.940194320200794,14.5729908,73770.019998
FRA_Otter_10<40m,OTT_DEF_27.7.e,2017,nep.out.7,0,0.830171680332805,13024.4955784397
FRA_Otter_10<40m,OTT_DEF_27.7.e,2018,had.27.7b-k,32.5348667388216,55.32636,110825.66
FRA_Otter_10<40m,OTT_DEF_27.7.e,2018,meg.27.7b-k8abd,4.0168720989872,24.78363984,49590.77
FRA_Otter_10<40m,OTT_DEF_27.7.e,2018,mon.27.78abd,0.37153007240812,24.55875400082,134256.59000063
FRA_Otter_10<40m,OTT_DEF_27.7.e,2018,nep.out.7,0,0.527833690450248,7739.64999164052
FRA_Otter_10<40m,OTT_DEF_27.7.e,2019,had.27.7b-k,6.75954350754985,16.6566,39142.08
FRA_Otter_10<40m,OTT_DEF_27.7.e,2019,meg.27.7b-k8abd,1.22006542762948,10.4869656,25954
FRA_Otter_10<40m,OTT_DEF_27.7.e,2019,mon.27.78abd,0.253778820012583,10.8285756,55787.419995504
FRA_Otter_10<40m,OTT_DEF_27.7.e,2019,nep.out.7,0,1.22053822757019,15566.8679812607
FRA_Otter_10<40m,OTT_DEF_27.7.f,2009,had.27.7b-k,7.55401006027721,36.67682,54270.55
FRA_Otter_10<40m,OTT_DEF_27.7.f,2009,meg.27.7b-k8abd,0,2.50455912,6469.43
FRA_Otter_10<40m,OTT_DEF_27.7.f,2009,mon.27.78abd,0,5.14083419344,28176.329995074
FRA_Otter_10<40m,OTT_DEF_27.7.f,2009,sol.27.7fg,0.01058,0.27206,3108.6
FRA_Otter_10<40m,OTT_DEF_27.7.f,2010,had.27.7b-k,3.48282338192436,6.79958,8025.77
FRA_Otter_10<40m,OTT_DEF_27.7.f,2010,meg.27.7b-k8abd,0,3.8914452,12688.23
FRA_Otter_10<40m,OTT_DEF_27.7.f,2010,mon.27.78abd,0,5.2295418,27860.72
FRA_Otter_10<40m,OTT_DEF_27.7.f,2010,sol.27.7fg,0.015054,0.23268,3082.83
FRA_Otter_10<40m,OTT_DEF_27.7.f,2011,had.27.7b-k,1.61831089495572,3.98126,3853.2
FRA_Otter_10<40m,OTT_DEF_27.7.f,2011,meg.27.7b-k8abd,0,3.11627508,11445.02
FRA_Otter_10<40m,OTT_DEF_27.7.f,2011,mon.27.78abd,0,10.3432094,61105.7700007
FRA_Otter_10<40m,OTT_DEF_27.7.f,2011,sol.27.7fg,0.012405,0.45963,6193.96
FRA_Otter_10<40m,OTT_DEF_27.7.f,2012,had.27.7b-k,1.42721739719967,6.12203,6069.36
FRA_Otter_10<40m,OTT_DEF_27.7.f,2012,meg.27.7b-k8abd,0,2.68390176,6888.3
FRA_Otter_10<40m,OTT_DEF_27.7.f,2012,mon.27.78abd,0,7.2844208,35597.77
FRA_Otter_10<40m,OTT_DEF_27.7.f,2012,sol.27.7fg,0.0115675076842993,0.40295,5263.16
FRA_Otter_10<40m,OTT_DEF_27.7.f,2013,had.27.7b-k,1.37890138531314,18.32318,30461.46
FRA_Otter_10<40m,OTT_DEF_27.7.f,2013,meg.27.7b-k8abd,0,5.94574224,10390.47
FRA_Otter_10<40m,OTT_DEF_27.7.f,2013,mon.27.78abd,0,8.0677176,40752.1599996
FRA_Otter_10<40m,OTT_DEF_27.7.f,2013,sol.27.7fg,0.022935,0.96494,10865.51
FRA_Otter_10<40m,OTT_DEF_27.7.f,2014,had.27.7b-k,19.4765794267373,67.28734,93002.12
FRA_Otter_10<40m,OTT_DEF_27.7.f,2014,meg.27.7b-k8abd,0,5.6951574,19593.64
FRA_Otter_10<40m,OTT_DEF_27.7.f,2014,mon.27.78abd,0,10.8175712,57686.989991
FRA_Otter_10<40m,OTT_DEF_27.7.f,2014,sol.27.7fg,0.0368502256513885,1.63306,19082.54
FRA_Otter_10<40m,OTT_DEF_27.7.f,2015,had.27.7b-k,3.15433155978145,7.34178,12441.99
FRA_Otter_10<40m,OTT_DEF_27.7.f,2015,meg.27.7b-k8abd,0.716111388881584,4.23875448,14911.54
FRA_Otter_10<40m,OTT_DEF_27.7.f,2015,mon.27.78abd,0,7.695413,40149.51999717
FRA_Otter_10<40m,OTT_DEF_27.7.f,2015,nep.out.7,0,0.594043889809497,8922.70099209662
FRA_Otter_10<40m,OTT_DEF_27.7.f,2015,sol.27.7fg,0.00475499999999998,0.23629,2986.81
FRA_Otter_10<40m,OTT_DEF_27.7.f,2016,had.27.7b-k,9.41971258979063,9.44771,18549.91
FRA_Otter_10<40m,OTT_DEF_27.7.f,2016,meg.27.7b-k8abd,0.512446694978628,5.37825048,19061.55
FRA_Otter_10<40m,OTT_DEF_27.7.f,2016,mon.27.78abd,0,9.9453208,46952.62
FRA_Otter_10<40m,OTT_DEF_27.7.f,2016,nep.out.7,0,1.98742235603726,29635.3206223002
FRA_Otter_10<40m,OTT_DEF_27.7.f,2016,sol.27.7fg,0.018557003075989,0.49479,5599.46
FRA_Otter_10<40m,OTT_DEF_27.7.f,2017,had.27.7b-k,4.78045705033395,7.58313,17323.16
FRA_Otter_10<40m,OTT_DEF_27.7.f,2017,meg.27.7b-k8abd,1.68726826405028,6.01815996,22237.96
FRA_Otter_10<40m,OTT_DEF_27.7.f,2017,mon.27.78abd,0.673684410591088,10.4420932,51479.97999658
FRA_Otter_10<40m,OTT_DEF_27.7.f,2017,nep.out.7,0,1.25865307619003,19746.9051450353
FRA_Otter_10<40m,OTT_DEF_27.7.f,2017,sol.27.7fg,0.051397,0.85922,9247.83
FRA_Otter_10<40m,OTT_DEF_27.7.f,2018,had.27.7b-k,0.922689432983625,2.58663,5915.36
FRA_Otter_10<40m,OTT_DEF_27.7.f,2018,meg.27.7b-k8abd,1.06929935850579,6.59745432,18996.03
FRA_Otter_10<40m,OTT_DEF_27.7.f,2018,mon.27.78abd,0.146356775411121,9.6744256,53504.54
FRA_Otter_10<40m,OTT_DEF_27.7.f,2018,nep.out.7,0,1.28658013016253,18865.1843825339
FRA_Otter_10<40m,OTT_DEF_27.7.f,2018,sol.27.7fg,0.0561389999999999,0.61477,6746.76
FRA_Otter_10<40m,OTT_DEF_27.7.f,2019,had.27.7b-k,1.79823448010479,5.1959,11409.62
FRA_Otter_10<40m,OTT_DEF_27.7.f,2019,meg.27.7b-k8abd,0.960750514489792,8.25804696,31236.83
FRA_Otter_10<40m,OTT_DEF_27.7.f,2019,mon.27.78abd,0.324447303868958,13.8439534,81799.70999902
FRA_Otter_10<40m,OTT_DEF_27.7.f,2019,nep.out.7,0,1.13629242577726,14492.3885058439
FRA_Otter_10<40m,OTT_DEF_27.7.f,2019,sol.27.7fg,0.073632,0.53844,7569.33
FRA_Otter_10<40m,OTT_DEF_27.7.g,2009,had.27.7b-k,86.2439486092462,532.04323,644898.21
FRA_Otter_10<40m,OTT_DEF_27.7.g,2009,meg.27.7b-k8abd,0,105.97505244,248264.259995713
FRA_Otter_10<40m,OTT_DEF_27.7.g,2009,mon.27.78abd,0,219.49414779508,1173167.8499684
FRA_Otter_10<40m,OTT_DEF_27.7.g,2009,sol.27.7fg,0.468634372305555,12.05019,135878.87
FRA_Otter_10<40m,OTT_DEF_27.7.g,2010,had.27.7b-k,166.443499473942,439.79029,532086.05
FRA_Otter_10<40m,OTT_DEF_27.7.g,2010,meg.27.7b-k8abd,0,163.948997040948,448044.360004066
FRA_Otter_10<40m,OTT_DEF_27.7.g,2010,mon.27.78abd,0,300.10933177868,1580516.320057
FRA_Otter_10<40m,OTT_DEF_27.7.g,2010,sol.27.7fg,0.850093353005869,13.13912,183404.23
FRA_Otter_10<40m,OTT_DEF_27.7.g,2011,had.27.7b-k,216.32889550746,521.09218,537569.13
FRA_Otter_10<40m,OTT_DEF_27.7.g,2011,meg.27.7b-k8abd,0,217.21819776,749294.44
FRA_Otter_10<40m,OTT_DEF_27.7.g,2011,mon.27.78abd,0,496.3310514164,2569931.2399956
FRA_Otter_10<40m,OTT_DEF_27.7.g,2011,sol.27.7fg,0.612565229267535,22.696,305345.34
FRA_Otter_10<40m,OTT_DEF_27.7.g,2012,had.27.7b-k,240.454368173489,1212.72568,1193714.06
FRA_Otter_10<40m,OTT_DEF_27.7.g,2012,meg.27.7b-k8abd,0,338.8323114,843301.85
FRA_Otter_10<40m,OTT_DEF_27.7.g,2012,mon.27.78abd,0,801.1789500164,3893786.7198997
FRA_Otter_10<40m,OTT_DEF_27.7.g,2012,sol.27.7fg,0.76870546215077,26.77862,352229.28
FRA_Otter_10<40m,OTT_DEF_27.7.g,2013,had.27.7b-k,102.039731952023,1200.74797,1650541.75
FRA_Otter_10<40m,OTT_DEF_27.7.g,2013,meg.27.7b-k8abd,0,360.99236124,768651.1
FRA_Otter_10<40m,OTT_DEF_27.7.g,2013,mon.27.78abd,0,835.1483355139,4015048.8001296
FRA_Otter_10<40m,OTT_DEF_27.7.g,2013,sol.27.7fg,0.468863994306481,19.72668,256319.9
FRA_Otter_10<40m,OTT_DEF_27.7.g,2014,had.27.7b-k,156.854000767546,514.61941,821836.61
FRA_Otter_10<40m,OTT_DEF_27.7.g,2014,meg.27.7b-k8abd,0,208.26938112,629497.26
FRA_Otter_10<40m,OTT_DEF_27.7.g,2014,mon.27.78abd,0,321.40220620164,1613837.219991
FRA_Otter_10<40m,OTT_DEF_27.7.g,2014,sol.27.7fg,0.280168054837691,12.41588,135386.49
FRA_Otter_10<40m,OTT_DEF_27.7.g,2015,had.27.7b-k,154.936378813749,350.03584,627279.05
FRA_Otter_10<40m,OTT_DEF_27.7.g,2015,meg.27.7b-k8abd,31.390828881013,185.80631256,551469.47
FRA_Otter_10<40m,OTT_DEF_27.7.g,2015,mon.27.78abd,0,298.24420899508,1504207.539925
FRA_Otter_10<40m,OTT_DEF_27.7.g,2015,nep.fu.19,0.781294752498958,2.37487185473738,16837.5272656367
FRA_Otter_10<40m,OTT_DEF_27.7.g,2015,nep.fu.2021,10.2589966045462,49.1078258150409,331235.739362778
FRA_Otter_10<40m,OTT_DEF_27.7.g,2015,nep.fu.22,0.85645978738726,4.474,23519.41
FRA_Otter_10<40m,OTT_DEF_27.7.g,2015,sol.27.7fg,0.195505697498094,9.71457,128292.88
FRA_Otter_10<40m,OTT_DEF_27.7.g,2016,had.27.7b-k,335.686301949472,277.62539,545590.26
FRA_Otter_10<40m,OTT_DEF_27.7.g,2016,meg.27.7b-k8abd,20.363859445882,230.78655204,665224.08
FRA_Otter_10<40m,OTT_DEF_27.7.g,2016,mon.27.78abd,0,410.6905957836,1969556.49
FRA_Otter_10<40m,OTT_DEF_27.7.g,2016,nep.fu.19,0.674656330818245,2.05909419849068,16242.5178222498
FRA_Otter_10<40m,OTT_DEF_27.7.g,2016,nep.fu.2021,13.4983458316919,41.3398421549914,323129.121983873
FRA_Otter_10<40m,OTT_DEF_27.7.g,2016,nep.fu.22,0.693615994078463,4.44919,33876.78
FRA_Otter_10<40m,OTT_DEF_27.7.g,2016,sol.27.7fg,0.728185043372243,19.41604,227368.76
FRA_Otter_10<40m,OTT_DEF_27.7.g,2017,had.27.7b-k,203.620590223122,331.81827,682642.68
FRA_Otter_10<40m,OTT_DEF_27.7.g,2017,meg.27.7b-k8abd,16.3529718350653,257.596921073364,744357.3700113
FRA_Otter_10<40m,OTT_DEF_27.7.g,2017,mon.27.78abd,142.796108326864,521.1183229754,2565700.43
FRA_Otter_10<40m,OTT_DEF_27.7.g,2017,nep.fu.19,1.00581718527322,3.03386202547104,22956.0969932754
FRA_Otter_10<40m,OTT_DEF_27.7.g,2017,nep.fu.2021,8.77886437634648,52.9943375988171,383384.935078746
FRA_Otter_10<40m,OTT_DEF_27.7.g,2017,nep.fu.22,0.315892531297606,2.65014,18587.34
FRA_Otter_10<40m,OTT_DEF_27.7.g,2017,sol.27.7fg,1.46358222357915,24.467,295973.38
FRA_Otter_10<40m,OTT_DEF_27.7.g,2018,had.27.7b-k,96.2357561316207,255.76201,551353.08
FRA_Otter_10<40m,OTT_DEF_27.7.g,2018,meg.27.7b-k8abd,36.6685584503707,226.24079724,595901.19
FRA_Otter_10<40m,OTT_DEF_27.7.g,2018,mon.27.78abd,5.50148336597772,363.6571751754,1992665.36
FRA_Otter_10<40m,OTT_DEF_27.7.g,2018,nep.fu.19,0.902544775419165,3.0454548643975,23457.7535372222
FRA_Otter_10<40m,OTT_DEF_27.7.g,2018,nep.fu.2021,7.94711552104467,37.5916946683075,243407.509824802
FRA_Otter_10<40m,OTT_DEF_27.7.g,2018,nep.fu.22,0.742704983170361,4.36863,24648.67
FRA_Otter_10<40m,OTT_DEF_27.7.g,2018,sol.27.7fg,1.516671,16.60872,218384.52
FRA_Otter_10<40m,OTT_DEF_27.7.g,2019,had.27.7b-k,60.8965869993216,237.44794,561006.51
FRA_Otter_10<40m,OTT_DEF_27.7.g,2019,meg.27.7b-k8abd,21.1309393976925,181.62914016,634770.36
FRA_Otter_10<40m,OTT_DEF_27.7.g,2019,mon.27.78abd,9.22313412194978,393.5450763918,2221382.14002
FRA_Otter_10<40m,OTT_DEF_27.7.g,2019,nep.fu.19,0.712511434130385,1.580326232866,11182.4965969072
FRA_Otter_10<40m,OTT_DEF_27.7.g,2019,nep.fu.2021,6.74840444839004,31.7954679574605,172358.382461434
FRA_Otter_10<40m,OTT_DEF_27.7.g,2019,nep.fu.22,1.02846963303943,8.17026,38109.24
FRA_Otter_10<40m,OTT_DEF_27.7.g,2019,sol.27.7fg,2.75899599999999,20.17529,324435.91
FRA_Otter_10<40m,OTT_DEF_27.7.h,2009,had.27.7b-k,52.4120383452266,342.69122,542632.19
FRA_Otter_10<40m,OTT_DEF_27.7.h,2009,meg.27.7b-k8abd,0,527.96930822844,1388574.71001338
FRA_Otter_10<40m,OTT_DEF_27.7.h,2009,mon.27.78abd,0,1596.40847200984,8424657.30035
FRA_Otter_10<40m,OTT_DEF_27.7.h,2010,had.27.7b-k,209.89912694537,377.78791,568072.78
FRA_Otter_10<40m,OTT_DEF_27.7.h,2010,meg.27.7b-k8abd,0,828.679278567216,2104332.22993957
FRA_Otter_10<40m,OTT_DEF_27.7.h,2010,mon.27.78abd,0,1860.83214997458,9869971.82989
FRA_Otter_10<40m,OTT_DEF_27.7.h,2011,had.27.7b-k,640.312068722832,1279.83828,1374607.26
FRA_Otter_10<40m,OTT_DEF_27.7.h,2011,meg.27.7b-k8abd,0,658.671016169664,2328949.76004375
FRA_Otter_10<40m,OTT_DEF_27.7.h,2011,mon.27.78abd,0,1978.9597346246,10494023.399916
FRA_Otter_10<40m,OTT_DEF_27.7.h,2012,had.27.7b-k,298.383917991786,1363.07637,1519435.75
FRA_Otter_10<40m,OTT_DEF_27.7.h,2012,meg.27.7b-k8abd,0,688.530532398288,2054328.2099496
FRA_Otter_10<40m,OTT_DEF_27.7.h,2012,mon.27.78abd,0,2123.6744744164,10878517.37064
FRA_Otter_10<40m,OTT_DEF_27.7.h,2013,had.27.7b-k,63.9795474237794,852.12413,1294060.85
FRA_Otter_10<40m,OTT_DEF_27.7.h,2013,meg.27.7b-k8abd,0,664.48181056416,1608694.70002717
FRA_Otter_10<40m,OTT_DEF_27.7.h,2013,mon.27.78abd,0,1945.06291899754,9916584.94118
FRA_Otter_10<40m,OTT_DEF_27.7.h,2014,had.27.7b-k,200.44763169528,838.25682,1450533.47
FRA_Otter_10<40m,OTT_DEF_27.7.h,2014,meg.27.7b-k8abd,0,658.637106188808,1934174.82003271
FRA_Otter_10<40m,OTT_DEF_27.7.h,2014,mon.27.78abd,0,1799.3926413918,9365995.30993
FRA_Otter_10<40m,OTT_DEF_27.7.h,2015,had.27.7b-k,348.104047139769,1101.28429,1962023.48
FRA_Otter_10<40m,OTT_DEF_27.7.h,2015,meg.27.7b-k8abd,126.936089083601,805.794330923976,2620530.50001404
FRA_Otter_10<40m,OTT_DEF_27.7.h,2015,mon.27.78abd,0,2425.888943,12383439.34988
FRA_Otter_10<40m,OTT_DEF_27.7.h,2015,nep.fu.2021,4.02196463648952,19.2523641849591,129858.550637222
FRA_Otter_10<40m,OTT_DEF_27.7.h,2015,nep.out.7,0,1.0957979889183,16459.1841959595
FRA_Otter_10<40m,OTT_DEF_27.7.h,2016,had.27.7b-k,958.815003997491,762.16741,1487280.35
FRA_Otter_10<40m,OTT_DEF_27.7.h,2016,meg.27.7b-k8abd,216.5631348734,736.94607741156,2192050.8299568
FRA_Otter_10<40m,OTT_DEF_27.7.h,2016,mon.27.78abd,0,2251.1635234,11438041.06031
FRA_Otter_10<40m,OTT_DEF_27.7.h,2016,nep.fu.2021,5.11438010575438,15.6632278450087,122430.198016126
FRA_Otter_10<40m,OTT_DEF_27.7.h,2016,nep.out.7,0,2.25506018873855,33626.1849489827
FRA_Otter_10<40m,OTT_DEF_27.7.h,2017,had.27.7b-k,348.483853172584,636.05159,1274231.09
FRA_Otter_10<40m,OTT_DEF_27.7.h,2017,meg.27.7b-k8abd,153.296378265182,558.304094756208,1921000.01996205
FRA_Otter_10<40m,OTT_DEF_27.7.h,2017,mon.27.78abd,65.1876894347088,1896.3834222,9171578.8005
FRA_Otter_10<40m,OTT_DEF_27.7.h,2017,nep.fu.2021,2.52772041516754,15.2587924011829,110388.984921253
FRA_Otter_10<40m,OTT_DEF_27.7.h,2017,nep.out.7,0,1.86301116081012,29228.6296935928
FRA_Otter_10<40m,OTT_DEF_27.7.h,2018,had.27.7b-k,291.533345020125,724.82524,1583172.39
FRA_Otter_10<40m,OTT_DEF_27.7.h,2018,meg.27.7b-k8abd,93.04817663032,574.096570800948,1698116.75995404
FRA_Otter_10<40m,OTT_DEF_27.7.h,2018,mon.27.78abd,26.1191874474539,1726.5216112,9081903.08
FRA_Otter_10<40m,OTT_DEF_27.7.h,2018,nep.fu.2021,1.81812574620397,8.60015533169249,55686.3001751981
FRA_Otter_10<40m,OTT_DEF_27.7.h,2018,nep.out.7,0,0.884401577496534,12968.0215297343
FRA_Otter_10<40m,OTT_DEF_27.7.h,2019,had.27.7b-k,207.184833179916,575.49986,1308775.37
FRA_Otter_10<40m,OTT_DEF_27.7.h,2019,meg.27.7b-k8abd,71.702478336108,538.280931745596,1839211.49995279
FRA_Otter_10<40m,OTT_DEF_27.7.h,2019,mon.27.78abd,10.3547195887011,1394.4882033672,7547065.8298
FRA_Otter_10<40m,OTT_DEF_27.7.h,2019,nep.fu.2021,3.90623865640928,18.4044520425395,99767.7275385661
FRA_Otter_10<40m,OTT_DEF_27.7.h,2019,nep.out.7,0,3.94123306949643,50266.885125236
FRA_Otter_10<40m,OTT_DEF_27.7.j,2009,had.27.7b-k,15.1710609023424,97.51536,123635.76
FRA_Otter_10<40m,OTT_DEF_27.7.j,2009,meg.27.7b-k8abd,0,30.09285696,57320.26
FRA_Otter_10<40m,OTT_DEF_27.7.j,2009,mon.27.78abd,0,590.4709709262,3175514.3899973
FRA_Otter_10<40m,OTT_DEF_27.7.j,2010,had.27.7b-k,31.1144718217821,51.23224,68917.34
FRA_Otter_10<40m,OTT_DEF_27.7.j,2010,meg.27.7b-k8abd,0,23.8557564,43815.6799999
FRA_Otter_10<40m,OTT_DEF_27.7.j,2010,mon.27.78abd,0,540.98620139672,2786377.670054
FRA_Otter_10<40m,OTT_DEF_27.7.j,2011,had.27.7b-k,23.2278493023254,53.93743,64765.27
FRA_Otter_10<40m,OTT_DEF_27.7.j,2011,meg.27.7b-k8abd,0,30.26007468,73979.8100086
FRA_Otter_10<40m,OTT_DEF_27.7.j,2011,mon.27.78abd,0,709.18603642214,3568400.83001
FRA_Otter_10<40m,OTT_DEF_27.7.j,2012,had.27.7b-k,15.2122438326714,63.61363,68164.95
FRA_Otter_10<40m,OTT_DEF_27.7.j,2012,meg.27.7b-k8abd,0,28.180722,60606.32
FRA_Otter_10<40m,OTT_DEF_27.7.j,2012,mon.27.78abd,0,717.98792461558,3409409.049998
FRA_Otter_10<40m,OTT_DEF_27.7.j,2013,had.27.7b-k,1.11204887495901,27.4328,38676.57
FRA_Otter_10<40m,OTT_DEF_27.7.j,2013,meg.27.7b-k8abd,0,21.89857248,37577.41999956
FRA_Otter_10<40m,OTT_DEF_27.7.j,2013,mon.27.78abd,0,899.90595793776,4391995.580067
FRA_Otter_10<40m,OTT_DEF_27.7.j,2014,had.27.7b-k,11.6962474080175,49.33733,72357.93
FRA_Otter_10<40m,OTT_DEF_27.7.j,2014,meg.27.7b-k8abd,0,21.1002048,42318.509999929
FRA_Otter_10<40m,OTT_DEF_27.7.j,2014,mon.27.78abd,0,824.70631622296,4096858.56000506
FRA_Otter_10<40m,OTT_DEF_27.7.j,2015,had.27.7b-k,11.2737542838563,29.06443,53341.41
FRA_Otter_10<40m,OTT_DEF_27.7.j,2015,meg.27.7b-k8abd,0.239533376280814,13.82262684,34667.810000804
FRA_Otter_10<40m,OTT_DEF_27.7.j,2015,mon.27.78abd,0,582.5881798246,2953725.91011
FRA_Otter_10<40m,OTT_DEF_27.7.j,2015,nep.fu.16,0,0.00217508004617206,36.6157302538976
FRA_Otter_10<40m,OTT_DEF_27.7.j,2015,nep.fu.19,0.00302275243380393,0.00918814526261577,65.1427343632534
FRA_Otter_10<40m,OTT_DEF_27.7.j,2015,nep.out.7,0,3.91632893314135,58824.32705153
FRA_Otter_10<40m,OTT_DEF_27.7.j,2016,had.27.7b-k,30.8754557310897,28.8147,58429.05
FRA_Otter_10<40m,OTT_DEF_27.7.j,2016,meg.27.7b-k8abd,5.30229727316237,21.42724584,48260.88999554
FRA_Otter_10<40m,OTT_DEF_27.7.j,2016,mon.27.78abd,0,773.69869179344,3938379.6100457
FRA_Otter_10<40m,OTT_DEF_27.7.j,2016,nep.fu.16,0,0.0153148216731942,122.572377802645
FRA_Otter_10<40m,OTT_DEF_27.7.j,2016,nep.fu.19,0.00115521879048291,0.00352580150931928,27.8121777502026
FRA_Otter_10<40m,OTT_DEF_27.7.j,2016,nep.out.7,0,5.14611711186231,76735.9942926426
FRA_Otter_10<40m,OTT_DEF_27.7.j,2017,had.27.7b-k,17.5594280233775,35.7335,71052
FRA_Otter_10<40m,OTT_DEF_27.7.j,2017,meg.27.7b-k8abd,37.3805660103678,48.969850078104,117088.05000052
FRA_Otter_10<40m,OTT_DEF_27.7.j,2017,mon.27.78abd,42.7020475313848,1071.04723941722,5371595.470023
FRA_Otter_10<40m,OTT_DEF_27.7.j,2017,nep.fu.16,0,0.027605527931614,376.208733884018
FRA_Otter_10<40m,OTT_DEF_27.7.j,2017,nep.fu.19,0.00528949815753783,0.0159547955919981,120.723959113113
FRA_Otter_10<40m,OTT_DEF_27.7.j,2017,nep.out.7,0,6.51221951142249,102169.679166059
FRA_Otter_10<40m,OTT_DEF_27.7.j,2018,had.27.7b-k,21.101360299277,43.06225,93701.9
FRA_Otter_10<40m,OTT_DEF_27.7.j,2018,meg.27.7b-k8abd,20.5769765313282,45.190894561896,86680.0299999
FRA_Otter_10<40m,OTT_DEF_27.7.j,2018,mon.27.78abd,21.1553454136661,1663.97183084592,8554078.99938
FRA_Otter_10<40m,OTT_DEF_27.7.j,2018,nep.fu.16,0,0.0675344711052172,594.584164675908
FRA_Otter_10<40m,OTT_DEF_27.7.j,2018,nep.fu.19,0.00988802335284272,0.0333651356025029,256.99646277777
FRA_Otter_10<40m,OTT_DEF_27.7.j,2018,nep.out.7,0,14.8942418303049,218394.961790103
FRA_Otter_10<40m,OTT_DEF_27.7.j,2019,had.27.7b-k,16.6715079552214,40.13499,91105.96
FRA_Otter_10<40m,OTT_DEF_27.7.j,2019,meg.27.7b-k8abd,6.30267300272615,58.980891238104,112649.7300002
FRA_Otter_10<40m,OTT_DEF_27.7.j,2019,mon.27.78abd,35.3597334115059,1411.50802494834,7422661.9402
FRA_Otter_10<40m,OTT_DEF_27.7.j,2019,nep.fu.16,0,0.900516553793929,7374.15074926589
FRA_Otter_10<40m,OTT_DEF_27.7.j,2019,nep.fu.19,0.0183563520026431,0.0407137671340033,288.093403092846
FRA_Otter_10<40m,OTT_DEF_27.7.j,2019,nep.out.7,0,18.5820554655275,236997.41451621
FRA_Otter_10<40m,OTT_DEF_27.7.k,2009,had.27.7b-k,0.000856197880534329,0.00754,8.05
FRA_Otter_10<40m,OTT_DEF_27.7.k,2009,meg.27.7b-k8abd,0,0.9184698,479.25
FRA_Otter_10<40m,OTT_DEF_27.7.k,2009,mon.27.78abd,0,9.314052,40549.61
FRA_Otter_10<40m,OTT_DEF_27.7.k,2010,had.27.7b-k,0.105319845464003,0.14235,109.62
FRA_Otter_10<40m,OTT_DEF_27.7.k,2010,meg.27.7b-k8abd,0,0.37747464,341.46
FRA_Otter_10<40m,OTT_DEF_27.7.k,2010,mon.27.78abd,0,12.3195734,60536.87
FRA_Otter_10<40m,OTT_DEF_27.7.k,2011,had.27.7b-k,0.0396156883801295,0.0832,104.42
FRA_Otter_10<40m,OTT_DEF_27.7.k,2011,meg.27.7b-k8abd,0,1.09858032,1819.68
FRA_Otter_10<40m,OTT_DEF_27.7.k,2011,mon.27.78abd,0,11.6567346,55990.1
FRA_Otter_10<40m,OTT_DEF_27.7.k,2012,had.27.7b-k,0.217422109052544,1.42187,1750.54
FRA_Otter_10<40m,OTT_DEF_27.7.k,2012,meg.27.7b-k8abd,0,1.45187148,2856.75
FRA_Otter_10<40m,OTT_DEF_27.7.k,2012,mon.27.78abd,0,7.7421612,39046.97
FRA_Otter_10<40m,OTT_DEF_27.7.k,2013,had.27.7b-k,0.0138888597452971,0.3197,462.82
FRA_Otter_10<40m,OTT_DEF_27.7.k,2013,meg.27.7b-k8abd,0,0.69131952,715.23
FRA_Otter_10<40m,OTT_DEF_27.7.k,2013,mon.27.78abd,0,9.599084,48268.11000609
FRA_Otter_10<40m,OTT_DEF_27.7.k,2014,had.27.7b-k,0.0196946092478573,0.1523,280.53
FRA_Otter_10<40m,OTT_DEF_27.7.k,2014,meg.27.7b-k8abd,0,0.89694072,1430.51
FRA_Otter_10<40m,OTT_DEF_27.7.k,2014,mon.27.78abd,0,31.2331604,143728.27
FRA_Otter_10<40m,OTT_DEF_27.7.k,2015,had.27.7b-k,0.0433508559106317,0.09136,166.89
FRA_Otter_10<40m,OTT_DEF_27.7.k,2015,meg.27.7b-k8abd,0.00258680706042025,0.51600588,729.889999907
FRA_Otter_10<40m,OTT_DEF_27.7.k,2015,mon.27.78abd,0,28.86389339836,128986.0399983
FRA_Otter_10<40m,OTT_DEF_27.7.k,2015,nep.fu.16,0,0.0176715196352992,297.485877488201
FRA_Otter_10<40m,OTT_DEF_27.7.k,2016,had.27.7b-k,0.0716944296202282,0.05792,225.89
FRA_Otter_10<40m,OTT_DEF_27.7.k,2016,meg.27.7b-k8abd,0,1.11305628,1713.57
