Country,Year,Metier,Vessel_length,Area,Species,Stock,Landings,Value,check,catch_check,kw_days,Days_at_sea,No_vessels,effort_check
FRA,2009,GNS_DEF,10<40m,27.7.k,MON,mon.27.78abd,104.6082528,488823.86,5838,5781,448883,824.639540708,3.145376739,5010
FRA,2009,GNS_DEF,<10m,27.7.e,HKE,hke.27.3a46-8abd,0.00842,13.74,5842,5785,29176,397.515694437,37.118923961,4934
FRA,2009,GNS_DEF,<10m,27.7.e,MON,mon.27.78abd,0.196554,1232.059999977,5843,5786,29176,397.515694437,37.118923961,4936
FRA,2009,GNS_DEF,10<40m,27.7.b,HKE,hke.27.3a46-8abd,265.94001,789380.59,5847,5789,86587,152.428977265,0.717032931,4949
FRA,2009,GNS_DEF,10<40m,27.7.b,MON,mon.27.78abd,1.681984,8168.17000001,5848,5790,86587,152.428977265,0.717032931,4951
FRA,2009,GNS_DEF,10<40m,27.7.c,HKE,hke.27.3a46-8abd,466.72216,1786954.89,5849,5791,302241,566.498178955,2.312322022,4958
FRA,2009,GNS_DEF,10<40m,27.7.c,MON,mon.27.78abd,2.763728,15189.12,5850,5792,302241,566.498178955,2.312322022,4960
FRA,2009,GNS_DEF,10<40m,27.7.e,HKE,hke.27.3a46-8abd,0.38597,1174.24,5853,5795,192583,1096.950231568,16.931717575,4971
FRA,2009,GNS_DEF,10<40m,27.7.e,MON,mon.27.78abd,0.14897762296,782.920000004,5854,5796,192583,1096.950231568,16.931717575,4973
FRA,2009,GNS_DEF,10<40m,27.7.h,HKE,hke.27.3a46-8abd,20.02166,44923.95,5858,5799,44189,166.704019279,2.402989659,4990
FRA,2009,GNS_DEF,10<40m,27.7.h,MON,mon.27.78abd,0.3339942,2203.2500004,5859,5800,44189,166.704019279,2.402989659,4992
FRA,2009,GNS_DEF,10<40m,27.7.j,HKE,hke.27.3a46-8abd,2190.93682,6659657.14,5860,5801,961593,1929.05847865,8.787486033,4998
FRA,2009,GNS_DEF,10<40m,27.7.j,MON,mon.27.78abd,16.879085,88123.89999949,5861,5802,961593,1929.05847865,8.787486033,5000
FRA,2009,GNS_DEF,10<40m,27.7.k,HKE,hke.27.3a46-8abd,1080.15242,3562268.48,5863,5804,448883,824.639540708,3.145376739,5008
FRA,2009,GNS_DEF,10<40m,27.7.k,MON,mon.27.78abd,2.8210542,16021.89,5864,5805,448883,824.639540708,3.145376739,5010
FRA,2009,GNS_DEF,<10m,27.7.e,HKE,hke.27.3a46-8abd,0.02843,116.7,5871,5812,29176,397.515694437,37.118923961,4934
FRA,2009,GNS_DEF,10<40m,27.7.d,HKE,hke.27.3a46-8abd,0.18961,721.87,5878,5818,12209,68.023165101,1.335041707,4965
FRA,2009,GNS_DEF,10<40m,27.7.e,COD,cod.27.7e-k,3.93496,0,5883,5823,192583,1096.950231568,16.931717575,4969
FRA,2009,GNS_DEF,10<40m,27.7.e,HKE,hke.27.3a46-8abd,0.40403,1704.03,5884,5824,192583,1096.950231568,16.931717575,4971
FRA,2009,GNS_DEF,10<40m,27.7.g,COD,cod.27.7e-k,7.01001,0,5888,5827,1432,4.163413926,0.007812374,4977
FRA,2009,GNS_DEF,10<40m,27.7.g,HKE,hke.27.3a46-8abd,6.07846,16252.36,5889,5828,1432,4.163413926,0.007812374,4979
FRA,2009,GNS_DEF,10<40m,27.7.h,HKE,hke.27.3a46-8abd,47.65979,158951.23,5892,5831,44189,166.704019279,2.402989659,4990
FRA,2009,GNS_DEF,10<40m,27.7.j,HKE,hke.27.3a46-8abd,768.56659,2013918.19,5895,5834,961593,1929.05847865,8.787486033,4998
FRA,2009,GNS_DEF,10<40m,27.7.k,HKE,hke.27.3a46-8abd,9.23925,17731.21,5897,5836,448883,824.639540708,3.145376739,5008
FRA,2009,GNS_DEF,<10m,27.7.d,HKE,hke.27.3a46-8abd,0.2307,377.08,5899,5838,17854,205.818333334,17.725531158,4928
FRA,2009,GNS_DEF,<10m,27.7.e,HKE,hke.27.3a46-8abd,4.01644,8726.53,5904,5843,29176,397.515694437,37.118923961,4934
FRA,2009,GNS_DEF,10<40m,27.7.e,HKE,hke.27.3a46-8abd,0.04499,173.07,5916,5855,192583,1096.950231568,16.931717575,4971
FRA,2009,GNS_DEF,10<40m,27.7.j,HKE,hke.27.3a46-8abd,18.97591,135665.1,5923,5862,961593,1929.05847865,8.787486033,4998
FRA,2009,GTR_DEF,<10m,27.7.d,MON,mon.27.78abd,0.04305,145.36,5927,5866,71003,659.896527797,41.979988321,5035
FRA,2009,GTR_DEF,<10m,27.7.e,MON,mon.27.78abd,12.8022254,68011.91999646,5931,5870,32729,402.447222216,20.52778862,5041
FRA,2009,GTR_DEF,<10m,27.7.h,MON,mon.27.78abd,1.9719524,11112.5599998,5936,5874,1560,15.552083336,0.320853329,5049
FRA,2009,GTR_DEF,10<40m,27.7.d,MON,mon.27.78abd,0.0433288,220.95,5940,5878,699489,3725.644533709,75.357847791,5056
FRA,2009,GTR_DEF,10<40m,27.7.e,COD,cod.27.7e-k,23.85829,0,5944,5882,301628,1488.862963534,24.015036229,5058
FRA,2009,GTR_DEF,10<40m,27.7.e,MON,mon.27.78abd,461.68397680656,2481944.010028,5945,5883,301628,1488.862963534,24.015036229,5062
FRA,2009,GTR_DEF,10<40m,27.7.f,MON,mon.27.78abd,0.072037,409.810000022,5951,5888,1078,3.090901875,0.012099146,5070
FRA,2009,GTR_DEF,10<40m,27.7.g,COD,cod.27.7e-k,17.90564,0,5952,5889,26343,82.17950724,0.590046834,5075
FRA,2009,GTR_DEF,10<40m,27.7.g,MON,mon.27.78abd,7.5364806,40029.249998,5953,5890,26343,82.17950724,0.590046834,5079
FRA,2009,GTR_DEF,10<40m,27.7.h,MON,mon.27.78abd,314.85903259918,1685324.21996,5956,5893,137627,627.382134501,8.106655399,5090
FRA,2009,GTR_DEF,<10m,27.7.d,HKE,hke.27.3a46-8abd,0.007,20.8,5963,5900,71003,659.896527797,41.979988321,5033
FRA,2009,GTR_DEF,<10m,27.7.e,HKE,hke.27.3a46-8abd,0.00726,27.2,5970,5907,32729,402.447222216,20.52778862,5039
FRA,2009,GTR_DEF,<10m,27.7.e,MON,mon.27.78abd,1.7092244,8752.430000619,5971,5908,32729,402.447222216,20.52778862,5041
FRA,2009,GTR_DEF,10<40m,27.7.d,MON,mon.27.78abd,0.008364,45.9,5979,5915,699489,3725.644533709,75.357847791,5056
FRA,2009,GTR_DEF,10<40m,27.7.e,HKE,hke.27.3a46-8abd,0.72699,1928.54,5987,5923,301628,1488.862963534,24.015036229,5060
FRA,2009,GTR_DEF,10<40m,27.7.e,MON,mon.27.78abd,1.9309196,10378.030000377,5988,5924,301628,1488.862963534,24.015036229,5062
FRA,2009,GTR_DEF,10<40m,27.7.h,HKE,hke.27.3a46-8abd,0.41318,1218.95,5995,5930,137627,627.382134501,8.106655399,5088
FRA,2009,GTR_DEF,10<40m,27.7.h,MON,mon.27.78abd,1.9526988,11067.1499995,5996,5931,137627,627.382134501,8.106655399,5090
FRA,2009,GTR_DEF,10<40m,27.7.g,SOL,sol.27.7fg,3.0178,28283.9,6062,5993,26343,82.17950724,0.590046834,5084
FRA,2009,LLS_DEF,<10m,27.7.e,HKE,hke.27.3a46-8abd,0.01795,56.53,6103,6032,34718,421.1284722,34.014930592,5156
FRA,2009,LLS_DEF,10<40m,27.7.b,HKE,hke.27.3a46-8abd,11.97762,38499.93,6109,6038,18544,41.922000148,0.185333468,5171
FRA,2009,LLS_DEF,10<40m,27.7.c,HKE,hke.27.3a46-8abd,9.9034,58862.48,6110,6039,4360,8.26505254,0.041194877,5180
FRA,2009,LLS_DEF,10<40m,27.7.d,HKE,hke.27.3a46-8abd,0.132,263.04,6114,6043,35898,177.47270833,3.31413894,5187
FRA,2009,LLS_DEF,10<40m,27.7.e,HKE,hke.27.3a46-8abd,2.98911,7678.93,6120,6049,149028,571.70745807,10.224164483,5193
FRA,2009,LLS_DEF,10<40m,27.7.g,HKE,hke.27.3a46-8abd,0.01533,38.22,6127,6056,18357,57.430504545,1.30336385,5210
FRA,2009,LLS_DEF,10<40m,27.7.h,HKE,hke.27.3a46-8abd,67.518,171359.21,6131,6060,75369,181.58742223,0.845676525,5221
FRA,2009,LLS_DEF,10<40m,27.7.j,HKE,hke.27.3a46-8abd,59.65825,135484.29,6134,6063,43983,129.68698925,1.501217375,5229
FRA,2009,MIS_MIS,<10m,27.7.d,HKE,hke.27.3a46-8abd,0.07521,155.9,6143,6072,1724,26.645833329,9.104123709,5243
FRA,2009,MIS_MIS,<10m,27.7.d,MON,mon.27.78abd,0.035424,160.1,6148,6077,1724,26.645833329,9.104123709,5245
FRA,2009,MIS_MIS,<10m,27.7.e,HAD,had.27.7b-k,0.15826,266.17,6160,6089,12940,181.36513888,26.350612358,5248
FRA,2009,MIS_MIS,<10m,27.7.e,HKE,hke.27.3a46-8abd,0.80718,1774.87,6161,6090,12940,181.36513888,26.350612358,5249
FRA,2009,MIS_MIS,<10m,27.7.e,MON,mon.27.78abd,64.96645160246,325806.6599906,6166,6095,12940,181.36513888,26.350612358,5251
FRA,2009,MIS_MIS,<10m,27.7.e,WHG,whg.27.7b-ce-k,8.77021,23175.49,6173,6101,12940,181.36513888,26.350612358,5254
FRA,2009,MIS_MIS,<10m,27.7.h,HAD,had.27.7b-k,0.00661,8.47,6176,6104,19,0.583333333,0.094594595,5256
FRA,2009,MIS_MIS,<10m,27.7.h,HKE,hke.27.3a46-8abd,0.00211,5.4,6177,6105,19,0.583333333,0.094594595,5257
FRA,2009,MIS_MIS,<10m,27.7.h,MON,mon.27.78abd,1.1824482,5389.40000039,6181,6109,19,0.583333333,0.094594595,5259
FRA,2009,MIS_MIS,<10m,27.7.h,WHG,whg.27.7b-ce-k,0.06172,301.89,6187,6115,19,0.583333333,0.094594595,5262
FRA,2009,MIS_MIS,>=40m,27.7.b,MON,mon.27.78abd,0.0055104,28.809999996,6188,6116,1902,0.587101136,0.002218186,5266
FRA,2009,MIS_MIS,>=40m,27.7.d,HAD,had.27.7b-k,0.20943,254.35,6195,6123,131419,48.380818138,0.207052671,5272
FRA,2009,MIS_MIS,>=40m,27.7.j,HKE,hke.27.3a46-8abd,0.09788,173.72,6199,6127,47670,19.32299993,0.082950366,5279
FRA,2009,MIS_MIS,>=40m,27.7.j,MON,mon.27.78abd,0.1566938,817.69,6200,6128,47670,19.32299993,0.082950366,5281
FRA,2009,MIS_MIS,10<40m,27.7.b,HAD,had.27.7b-k,6.9435,6649.23,6203,6131,36604,56.465743575,0.091276621,5287
FRA,2009,MIS_MIS,10<40m,27.7.b,HKE,hke.27.3a46-8abd,49.73433,103606.19,6204,6132,36604,56.465743575,0.091276621,5288
FRA,2009,MIS_MIS,10<40m,27.7.b,MEG,meg.27.7b-k8abd,0.26009328,1516.61,6207,6135,36604,56.465743575,0.091276621,5289
FRA,2009,MIS_MIS,10<40m,27.7.b,MON,mon.27.78abd,0.220908,1452.590000003,6208,6136,36604,56.465743575,0.091276621,5290
FRA,2009,MIS_MIS,10<40m,27.7.b,WHG,whg.27.7b-ce-k,0.07882,102.06,6214,6142,36604,56.465743575,0.091276621,5295
FRA,2009,MIS_MIS,10<40m,27.7.c,HAD,had.27.7b-k,0.4291,480.56,6216,6144,83982,132.535610528,0.305743893,5296
FRA,2009,MIS_MIS,10<40m,27.7.c,HKE,hke.27.3a46-8abd,12.78335,27877.5,6217,6145,83982,132.535610528,0.305743893,5297
FRA,2009,MIS_MIS,10<40m,27.7.c,MEG,meg.27.7b-k8abd,0.11566548,618.27,6220,6148,83982,132.535610528,0.305743893,5298
FRA,2009,MIS_MIS,10<40m,27.7.c,MON,mon.27.78abd,1.99711,12149.05,6221,6149,83982,132.535610528,0.305743893,5299
FRA,2009,MIS_MIS,10<40m,27.7.c,WHG,whg.27.7b-ce-k,0.0047,9.09,6226,6154,83982,132.535610528,0.305743893,5302
FRA,2009,MIS_MIS,10<40m,27.7.d,HAD,had.27.7b-k,4.72002,4721.84,6234,6162,463610,1266.85803254,7.280876313,5303
FRA,2009,MIS_MIS,10<40m,27.7.d,HKE,hke.27.3a46-8abd,7.2444,19097.78,6237,6165,463610,1266.85803254,7.280876313,5304
FRA,2009,MIS_MIS,10<40m,27.7.d,MEG,meg.27.7b-k8abd,0.08575608,257.22,6242,6170,463610,1266.85803254,7.280876313,5305
FRA,2009,MIS_MIS,10<40m,27.7.d,MON,mon.27.78abd,9.0095778,39478,6243,6171,463610,1266.85803254,7.280876313,5306
FRA,2009,MIS_MIS,10<40m,27.7.e,HAD,had.27.7b-k,27.21911,33344.83,6259,6187,543779,1699.06656811,12.055332959,5309
FRA,2009,MIS_MIS,10<40m,27.7.e,HKE,hke.27.3a46-8abd,78.3183,179835.51,6260,6188,543779,1699.06656811,12.055332959,5310
FRA,2009,MIS_MIS,10<40m,27.7.e,MEG,meg.27.7b-k8abd,1.79989176,4589.64,6265,6193,543779,1699.06656811,12.055332959,5311
FRA,2009,MIS_MIS,10<40m,27.7.e,MON,mon.27.78abd,181.17195619836,932232.530076768,6266,6194,543779,1699.06656811,12.055332959,5312
FRA,2009,MIS_MIS,10<40m,27.7.e,WHG,whg.27.7b-ce-k,107.87853,151698.56,6274,6201,543779,1699.06656811,12.055332959,5315
FRA,2009,MIS_MIS,10<40m,27.7.f,HAD,had.27.7b-k,3.28455,3783.69,6277,6204,13293,29.81153226,0.048208401,5317
FRA,2009,MIS_MIS,10<40m,27.7.f,HKE,hke.27.3a46-8abd,3.85309,8749.9,6278,6205,13293,29.81153226,0.048208401,5318
FRA,2009,MIS_MIS,10<40m,27.7.f,MEG,meg.27.7b-k8abd,0.33081408,1077.67,6282,6209,13293,29.81153226,0.048208401,5319
FRA,2009,MIS_MIS,10<40m,27.7.f,MON,mon.27.78abd,1.85162564018,9671.900000925,6283,6210,13293,29.81153226,0.048208401,5320
FRA,2009,MIS_MIS,10<40m,27.7.f,SOL,sol.27.7fg,0.03039,305.42,6288,6215,13293,29.81153226,0.048208401,5323
FRA,2009,MIS_MIS,10<40m,27.7.f,WHG,whg.27.7b-ce-k,1.77832,3482.03,6289,6216,13293,29.81153226,0.048208401,5324
FRA,2009,MIS_MIS,10<40m,27.7.g,HAD,had.27.7b-k,97.27024,111106.14,6292,6219,49179,111.683421823,0.13373523,5326
FRA,2009,MIS_MIS,10<40m,27.7.g,HKE,hke.27.3a46-8abd,74.01452,114857.12,6293,6220,49179,111.683421823,0.13373523,5327
FRA,2009,MIS_MIS,10<40m,27.7.g,MEG,meg.27.7b-k8abd,5.572599975168,12771.34,6298,6225,49179,111.683421823,0.13373523,5328
FRA,2009,MIS_MIS,10<40m,27.7.g,MON,mon.27.78abd,80.9430609959,418483.31000015,6299,6226,49179,111.683421823,0.13373523,5329
FRA,2009,MIS_MIS,10<40m,27.7.g,SOL,sol.27.7fg,4.09352,31685.87,6305,6232,49179,111.683421823,0.13373523,5334
FRA,2009,MIS_MIS,10<40m,27.7.g,WHG,whg.27.7b-ce-k,17.18715,31903.77,6306,6233,49179,111.683421823,0.13373523,5335
FRA,2009,MIS_MIS,10<40m,27.7.h,HAD,had.27.7b-k,34.71677,51648.26,6309,6236,167954,378.53462757,0.502523154,5337
FRA,2009,MIS_MIS,10<40m,27.7.h,HKE,hke.27.3a46-8abd,66.25527,115657.91,6310,6237,167954,378.53462757,0.502523154,5338
FRA,2009,MIS_MIS,10<40m,27.7.h,MEG,meg.27.7b-k8abd,3.57271812,10644.490000522,6314,6241,167954,378.53462757,0.502523154,5339
FRA,2009,MIS_MIS,10<40m,27.7.h,MON,mon.27.78abd,291.75991141558,1553707.60997005,6315,6242,167954,378.53462757,0.502523154,5340
FRA,2009,MIS_MIS,10<40m,27.7.h,WHG,whg.27.7b-ce-k,8.108,13501.25,6321,6248,167954,378.53462757,0.502523154,5343
FRA,2009,MIS_MIS,10<40m,27.7.j,HAD,had.27.7b-k,11.03329,11652.64,6323,6250,234651,426.996488444,1.16879995,5345
FRA,2009,MIS_MIS,10<40m,27.7.j,HKE,hke.27.3a46-8abd,115.48205,314567.54,6324,6251,234651,426.996488444,1.16879995,5346
FRA,2009,MIS_MIS,10<40m,27.7.j,MEG,meg.27.7b-k8abd,11.59049448,51572.17,6328,6255,234651,426.996488444,1.16879995,5347
FRA,2009,MIS_MIS,10<40m,27.7.j,MON,mon.27.78abd,49.887857,253667.8099991,6329,6256,234651,426.996488444,1.16879995,5348
FRA,2009,MIS_MIS,10<40m,27.7.j,WHG,whg.27.7b-ce-k,0.91658,1089.6,6335,6262,234651,426.996488444,1.16879995,5353
FRA,2009,MIS_MIS,10<40m,27.7.k,HAD,had.27.7b-k,0.0006,0.84,6337,6264,145356,303.108477158,0.418200347,5355
FRA,2009,MIS_MIS,10<40m,27.7.k,HKE,hke.27.3a46-8abd,10.09449,19739.67,6338,6265,145356,303.108477158,0.418200347,5356
FRA,2009,MIS_MIS,10<40m,27.7.k,MEG,meg.27.7b-k8abd,0.00257856,13.91,6342,6269,145356,303.108477158,0.418200347,5357
FRA,2009,MIS_MIS,10<40m,27.7.k,MON,mon.27.78abd,1.363373,6800.4,6343,6270,145356,303.108477158,0.418200347,5358
FRA,2009,MIS_MIS,10<40m,27.7.k,WHG,whg.27.7b-ce-k,0.06682,25.87,6348,6275,145356,303.108477158,0.418200347,5361
FRA,2009,MIS_MIS,10<40m,27.7.e,COD,cod.27.7e-k,6.67693,0,6349,6276,543779,1699.06656811,12.055332959,5308
FRA,2009,MIS_MIS,10<40m,27.7.g,COD,cod.27.7e-k,21.79966,0,6350,6277,49179,111.683421823,0.13373523,5325
FRA,2009,OTB_CRU,10<40m,27.7.e,COD,cod.27.7e-k,123.12569,0,6351,6278,4140,11.02650592,0.042561988,5380
FRA,2009,OTB_CRU,10<40m,27.7.e,HAD,had.27.7b-k,1.19956,2076.41,6352,6279,4140,11.02650592,0.042561988,5381
FRA,2009,OTB_CRU,10<40m,27.7.e,MEG,meg.27.7b-k8abd,0.77789088,1374.92,6353,6280,4140,11.02650592,0.042561988,5383
FRA,2009,OTB_CRU,10<40m,27.7.e,WHG,whg.27.7b-ce-k,0.22702,409.75,6354,6281,4140,11.02650592,0.042561988,5387
FRA,2009,OTB_CRU,10<40m,27.7.f,HAD,had.27.7b-k,1.3597,1385.47,6355,6282,2544,7.220773617,0.017308223,5389
FRA,2009,OTB_CRU,10<40m,27.7.f,MEG,meg.27.7b-k8abd,0.49354776,1157.57,6356,6283,2544,7.220773617,0.017308223,5391
FRA,2009,OTB_CRU,10<40m,27.7.f,SOL,sol.27.7fg,0.03996,532.74,6357,6284,2544,7.220773617,0.017308223,5395
FRA,2009,OTB_CRU,10<40m,27.7.f,WHG,whg.27.7b-ce-k,0.68519,742.04,6358,6285,2544,7.220773617,0.017308223,5396
FRA,2009,OTB_CRU,10<40m,27.7.g,COD,cod.27.7e-k,416.04273,0,6359,6286,300384,849.05691209,4.43182496,5397
FRA,2009,OTB_CRU,10<40m,27.7.g,HAD,had.27.7b-k,67.37254,103319.42,6360,6287,300384,849.05691209,4.43182496,5398
FRA,2009,OTB_CRU,10<40m,27.7.g,MEG,meg.27.7b-k8abd,42.5342952,62661.379997014,6361,6288,300384,849.05691209,4.43182496,5400
FRA,2009,OTB_CRU,10<40m,27.7.g,SOL,sol.27.7fg,3.02677,39814.96,6362,6289,300384,849.05691209,4.43182496,5406
FRA,2009,OTB_CRU,10<40m,27.7.g,WHG,whg.27.7b-ce-k,103.91964,139293.37,6363,6290,300384,849.05691209,4.43182496,5407
FRA,2009,OTB_CRU,10<40m,27.7.h,HAD,had.27.7b-k,8.33461,14240.16,6364,6291,61108,175.17516096,0.906683725,5409
FRA,2009,OTB_CRU,10<40m,27.7.h,MEG,meg.27.7b-k8abd,15.90545868,20746.78000018,6365,6292,61108,175.17516096,0.906683725,5411
FRA,2009,OTB_CRU,10<40m,27.7.h,WHG,whg.27.7b-ce-k,3.23719,5152.41,6366,6293,61108,175.17516096,0.906683725,5415
FRA,2009,OTB_CRU,10<40m,27.7.j,HAD,had.27.7b-k,0.01699,24.3,6367,6294,528,1.594831758,0.002471776,5417
FRA,2009,OTB_CRU,10<40m,27.7.j,MEG,meg.27.7b-k8abd,0.0396264,13.43,6368,6295,528,1.594831758,0.002471776,5419
FRA,2009,OTB_CRU,10<40m,27.7.j,WHG,whg.27.7b-ce-k,0.02931,76.55,6369,6296,528,1.594831758,0.002471776,5425
FRA,2009,OTB_DEF,>=40m,27.7.d,HKE,hke.27.3a46-8abd,0.15965,297,6390,6315,2921,1.670262897,0.000352823,5447
FRA,2009,OTB_DEF,10<40m,27.7.b,HKE,hke.27.3a46-8abd,0.00198,7.65,6391,6316,745880,1163.187725686,4.609048187,5460
FRA,2009,OTB_DEF,10<40m,27.7.c,HKE,hke.27.3a46-8abd,0.00984,37.94,6392,6317,180637,268.358385408,1.050424739,5469
FRA,2009,OTB_DEF,10<40m,27.7.e,HKE,hke.27.3a46-8abd,0.8254,1695.73,6395,6320,4622840,11979.933753782,89.942738424,5482
FRA,2009,OTB_DEF,10<40m,27.7.f,HKE,hke.27.3a46-8abd,0.07122,129.74,6396,6321,770482,1596.88459883,6.15227079,5490
FRA,2009,OTB_DEF,10<40m,27.7.g,HKE,hke.27.3a46-8abd,0.67033,1221.39,6397,6322,550661,1201.725770181,5.166035216,5499
FRA,2009,OTB_DEF,10<40m,27.7.h,HKE,hke.27.3a46-8abd,0.0184,29.85,6398,6323,1578112,3477.943685384,14.020566343,5510
FRA,2009,OTB_DEF,10<40m,27.7.j,HKE,hke.27.3a46-8abd,0.39079,693.17,6399,6324,721037,1193.529621113,5.259719541,5518
FRA,2009,OTB_DEF,>=40m,27.7.c,HAD,had.27.7b-k,0.07189,146.15,6406,6331,2592,1.401466168,0.002283765,5439
FRA,2009,OTB_DEF,>=40m,27.7.c,HKE,hke.27.3a46-8abd,1.74388,2502.31,6407,6332,2592,1.401466168,0.002283765,5440
FRA,2009,OTB_DEF,>=40m,27.7.c,MEG,meg.27.7b-k8abd,0.00591552,12,6408,6333,2592,1.401466168,0.002283765,5441
FRA,2009,OTB_DEF,>=40m,27.7.d,MEG,meg.27.7b-k8abd,0.2563392,13,6409,6334,2921,1.670262897,0.000352823,5448
FRA,2009,OTB_DEF,>=40m,27.7.k,HAD,had.27.7b-k,0.04686,100.12,6410,6335,1434,0.775339088,0.000997244,5452
FRA,2009,OTB_DEF,>=40m,27.7.k,HKE,hke.27.3a46-8abd,0.09772,358.93,6411,6336,1434,0.775339088,0.000997244,5453
FRA,2009,OTB_DEF,10<40m,27.7.b,HAD,had.27.7b-k,180.47019,174601.13,6413,6338,745880,1163.187725686,4.609048187,5459
FRA,2009,OTB_DEF,10<40m,27.7.b,HKE,hke.27.3a46-8abd,95.55664,180133.86,6414,6339,745880,1163.187725686,4.609048187,5460
FRA,2009,OTB_DEF,10<40m,27.7.b,MEG,meg.27.7b-k8abd,136.67355816,669636.25,6415,6340,745880,1163.187725686,4.609048187,5461
FRA,2009,OTB_DEF,10<40m,27.7.b,MON,mon.27.78abd,331.48461457294,1689403.49005,6416,6341,745880,1163.187725686,4.609048187,5462
FRA,2009,OTB_DEF,10<40m,27.7.b,WHG,whg.27.7b-ce-k,13.26711,17920.25,6422,6347,745880,1163.187725686,4.609048187,5467
FRA,2009,OTB_DEF,10<40m,27.7.c,HAD,had.27.7b-k,23.14703,35997.75,6424,6349,180637,268.358385408,1.050424739,5468
FRA,2009,OTB_DEF,10<40m,27.7.c,HKE,hke.27.3a46-8abd,35.99049,56180.82,6425,6350,180637,268.358385408,1.050424739,5469
FRA,2009,OTB_DEF,10<40m,27.7.c,MEG,meg.27.7b-k8abd,14.98364244,62974.48,6426,6351,180637,268.358385408,1.050424739,5470
FRA,2009,OTB_DEF,10<40m,27.7.c,MON,mon.27.78abd,72.106987,369376.88,6427,6352,180637,268.358385408,1.050424739,5471
FRA,2009,OTB_DEF,10<40m,27.7.c,WHG,whg.27.7b-ce-k,0.73148,1311.23,6433,6358,180637,268.358385408,1.050424739,5474
FRA,2009,OTB_DEF,10<40m,27.7.d,HAD,had.27.7b-k,1.9423,3276.39,6440,6365,4315139,11786.260561549,91.297149039,5475
FRA,2009,OTB_DEF,10<40m,27.7.d,HKE,hke.27.3a46-8abd,0.06605,160.78,6441,6366,4315139,11786.260561549,91.297149039,5476
FRA,2009,OTB_DEF,10<40m,27.7.d,MEG,meg.27.7b-k8abd,0.06798108,350.64,6443,6368,4315139,11786.260561549,91.297149039,5477
FRA,2009,OTB_DEF,10<40m,27.7.d,MON,mon.27.78abd,3.3757104,17686.14,6444,6369,4315139,11786.260561549,91.297149039,5478
FRA,2009,OTB_DEF,10<40m,27.7.e,HAD,had.27.7b-k,792.93112,1018166.91,6455,6380,4622840,11979.933753782,89.942738424,5481
FRA,2009,OTB_DEF,10<40m,27.7.e,HKE,hke.27.3a46-8abd,34.52022,72052.8,6456,6381,4622840,11979.933753782,89.942738424,5482
FRA,2009,OTB_DEF,10<40m,27.7.e,MEG,meg.27.7b-k8abd,25.21557708,80719.16,6457,6382,4622840,11979.933753782,89.942738424,5483
FRA,2009,OTB_DEF,10<40m,27.7.e,MON,mon.27.78abd,318.69655877786,1703719.380026,6458,6383,4622840,11979.933753782,89.942738424,5484
FRA,2009,OTB_DEF,10<40m,27.7.e,WHG,whg.27.7b-ce-k,426.36603,735071.65,6465,6389,4622840,11979.933753782,89.942738424,5487
FRA,2009,OTB_DEF,10<40m,27.7.f,HAD,had.27.7b-k,1010.35969,1169580.46,6468,6392,770482,1596.88459883,6.15227079,5489
FRA,2009,OTB_DEF,10<40m,27.7.f,HKE,hke.27.3a46-8abd,41.68658,86328.97,6469,6393,770482,1596.88459883,6.15227079,5490
FRA,2009,OTB_DEF,10<40m,27.7.f,MEG,meg.27.7b-k8abd,23.62301292,63280.84,6470,6394,770482,1596.88459883,6.15227079,5491
FRA,2009,OTB_DEF,10<40m,27.7.f,MON,mon.27.78abd,108.22042659754,566562.970012,6471,6395,770482,1596.88459883,6.15227079,5492
FRA,2009,OTB_DEF,10<40m,27.7.f,SOL,sol.27.7fg,5.95258,60292.25,6477,6401,770482,1596.88459883,6.15227079,5495
FRA,2009,OTB_DEF,10<40m,27.7.f,WHG,whg.27.7b-ce-k,282.0109,446049.34,6478,6402,770482,1596.88459883,6.15227079,5496
FRA,2009,OTB_DEF,10<40m,27.7.g,HAD,had.27.7b-k,762.64309,853535.23,6481,6405,550661,1201.725770181,5.166035216,5498
FRA,2009,OTB_DEF,10<40m,27.7.g,HKE,hke.27.3a46-8abd,25.49342,51773.51,6482,6406,550661,1201.725770181,5.166035216,5499
FRA,2009,OTB_DEF,10<40m,27.7.g,MEG,meg.27.7b-k8abd,17.4978048,40624.559999824,6483,6407,550661,1201.725770181,5.166035216,5500
FRA,2009,OTB_DEF,10<40m,27.7.g,MON,mon.27.78abd,84.2024626,428230.010053,6484,6408,550661,1201.725770181,5.166035216,5501
FRA,2009,OTB_DEF,10<40m,27.7.g,SOL,sol.27.7fg,2.66675,27566.58,6490,6414,550661,1201.725770181,5.166035216,5506
FRA,2009,OTB_DEF,10<40m,27.7.g,WHG,whg.27.7b-ce-k,288.15868,401955.78,6491,6415,550661,1201.725770181,5.166035216,5507
FRA,2009,OTB_DEF,10<40m,27.7.h,HAD,had.27.7b-k,367.58782,483730.67,6494,6418,1578112,3477.943685384,14.020566343,5509
FRA,2009,OTB_DEF,10<40m,27.7.h,HKE,hke.27.3a46-8abd,24.11461,51436.8,6495,6419,1578112,3477.943685384,14.020566343,5510
FRA,2009,OTB_DEF,10<40m,27.7.h,MEG,meg.27.7b-k8abd,44.24904708,129283.16,6496,6420,1578112,3477.943685384,14.020566343,5511
