Country,Year,Metier,Vessel_length,Area,Species,Stock,kw_days,Days_at_sea,No_vessels,effort_check
BE,2009,TBB_DEF,24<40m,27.7.f,SOL,sol.27.7fg,827883.826169,775.755872,83,148
BE,2009,TBB_DEF,24<40m,27.7.f,WHG,whg.27.7b-ce-k,827883.826169,775.755872,83,149
BE,2009,TBB_DEF,24<40m,27.7.g,COD,cod.27.7e-k,807516.548425,786.213107,80,150
BE,2009,TBB_DEF,24<40m,27.7.g,HAD,had.27.7b-k,807516.548425,786.213107,80,151
BE,2009,TBB_DEF,24<40m,27.7.g,HKE,hke.27.3a46-8abd,807516.548425,786.213107,80,152
BE,2009,TBB_DEF,24<40m,27.7.g,MEG,meg.27.7b-k8abd,807516.548425,786.213107,80,153
BE,2009,TBB_DEF,24<40m,27.7.g,MON,mon.27.78abd,807516.548425,786.213107,80,154
BE,2009,TBB_DEF,24<40m,27.7.g,NEP.FU.19,nep.fu.19,807516.548425,786.213107,80,155
BE,2009,TBB_DEF,24<40m,27.7.g,NEP.FU.2021,nep.fu.2021,807516.548425,786.213107,80,156
BE,2009,TBB_DEF,24<40m,27.7.g,NEP.FU.22,nep.fu.22,807516.548425,786.213107,80,157
BE,2009,TBB_DEF,24<40m,27.7.g,NEP.OUT.7,nep.out.7,807516.548425,786.213107,80,158
BE,2009,TBB_DEF,24<40m,27.7.g,SOL,sol.27.7fg,807516.548425,786.213107,80,159
BE,2009,TBB_DEF,24<40m,27.7.g,WHG,whg.27.7b-ce-k,807516.548425,786.213107,80,160
BE,2009,TBB_DEF,24<40m,27.7.h,COD,cod.27.7e-k,3694.93934,3.684125,4,161
BE,2009,TBB_DEF,24<40m,27.7.h,HAD,had.27.7b-k,3694.93934,3.684125,4,162
BE,2009,TBB_DEF,24<40m,27.7.h,HKE,hke.27.3a46-8abd,3694.93934,3.684125,4,163
BE,2009,TBB_DEF,24<40m,27.7.h,MEG,meg.27.7b-k8abd,3694.93934,3.684125,4,164
BE,2009,TBB_DEF,24<40m,27.7.h,MON,mon.27.78abd,3694.93934,3.684125,4,165
BE,2009,TBB_DEF,24<40m,27.7.h,NEP.FU.2021,nep.fu.2021,3694.93934,3.684125,4,166
BE,2009,TBB_DEF,24<40m,27.7.h,NEP.OUT.7,nep.out.7,3694.93934,3.684125,4,167
BE,2009,TBB_DEF,24<40m,27.7.h,WHG,whg.27.7b-ce-k,3694.93934,3.684125,4,168
BE,2010,GNS_DEF,10<24m,27.7.d,HAD,had.27.7b-k,9248,18,2,169
BE,2010,GNS_DEF,10<24m,27.7.d,HKE,hke.27.3a46-8abd,9248,18,2,170
BE,2010,GNS_DEF,10<24m,27.7.d,MEG,meg.27.7b-k8abd,9248,18,2,171
BE,2010,GNS_DEF,10<24m,27.7.d,MON,mon.27.78abd,9248,18,2,172
BE,2010,GNS_DEF,10<24m,27.7.d,NEP.OUT.7,nep.out.7,9248,18,2,173
BE,2010,GTR_DEF,10<24m,27.7.d,HAD,had.27.7b-k,18450,41,3,174
BE,2010,GTR_DEF,10<24m,27.7.d,HKE,hke.27.3a46-8abd,18450,41,3,175
BE,2010,GTR_DEF,10<24m,27.7.d,MEG,meg.27.7b-k8abd,18450,41,3,176
BE,2010,GTR_DEF,10<24m,27.7.d,MON,mon.27.78abd,18450,41,3,177
BE,2010,GTR_DEF,10<24m,27.7.d,NEP.OUT.7,nep.out.7,18450,41,3,178
BE,2010,MIS_MIS,10<24m,27.7.d,HAD,had.27.7b-k,18615,85,2,179
BE,2010,MIS_MIS,10<24m,27.7.d,HKE,hke.27.3a46-8abd,18615,85,2,180
BE,2010,MIS_MIS,10<24m,27.7.d,MEG,meg.27.7b-k8abd,18615,85,2,181
BE,2010,MIS_MIS,10<24m,27.7.d,MON,mon.27.78abd,18615,85,2,182
BE,2010,MIS_MIS,10<24m,27.7.d,NEP.OUT.7,nep.out.7,18615,85,2,183
BE,2010,MIS_MIS,24<40m,27.7.d,HAD,had.27.7b-k,59580,90,4,184
BE,2010,MIS_MIS,24<40m,27.7.d,HKE,hke.27.3a46-8abd,59580,90,4,185
BE,2010,MIS_MIS,24<40m,27.7.d,MEG,meg.27.7b-k8abd,59580,90,4,186
BE,2010,MIS_MIS,24<40m,27.7.d,MON,mon.27.78abd,59580,90,4,187
BE,2010,MIS_MIS,24<40m,27.7.d,NEP.OUT.7,nep.out.7,59580,90,4,188
BE,2010,MIS_MIS,24<40m,27.7.e,COD,cod.27.7e-k,54945.999338,82.999999,3,189
BE,2010,MIS_MIS,24<40m,27.7.e,HAD,had.27.7b-k,54945.999338,82.999999,3,190
BE,2010,MIS_MIS,24<40m,27.7.e,HKE,hke.27.3a46-8abd,54945.999338,82.999999,3,191
BE,2010,MIS_MIS,24<40m,27.7.e,MEG,meg.27.7b-k8abd,54945.999338,82.999999,3,192
BE,2010,MIS_MIS,24<40m,27.7.e,MON,mon.27.78abd,54945.999338,82.999999,3,193
BE,2010,MIS_MIS,24<40m,27.7.e,NEP.OUT.7,nep.out.7,54945.999338,82.999999,3,194
BE,2010,MIS_MIS,24<40m,27.7.e,SOL,sol.27.7e,54945.999338,82.999999,3,195
BE,2010,MIS_MIS,24<40m,27.7.e,WHG,whg.27.7b-ce-k,54945.999338,82.999999,3,196
BE,2010,MIS_MIS,24<40m,27.7.f,COD,cod.27.7e-k,662,1,1,197
BE,2010,MIS_MIS,24<40m,27.7.f,HAD,had.27.7b-k,662,1,1,198
BE,2010,MIS_MIS,24<40m,27.7.f,HKE,hke.27.3a46-8abd,662,1,1,199
BE,2010,MIS_MIS,24<40m,27.7.f,MEG,meg.27.7b-k8abd,662,1,1,200
BE,2010,MIS_MIS,24<40m,27.7.f,MON,mon.27.78abd,662,1,1,201
BE,2010,MIS_MIS,24<40m,27.7.f,NEP.FU.2021,nep.fu.2021,662,1,1,202
BE,2010,MIS_MIS,24<40m,27.7.f,NEP.OUT.7,nep.out.7,662,1,1,203
BE,2010,MIS_MIS,24<40m,27.7.f,SOL,sol.27.7fg,662,1,1,204
BE,2010,MIS_MIS,24<40m,27.7.f,WHG,whg.27.7b-ce-k,662,1,1,205
BE,2010,OTB_CRU,10<24m,27.7.d,HAD,had.27.7b-k,30601.413143,53.330317,7,206
BE,2010,OTB_CRU,10<24m,27.7.d,HKE,hke.27.3a46-8abd,30601.413143,53.330317,7,207
BE,2010,OTB_CRU,10<24m,27.7.d,MEG,meg.27.7b-k8abd,30601.413143,53.330317,7,208
BE,2010,OTB_CRU,10<24m,27.7.d,MON,mon.27.78abd,30601.413143,53.330317,7,209
BE,2010,OTB_CRU,10<24m,27.7.d,NEP.OUT.7,nep.out.7,30601.413143,53.330317,7,210
BE,2010,OTB_CRU,10<24m,27.7.e,COD,cod.27.7e-k,591.332742,0.666666,1,211
BE,2010,OTB_CRU,10<24m,27.7.e,HAD,had.27.7b-k,591.332742,0.666666,1,212
BE,2010,OTB_CRU,10<24m,27.7.e,HKE,hke.27.3a46-8abd,591.332742,0.666666,1,213
BE,2010,OTB_CRU,10<24m,27.7.e,MEG,meg.27.7b-k8abd,591.332742,0.666666,1,214
BE,2010,OTB_CRU,10<24m,27.7.e,MON,mon.27.78abd,591.332742,0.666666,1,215
BE,2010,OTB_CRU,10<24m,27.7.e,NEP.OUT.7,nep.out.7,591.332742,0.666666,1,216
BE,2010,OTB_CRU,10<24m,27.7.e,SOL,sol.27.7e,591.332742,0.666666,1,217
BE,2010,OTB_CRU,10<24m,27.7.e,WHG,whg.27.7b-ce-k,591.332742,0.666666,1,218
BE,2010,OTB_CRU,10<24m,27.7.f,COD,cod.27.7e-k,6090.791603,27.560143,2,219
BE,2010,OTB_CRU,10<24m,27.7.f,HAD,had.27.7b-k,6090.791603,27.560143,2,220
BE,2010,OTB_CRU,10<24m,27.7.f,HKE,hke.27.3a46-8abd,6090.791603,27.560143,2,221
BE,2010,OTB_CRU,10<24m,27.7.f,MEG,meg.27.7b-k8abd,6090.791603,27.560143,2,222
BE,2010,OTB_CRU,10<24m,27.7.f,MON,mon.27.78abd,6090.791603,27.560143,2,223
BE,2010,OTB_CRU,10<24m,27.7.f,NEP.FU.2021,nep.fu.2021,6090.791603,27.560143,2,224
BE,2010,OTB_CRU,10<24m,27.7.f,NEP.OUT.7,nep.out.7,6090.791603,27.560143,2,225
BE,2010,OTB_CRU,10<24m,27.7.f,SOL,sol.27.7fg,6090.791603,27.560143,2,226
BE,2010,OTB_CRU,10<24m,27.7.f,WHG,whg.27.7b-ce-k,6090.791603,27.560143,2,227
BE,2010,OTB_CRU,10<24m,27.7.g,COD,cod.27.7e-k,16462.889415,50.384115,3,228
BE,2010,OTB_CRU,10<24m,27.7.g,HAD,had.27.7b-k,16462.889415,50.384115,3,229
BE,2010,OTB_CRU,10<24m,27.7.g,HKE,hke.27.3a46-8abd,16462.889415,50.384115,3,230
BE,2010,OTB_CRU,10<24m,27.7.g,MEG,meg.27.7b-k8abd,16462.889415,50.384115,3,231
BE,2010,OTB_CRU,10<24m,27.7.g,MON,mon.27.78abd,16462.889415,50.384115,3,232
BE,2010,OTB_CRU,10<24m,27.7.g,NEP.FU.19,nep.fu.19,16462.889415,50.384115,3,233
BE,2010,OTB_CRU,10<24m,27.7.g,NEP.FU.2021,nep.fu.2021,16462.889415,50.384115,3,234
BE,2010,OTB_CRU,10<24m,27.7.g,NEP.FU.22,nep.fu.22,16462.889415,50.384115,3,235
BE,2010,OTB_CRU,10<24m,27.7.g,NEP.OUT.7,nep.out.7,16462.889415,50.384115,3,236
BE,2010,OTB_CRU,10<24m,27.7.g,SOL,sol.27.7fg,16462.889415,50.384115,3,237
BE,2010,OTB_CRU,10<24m,27.7.g,WHG,whg.27.7b-ce-k,16462.889415,50.384115,3,238
BE,2010,OTB_CRU,24<40m,27.7.d,HAD,had.27.7b-k,12882.92972,19.806815,5,239
BE,2010,OTB_CRU,24<40m,27.7.d,HKE,hke.27.3a46-8abd,12882.92972,19.806815,5,240
BE,2010,OTB_CRU,24<40m,27.7.d,MEG,meg.27.7b-k8abd,12882.92972,19.806815,5,241
BE,2010,OTB_CRU,24<40m,27.7.d,MON,mon.27.78abd,12882.92972,19.806815,5,242
BE,2010,OTB_CRU,24<40m,27.7.d,NEP.OUT.7,nep.out.7,12882.92972,19.806815,5,243
BE,2010,OTB_CRU,24<40m,27.7.e,COD,cod.27.7e-k,3375,4,2,244
BE,2010,OTB_CRU,24<40m,27.7.e,HAD,had.27.7b-k,3375,4,2,245
BE,2010,OTB_CRU,24<40m,27.7.e,HKE,hke.27.3a46-8abd,3375,4,2,246
BE,2010,OTB_CRU,24<40m,27.7.e,MEG,meg.27.7b-k8abd,3375,4,2,247
BE,2010,OTB_CRU,24<40m,27.7.e,MON,mon.27.78abd,3375,4,2,248
BE,2010,OTB_CRU,24<40m,27.7.e,NEP.OUT.7,nep.out.7,3375,4,2,249
BE,2010,OTB_CRU,24<40m,27.7.e,SOL,sol.27.7e,3375,4,2,250
BE,2010,OTB_CRU,24<40m,27.7.e,WHG,whg.27.7b-ce-k,3375,4,2,251
BE,2010,OTB_CRU,24<40m,27.7.f,COD,cod.27.7e-k,49205.117412,63.705882,8,252
BE,2010,OTB_CRU,24<40m,27.7.f,HAD,had.27.7b-k,49205.117412,63.705882,8,253
BE,2010,OTB_CRU,24<40m,27.7.f,HKE,hke.27.3a46-8abd,49205.117412,63.705882,8,254
BE,2010,OTB_CRU,24<40m,27.7.f,MEG,meg.27.7b-k8abd,49205.117412,63.705882,8,255
BE,2010,OTB_CRU,24<40m,27.7.f,MON,mon.27.78abd,49205.117412,63.705882,8,256
BE,2010,OTB_CRU,24<40m,27.7.f,NEP.FU.2021,nep.fu.2021,49205.117412,63.705882,8,257
BE,2010,OTB_CRU,24<40m,27.7.f,NEP.OUT.7,nep.out.7,49205.117412,63.705882,8,258
BE,2010,OTB_CRU,24<40m,27.7.f,SOL,sol.27.7fg,49205.117412,63.705882,8,259
BE,2010,OTB_CRU,24<40m,27.7.f,WHG,whg.27.7b-ce-k,49205.117412,63.705882,8,260
