Fleet,Metier,Year,kw_days
FRA_Static_10<40m,GNS_DEF_27.7.f_27.7.f,2016,12285
FRA_Static_10<40m,GNS_DEF_27.7.g_27.7.g,2009,15752
FRA_Static_10<40m,GNS_DEF_27.7.g_27.7.g,2010,96129
FRA_Static_10<40m,GNS_DEF_27.7.g_27.7.g,2011,53691
FRA_Static_10<40m,GNS_DEF_27.7.g_27.7.g,2012,23056
FRA_Static_10<40m,GNS_DEF_27.7.g_27.7.g,2013,23353
FRA_Static_10<40m,GNS_DEF_27.7.g_27.7.g,2014,57431
FRA_Static_10<40m,GNS_DEF_27.7.g_27.7.g,2015,74701
FRA_Static_10<40m,GNS_DEF_27.7.g_27.7.g,2016,14828
FRA_Static_10<40m,GNS_DEF_27.7.g_27.7.g,2018,9273
FRA_Static_10<40m,GNS_DEF_27.7.g_27.7.g,2019,22957
FRA_Static_10<40m,GNS_DEF_27.7.h_27.7.h,2009,353512
FRA_Static_10<40m,GNS_DEF_27.7.h_27.7.h,2010,297696
FRA_Static_10<40m,GNS_DEF_27.7.h_27.7.h,2011,366056
FRA_Static_10<40m,GNS_DEF_27.7.h_27.7.h,2012,664184
FRA_Static_10<40m,GNS_DEF_27.7.h_27.7.h,2013,497640
FRA_Static_10<40m,GNS_DEF_27.7.h_27.7.h,2014,550200
FRA_Static_10<40m,GNS_DEF_27.7.h_27.7.h,2015,624384
FRA_Static_10<40m,GNS_DEF_27.7.h_27.7.h,2016,590952
FRA_Static_10<40m,GNS_DEF_27.7.h_27.7.h,2017,936680
FRA_Static_10<40m,GNS_DEF_27.7.h_27.7.h,2018,612616
FRA_Static_10<40m,GNS_DEF_27.7.h_27.7.h,2019,1396736
FRA_Static_10<40m,GNS_DEF_27.7.j_27.7.j,2009,9615930
FRA_Static_10<40m,GNS_DEF_27.7.j_27.7.j,2010,6678170
FRA_Static_10<40m,GNS_DEF_27.7.j_27.7.j,2011,8949350
FRA_Static_10<40m,GNS_DEF_27.7.j_27.7.j,2012,6489220
FRA_Static_10<40m,GNS_DEF_27.7.j_27.7.j,2013,7125930
FRA_Static_10<40m,GNS_DEF_27.7.j_27.7.j,2014,8626360
FRA_Static_10<40m,GNS_DEF_27.7.j_27.7.j,2015,12250700
FRA_Static_10<40m,GNS_DEF_27.7.j_27.7.j,2016,10326130
FRA_Static_10<40m,GNS_DEF_27.7.j_27.7.j,2017,10338440
FRA_Static_10<40m,GNS_DEF_27.7.j_27.7.j,2018,9817460
FRA_Static_10<40m,GNS_DEF_27.7.j_27.7.j,2019,10969920
FRA_Static_10<40m,GNS_DEF_27.7.k_27.7.k,2009,3591064
FRA_Static_10<40m,GNS_DEF_27.7.k_27.7.k,2010,2788432
FRA_Static_10<40m,GNS_DEF_27.7.k_27.7.k,2011,2798424
FRA_Static_10<40m,GNS_DEF_27.7.k_27.7.k,2012,2587832
FRA_Static_10<40m,GNS_DEF_27.7.k_27.7.k,2013,2439656
FRA_Static_10<40m,GNS_DEF_27.7.k_27.7.k,2014,2060656
FRA_Static_10<40m,GNS_DEF_27.7.k_27.7.k,2015,821552
FRA_Static_10<40m,GNS_DEF_27.7.k_27.7.k,2016,2048728
FRA_Static_10<40m,GNS_DEF_27.7.k_27.7.k,2017,2046344
FRA_Static_10<40m,GNS_DEF_27.7.k_27.7.k,2018,3922568
FRA_Static_10<40m,GNS_DEF_27.7.k_27.7.k,2019,2608760
FRA_Static_10<40m,GTR_CRU_27.7.d_27.7.d,2009,12180
FRA_Static_10<40m,GTR_CRU_27.7.d_27.7.d,2012,2185
FRA_Static_10<40m,GTR_CRU_27.7.d_27.7.d,2013,1260
FRA_Static_10<40m,GTR_CRU_27.7.e_27.7.e,2009,254568
FRA_Static_10<40m,GTR_CRU_27.7.e_27.7.e,2010,103496
FRA_Static_10<40m,GTR_CRU_27.7.e_27.7.e,2011,159688
FRA_Static_10<40m,GTR_CRU_27.7.e_27.7.e,2012,52424
FRA_Static_10<40m,GTR_CRU_27.7.e_27.7.e,2016,14544
FRA_Static_10<40m,GTR_CRU_27.7.h_27.7.h,2017,1376
FRA_Static_10<40m,GTR_DEF_27.7.b_27.7.b,2010,6534
FRA_Static_10<40m,GTR_DEF_27.7.b_27.7.b,2013,12150
FRA_Static_10<40m,GTR_DEF_27.7.b_27.7.b,2014,13680
FRA_Static_10<40m,GTR_DEF_27.7.c_27.7.c,2010,1617
FRA_Static_10<40m,GTR_DEF_27.7.c_27.7.c,2011,2310
FRA_Static_10<40m,GTR_DEF_27.7.c_27.7.c,2014,539
FRA_Static_10<40m,GTR_DEF_27.7.d_27.7.d,2009,3497445
FRA_Static_10<40m,GTR_DEF_27.7.d_27.7.d,2010,3625870
FRA_Static_10<40m,GTR_DEF_27.7.d_27.7.d,2011,3819985
FRA_Static_10<40m,GTR_DEF_27.7.d_27.7.d,2012,3945770
FRA_Static_10<40m,GTR_DEF_27.7.d_27.7.d,2013,3730720
FRA_Static_10<40m,GTR_DEF_27.7.d_27.7.d,2014,3918815
FRA_Static_10<40m,GTR_DEF_27.7.d_27.7.d,2015,3237980
FRA_Static_10<40m,GTR_DEF_27.7.d_27.7.d,2016,2972235
FRA_Static_10<40m,GTR_DEF_27.7.d_27.7.d,2017,2708990
FRA_Static_10<40m,GTR_DEF_27.7.d_27.7.d,2018,2367770
FRA_Static_10<40m,GTR_DEF_27.7.d_27.7.d,2019,1620770
FRA_Static_10<40m,GTR_DEF_27.7.e_27.7.e,2009,2413024
FRA_Static_10<40m,GTR_DEF_27.7.e_27.7.e,2010,2705424
FRA_Static_10<40m,GTR_DEF_27.7.e_27.7.e,2011,2794200
FRA_Static_10<40m,GTR_DEF_27.7.e_27.7.e,2012,2863760
FRA_Static_10<40m,GTR_DEF_27.7.e_27.7.e,2013,2745768
FRA_Static_10<40m,GTR_DEF_27.7.e_27.7.e,2014,2498216
FRA_Static_10<40m,GTR_DEF_27.7.e_27.7.e,2015,2355384
FRA_Static_10<40m,GTR_DEF_27.7.e_27.7.e,2016,2353328
FRA_Static_10<40m,GTR_DEF_27.7.e_27.7.e,2017,2795176
FRA_Static_10<40m,GTR_DEF_27.7.e_27.7.e,2018,3351240
FRA_Static_10<40m,GTR_DEF_27.7.e_27.7.e,2019,3214256
FRA_Static_10<40m,GTR_DEF_27.7.f_27.7.f,2009,9702
FRA_Static_10<40m,GTR_DEF_27.7.f_27.7.f,2010,78642
FRA_Static_10<40m,GTR_DEF_27.7.f_27.7.f,2011,102492
FRA_Static_10<40m,GTR_DEF_27.7.f_27.7.f,2012,44424
FRA_Static_10<40m,GTR_DEF_27.7.f_27.7.f,2013,120672
FRA_Static_10<40m,GTR_DEF_27.7.f_27.7.f,2014,10089
FRA_Static_10<40m,GTR_DEF_27.7.f_27.7.f,2015,17946
FRA_Static_10<40m,GTR_DEF_27.7.f_27.7.f,2016,1368
FRA_Static_10<40m,GTR_DEF_27.7.g_27.7.g,2009,289773
FRA_Static_10<40m,GTR_DEF_27.7.g_27.7.g,2010,62909
FRA_Static_10<40m,GTR_DEF_27.7.g_27.7.g,2011,215820
FRA_Static_10<40m,GTR_DEF_27.7.g_27.7.g,2012,47311
FRA_Static_10<40m,GTR_DEF_27.7.g_27.7.g,2013,189607
FRA_Static_10<40m,GTR_DEF_27.7.g_27.7.g,2014,4257
FRA_Static_10<40m,GTR_DEF_27.7.g_27.7.g,2015,26554
FRA_Static_10<40m,GTR_DEF_27.7.g_27.7.g,2016,28534
FRA_Static_10<40m,GTR_DEF_27.7.g_27.7.g,2017,38698
FRA_Static_10<40m,GTR_DEF_27.7.g_27.7.g,2018,17171
FRA_Static_10<40m,GTR_DEF_27.7.g_27.7.g,2019,27995
FRA_Static_10<40m,GTR_DEF_27.7.h_27.7.h,2009,1101016
FRA_Static_10<40m,GTR_DEF_27.7.h_27.7.h,2010,1726192
FRA_Static_10<40m,GTR_DEF_27.7.h_27.7.h,2011,1382352
FRA_Static_10<40m,GTR_DEF_27.7.h_27.7.h,2012,1740400
FRA_Static_10<40m,GTR_DEF_27.7.h_27.7.h,2013,1442936
FRA_Static_10<40m,GTR_DEF_27.7.h_27.7.h,2014,1540664
FRA_Static_10<40m,GTR_DEF_27.7.h_27.7.h,2015,1704672
FRA_Static_10<40m,GTR_DEF_27.7.h_27.7.h,2016,2078192
FRA_Static_10<40m,GTR_DEF_27.7.h_27.7.h,2017,1719880
FRA_Static_10<40m,GTR_DEF_27.7.h_27.7.h,2018,1598656
FRA_Static_10<40m,GTR_DEF_27.7.h_27.7.h,2019,1365296
FRA_Static_10<40m,GTR_DEF_27.7.j_27.7.j,2010,48250
FRA_Static_10<40m,GTR_DEF_27.7.j_27.7.j,2011,84230
FRA_Static_10<40m,GTR_DEF_27.7.j_27.7.j,2012,20170
FRA_Static_10<40m,GTR_DEF_27.7.j_27.7.j,2014,850
FRA_Static_10<40m,GTR_DEF_27.7.j_27.7.j,2015,21560
FRA_Static_10<40m,GTR_DEF_27.7.j_27.7.j,2016,45490
FRA_Static_10<40m,GTR_DEF_27.7.j_27.7.j,2017,180
FRA_Static_10<40m,GTR_DEF_27.7.j_27.7.j,2018,89330
FRA_Static_10<40m,GTR_DEF_27.7.k_27.7.k,2012,1112
FRA_Static_10<40m,GTR_DEF_27.7.k_27.7.k,2015,696
FRA_Static_10<40m,GTR_DEF_27.7.k_27.7.k,2017,360
FRA_Static_10<40m,LHM_DEF_27.7.d_27.7.d,2010,11070
FRA_Static_10<40m,LHM_DEF_27.7.d_27.7.d,2011,12095
FRA_Static_10<40m,LHM_DEF_27.7.d_27.7.d,2012,12600
FRA_Static_10<40m,LHM_DEF_27.7.d_27.7.d,2013,11830
FRA_Static_10<40m,LHM_DEF_27.7.d_27.7.d,2014,15870
FRA_Static_10<40m,LHM_DEF_27.7.d_27.7.d,2015,9120
FRA_Static_10<40m,LHM_DEF_27.7.d_27.7.d,2016,260
FRA_Static_10<40m,LHM_DEF_27.7.d_27.7.d,2017,20095
FRA_Static_10<40m,LHM_DEF_27.7.d_27.7.d,2018,10390
FRA_Static_10<40m,LHM_DEF_27.7.d_27.7.d,2019,2065
FRA_Static_10<40m,LHM_DEF_27.7.e_27.7.e,2009,8944
FRA_Static_10<40m,LHM_DEF_27.7.e_27.7.e,2010,24768
FRA_Static_10<40m,LHM_DEF_27.7.e_27.7.e,2011,8168
FRA_Static_10<40m,LHM_DEF_27.7.e_27.7.e,2012,14160
FRA_Static_10<40m,LHM_DEF_27.7.e_27.7.e,2013,51624
FRA_Static_10<40m,LHM_DEF_27.7.e_27.7.e,2014,34456
FRA_Static_10<40m,LHM_DEF_27.7.e_27.7.e,2015,20528
FRA_Static_10<40m,LHM_DEF_27.7.e_27.7.e,2016,44968
FRA_Static_10<40m,LHM_DEF_27.7.e_27.7.e,2017,36752
FRA_Static_10<40m,LHM_DEF_27.7.e_27.7.e,2018,27384
FRA_Static_10<40m,LHM_DEF_27.7.e_27.7.e,2019,40944
FRA_Static_10<40m,LHM_DEF_27.7.h_27.7.h,2009,55424
FRA_Static_10<40m,LHM_DEF_27.7.h_27.7.h,2010,19768
FRA_Static_10<40m,LHM_DEF_27.7.h_27.7.h,2013,1280
FRA_Static_10<40m,LHM_DEF_27.7.h_27.7.h,2014,25424
FRA_Static_10<40m,LHM_DEF_27.7.h_27.7.h,2016,176
FRA_Static_10<40m,LHM_DEF_27.7.h_27.7.h,2018,1008
FRA_Static_10<40m,LHM_DEF_27.7.h_27.7.h,2019,13928
FRA_Static_10<40m,LLS_DEF_27.7.b_27.7.b,2009,166896
FRA_Static_10<40m,LLS_DEF_27.7.b_27.7.b,2010,268578
FRA_Static_10<40m,LLS_DEF_27.7.b_27.7.b,2011,235458
FRA_Static_10<40m,LLS_DEF_27.7.b_27.7.b,2012,127080
FRA_Static_10<40m,LLS_DEF_27.7.b_27.7.b,2013,261414
FRA_Static_10<40m,LLS_DEF_27.7.b_27.7.b,2014,785025
FRA_Static_10<40m,LLS_DEF_27.7.b_27.7.b,2015,547056
FRA_Static_10<40m,LLS_DEF_27.7.b_27.7.b,2016,1220805
FRA_Static_10<40m,LLS_DEF_27.7.b_27.7.b,2017,1296612
FRA_Static_10<40m,LLS_DEF_27.7.b_27.7.b,2018,851526
FRA_Static_10<40m,LLS_DEF_27.7.b_27.7.b,2019,951876
FRA_Static_10<40m,LLS_DEF_27.7.c_27.7.c,2009,30520
FRA_Static_10<40m,LLS_DEF_27.7.c_27.7.c,2010,397152
FRA_Static_10<40m,LLS_DEF_27.7.c_27.7.c,2011,347697
FRA_Static_10<40m,LLS_DEF_27.7.c_27.7.c,2012,1343412
FRA_Static_10<40m,LLS_DEF_27.7.c_27.7.c,2013,2056796
FRA_Static_10<40m,LLS_DEF_27.7.c_27.7.c,2014,2594438
FRA_Static_10<40m,LLS_DEF_27.7.c_27.7.c,2015,1710401
FRA_Static_10<40m,LLS_DEF_27.7.c_27.7.c,2016,2047248
FRA_Static_10<40m,LLS_DEF_27.7.c_27.7.c,2017,2486778
FRA_Static_10<40m,LLS_DEF_27.7.c_27.7.c,2018,1461362
FRA_Static_10<40m,LLS_DEF_27.7.c_27.7.c,2019,1424675
FRA_Static_10<40m,LLS_DEF_27.7.d_27.7.d,2009,179490
FRA_Static_10<40m,LLS_DEF_27.7.d_27.7.d,2010,172690
FRA_Static_10<40m,LLS_DEF_27.7.d_27.7.d,2011,129915
FRA_Static_10<40m,LLS_DEF_27.7.d_27.7.d,2012,95465
FRA_Static_10<40m,LLS_DEF_27.7.d_27.7.d,2013,82510
FRA_Static_10<40m,LLS_DEF_27.7.d_27.7.d,2014,92780
FRA_Static_10<40m,LLS_DEF_27.7.d_27.7.d,2015,71245
FRA_Static_10<40m,LLS_DEF_27.7.d_27.7.d,2016,91340
FRA_Static_10<40m,LLS_DEF_27.7.d_27.7.d,2017,72905
FRA_Static_10<40m,LLS_DEF_27.7.d_27.7.d,2018,39320
FRA_Static_10<40m,LLS_DEF_27.7.d_27.7.d,2019,37755
FRA_Static_10<40m,LLS_DEF_27.7.e_27.7.e,2009,1192224
FRA_Static_10<40m,LLS_DEF_27.7.e_27.7.e,2010,1114384
FRA_Static_10<40m,LLS_DEF_27.7.e_27.7.e,2011,1169600
FRA_Static_10<40m,LLS_DEF_27.7.e_27.7.e,2012,906184
FRA_Static_10<40m,LLS_DEF_27.7.e_27.7.e,2013,1038224
FRA_Static_10<40m,LLS_DEF_27.7.e_27.7.e,2014,959624
FRA_Static_10<40m,LLS_DEF_27.7.e_27.7.e,2015,787824
FRA_Static_10<40m,LLS_DEF_27.7.e_27.7.e,2016,418880
FRA_Static_10<40m,LLS_DEF_27.7.e_27.7.e,2017,372832
FRA_Static_10<40m,LLS_DEF_27.7.e_27.7.e,2018,280352
FRA_Static_10<40m,LLS_DEF_27.7.e_27.7.e,2019,277800
FRA_Static_10<40m,LLS_DEF_27.7.f_27.7.f,2009,15192
FRA_Static_10<40m,LLS_DEF_27.7.g_27.7.g,2009,201927
FRA_Static_10<40m,LLS_DEF_27.7.g_27.7.g,2012,28314
FRA_Static_10<40m,LLS_DEF_27.7.g_27.7.g,2013,83611
FRA_Static_10<40m,LLS_DEF_27.7.g_27.7.g,2014,29106
FRA_Static_10<40m,LLS_DEF_27.7.g_27.7.g,2015,231297
FRA_Static_10<40m,LLS_DEF_27.7.g_27.7.g,2016,62557
FRA_Static_10<40m,LLS_DEF_27.7.g_27.7.g,2017,61237
FRA_Static_10<40m,LLS_DEF_27.7.g_27.7.g,2018,76802
FRA_Static_10<40m,LLS_DEF_27.7.g_27.7.g,2019,561495
FRA_Static_10<40m,LLS_DEF_27.7.h_27.7.h,2009,602952
FRA_Static_10<40m,LLS_DEF_27.7.h_27.7.h,2010,269816
FRA_Static_10<40m,LLS_DEF_27.7.h_27.7.h,2011,343072
FRA_Static_10<40m,LLS_DEF_27.7.h_27.7.h,2012,272840
FRA_Static_10<40m,LLS_DEF_27.7.h_27.7.h,2013,407880
FRA_Static_10<40m,LLS_DEF_27.7.h_27.7.h,2014,288536
FRA_Static_10<40m,LLS_DEF_27.7.h_27.7.h,2015,247200
FRA_Static_10<40m,LLS_DEF_27.7.h_27.7.h,2016,353256
FRA_Static_10<40m,LLS_DEF_27.7.h_27.7.h,2017,621472
FRA_Static_10<40m,LLS_DEF_27.7.h_27.7.h,2018,797272
FRA_Static_10<40m,LLS_DEF_27.7.h_27.7.h,2019,662208
FRA_Static_10<40m,LLS_DEF_27.7.j_27.7.j,2009,439830
FRA_Static_10<40m,LLS_DEF_27.7.j_27.7.j,2010,966500
FRA_Static_10<40m,LLS_DEF_27.7.j_27.7.j,2011,1379960
FRA_Static_10<40m,LLS_DEF_27.7.j_27.7.j,2012,1458090
FRA_Static_10<40m,LLS_DEF_27.7.j_27.7.j,2013,5730750
FRA_Static_10<40m,LLS_DEF_27.7.j_27.7.j,2014,5158990
FRA_Static_10<40m,LLS_DEF_27.7.j_27.7.j,2015,6167700
FRA_Static_10<40m,LLS_DEF_27.7.j_27.7.j,2016,6871400
FRA_Static_10<40m,LLS_DEF_27.7.j_27.7.j,2017,10728140
FRA_Static_10<40m,LLS_DEF_27.7.j_27.7.j,2018,11601070
FRA_Static_10<40m,LLS_DEF_27.7.j_27.7.j,2019,5830380
FRA_Static_10<40m,LLS_DEF_27.7.k_27.7.k,2010,437312
FRA_Static_10<40m,LLS_DEF_27.7.k_27.7.k,2011,121344
FRA_Static_10<40m,LLS_DEF_27.7.k_27.7.k,2012,283208
FRA_Static_10<40m,LLS_DEF_27.7.k_27.7.k,2013,794376
FRA_Static_10<40m,LLS_DEF_27.7.k_27.7.k,2014,287528
FRA_Static_10<40m,LLS_DEF_27.7.k_27.7.k,2015,2117760
FRA_Static_10<40m,LLS_DEF_27.7.k_27.7.k,2016,2371648
FRA_Static_10<40m,LLS_DEF_27.7.k_27.7.k,2017,2683424
FRA_Static_10<40m,LLS_DEF_27.7.k_27.7.k,2018,468584
FRA_Static_10<40m,LLS_DEF_27.7.k_27.7.k,2019,3889784
IE_Beam_10<24m,TBB_DEF_27.7.d_27.7.d,2017,1105
IE_Beam_10<24m,TBB_DEF_27.7.f_27.7.f,2009,123282
IE_Beam_10<24m,TBB_DEF_27.7.f_27.7.f,2010,53703
IE_Beam_10<24m,TBB_DEF_27.7.f_27.7.f,2011,51714
IE_Beam_10<24m,TBB_DEF_27.7.f_27.7.f,2012,14481
IE_Beam_10<24m,TBB_DEF_27.7.f_27.7.f,2013,17901
IE_Beam_10<24m,TBB_DEF_27.7.f_27.7.f,2014,3978
IE_Beam_10<24m,TBB_DEF_27.7.f_27.7.f,2016,1989
IE_Beam_10<24m,TBB_DEF_27.7.f_27.7.f,2019,3978
IE_Beam_10<24m,TBB_DEF_27.7.g_27.7.g,2009,2310638
IE_Beam_10<24m,TBB_DEF_27.7.g_27.7.g,2010,1832248
IE_Beam_10<24m,TBB_DEF_27.7.g_27.7.g,2011,1976183
IE_Beam_10<24m,TBB_DEF_27.7.g_27.7.g,2012,2093388
IE_Beam_10<24m,TBB_DEF_27.7.g_27.7.g,2013,2678918
IE_Beam_10<24m,TBB_DEF_27.7.g_27.7.g,2014,2691238
IE_Beam_10<24m,TBB_DEF_27.7.g_27.7.g,2015,2738538
IE_Beam_10<24m,TBB_DEF_27.7.g_27.7.g,2016,2777390
IE_Beam_10<24m,TBB_DEF_27.7.g_27.7.g,2017,2073896
IE_Beam_10<24m,TBB_DEF_27.7.g_27.7.g,2018,2307360
IE_Beam_10<24m,TBB_DEF_27.7.g_27.7.g,2019,2025023
IE_Beam_10<24m,TBB_DEF_27.7.h_27.7.h,2010,70720
IE_Beam_10<24m,TBB_DEF_27.7.h_27.7.h,2011,20192
IE_Beam_10<24m,TBB_DEF_27.7.h_27.7.h,2012,5304
IE_Beam_10<24m,TBB_DEF_27.7.h_27.7.h,2016,3536
IE_Beam_10<24m,TBB_DEF_27.7.j_27.7.j,2013,53040
IE_Beam_10<24m,TBB_DEF_27.7.j_27.7.j,2014,81770
IE_Beam_10<24m,TBB_DEF_27.7.j_27.7.j,2016,2210
IE_Beam_10<24m,TBB_DEF_27.7.j_27.7.j,2019,15470
IE_Beam_24<40m,TBB_DEF_27.7.e_27.7.e,2009,3536
IE_Beam_24<40m,TBB_DEF_27.7.e_27.7.e,2017,19448
IE_Beam_24<40m,TBB_DEF_27.7.f_27.7.f,2009,1989
IE_Beam_24<40m,TBB_DEF_27.7.f_27.7.f,2010,19890
IE_Beam_24<40m,TBB_DEF_27.7.f_27.7.f,2011,27846
IE_Beam_24<40m,TBB_DEF_27.7.f_27.7.f,2012,17901
IE_Beam_24<40m,TBB_DEF_27.7.f_27.7.f,2013,25254
IE_Beam_24<40m,TBB_DEF_27.7.f_27.7.f,2016,9945
IE_Beam_24<40m,TBB_DEF_27.7.f_27.7.f,2017,5967
IE_Beam_24<40m,TBB_DEF_27.7.f_27.7.f,2018,1989
IE_Beam_24<40m,TBB_DEF_27.7.g_27.7.g,2009,6793578
IE_Beam_24<40m,TBB_DEF_27.7.g_27.7.g,2010,8094746
IE_Beam_24<40m,TBB_DEF_27.7.g_27.7.g,2011,7425198
IE_Beam_24<40m,TBB_DEF_27.7.g_27.7.g,2012,9700086
IE_Beam_24<40m,TBB_DEF_27.7.g_27.7.g,2013,9546625
IE_Beam_24<40m,TBB_DEF_27.7.g_27.7.g,2014,8395299
IE_Beam_24<40m,TBB_DEF_27.7.g_27.7.g,2015,8833539
IE_Beam_24<40m,TBB_DEF_27.7.g_27.7.g,2016,9945804
IE_Beam_24<40m,TBB_DEF_27.7.g_27.7.g,2017,9358899
IE_Beam_24<40m,TBB_DEF_27.7.g_27.7.g,2018,9983897
IE_Beam_24<40m,TBB_DEF_27.7.g_27.7.g,2019,9879815
IE_Beam_24<40m,TBB_DEF_27.7.h_27.7.h,2009,5304
IE_Beam_24<40m,TBB_DEF_27.7.h_27.7.h,2010,24752
IE_Beam_24<40m,TBB_DEF_27.7.h_27.7.h,2011,12000
IE_Beam_24<40m,TBB_DEF_27.7.h_27.7.h,2012,1768
IE_Beam_24<40m,TBB_DEF_27.7.h_27.7.h,2016,1768
IE_Beam_24<40m,TBB_DEF_27.7.h_27.7.h,2017,1768
IE_Beam_24<40m,TBB_DEF_27.7.j_27.7.j,2009,751130
IE_Beam_24<40m,TBB_DEF_27.7.j_27.7.j,2010,257220
IE_Beam_24<40m,TBB_DEF_27.7.j_27.7.j,2011,122280
IE_Beam_24<40m,TBB_DEF_27.7.j_27.7.j,2012,90660
IE_Beam_24<40m,TBB_DEF_27.7.j_27.7.j,2013,127740
IE_Beam_24<40m,TBB_DEF_27.7.j_27.7.j,2014,81400
IE_Beam_24<40m,TBB_DEF_27.7.j_27.7.j,2015,81400
IE_Beam_24<40m,TBB_DEF_27.7.j_27.7.j,2016,22100
IE_Beam_24<40m,TBB_DEF_27.7.j_27.7.j,2017,7400
IE_Beam_24<40m,TBB_DEF_27.7.j_27.7.j,2018,45370
IE_Otter_10<24m,OTB_CEP_27.7.e_27.7.e,2017,5056
IE_Otter_10<24m,OTB_CEP_27.7.e_27.7.e,2018,7680
IE_Otter_10<24m,OTB_CRU_27.7.b_27.7.b,2009,1559610
IE_Otter_10<24m,OTB_CRU_27.7.b_27.7.b,2010,2821878
IE_Otter_10<24m,OTB_CRU_27.7.b_27.7.b,2011,1666035
IE_Otter_10<24m,OTB_CRU_27.7.b_27.7.b,2012,2197620
IE_Otter_10<24m,OTB_CRU_27.7.b_27.7.b,2013,2971152
IE_Otter_10<24m,OTB_CRU_27.7.b_27.7.b,2014,2576619
IE_Otter_10<24m,OTB_CRU_27.7.b_27.7.b,2015,1280196
IE_Otter_10<24m,OTB_CRU_27.7.b_27.7.b,2016,2082969
IE_Otter_10<24m,OTB_CRU_27.7.b_27.7.b,2017,1623330
IE_Otter_10<24m,OTB_CRU_27.7.b_27.7.b,2018,1524096
IE_Otter_10<24m,OTB_CRU_27.7.b_27.7.b,2019,648162
IE_Otter_10<24m,OTB_CRU_27.7.c_27.7.c,2009,480725
IE_Otter_10<24m,OTB_CRU_27.7.c_27.7.c,2010,267239
IE_Otter_10<24m,OTB_CRU_27.7.c_27.7.c,2011,462553
IE_Otter_10<24m,OTB_CRU_27.7.c_27.7.c,2012,577199
IE_Otter_10<24m,OTB_CRU_27.7.c_27.7.c,2013,526673
IE_Otter_10<24m,OTB_CRU_27.7.c_27.7.c,2014,713300
IE_Otter_10<24m,OTB_CRU_27.7.c_27.7.c,2015,284403
IE_Otter_10<24m,OTB_CRU_27.7.c_27.7.c,2016,431298
IE_Otter_10<24m,OTB_CRU_27.7.c_27.7.c,2017,813883
IE_Otter_10<24m,OTB_CRU_27.7.c_27.7.c,2018,2072735
IE_Otter_10<24m,OTB_CRU_27.7.c_27.7.c,2019,1507751
IE_Otter_10<24m,OTB_CRU_27.7.e_27.7.e,2014,3520
IE_Otter_10<24m,OTB_CRU_27.7.e_27.7.e,2019,2560
IE_Otter_10<24m,OTB_CRU_27.7.f_27.7.f,2011,27846
IE_Otter_10<24m,OTB_CRU_27.7.f_27.7.f,2012,7272
IE_Otter_10<24m,OTB_CRU_27.7.f_27.7.f,2014,14850
IE_Otter_10<24m,OTB_CRU_27.7.f_27.7.f,2015,14796
IE_Otter_10<24m,OTB_CRU_27.7.f_27.7.f,2016,3654
IE_Otter_10<24m,OTB_CRU_27.7.f_27.7.f,2018,9243
IE_Otter_10<24m,OTB_CRU_27.7.f_27.7.f,2019,12150
IE_Otter_10<24m,OTB_CRU_27.7.g_27.7.g,2009,13344837
IE_Otter_10<24m,OTB_CRU_27.7.g_27.7.g,2010,11393008
IE_Otter_10<24m,OTB_CRU_27.7.g_27.7.g,2011,7522614
IE_Otter_10<24m,OTB_CRU_27.7.g_27.7.g,2012,9007471
IE_Otter_10<24m,OTB_CRU_27.7.g_27.7.g,2013,7698042
IE_Otter_10<24m,OTB_CRU_27.7.g_27.7.g,2014,10161074
IE_Otter_10<24m,OTB_CRU_27.7.g_27.7.g,2015,11307175
IE_Otter_10<24m,OTB_CRU_27.7.g_27.7.g,2016,12474330
IE_Otter_10<24m,OTB_CRU_27.7.g_27.7.g,2017,11713702
IE_Otter_10<24m,OTB_CRU_27.7.g_27.7.g,2018,7043498
IE_Otter_10<24m,OTB_CRU_27.7.g_27.7.g,2019,9373925
IE_Otter_10<24m,OTB_CRU_27.7.h_27.7.h,2009,544744
IE_Otter_10<24m,OTB_CRU_27.7.h_27.7.h,2010,220280
IE_Otter_10<24m,OTB_CRU_27.7.h_27.7.h,2011,184672
IE_Otter_10<24m,OTB_CRU_27.7.h_27.7.h,2012,185160
IE_Otter_10<24m,OTB_CRU_27.7.h_27.7.h,2013,197952
IE_Otter_10<24m,OTB_CRU_27.7.h_27.7.h,2014,1133376
IE_Otter_10<24m,OTB_CRU_27.7.h_27.7.h,2015,1478072
IE_Otter_10<24m,OTB_CRU_27.7.h_27.7.h,2016,1454832
IE_Otter_10<24m,OTB_CRU_27.7.h_27.7.h,2017,976840
IE_Otter_10<24m,OTB_CRU_27.7.h_27.7.h,2018,951056
IE_Otter_10<24m,OTB_CRU_27.7.h_27.7.h,2019,2084992
IE_Otter_10<24m,OTB_CRU_27.7.j_27.7.j,2009,533130
IE_Otter_10<24m,OTB_CRU_27.7.j_27.7.j,2010,889210
IE_Otter_10<24m,OTB_CRU_27.7.j_27.7.j,2011,671190
IE_Otter_10<24m,OTB_CRU_27.7.j_27.7.j,2012,1113120
IE_Otter_10<24m,OTB_CRU_27.7.j_27.7.j,2013,1117980
IE_Otter_10<24m,OTB_CRU_27.7.j_27.7.j,2014,385740
IE_Otter_10<24m,OTB_CRU_27.7.j_27.7.j,2015,435780
IE_Otter_10<24m,OTB_CRU_27.7.j_27.7.j,2016,696020
