Year,Country,Area,CatchCat,lvl4,Age,frequency1000,MeanWeight_in_g,Stock
2019,France,27.7.e,Landings,MIS_MIS,1,0.876192755578964,151.528149553,cod.27.7e-k
2019,France,27.7.e,Landings,MIS_MIS,2,2.03824196339778,401.55778309,cod.27.7e-k
2019,France,27.7.e,Landings,MIS_MIS,3,3.60369540793596,111.509341999,cod.27.7e-k
2019,France,27.7.e,Landings,MIS_MIS,4,6.61668369349646,38.549207438,cod.27.7e-k
2019,France,27.7.e,Landings,MIS_MIS,5,9.03381420507581,4.967852362,cod.27.7e-k
2019,France,27.7.e,Landings,MIS_MIS,6,10.0267927976319,10.90071588,cod.27.7e-k
2019,France,27.7.e,Landings,MIS_MIS,7,9.952810881,1.764978939,cod.27.7e-k
2019,France,27.7.e,Landings,MIS_MIS,8,12.74327052,0.624988102,cod.27.7e-k
2019,France,27.7.e,Landings,MIS_MIS,9,10.6908119899018,0.478712388,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_CRU,1,0.94493,0.057859214,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_CRU,2,2.21234327018524,131.84782181,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_CRU,3,4.65741791349679,72.107974658,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_CRU,4,7.67086062771415,196.197788664,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_CRU,5,9.225939944,12.99789863,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_CRU,6,10.6098996503106,95.752077618,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_CRU,7,12.59414654,3.678410014,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_CRU,8,13.84576045,7.212721811,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_DEF,1,0.855975216885802,8699.556835255,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_DEF,2,1.81989110553684,6158.6314369,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_DEF,3,4.30631891523951,1942.445881169,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_DEF,4,7.80102944839977,1534.568264027,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_DEF,5,10.6750317729937,394.196514964,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_DEF,6,11.4768965993114,934.991941642,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_DEF,7,11.7073418424961,179.095199989,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_DEF,8,12.83036,8.532967243,cod.27.7e-k
2019,France,27.7.e,Landings,OTB_DEF,9,11.44618,1.446490559,cod.27.7e-k
2019,France,27.7.f,Discards,OTB_CRU,1,0.17306,136.0882508,cod.27.7e-k
2019,France,27.7.f,Discards,OTB_DEF,1,0.38935603612052,30.367627628,cod.27.7e-k
2019,France,27.7.f,Discards,OTB_DEF,2,0.73007,0.504147694,cod.27.7e-k
2019,France,27.7.f,Landings,MIS_MIS,1,1.103933916,0.018659052,cod.27.7e-k
2019,France,27.7.f,Landings,MIS_MIS,2,1.934911446,88.069540749,cod.27.7e-k
2019,France,27.7.f,Landings,MIS_MIS,3,3.447095269,26.736622874,cod.27.7e-k
2019,France,27.7.f,Landings,MIS_MIS,4,6.503908073,8.875861167,cod.27.7e-k
2019,France,27.7.f,Landings,MIS_MIS,5,9.015833056,0.662432541,cod.27.7e-k
2019,France,27.7.f,Landings,MIS_MIS,6,9.934938671,2.507983602,cod.27.7e-k
2019,France,27.7.f,Landings,MIS_MIS,7,9.952810881,0.459632872,cod.27.7e-k
2019,France,27.7.f,Landings,MIS_MIS,8,12.74327052,0.16275836,cod.27.7e-k
2019,France,27.7.f,Landings,MIS_MIS,9,10.45113131,0.044340708,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_CRU,2,2.212253023,11.95402105,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_CRU,3,4.657482744,6.538988421,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_CRU,4,7.67085865,17.79268364,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_CRU,5,9.225939944,1.178751343,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_CRU,6,10.60990442,8.683524345,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_CRU,7,12.59414654,0.333587056,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_CRU,8,13.84576045,0.654106157,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_DEF,1,0.887019762226612,1.32701486,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_DEF,2,1.48918405954867,270.961797654,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_DEF,3,3.83097750213763,90.614095311,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_DEF,4,7.54744162282881,67.460281024,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_DEF,5,10.2795676569273,10.161246482,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_DEF,6,11.3502770057161,47.209442158,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_DEF,7,11.4647859394151,8.642080357,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_DEF,8,12.83036,0.472879695,cod.27.7e-k
2019,France,27.7.f,Landings,OTB_DEF,9,11.44618,0.080161566,cod.27.7e-k
2019,France,27.7.g,Discards,OTB_CRU,1,0.17306,6817.9752179,cod.27.7e-k
2019,France,27.7.g,Discards,OTB_DEF,1,0.444507270071021,127913.7001641,cod.27.7e-k
2019,France,27.7.g,Discards,OTB_DEF,2,0.734616283035079,3543.404496219,cod.27.7e-k
2019,France,27.7.g,Discards,SSC_DEF,1,0.41599,298.01248098,cod.27.7e-k
2019,France,27.7.g,Discards,SSC_DEF,2,0.68789,16.809551708,cod.27.7e-k
2019,France,27.7.g,Landings,MIS_MIS,1,0.935742396301107,15.63037554,cod.27.7e-k
2019,France,27.7.g,Landings,MIS_MIS,2,2.20670127773286,1987.249410131,cod.27.7e-k
2019,France,27.7.g,Landings,MIS_MIS,3,4.43197823791294,460.525751782,cod.27.7e-k
2019,France,27.7.g,Landings,MIS_MIS,4,6.73463088247684,279.531151748,cod.27.7e-k
2019,France,27.7.g,Landings,MIS_MIS,5,9.14801807752159,11.161687424,cod.27.7e-k
2019,France,27.7.g,Landings,MIS_MIS,6,9.65440840993302,56.43303029,cod.27.7e-k
2019,France,27.7.g,Landings,MIS_MIS,7,10.3586793021543,3.767519652,cod.27.7e-k
2019,France,27.7.g,Landings,MIS_MIS,8,11.0223517601782,3.629803696,cod.27.7e-k
2019,France,27.7.g,Landings,MIS_MIS,9,10.45113131,0.029528298,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_CRU,1,0.946548568412681,96.16935613,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_CRU,2,1.99051690885747,2359.71523205,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_CRU,3,4.65572544526068,211.06005884,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_CRU,4,7.04763405319743,788.929010119,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_CRU,5,9.31230823800562,101.627196338,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_CRU,6,10.1795436812923,309.440227202,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_CRU,7,10.1691099318049,4.098040491,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_CRU,8,14.2776870946625,3.119539576,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_DEF,1,0.761523214084665,25947.175072416,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_DEF,2,1.89751271982576,47532.005021862,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_DEF,3,4.19200336991853,5291.934973239,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_DEF,4,7.56715957942786,3265.492296024,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_DEF,5,10.147945573425,386.25439585,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_DEF,6,11.215325042126,1940.123028178,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_DEF,7,12.2530737518335,437.878739764,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_DEF,8,12.83036,3.846110254,cod.27.7e-k
2019,France,27.7.g,Landings,OTB_DEF,9,11.44618,0.651984475,cod.27.7e-k
2019,France,27.7.g,Landings,SSC_DEF,1,0.8428433528,0.355317784,cod.27.7e-k
2019,France,27.7.g,Landings,SSC_DEF,2,1.62284960382308,43.06002679,cod.27.7e-k
2019,France,27.7.g,Landings,SSC_DEF,3,4.40777557744205,4.327941306,cod.27.7e-k
2019,France,27.7.g,Landings,SSC_DEF,4,6.62965162943446,2.827155741,cod.27.7e-k
2019,France,27.7.g,Landings,SSC_DEF,5,9.0207709835834,0.109179389,cod.27.7e-k
2019,France,27.7.g,Landings,SSC_DEF,6,10.2750890574722,0.673847289,cod.27.7e-k
2019,France,27.7.g,Landings,SSC_DEF,7,12.5057063813811,0.031361726,cod.27.7e-k
2019,France,27.7.h,Discards,OTB_CRU,1,0.17306,13.40885688,cod.27.7e-k
2019,France,27.7.h,Discards,OTB_DEF,1,0.486434634666341,20749.147521,cod.27.7e-k
2019,France,27.7.h,Discards,OTB_DEF,2,0.755961610927286,216.62619237,cod.27.7e-k
2019,France,27.7.h,Landings,MIS_MIS,1,0.87656236808776,1395.401528167,cod.27.7e-k
2019,France,27.7.h,Landings,MIS_MIS,2,2.59307556258398,674.209023391,cod.27.7e-k
2019,France,27.7.h,Landings,MIS_MIS,3,5.21001269377479,121.759342304,cod.27.7e-k
2019,France,27.7.h,Landings,MIS_MIS,4,7.39446801790901,78.069577182,cod.27.7e-k
2019,France,27.7.h,Landings,MIS_MIS,5,9.06862339406703,23.77939448,cod.27.7e-k
2019,France,27.7.h,Landings,MIS_MIS,6,10.321882577314,18.092397103,cod.27.7e-k
2019,France,27.7.h,Landings,MIS_MIS,7,9.111106566,0.636916968,cod.27.7e-k
2019,France,27.7.h,Landings,MIS_MIS,8,11.07603,0.522785654,cod.27.7e-k
2019,France,27.7.h,Landings,MIS_MIS,9,10.82312,2.838414367,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_CRU,1,1.019323518,1.931613848,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_CRU,2,2.068425553,11.79850175,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_CRU,3,3.786085572,0.642587186,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_CRU,4,5.715146605,0.059959463,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_CRU,5,6.54244,0.001629226,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_CRU,6,14.10611081,0.057233813,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_CRU,7,16.26970557,0.015223397,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_CRU,8,16.12723,0.018322121,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_DEF,1,0.837321579436213,32911.2404676,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_DEF,2,2.67904494972632,8541.95312142,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_DEF,3,5.97450139314613,1589.243611958,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_DEF,4,8.5075292266785,1443.810446266,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_DEF,5,10.9127781347878,717.112869587,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_DEF,6,11.9130381859839,464.589331421,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_DEF,7,12.7247451247056,146.181357422,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_DEF,8,12.83036,0.146874289,cod.27.7e-k
2019,France,27.7.h,Landings,OTB_DEF,9,11.44618,0.024897819,cod.27.7e-k
2019,Ireland,27.7.g,Discards,OTB_CRU,1,0.17306,55061.13487227,cod.27.7e-k
2019,Ireland,27.7.g,Discards,OTB_DEF,1,0.37757,96417.22064246,cod.27.7e-k
2019,Ireland,27.7.g,Discards,SSC_DEF,1,0.41599,164309.15048,cod.27.7e-k
2019,Ireland,27.7.g,Discards,SSC_DEF,2,0.68789,9267.959257,cod.27.7e-k
2019,Ireland,27.7.g,Discards,TBB_DEF,1,0.32264,16590.720307,cod.27.7e-k
2019,Ireland,27.7.g,Landings,MIS_MIS,1,0.873780700906297,3293.016501899,cod.27.7e-k
2019,Ireland,27.7.g,Landings,MIS_MIS,2,2.26791517474543,6133.87233236,cod.27.7e-k
2019,Ireland,27.7.g,Landings,MIS_MIS,3,4.13011531301588,1285.195126203,cod.27.7e-k
2019,Ireland,27.7.g,Landings,MIS_MIS,4,6.75575730390088,695.843094461,cod.27.7e-k
2019,Ireland,27.7.g,Landings,MIS_MIS,5,9.05436242609151,53.873071397,cod.27.7e-k
2019,Ireland,27.7.g,Landings,MIS_MIS,6,9.41812069934355,83.928152123,cod.27.7e-k
2019,Ireland,27.7.g,Landings,MIS_MIS,7,7.64574631122393,13.165007768,cod.27.7e-k
2019,Ireland,27.7.g,Landings,MIS_MIS,8,11.59194015,0.440438619,cod.27.7e-k
2019,Ireland,27.7.g,Landings,MIS_MIS,9,10.8208374593259,6.70732052,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_CRU,1,0.954355106649938,2567.708055279,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_CRU,2,2.03233275297854,18966.32312821,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_CRU,3,4.53819776627541,1873.52879059,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_CRU,4,7.12544639311051,5996.043056837,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_CRU,5,9.30552147865189,722.935598879,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_CRU,6,10.2537814321091,2426.384334071,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_CRU,7,11.2808203332995,43.337223349,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_CRU,8,14.1562403249297,50.500743784,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_DEF,1,0.92640081834825,41199.62627858,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_DEF,2,2.1229072367933,38215.77940697,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_DEF,3,3.98410679855666,5591.768430072,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_DEF,4,7.25047918806733,5159.429945993,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_DEF,5,9.70849274691671,490.743950977,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_DEF,6,10.5455733758397,2486.00557104,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_DEF,7,11.8844382571442,75.621009583,cod.27.7e-k
2019,Ireland,27.7.g,Landings,OTB_DEF,8,13.0974733308059,72.921263912,cod.27.7e-k
2019,Ireland,27.7.g,Landings,SSC_DEF,1,0.643160283281202,29567.3456901,cod.27.7e-k
2019,Ireland,27.7.g,Landings,SSC_DEF,2,1.94033810468086,16388.20653,cod.27.7e-k
2019,Ireland,27.7.g,Landings,SSC_DEF,3,4.20991299419995,1686.9978812,cod.27.7e-k
2019,Ireland,27.7.g,Landings,SSC_DEF,4,6.08773635200698,779.7763256,cod.27.7e-k
2019,Ireland,27.7.g,Landings,SSC_DEF,5,8.39312379035135,13.696462656,cod.27.7e-k
2019,Ireland,27.7.g,Landings,SSC_DEF,6,10.0896562521302,129.975157468,cod.27.7e-k
2019,Ireland,27.7.g,Landings,SSC_DEF,7,11.023669271198,2.834648279,cod.27.7e-k
2019,Ireland,27.7.g,Landings,TBB_DEF,1,0.855005379891662,17537.388045,cod.27.7e-k
2019,Ireland,27.7.g,Landings,TBB_DEF,2,1.86813014479507,17444.788692,cod.27.7e-k
2019,Ireland,27.7.g,Landings,TBB_DEF,3,4.1465169924208,2201.9045005,cod.27.7e-k
2019,Ireland,27.7.g,Landings,TBB_DEF,4,7.04206138537835,1369.2394753,cod.27.7e-k
2019,Ireland,27.7.g,Landings,TBB_DEF,5,10.2090034529902,41.820040299,cod.27.7e-k
2019,Ireland,27.7.g,Landings,TBB_DEF,6,9.61126281264618,422.67718217,cod.27.7e-k
2019,Ireland,27.7.g,Landings,TBB_DEF,7,7.49280942241718,14.200009116,cod.27.7e-k
2019,Ireland,27.7.j,Discards,OTB_DEF,1,0.4366,47106.6144342,cod.27.7e-k
2019,Ireland,27.7.j,Discards,OTB_DEF,2,0.73007,3916.84652206,cod.27.7e-k
2019,Ireland,27.7.j,Discards,SSC_DEF,1,0.41599,47466.745558,cod.27.7e-k
2019,Ireland,27.7.j,Discards,SSC_DEF,2,0.68789,2677.3881222,cod.27.7e-k
2019,Ireland,27.7.j,Discards,TBB_DEF,1,0.32264,9.825192165,cod.27.7e-k
2019,Ireland,27.7.j,Landings,MIS_MIS,1,0.883739437922343,80.326907524,cod.27.7e-k
2019,Ireland,27.7.j,Landings,MIS_MIS,2,2.11602218039482,1498.262187906,cod.27.7e-k
2019,Ireland,27.7.j,Landings,MIS_MIS,3,4.20211431739789,351.471185687,cod.27.7e-k
2019,Ireland,27.7.j,Landings,MIS_MIS,4,6.77891301117753,136.609638415,cod.27.7e-k
2019,Ireland,27.7.j,Landings,MIS_MIS,5,9.091377819887,5.75854873,cod.27.7e-k
2019,Ireland,27.7.j,Landings,MIS_MIS,6,9.26410960548525,47.723305079,cod.27.7e-k
2019,Ireland,27.7.j,Landings,MIS_MIS,7,9.78186195440164,2.770910767,cod.27.7e-k
2019,Ireland,27.7.j,Landings,MIS_MIS,8,12.1126308998146,1.250486578,cod.27.7e-k
2019,Ireland,27.7.j,Landings,MIS_MIS,9,10.6113516249151,0.372294247,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_CRU,1,0.950592634699398,66.540282483,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_CRU,2,2.33682589733863,65.76890767,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_CRU,3,3.49332969952708,5.527801633,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_CRU,4,7.77820597489639,0.976262123,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_CRU,5,6.54244,0.00427198,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_CRU,6,10.6996588245928,0.439325358,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_CRU,7,16.26970557,0.039917134,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_CRU,8,16.12723,0.04804227,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_DEF,1,0.825219063041992,8870.641749164,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_DEF,2,2.03016078283164,5624.796920611,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_DEF,3,4.43826225201284,803.383380353,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_DEF,4,7.02648760784006,727.335820995,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_DEF,5,7.98703763680211,23.994467961,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_DEF,6,9.56776760604667,167.11001813,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_DEF,7,8.19288294148464,7.659560826,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_DEF,8,12.83036,0.54327326,cod.27.7e-k
2019,Ireland,27.7.j,Landings,OTB_DEF,9,11.44618,0.092094534,cod.27.7e-k
2019,Ireland,27.7.j,Landings,SSC_DEF,1,0.710618508264803,5037.44286914,cod.27.7e-k
2019,Ireland,27.7.j,Landings,SSC_DEF,2,1.93037680158114,4056.9431577,cod.27.7e-k
2019,Ireland,27.7.j,Landings,SSC_DEF,3,4.33640030791224,558.38661222,cod.27.7e-k
2019,Ireland,27.7.j,Landings,SSC_DEF,4,6.86864608728135,459.98801452,cod.27.7e-k
2019,Ireland,27.7.j,Landings,SSC_DEF,5,9.07250945670553,28.230549849,cod.27.7e-k
2019,Ireland,27.7.j,Landings,SSC_DEF,6,10.7044419456417,103.892686371,cod.27.7e-k
2019,Ireland,27.7.j,Landings,SSC_DEF,7,12.2092836861532,12.239998335,cod.27.7e-k
2019,Ireland,27.7.j,Landings,SSC_DEF,8,12.12752,1.18007466,cod.27.7e-k
2019,Ireland,27.7.j,Landings,TBB_DEF,1,0.8862969929,20.38159987,cod.27.7e-k
2019,Ireland,27.7.j,Landings,TBB_DEF,2,1.871647259,8.411311415,cod.27.7e-k
2019,Ireland,27.7.j,Landings,TBB_DEF,3,4.064444202,1.224169479,cod.27.7e-k
2019,Ireland,27.7.j,Landings,TBB_DEF,4,4.589017892,0.287077674,cod.27.7e-k
2019,Ireland,27.7.j,Landings,TBB_DEF,5,7.279104539,0.07440528,cod.27.7e-k
2019,Ireland,27.7.j,Landings,TBB_DEF,6,7.385572711,0.090304657,cod.27.7e-k
2019,Ireland,27.7.j,Landings,TBB_DEF,8,8.807,0.076035988,cod.27.7e-k
2019,Ireland,27.7.j,Landings,TBB_DEF,9,12.29721,0.001761691,cod.27.7e-k
2019,UK (Channel Island Guernsey),27.7.e,Discards,MIS_MIS,1,0.3772088474,309.71997656,cod.27.7e-k
2019,UK (Channel Island Guernsey),27.7.e,Discards,MIS_MIS,2,0.5958161023,14.521093132,cod.27.7e-k
2019,UK (Channel Island Guernsey),27.7.e,Discards,MIS_MIS,3,0.3212302115,0.210553602,cod.27.7e-k
2019,UK (Channel Island Guernsey),27.7.e,Landings,MIS_MIS,1,0.877608020306443,39.262879343,cod.27.7e-k
2019,UK (Channel Island Guernsey),27.7.e,Landings,MIS_MIS,2,2.22628881288963,84.81450251,cod.27.7e-k
2019,UK (Channel Island Guernsey),27.7.e,Landings,MIS_MIS,3,4.2232329658972,21.148490737,cod.27.7e-k
2019,UK (Channel Island Guernsey),27.7.e,Landings,MIS_MIS,4,6.872442156556,11.266717585,cod.27.7e-k
2019,UK (Channel Island Guernsey),27.7.e,Landings,MIS_MIS,5,9.08545207697949,1.113888584,cod.27.7e-k
2019,UK (Channel Island Guernsey),27.7.e,Landings,MIS_MIS,6,9.86324248276651,2.508905097,cod.27.7e-k
2019,UK (Channel Island Guernsey),27.7.e,Landings,MIS_MIS,7,9.93711338223658,0.242135282,cod.27.7e-k
2019,UK (Channel Island Guernsey),27.7.e,Landings,MIS_MIS,8,11.5765570690359,0.147625048,cod.27.7e-k
2019,UK (Channel Island Guernsey),27.7.e,Landings,MIS_MIS,9,10.7698020438048,0.092378644,cod.27.7e-k
2019,UK (Channel Island Jersey),27.7.e,Discards,MIS_MIS,1,0.3772088474,139.73412896,cod.27.7e-k
2019,UK (Channel Island Jersey),27.7.e,Discards,MIS_MIS,2,0.5958161023,6.5513769,cod.27.7e-k
2019,UK (Channel Island Jersey),27.7.e,Discards,MIS_MIS,3,0.3212302115,0.09499395,cod.27.7e-k
2019,UK (Channel Island Jersey),27.7.e,Landings,MIS_MIS,1,0.877577791947392,17.613251994,cod.27.7e-k
