Year,Stock,Country,Area,lvl4,Discards,Landings,Catch,DR,CorrectCountry
2002,lem.27.3a47d,FRA,27.7.d,GTR_DEF,335.157,3270.68,3605.837,0.0929484610646571,NA
2002,lem.27.3a47d,FRA,27.7.d,MIS_MIS,289.374,2823.9,3113.274,0.0929484523366719,NA
2002,lem.27.3a47d,FRA,27.7.d,OTB_DEF,23958.634,233804.26,257762.894,0.0929483434493097,NA
2002,lem.27.3a47d,FRA,27.7.d,OTM_DEF,259.275,2530.18,2789.455,0.0929482640874293,NA
2002,lem.27.3a47d,FRA,27.7.d,TBB_DEF,467.26,4559.83,5027.09,0.0929484055387908,NA
2002,lem.27.3a47d,NL,27.7.d,SDN_DEF,4.099,40,44.099,0.0929499535136851,NA
2002,lem.27.3a47d,UKE,27.7.d,FPO_CRU,3.587,35,38.587,0.0929587684971623,NA
2002,lem.27.3a47d,UKE,27.7.d,GNS_DEF,184.144,1797,1981.144,0.0929483167301317,NA
2002,lem.27.3a47d,UKE,27.7.d,GTR_DEF,351.483,3430,3781.483,0.0929484543497882,NA
2002,lem.27.3a47d,UKE,27.7.d,MIS_MIS,12.502,122,134.502,0.092950290701997,NA
2002,lem.27.3a47d,UKE,27.7.d,OTB_CRU,525.277,5126,5651.277,0.0929483725536724,NA
2002,lem.27.3a47d,UKE,27.7.d,OTB_DEF,2780.857,30845,33625.857,0.0826999591415618,NA
2002,lem.27.3a47d,UKE,27.7.d,TBB_DEF,7730.464,75439,83169.464,0.0929483445991668,NA
2003,lem.27.3a47d,BE,27.7.d,GNS_DEF,1.06,7,8.06,0.13151364764268,NA
2003,lem.27.3a47d,BE,27.7.d,OTB_CRU,25.444,168,193.444,0.131531606046194,NA
2003,lem.27.3a47d,BE,27.7.d,TBB_DEF,19365.661,127867,147232.661,0.131531012673879,NA
2003,lem.27.3a47d,FRA,27.7.d,GTR_DEF,636.633,4203.54,4840.173,0.131531042382163,NA
2003,lem.27.3a47d,FRA,27.7.d,MIS_MIS,830.562,5484.01,6314.572,0.131531004793357,NA
2003,lem.27.3a47d,FRA,27.7.d,OTB_DEF,14170.878,236498.27,250669.148,0.0565321983701002,NA
2003,lem.27.3a47d,FRA,27.7.d,OTM_DEF,430.64,2843.42,3274.06,0.131530882146326,NA
2003,lem.27.3a47d,FRA,27.7.d,TBB_DEF,717.696,11600.52,12318.216,0.0582629822370382,NA
2003,lem.27.3a47d,IE,27.7.d,OTB_DEF,5.604,37,42.604,0.131536944887804,NA
2003,lem.27.3a47d,NL,27.7.d,OTB_DEF,12.116,80,92.116,0.131529810239264,NA
2003,lem.27.3a47d,UKE,27.7.d,FPO_CRU,0.151,1,1.151,0.131190269331016,NA
2003,lem.27.3a47d,UKE,27.7.d,GNS_DEF,468.894,3096,3564.894,0.13153097960276,NA
2003,lem.27.3a47d,UKE,27.7.d,GTR_DEF,28.776,190,218.776,0.131531795078071,NA
2003,lem.27.3a47d,UKE,27.7.d,LLS_FIF,0.151,1,1.151,0.131190269331016,NA
2003,lem.27.3a47d,UKE,27.7.d,MIS_MIS,58.774,273,331.774,0.17715071102618,NA
2003,lem.27.3a47d,UKE,27.7.d,OTB_CRU,617.923,4080,4697.923,0.131531104277358,NA
2003,lem.27.3a47d,UKE,27.7.d,OTB_DEF,3722.7,28367,32089.7,0.116009186748396,NA
2003,lem.27.3a47d,UKE,27.7.d,TBB_DEF,11511.533,76008,87519.533,0.131531014910694,NA
2003,ple.27.7d,FRA,27.7.d,GTR_DEF,240391,686090,926481,0.259466734881773,NA
2003,ple.27.7d,FRA,27.7.d,OTB_DEF,19580,1688389,1707969,0.0114639083027854,NA
2003,ple.27.7d,FRA,27.7.d,TBB_DEF,0,686897,686897,0,NA
2003,ple.27.7d,UKE,27.7.d,OTB_CRU,4040.706,53038.8,57079.506,0.0707908369073832,NA
2003,ple.27.7d,UKE,27.7.d,TBB_DEF,4709.3,378855.8,383565.1,0.012277707226231,NA
2003,sol.27.7d,BE,27.7.d,GNS_DEF,949.549,17286,18235.549,0.0520713141128902,NA
2003,sol.27.7d,BE,27.7.d,OTB_CRU,75.201,1369,1444.201,0.0520710067365969,NA
2003,sol.27.7d,BE,27.7.d,TBB_DEF,90018.263,1638732,1728750.263,0.0520712938859001,NA
2003,sol.27.7d,FRA,27.7.d,DRB_MOL,2193.621,39933.64,42127.261,0.0520712941674513,NA
2003,sol.27.7d,FRA,27.7.d,GNS_DEF,6457.891,117562.29,124020.181,0.0520712915263363,NA
2003,sol.27.7d,FRA,27.7.d,GTR_DEF,125298.4,2341582.79,2466881.19,0.0507922313032027,NA
2003,sol.27.7d,FRA,27.7.d,MIS_MIS,9236.072,168137.52,177373.592,0.0520712914242612,NA
2003,sol.27.7d,FRA,27.7.d,OTB_DEF,69676.365,895868.05,965544.415,0.0721627756502532,NA
2003,sol.27.7d,FRA,27.7.d,TBB_DEF,28477.331,634779.01,663256.341,0.0429356332380696,NA
2003,sol.27.7d,UKE,27.7.d,FPO_CRU,121.415,2210.3,2331.715,0.052071115037644,NA
2003,sol.27.7d,UKE,27.7.d,GNS_DEF,11933.617,217244.8,229178.417,0.0520712951778526,NA
2003,sol.27.7d,UKE,27.7.d,GTR_DEF,4039.328,73533.7,77573.028,0.0520712946773201,NA
2003,sol.27.7d,UKE,27.7.d,LLS_FIF,0.143,2.6,2.743,0.0521327014218009,NA
2003,sol.27.7d,UKE,27.7.d,MIS_MIS,112.517,2048.3,2160.817,0.0520715081378941,NA
2003,sol.27.7d,UKE,27.7.d,OTB_CRU,2525.461,45974.6,48500.061,0.05207129533301,NA
2003,sol.27.7d,UKE,27.7.d,OTB_DEF,2673.744,48674,51347.744,0.0520713042426947,NA
2003,sol.27.7d,UKE,27.7.d,TBB_CRU,4.109,74.8,78.909,0.0520726406366828,NA
2003,sol.27.7d,UKE,27.7.d,TBB_DEF,28984.75,723236.3,752221.05,0.0385322240051644,NA
2004,hke.27.3a46-8abd,NL,27.7.j,OTM_DEF,3898,189,4087,0.953755811108392,NA
2004,lem.27.3a47d,BE,27.7.d,GNS_DEF,2.765,25,27.765,0.0995858094723573,NA
2004,lem.27.3a47d,BE,27.7.d,OTB_CRU,284.319,2571,2855.319,0.0995752138377533,NA
2004,lem.27.3a47d,BE,27.7.d,TBB_DEF,6073,115778,121851,0.0498395581488868,NA
2004,lem.27.3a47d,FRA,27.7.d,GTR_DEF,577.26,5219.96,5797.22,0.0995753136848351,NA
2004,lem.27.3a47d,FRA,27.7.d,MIS_MIS,657.909,5949.24,6607.149,0.0995753236380775,NA
2004,lem.27.3a47d,FRA,27.7.d,OTB_DEF,40374.886,167256.13,207631.016,0.194454984509636,NA
2004,lem.27.3a47d,FRA,27.7.d,OTM_DEF,94.957,858.66,953.617,0.0995756157870508,NA
