Country,Year,Quarter,Metier,Vessel_length,Area,kw_days,Days_at_sea,No_vessels
ES,2015,Q3,OTB_DEF,24<40m,27.7.k,5815,9,1
ES,2015,Q3,OTB_MPD,24<40m,27.8.c,120666,365,39
ES,2015,Q3,PTB_DEF,24<40m,27.8.b,63585,183,4
ES,2015,Q3,PTB_MPD,24<40m,27.8.c,336282,988,31
ES,2015,Q4,GNS_DEF,all,27.8.a,54215,183,5
ES,2015,Q4,GNS_DEF,all,27.8.b,665,5,2
ES,2015,Q4,GNS_DEF,all,27.8.c,63328,547,27
ES,2015,Q4,GNS_DEF,all,27.8.d,1012,5,1
ES,2015,Q4,GNS_DEF,all,27.7.j,5261,13,1
ES,2015,Q4,GNS_DEF,all,27.8.b,10858,74,2
ES,2015,Q4,GNS_DEF,all,27.8.c,192415,3070,249
ES,2015,Q4,GNS_DEF,all,27.8.c,219606,1581,42
ES,2015,Q4,GTR_DEF,all,27.8.b,3591,25,3
ES,2015,Q4,GTR_DEF,all,27.8.c,263015,5122,361
ES,2015,Q4,LLS_DEF,all,27.6.a,62280,127,5
ES,2015,Q4,LLS_DEF,all,27.7.c,104106,211,15
ES,2015,Q4,LLS_DEF,all,27.7.h,36562,87,8
ES,2015,Q4,LLS_DEF,all,27.7.j,463989,1112,35
ES,2015,Q4,LLS_DEF,all,27.7.k,178471,430,23
ES,2015,Q4,LLS_DEF,all,27.8.a,82516,309,13
ES,2015,Q4,LLS_DEF,all,27.8.b,24162,190,9
ES,2015,Q4,LLS_DEF,all,27.8.c,376455,6067,360
ES,2015,Q4,LLS_DEF,all,27.8.d,50732,149,12
ES,2015,Q4,OTB_DEF,24<40m,27.8.c,371429,1102,36
ES,2015,Q4,OTB_DEF,24<40m,27.8.a,90839,221,5
ES,2015,Q4,OTB_DEF,24<40m,27.8.b,78656,199,9
ES,2015,Q4,OTB_DEF,24<40m,27.8.d,3091,6,1
ES,2015,Q4,OTB_DEF,24<40m,27.6.a,8512,12,1
ES,2015,Q4,OTB_DEF,24<40m,27.7.c,13536,33,2
ES,2015,Q4,OTB_DEF,24<40m,27.7.j,46764,71,3
ES,2015,Q4,OTB_DEF,24<40m,27.7.k,7603,17,2
ES,2015,Q4,OTB_DEF,24<40m,27.6.b,14993,25,1
ES,2015,Q4,OTB_DEF,24<40m,27.7.b,45876,89,3
ES,2015,Q4,OTB_DEF,24<40m,27.7.c,55345,120,6
ES,2015,Q4,OTB_DEF,24<40m,27.7.h,35272,63,3
ES,2015,Q4,OTB_DEF,24<40m,27.7.j,312979,618,13
ES,2015,Q4,OTB_MPD,24<40m,27.8.c,169008,510,29
ES,2015,Q4,PTB_DEF,24<40m,27.8.b,80197,229,4
ES,2015,Q4,PTB_DEF,24<40m,27.8.d,368,1,1
ES,2015,Q4,PTB_MPD,24<40m,27.8.c,387098,1169,34
ES,2016,Q1,GNS_DEF,all,27.8.a,41097,149,5
ES,2016,Q1,GNS_DEF,all,27.8.b,12087,40,3
ES,2016,Q1,GNS_DEF,all,27.8.c,83899,530,25
ES,2016,Q1,GNS_DEF,all,27.8.d,8109,22,2
ES,2016,Q1,GNS_DEF,all,27.8.b,1706,18,4
ES,2016,Q1,GNS_DEF,all,27.8.c,113059,1909,214
ES,2016,Q1,GNS_DEF,all,27.8.c,229590,1522,42
ES,2016,Q1,GTR_DEF,all,27.8.b,613,5,3
ES,2016,Q1,GTR_DEF,all,27.8.c,247805,4908,329
ES,2016,Q1,LLS_DEF,all,27.6.a,138631,301,10
ES,2016,Q1,LLS_DEF,all,27.7.h,29347,78,7
ES,2016,Q1,LLS_DEF,all,27.7.j,457057,1136,37
ES,2016,Q1,LLS_DEF,all,27.7.k,9078,24,4
ES,2016,Q1,LLS_DEF,all,27.8.a,98308,342,16
ES,2016,Q1,LLS_DEF,all,27.8.b,8839,79,11
ES,2016,Q1,LLS_DEF,all,27.8.c,254762,3502,265
ES,2016,Q1,LLS_DEF,all,27.8.d,31020,113,8
ES,2016,Q1,OTB_DEF,10<24m,27.8.c,2789,17,2
ES,2016,Q1,OTB_DEF,24<40m,27.8.c,473874,1285,47
ES,2016,Q1,OTB_DEF,24<40m,27.8.a,91707,221,5
ES,2016,Q1,OTB_DEF,24<40m,27.8.b,184834,435,9
ES,2016,Q1,OTB_DEF,24<40m,27.7.c,18256,29,4
ES,2016,Q1,OTB_DEF,24<40m,27.7.j,79151,149,6
ES,2016,Q1,OTB_DEF,24<40m,27.7.b,34531,46,2
ES,2016,Q1,OTB_DEF,24<40m,27.7.c,31242,43,3
ES,2016,Q1,OTB_DEF,24<40m,27.7.g,5604,8,1
ES,2016,Q1,OTB_DEF,24<40m,27.7.h,48507,79,5
ES,2016,Q1,OTB_DEF,24<40m,27.7.j,303492,545,14
ES,2016,Q1,OTB_MPD,10<24m,27.8.c,1177,4,1
ES,2016,Q1,OTB_MPD,24<40m,27.8.c,219076,617,41
ES,2016,Q1,PTB_DEF,24<40m,27.8.a,5151,14,2
ES,2016,Q1,PTB_DEF,24<40m,27.8.b,67086,194,4
ES,2016,Q1,PTB_DEF,24<40m,27.8.d,1472,4,2
ES,2016,Q1,PTB_MPD,24<40m,27.8.c,424561,1295,31
ES,2016,Q2,GNS_DEF,all,27.7.j,14974,37,1
ES,2016,Q2,GNS_DEF,all,27.8.a,31558,117,5
ES,2016,Q2,GNS_DEF,all,27.8.b,2355,10,1
ES,2016,Q2,GNS_DEF,all,27.8.c,56749,545,24
ES,2016,Q2,GNS_DEF,all,27.8.d,1626,5,1
ES,2016,Q2,GNS_DEF,all,27.7.j,3311,10,1
ES,2016,Q2,GNS_DEF,all,27.8.b,1630,16,2
ES,2016,Q2,GNS_DEF,all,27.8.c,155452,3431,324
ES,2016,Q2,GNS_DEF,all,27.8.c,114816,847,35
ES,2016,Q2,GTR_DEF,all,27.8.b,287,2,2
ES,2016,Q2,GTR_DEF,all,27.8.c,392684,7609,399
ES,2016,Q2,LLS_DEF,all,27.6.a,186563,425,14
ES,2016,Q2,LLS_DEF,all,27.7.b,82528,176,10
ES,2016,Q2,LLS_DEF,all,27.7.h,7285,18,2
ES,2016,Q2,LLS_DEF,all,27.7.j,344908,841,29
ES,2016,Q2,LLS_DEF,all,27.8.a,156108,471,24
ES,2016,Q2,LLS_DEF,all,27.8.b,46723,234,11
ES,2016,Q2,LLS_DEF,all,27.8.c,379448,5712,357
ES,2016,Q2,LLS_DEF,all,27.8.d,15764,59,6
ES,2016,Q2,OTB_DEF,10<24m,27.8.c,3870,25,2
ES,2016,Q2,OTB_DEF,24<40m,27.8.c,467914,1225,40
ES,2016,Q2,OTB_DEF,24<40m,27.8.a,99338,237,5
ES,2016,Q2,OTB_DEF,24<40m,27.8.b,147805,395,7
ES,2016,Q2,OTB_DEF,24<40m,27.6.a,86079,152,2
ES,2016,Q2,OTB_DEF,24<40m,27.7.c,27108,35,2
ES,2016,Q2,OTB_DEF,24<40m,27.7.j,27048,43,4
ES,2016,Q2,OTB_DEF,24<40m,27.7.k,26331,41,2
ES,2016,Q2,OTB_DEF,24<40m,27.6.b,11501,23,2
ES,2016,Q2,OTB_DEF,24<40m,27.7.b,21070,26,2
ES,2016,Q2,OTB_DEF,24<40m,27.7.c,138941,226,7
ES,2016,Q2,OTB_DEF,24<40m,27.7.h,43617,74,4
ES,2016,Q2,OTB_DEF,24<40m,27.7.j,277720,483,12
ES,2016,Q2,OTB_MPD,24<40m,27.8.c,285535,830,38
ES,2016,Q2,PTB_DEF,24<40m,27.8.a,1472,4,1
ES,2016,Q2,PTB_DEF,24<40m,27.8.b,60820,174,4
ES,2016,Q2,PTB_DEF,24<40m,27.8.d,4047,11,2
ES,2016,Q2,PTB_MPD,10<24m,27.8.c,3157,13,1
ES,2016,Q2,PTB_MPD,24<40m,27.8.c,413844,1232,30
ES,2016,Q3,GNS_DEF,all,27.8.a,26097,101,4
ES,2016,Q3,GNS_DEF,all,27.8.c,30784,328,13
ES,2016,Q3,GNS_DEF,all,27.8.d,3297,14,1
ES,2016,Q3,GNS_DEF,all,27.7.j,20125,53,2
ES,2016,Q3,GNS_DEF,all,27.8.b,3988,23,2
ES,2016,Q3,GNS_DEF,all,27.8.c,151102,2669,169
ES,2016,Q3,GNS_DEF,all,27.8.c,139351,1069,28
ES,2016,Q3,GTR_DEF,all,27.8.b,184,1,1
ES,2016,Q3,GTR_DEF,all,27.8.c,205973,4002,280
ES,2016,Q3,LLS_DEF,all,27.6.a,27656,60,4
ES,2016,Q3,LLS_DEF,all,27.7.b,93656,196,19
ES,2016,Q3,LLS_DEF,all,27.7.c,204217,441,25
ES,2016,Q3,LLS_DEF,all,27.7.h,38639,95,6
ES,2016,Q3,LLS_DEF,all,27.7.j,305548,727,32
ES,2016,Q3,LLS_DEF,all,27.7.k,67742,171,14
ES,2016,Q3,LLS_DEF,all,27.8.a,198652,563,29
ES,2016,Q3,LLS_DEF,all,27.8.b,10854,127,8
ES,2016,Q3,LLS_DEF,all,27.8.c,272603,4421,286
ES,2016,Q3,LLS_DEF,all,27.8.d,10224,38,4
ES,2016,Q3,OTB_DEF,10<24m,27.8.c,442,3,1
ES,2016,Q3,OTB_DEF,24<40m,27.8.c,470994,1287,33
ES,2016,Q3,OTB_DEF,24<40m,27.8.a,100993,240,4
ES,2016,Q3,OTB_DEF,24<40m,27.8.b,41554,112,5
ES,2016,Q3,OTB_DEF,24<40m,27.6.a,17734,25,1
ES,2016,Q3,OTB_DEF,24<40m,27.7.c,26190,46,2
ES,2016,Q3,OTB_DEF,24<40m,27.7.j,15894,18,1
ES,2016,Q3,OTB_DEF,24<40m,27.7.k,17660,20,1
ES,2016,Q3,OTB_DEF,24<40m,27.7.b,59148,73,2
ES,2016,Q3,OTB_DEF,24<40m,27.7.c,172994,287,8
ES,2016,Q3,OTB_DEF,24<40m,27.7.h,22635,32,2
ES,2016,Q3,OTB_DEF,24<40m,27.7.j,207633,399,10
ES,2016,Q3,OTB_MPD,24<40m,27.8.c,124709,354,25
ES,2016,Q3,PTB_DEF,24<40m,27.8.b,55971,164,4
ES,2016,Q3,PTB_MPD,10<24m,27.8.c,5342,22,1
ES,2016,Q3,PTB_MPD,24<40m,27.8.c,358921,1043,28
ES,2016,Q4,GNS_DEF,all,27.8.a,32800,135,4
ES,2016,Q4,GNS_DEF,all,27.8.c,108924,740,26
ES,2016,Q4,GNS_DEF,all,27.7.j,26085,69,2
ES,2016,Q4,GNS_DEF,all,27.8.b,3948,22,2
ES,2016,Q4,GNS_DEF,all,27.8.c,164176,2774,177
ES,2016,Q4,GNS_DEF,all,27.8.c,218929,1528,34
ES,2016,Q4,GTR_DEF,all,27.8.b,6267,35,3
ES,2016,Q4,GTR_DEF,all,27.8.c,279890,5236,360
ES,2016,Q4,LLS_DEF,all,27.6.a,97065,198,7
ES,2016,Q4,LLS_DEF,all,27.7.c,97941,218,14
ES,2016,Q4,LLS_DEF,all,27.7.h,85736,220,14
ES,2016,Q4,LLS_DEF,all,27.7.j,591964,1443,33
ES,2016,Q4,LLS_DEF,all,27.7.k,112373,234,12
ES,2016,Q4,LLS_DEF,all,27.8.a,103594,360,13
ES,2016,Q4,LLS_DEF,all,27.8.b,31126,192,9
ES,2016,Q4,LLS_DEF,all,27.8.c,383521,5573,297
ES,2016,Q4,LLS_DEF,all,27.8.d,53325,159,8
ES,2016,Q4,OTB_DEF,24<40m,27.8.c,478548,1404,32
ES,2016,Q4,OTB_DEF,24<40m,27.8.a,130648,303,8
ES,2016,Q4,OTB_DEF,24<40m,27.8.b,116583,293,8
ES,2016,Q4,OTB_DEF,24<40m,27.8.d,1619,4,1
ES,2016,Q4,OTB_DEF,24<40m,27.6.a,13478,19,1
ES,2016,Q4,OTB_DEF,24<40m,27.7.c,26118,52,3
ES,2016,Q4,OTB_DEF,24<40m,27.7.j,40004,73,3
ES,2016,Q4,OTB_DEF,24<40m,27.7.k,11214,17,2
ES,2016,Q4,OTB_DEF,24<40m,27.7.b,125073,185,8
ES,2016,Q4,OTB_DEF,24<40m,27.7.c,44851,87,5
ES,2016,Q4,OTB_DEF,24<40m,27.7.h,9336,13,1
ES,2016,Q4,OTB_DEF,24<40m,27.7.j,332552,550,12
ES,2016,Q4,OTB_DEF,24<40m,27.7.k,4305,15,1
ES,2016,Q4,OTB_MPD,24<40m,27.8.c,64777,199,21
ES,2016,Q4,PTB_DEF,24<40m,27.8.a,18854,54,4
ES,2016,Q4,PTB_DEF,24<40m,27.8.b,55647,161,4
ES,2016,Q4,PTB_MPD,10<24m,27.8.c,728,3,1
ES,2016,Q4,PTB_MPD,24<40m,27.8.c,322958,987,30
ES,2017,Q1,FPO_CRU,<10m,27.8.c.e,0,0,0
ES,2017,Q1,FPO_CRU,10<24m,27.8.b,0,0,0
ES,2017,Q1,FPO_CRU,10<24m,27.8.c.e,0,0,0
ES,2017,Q1,FPO_MOL,<10m,27.8.c.e,419.52,45,2
ES,2017,Q1,GNS_DEF,10<24m,27.8.b,147.2,1,1
ES,2017,Q1,GNS_DEF,10<24m,27.8.c.e,23125.1,88,3
ES,2017,Q1,GNS_DEF,24<40m,27.8.a,0,0,0
ES,2017,Q1,GNS_DEF,24<40m,27.8.c.e,37438.1,152,4
ES,2017,Q1,GNS_DEF,all,27.8.a,23366.44611,81,4
ES,2017,Q1,GNS_DEF,all,27.8.b,19403.97354,55,3
ES,2017,Q1,GNS_DEF,all,27.8.c,63295.07086,538,19
ES,2017,Q1,GNS_DEF,all,27.8.d.2,3844.738831,14,2
ES,2017,Q1,GNS_DEF,24<40m,27.7.h,0,0,0
ES,2017,Q1,GNS_DEF,24<40m,27.7.j,0,0,0
ES,2017,Q1,GNS_DEF,<10m,27.8.b,3009.5,123,4
ES,2017,Q1,GNS_DEF,<10m,27.8.c.e,1721.17,51,4
ES,2017,Q1,GNS_DEF,10<24m,27.8.b,1040.7,8,3
ES,2017,Q1,GNS_DEF,10<24m,27.8.c.e,13433.5,146,13
ES,2017,Q1,GNS_DEF,24<40m,27.8.c.e,4940.03,17,2
ES,2017,Q1,GNS_DEF,all,27.8.c,94345.79861,1668,114
ES,2017,Q1,GNS_DEF,10<24m,27.8.c.e,0,0,0
ES,2017,Q1,GNS_DEF,all,27.8.c,203368.6535,1390,39
ES,2017,Q1,GTR_DEF,<10m,27.8.b,170.75,9,3
ES,2017,Q1,GTR_DEF,<10m,27.8.c.e,1004.64,25,4
ES,2017,Q1,GTR_DEF,10<24m,27.8.b,772.8,9,3
ES,2017,Q1,GTR_DEF,10<24m,27.8.c.e,8186.53,66,10
ES,2017,Q1,GTR_DEF,24<40m,27.8.c.e,8393.34,31,2
ES,2017,Q1,GTR_DEF,all,27.8.c,193848.0805,4466,282
ES,2017,Q1,LHM_CEP,10<24m,27.8.c.e,0,0,0
ES,2017,Q1,LHM_SPF,<10m,27.8.b,659.46,28,2
ES,2017,Q1,LHM_SPF,<10m,27.8.c.e,4219.11,135,14
ES,2017,Q1,LHM_SPF,10<24m,27.8.b,2039.46,27,8
ES,2017,Q1,LHM_SPF,10<24m,27.8.c.e,67552.4,498,43
ES,2017,Q1,LHM_SPF,24<40m,27.8.c.e,35747.5,122,10
ES,2017,Q1,LHP_LPF,10<24m,27.8.a,0,0,0
ES,2017,Q1,LHP_LPF,24<40m,27.8.a,0,0,0
ES,2017,Q1,LHP_LPF,24<40m,27.8.b,0,0,0
ES,2017,Q1,LHP_LPF,24<40m,27.8.c.e,0,0,0
ES,2017,Q1,LHP_LPF,24<40m,27.8.d.2,0,0,0
ES,2017,Q1,LLD_LPF,10<24m,27.8.a,0,0,0
ES,2017,Q1,LLD_LPF,10<24m,27.8.b,0,0,0
ES,2017,Q1,LLD_LPF,10<24m,27.8.c.e,0,0,0
ES,2017,Q1,LLD_LPF,10<24m,27.8.d.2,0,0,0
ES,2017,Q1,LLS_DEF,<10m,27.8.b,886.14,40,2
ES,2017,Q1,LLS_DEF,<10m,27.8.c.e,2905.12,69,6
ES,2017,Q1,LLS_DEF,10<24m,27.8.a,0,0,0
ES,2017,Q1,LLS_DEF,10<24m,27.8.b,3367.94,82,9
ES,2017,Q1,LLS_DEF,10<24m,27.8.c.e,24129.8,287,17
ES,2017,Q1,LLS_DEF,10<24m,27.8.d.2,10510.1,34,1
ES,2017,Q1,LLS_DEF,24<40m,27.6.a,88498.1,201,7
ES,2017,Q1,LLS_DEF,24<40m,27.7.b,0,0,0
ES,2017,Q1,LLS_DEF,24<40m,27.7.c,0,0,0
ES,2017,Q1,LLS_DEF,24<40m,27.7.h,3709.44,9,1
ES,2017,Q1,LLS_DEF,24<40m,27.7.j,23870,44,3
ES,2017,Q1,LLS_DEF,24<40m,27.7.k,0,0,0
ES,2017,Q1,LLS_DEF,24<40m,27.8.a,0,0,0
ES,2017,Q1,LLS_DEF,24<40m,27.8.b,9891.84,24,1
ES,2017,Q1,LLS_DEF,24<40m,27.8.c.e,0,0,0
ES,2017,Q1,LLS_DEF,24<40m,27.8.d.2,0,0,0
ES,2017,Q1,LLS_DEF,all,27.6.a,42423.10544,86,8
ES,2017,Q1,LLS_DEF,all,27.7.h,32728.47659,74,6
ES,2017,Q1,LLS_DEF,all,27.7.j,549864.5279,1353,34
ES,2017,Q1,LLS_DEF,all,27.7.k,1938.18988,3,1
ES,2017,Q1,LLS_DEF,all,27.8.a,69623.98851,227,14
ES,2017,Q1,LLS_DEF,all,27.8.b,70016.27705,237,10
ES,2017,Q1,LLS_DEF,all,27.8.c,233976.2566,3313,219
ES,2017,Q1,LLS_DEF,all,27.8.d.2,46625.46017,160,12
ES,2017,Q1,LTL_LPF,<10m,27.8.c.e,0,0,0
ES,2017,Q1,LTL_LPF,10<24m,27.8.a,0,0,0
ES,2017,Q1,LTL_LPF,10<24m,27.8.b,0,0,0
ES,2017,Q1,LTL_LPF,10<24m,27.8.c.e,0,0,0
ES,2017,Q1,LTL_LPF,10<24m,27.8.d.2,0,0,0
ES,2017,Q1,LTL_LPF,10<24m,27.8.e.1,0,0,0
ES,2017,Q1,LTL_LPF,24<40m,27.8.a,0,0,0
ES,2017,Q1,LTL_LPF,24<40m,27.8.b,0,0,0
ES,2017,Q1,LTL_LPF,24<40m,27.8.c.e,0,0,0
ES,2017,Q1,LTL_LPF,24<40m,27.8.d.2,0,0,0
ES,2017,Q1,LTL_LPF,24<40m,27.8.e.1,0,0,0
ES,2017,Q1,MIS_MIS,<10m,27.8.c.e,54.51,2,1
ES,2017,Q1,MIS_MIS,10<24m,27.8.b,772.8,14,2
ES,2017,Q1,MIS_MIS,10<24m,27.8.c.e,0,0,0
ES,2017,Q1,OTB_DEF,24<40m,27.8.c,595936.6841,1615,38
ES,2017,Q1,OTB_DEF,24<40m,27.8.c.e,39074.2,128,6
ES,2017,Q1,OTB_DEF,>=40m,27.8.b,45219.86,128,2
ES,2017,Q1,OTB_DEF,24<40m,27.8.a,105107.1795,253,5
ES,2017,Q1,OTB_DEF,24<40m,27.8.b,129136.715454,284,6
ES,2017,Q1,OTB_DEF,24<40m,27.8.d.2,0,0,0
ES,2017,Q1,OTB_DEF,24<40m,27.6.a,4257.02,6,1
ES,2017,Q1,OTB_DEF,24<40m,27.7.c,18772.62665,29,2
ES,2017,Q1,OTB_DEF,24<40m,27.7.j,9218.542969,12,2
ES,2017,Q1,OTB_DEF,24<40m,27.7.k,19426.04834,22,1
ES,2017,Q1,OTB_DEF,24<40m,27.7.b,52660.04517,65,1
ES,2017,Q1,OTB_DEF,24<40m,27.7.c,18004.41476,42,3
ES,2017,Q1,OTB_DEF,24<40m,27.7.h,16226.63678,24,2
ES,2017,Q1,OTB_DEF,24<40m,27.7.j,482895.2797,759,12
ES,2017,Q1,OTB_MCF,>=40m,27.8.a,0,0,0
ES,2017,Q1,OTB_MCF,>=40m,27.8.b,0,0,0
ES,2017,Q1,OTB_MCF,24<40m,27.8.b,3039.68,7,1
ES,2017,Q1,OTB_MPD,24<40m,27.8.c,231495.4135,609,35
ES,2017,Q1,OTB_MPD,>=40m,27.8.b,4239.36,12,2
ES,2017,Q1,OTB_MPD,24<40m,27.8.b,14088.5,35,5
ES,2017,Q1,PS_SPF_,10<24m,27.8.b,18814.4,95,17
ES,2017,Q1,PS_SPF_,10<24m,27.8.c.e,47789.9,228,22
ES,2017,Q1,PS_SPF_,10<24m,27.8.d.2,0,0,0
ES,2017,Q1,PS_SPF_,24<40m,27.8.b,115517,287,70
ES,2017,Q1,PS_SPF_,24<40m,27.8.c.e,224351,582,79
ES,2017,Q1,PTB_DEF,24<40m,27.8.a,1472,4,1
ES,2017,Q1,PTB_DEF,24<40m,27.8.b,68595.2,197,4
ES,2017,Q1,PTB_DEF,24<40m,27.8.d.2,1472,4,1
ES,2017,Q1,PTB_MPD,24<40m,27.8.c,377848.0742,1104,27
ES,2017,Q1,PTB_MPD,24<40m,27.8.c.e,73879.7,267,4
ES,2017,Q2,FPO_CRU,<10m,27.8.c.e,0,0,0
ES,2017,Q2,FPO_CRU,10<24m,27.8.b,0,0,0
ES,2017,Q2,FPO_CRU,10<24m,27.8.c.e,920,5,1
ES,2017,Q2,FPO_MOL,<10m,27.8.c.e,388.61,44,2
ES,2017,Q2,GNS_DEF,10<24m,27.8.b,176.64,1,1
ES,2017,Q2,GNS_DEF,10<24m,27.8.c.e,1236.48,7,1
ES,2017,Q2,GNS_DEF,24<40m,27.8.a,2024,5,1
ES,2017,Q2,GNS_DEF,24<40m,27.8.c.e,0,0,0
ES,2017,Q2,GNS_DEF,all,27.8.a,53266.37201,180,5
ES,2017,Q2,GNS_DEF,all,27.8.b,4495.952881,13,1
ES,2017,Q2,GNS_DEF,all,27.8.c,57580.57451,547,24
ES,2017,Q2,GNS_DEF,all,27.8.d.2,6916.850586,20,1
ES,2017,Q2,GNS_DEF,all,27.7.j,14464.57712,38,3
ES,2017,Q2,GNS_DEF,24<40m,27.7.h,0,0,0
ES,2017,Q2,GNS_DEF,24<40m,27.7.j,9310.4,23,1
ES,2017,Q2,GNS_DEF,<10m,27.8.b,3518.08,148,4
ES,2017,Q2,GNS_DEF,<10m,27.8.c.e,2439.4,76,5
ES,2017,Q2,GNS_DEF,10<24m,27.8.b,1575.04,16,2
ES,2017,Q2,GNS_DEF,10<24m,27.8.c.e,15255.8,155,15
ES,2017,Q2,GNS_DEF,24<40m,27.8.c.e,4968,15,1
ES,2017,Q2,GNS_DEF,all,27.8.c,114421.5383,2303,186
ES,2017,Q2,GNS_DEF,10<24m,27.8.c.e,0,0,0
ES,2017,Q2,GNS_DEF,all,27.8.c,114791.7591,768,37
ES,2017,Q2,GTR_DEF,<10m,27.8.b,111.87,5,2
ES,2017,Q2,GTR_DEF,<10m,27.8.c.e,1822.34,60,5
ES,2017,Q2,GTR_DEF,10<24m,27.8.b,627.07,17,3
ES,2017,Q2,GTR_DEF,10<24m,27.8.c.e,38330.9,346,15
ES,2017,Q2,GTR_DEF,24<40m,27.8.c.e,7617.6,23,1
ES,2017,Q2,GTR_DEF,all,27.8.c,226341.3333,5316,358
ES,2017,Q2,LHM_CEP,10<24m,27.8.c.e,0,0,0
ES,2017,Q2,LHM_SPF,<10m,27.8.b,0,0,0
ES,2017,Q2,LHM_SPF,<10m,27.8.c.e,605.04,25,8
ES,2017,Q2,LHM_SPF,10<24m,27.8.b,0,0,0
ES,2017,Q2,LHM_SPF,10<24m,27.8.c.e,28468.2,170,38
ES,2017,Q2,LHM_SPF,24<40m,27.8.c.e,22565,84,10
ES,2017,Q2,LHP_LPF,10<24m,27.8.a,0,0,0
ES,2017,Q2,LHP_LPF,24<40m,27.8.a,0,0,0
ES,2017,Q2,LHP_LPF,24<40m,27.8.b,0,0,0
ES,2017,Q2,LHP_LPF,24<40m,27.8.c.e,0,0,0
ES,2017,Q2,LHP_LPF,24<40m,27.8.d.2,0,0,0
ES,2017,Q2,LLD_LPF,10<24m,27.8.a,1457.28,9,1
ES,2017,Q2,LLD_LPF,10<24m,27.8.b,9082.24,44,2
ES,2017,Q2,LLD_LPF,10<24m,27.8.c.e,6256,24,2
ES,2017,Q2,LLD_LPF,10<24m,27.8.d.2,0,0,0
ES,2017,Q2,LLS_DEF,<10m,27.8.b,1111.36,50,3
ES,2017,Q2,LLS_DEF,<10m,27.8.c.e,2507.6,45,4
ES,2017,Q2,LLS_DEF,10<24m,27.8.a,5255.04,17,1
ES,2017,Q2,LLS_DEF,10<24m,27.8.b,9456.13,123,8
ES,2017,Q2,LLS_DEF,10<24m,27.8.c.e,26741.1,323,26
ES,2017,Q2,LLS_DEF,10<24m,27.8.d.2,5255.04,17,1
ES,2017,Q2,LLS_DEF,24<40m,27.6.a,131464,245,7
ES,2017,Q2,LLS_DEF,24<40m,27.7.b,36142.8,70,5
ES,2017,Q2,LLS_DEF,24<40m,27.7.c,0,0,0
ES,2017,Q2,LLS_DEF,24<40m,27.7.h,0,0,0
ES,2017,Q2,LLS_DEF,24<40m,27.7.j,34075.3,55,3
ES,2017,Q2,LLS_DEF,24<40m,27.7.k,0,0,0
ES,2017,Q2,LLS_DEF,24<40m,27.8.a,3297.28,8,1
ES,2017,Q2,LLS_DEF,24<40m,27.8.b,23493.1,57,1
ES,2017,Q2,LLS_DEF,24<40m,27.8.c.e,1251.2,5,1
ES,2017,Q2,LLS_DEF,24<40m,27.8.d.2,0,0,0
ES,2017,Q2,LLS_DEF,all,27.6.a,69924.2088,181,12
ES,2017,Q2,LLS_DEF,all,27.7.b,7100.809204,20,2
ES,2017,Q2,LLS_DEF,all,27.7.j,589369.9442,1465,34
ES,2017,Q2,LLS_DEF,all,27.8.a,134303.9008,399,25
ES,2017,Q2,LLS_DEF,all,27.8.b,11856.51234,35,4
ES,2017,Q2,LLS_DEF,all,27.8.c,280709.9945,3878,263
ES,2017,Q2,LLS_DEF,all,27.8.d.2,42611.47922,129,8
ES,2017,Q2,LTL_LPF,<10m,27.8.c.e,0,0,0
ES,2017,Q2,LTL_LPF,10<24m,27.8.a,0,0,0
ES,2017,Q2,LTL_LPF,10<24m,27.8.b,0,0,0
ES,2017,Q2,LTL_LPF,10<24m,27.8.c.e,191.36,2,2
ES,2017,Q2,LTL_LPF,10<24m,27.8.d.2,846.4,10,2
ES,2017,Q2,LTL_LPF,10<24m,27.8.e.1,1501.44,8,1
ES,2017,Q2,LTL_LPF,24<40m,27.8.a,0,0,0
ES,2017,Q2,LTL_LPF,24<40m,27.8.b,0,0,0
ES,2017,Q2,LTL_LPF,24<40m,27.8.c.e,0,0,0
ES,2017,Q2,LTL_LPF,24<40m,27.8.d.2,618.24,2,1
ES,2017,Q2,LTL_LPF,24<40m,27.8.e.1,0,0,0
ES,2017,Q2,MIS_MIS,<10m,27.8.c.e,0,0,0
ES,2017,Q2,MIS_MIS,10<24m,27.8.b,0,0,0
ES,2017,Q2,MIS_MIS,10<24m,27.8.c.e,0,0,0
ES,2017,Q2,OTB_DEF,24<40m,27.8.c,468386.0891,1265,36
ES,2017,Q2,OTB_DEF,24<40m,27.8.c.e,23287.1,64,4
ES,2017,Q2,OTB_DEF,>=40m,27.8.b,52285.4,148,2
ES,2017,Q2,OTB_DEF,24<40m,27.8.a,97748.34174,234,4
ES,2017,Q2,OTB_DEF,24<40m,27.8.b,88637.9,225,3
ES,2017,Q2,OTB_DEF,24<40m,27.8.d.2,1757.57,6,1
ES,2017,Q2,OTB_DEF,24<40m,27.6.a,82117,146,2
ES,2017,Q2,OTB_DEF,24<40m,27.7.c,58869.75638,80,2
ES,2017,Q2,OTB_DEF,24<40m,27.7.j,11090.50757,16,2
ES,2017,Q2,OTB_DEF,24<40m,27.7.k,4026.48999,8,1
ES,2017,Q2,OTB_DEF,24<40m,27.6.b.2,6596.762573,11,1
ES,2017,Q2,OTB_DEF,24<40m,27.7.b,88691.36487,111,3
