country,metier,year,landIC,percLandIC,landAccess,percLandAccess,matchTo
EN,FPO_CRU_0_0_0_all,2016,3497,0.999785325,20471.2626,0.616298375,
EN,GNS_DEF_120-219_0_0_all_FDF,2016,52049,0.998560611,NA,NA,
EN,GNS_DEF_all_0_0_all,2016,740.33,0.916283966,1333165,0.976470893,
EN,GTR_DEF_all_0_0_all,2016,266581,0.960636412,534.8493,0.997250392,
EN,LLS_FIF_0_0_0_all,2016,224292,0.996063152,242.65,0.999694085,
EN,MIS_MIS_0_0_0_HC,2016,657.7587,0.947845098,10119.1262,0.718206622,
EN,OTB_CRU_100-119_0_0_all,2016,111,0.999997121,786.5441,0.984392064,
EN,OTB_CRU_16-31_0_0_all,2016,3311,0.999944196,30.3763,1,
EN,OTB_CRU_32-69_0_0_all,2016,42,0.999999136,NA,NA,
EN,OTB_CRU_70-99_0_0_all,2016,916.2865,0.880760829,2745.8021,0.923387287,
EN,OTB_CRU_70-99_0_0_all_FDF,2016,413,0.999991795,NA,NA,
EN,OTB_CRU_>=120_0_0_all,2016,15311,0.999295276,NA,NA,
EN,OTB_DEF_70-99_0_0_all,2016,936667,0.836794799,1753.0226,0.963044782,
EN,OTB_DEF_>=120_0_0_all,2016,7460.6689,0.357984096,8113.7668,0.799919187,
EN,OTB_DEF_>=120_0_0_all_FDF,2016,257911,0.973011715,NA,NA,
EN,OTB_SPF_32-69_0_0_all,2016,0,1,NA,NA,
EN,OTM_SPF_32-69_0_0_all,2016,18,1,40724.9722,0.410135268,
EN,SSC_DEF,2016,256118,0.985300984,NA,NA,
EN,SSC_DEF_All_0_0_All,2016,6716,0.999617529,NA,NA,
EN,SSC_DEF_all_0_0_all,2016,NA,NA,2184.8255,0.945390346,SSC_DEF_All_0_0_All
EN,TBB_CRU_16-31_0_0_all,2016,579,0.999971978,741.9369,0.991864002,
EN,TBB_DEF_70-99_0_0_all,2016,3456318,0.791850854,3718.8504,0.895734713,
EN,TBB_DEF_>=120_0_0_all,2016,5585805,0.626006894,5795.2903,0.858282712,
EN,FPO_CRU_0_0_0_all,2017,NA,NA,19394.5225,0.629440512,MIS_MIS_0_0_0_HC
EN,GNS_DEF_all_0_0_all,2017,651.7026,0.934648415,1280.4594,0.980094999,
EN,GTR_DEF_all_0_0_all,2017,216.2555,0.987939354,397.0262,0.997889611,
EN,LLS_FIF_0_0_0_all,2017,67908,0.999769584,182.1646,0.999707463,
EN,MIS_MIS_0_0_0_HC,2017,246.80945,0.975584103,14910.6978,0.778236876,
EN,OTB_CRU_100-119_0_0_all,2017,349,0.999986288,905.3512,0.989129651,
EN,OTB_CRU_16-31_0_0_all,2017,3444,0.999966349,25.6638,0.999963566,
EN,OTB_CRU_32-69_0_0_all,2017,NA,NA,3651,1,MIS_MIS_0_0_0_HC
EN,OTB_CRU_70-99_0_0_all,2017,1805.5261,0.832574836,1981.0315,0.950120017,
EN,OTB_CRU_>=120_0_0_all,2017,139158,0.99588982,NA,NA,
EN,OTB_DEF_70-99_0_0_all,2017,1134904,0.897414915,1723.2961,0.967317079,
EN,OTB_DEF_>=120_0_0_all,2017,6245.7302,0.356835151,6252.3318,0.840629948,
EN,OTM_SPF_32-69_0_0_all,2017,NA,NA,43680.9248,0.435899305,
EN,SSC_DEF_All_0_0_All,2017,469693,0.961483223,NA,NA,
EN,SSC_DEF_all_0_0_all,2017,NA,NA,2367.3968,0.93035097,SSC_DEF_All_0_0_All
EN,TBB_CRU_16-31_0_0_all,2017,0.24,1,480.7985,0.99392762,
EN,TBB_DEF_70-99_0_0_all,2017,2650685,0.729420335,2611.6604,0.906726318,
EN,TBB_DEF_>=120_0_0_all,2017,3870.72,0.577979663,4011.7743,0.880664119,
EN,FPO_CRU_0_0_0_all,2018,NA,NA,21310.0428,0.636516249,MIS_MIS_0_0_0_HC
EN,GNS_DEF_all_0_0_all,2018,1111.6187,0.832715663,1096.2009,0.979270211,
EN,GTR_DEF_all_0_0_all,2018,211.82,0.993584676,342.9587,0.997863768,
EN,LLS_FIF_0_0_0_all,2018,32385,0.999784228,109.5891,0.999014283,
EN,MIS_MIS_0_0_0_HC,2018,319.25601,0.957495079,17808.2848,0.823475561,
EN,OTB_CRU_100-119_0_0_all,2018,227,0.999998692,396.8979,0.994263235,
EN,OTB_CRU_16-31_0_0_all,2018,2724,0.999982195,91.5285,0.99997519,
EN,OTB_CRU_32-69_0_0_all,2018,NA,NA,2.3632,1,MIS_MIS_0_0_0_HC
EN,OTB_CRU_70-99_0_0_all,2018,1585.6102,0.751928632,1594.6396,0.955828995,
EN,OTB_CRU_>=120_0_0_all,2018,52.92,0.997430644,NA,NA,
EN,OTB_DEF_70-99_0_0_all,2018,1030867,0.907634054,1655.6316,0.939087757,
EN,OTB_DEF_>=120_0_0_all,2018,4485.0158,0.325949097,4841.0658,0.874299227,
EN,OTB_DEF_>=120_0_0_all_FDF,2018,284768,0.97819063,NA,NA,
EN,OTM_SPF_32-69_0_0_all,2018,NA,NA,39319527,0.412793921,
EN,SSC_DEF_All_0_0_All,2018,366825,0.934293108,NA,NA,
EN,SSC_DEF_all_0_0_all,2018,NA,NA,1136.6264,0.967761805,SSC_DEF_All_0_0_All
EN,TBB_CRU_16-31_0_0_all,2018,18,1,1031.2205,0.990096423,
EN,TBB_DEF_70-99_0_0_all,2018,2616188,0.516080894,2757.2126,0.903245674,
EN,TBB_DEF_>=120_0_0_all,2018,1659623,0.636694208,1758.4055,0.921706199,
EN,FPO_CRU_0_0_0_all,2019,53467,0.991268714,22508.7572,0.610142585,
EN,GNS_DEF_all_0_0_all,2019,741.5414,0.899639796,1006.2849,0.980479502,
EN,GTR_DEF_all_0_0_all,2019,117654,0.979739153,311.6215,0.997354553,
EN,LLS_FIF_0_0_0_all,2019,40878,0.997500329,116.8783,0.998576739,
EN,MIS_MIS_0_0_0_HC,2019,208.3032,0.963233176,20112.0219,0.820452194,
EN,OTB_CRU_100-119_0_0_all,2019,110.98,0.987520083,947.4963,0.990387386,
EN,OTB_CRU_16-31_0_0_all,2019,267,0.999980649,14.9181,0.9999496,
EN,OTB_CRU_32-69_0_0_all,2019,179,0.999993199,4.8198,1,
EN,OTB_CRU_70-99_0_0_all,2019,3191.3087,0.565061373,3122.0579,0.901580011,
EN,OTB_CRU_70-99_0_0_all_FDF,2019,27841,0.999452292,NA,NA,
EN,OTB_DEF_32-69_0_0_all,2019,0.05,0.999996705,NA,NA,
EN,OTB_DEF_70-99_0_0_all,2019,749998,0.847649509,1352265,0.969956871,
EN,OTB_DEF_70-99_0_0_all_FDF,2019,7269,0.99996193,NA,NA,
EN,OTB_DEF_>=120_0_0_all,2019,4868.2045,0.341315195,4636.2393,0.868932932,
EN,OTB_DEF_>=120_0_0_all_FDF,2019,117772,0.971490301,NA,NA,
EN,OTB_SPF_32-69_0_0_all,2019,45,0.99999986,NA,NA,
EN,OTM_SPF_32-69_0_0_all,2019,0,1,35839.5091,0.374770531,
EN,SDN_all_0_0_all,2019,48004,0.994634327,116.3693,0.999793603,
EN,SSC_DEF_All_0_0_All,2019,698734,0.948628808,NA,NA,
EN,SSC_DEF_all_0_0_all,2019,NA,NA,1745.6236,0.938882595,SSC_DEF_All_0_0_All
EN,TBB_CRU_16-31_0_0_all,2019,2,1,354.6525,0.994095955,
EN,TBB_DEF_70-99_0_0_all,2019,1565.82,0.795066321,1619.3849,0.955816357,
EN,TBB_DEF_>=120_0_0_all,2019,1714758,0.685284951,1821.6427,0.920628765,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
GE,Active,2009,3211976,0.896150997,NA,NA,
GE,FPO_CRU_0_0_0_all,2009,NA,NA,4.46,0.999998146,
GE,GNS_DEF_100-119_0_0_all,2009,788,0.999938755,NA,NA,
GE,GNS_DEF_120-219_0_0_all,2009,648,0.999970454,626,0.999999994,
GE,GNS_DEF_>=220_0_0_all,2009,410349,0.962974566,279048,0.999849405,
GE,GNS_DEF_all_0_0_all,2009,242722,0.986989744,519633,0.999737268,
GE,MIS_MIS_0_0_0_HC,2009,NA,NA,18013.35,0.973151116,
GE,OTB_CRU_16-31_0_0_all,2009,NA,NA,13392279,0.997526876,OTB_CRU_32-69_0_0_all
GE,OTB_CRU_32-69_0_0_all,2009,13.4,0.999238106,275.82,0.999960244,
GE,OTB_CRU_70-99_0_0_all,2009,248208,0.975116336,1881735,0.999118814,
GE,OTB_CRU_90-119_0_0_all,2009,955691,0.942901226,1019.3665,0.999528451,
GE,OTB_DEF_100-119_0_0_all,2009,588,0.999999217,NA,NA,
GE,OTB_DEF_70-99_0_0_all,2009,2276,0.999900208,89858,0.999996354,
GE,OTB_DEF_>=120_0_0_all,2009,15107.58,0.739028439,16552.5805,0.986746816,
GE,OTB_SPF_32-69_0_0_all,2009,NA,NA,13433488,0.992145126,OTB_CRU_32-69_0_0_all
GE,Passive,2009,30722,0.998582609,NA,NA,
GE,SSC_DEF_70-99_0_0_all,2009,16,1,16,1,
GE,SSC_DEF_>=120_0_0_all,2009,5744,0.99951909,3971,0.999999742,
GE,TBB_CRU_16-31_0_0_all,2009,5515,0.999788871,17279798,0.980095084,
GE,TBB_DEF_70-99_0_0_all,2009,206265,0.997079759,2079742,0.99836263,
GE,active,2009,NA,NA,2403636,0.965912367,Active
GE,Active,2010,3919076,0.93041583,NA,NA,
GE,FPO_CRU_0_0_0_all,2010,NA,NA,119439,0.9999238,
GE,GNS_DEF_100-119_0_0_all,2010,821,0.999966298,22,1,
GE,GNS_DEF_120-219_0_0_all,2010,656,0.999999898,0.66,0.999999532,
GE,GNS_DEF_>=220_0_0_all,2010,269401,0.993712324,190122,0.999556414,
GE,GNS_DEF_all_0_0_all,2010,358675,0.948786597,635.75,0.999376499,
GE,LLS_FIF_0_0_0_all,2010,NA,NA,223,0.999999979,
GE,MIS_MIS_0_0_0_HC,2010,NA,NA,16471395,0.950638992,
GE,MIS_MIS_0_0_0_IBC,2010,NA,NA,0.25,0.999999768,
GE,OTB_CRU_16-31_0_0_all,2010,NA,NA,16279326,0.966044341,
GE,OTB_CRU_32-69_0_0_all,2010,NA,NA,145492,0.999694095,OTB_DEF_70-99_0_0_all
GE,OTB_CRU_70-99_0_0_all,2010,323966,0.965379625,2239047,0.99877488,
GE,OTB_CRU_90-119_0_0_all,2010,44022,0.999049898,71715,0.999991664,
GE,OTB_DEF_100-119_0_0_all,2010,1286,0.999924248,NA,NA,
GE,OTB_DEF_70-99_0_0_all,2010,4443,0.999655146,123297,0.999810773,
GE,OTB_DEF_>=120_0_0_all,2010,14246572,0.72968694,16052161,0.981234721,
GE,OTB_SPF_32-69_0_0_all,2010,NA,NA,13778696,0.99427369,
GE,Passive,2010,60.19,0.996795161,NA,NA,
GE,SSC_DEF_>=120_0_0_all,2010,7374,0.999427583,5408,0.999996782,
GE,TBB_CRU_16-31_0_0_all,2010,3968,0.999858381,18303.2725,0.935051885,
GE,TBB_DEF_100-119_0_0_all,2010,2,1,NA,NA,
GE,TBB_DEF_70-99_0_0_all,2010,283773,0.97991403,2517505,0.996656039,
GE,TBB_DEF_>=120_0_0_all,2010,NA,NA,2.2455,0.999998907,TBB_DEF_100-119_0_0_all
GE,active,2010,NA,NA,969796,0.917731247,Active
GE,Active,2011,3069.23,0.678715821,NA,NA,
GE,FPO_CRU_0_0_0_all,2011,NA,NA,33222,0.99998328,
GE,Fleet-All,2011,1493319,0.970401786,NA,NA,
GE,GNS_DEF_100-119_0_0_all,2011,951,0.999948887,NA,NA,
GE,GNS_DEF_120-219_0_0_all,2011,556,0.999971824,1404,0.999999752,
GE,GNS_DEF_>=220_0_0_all,2011,182875,0.995369795,93.41,0.999833517,
GE,GNS_DEF_all_0_0_all,2011,422354,0.987825502,479602,0.999762546,
GE,LLS_FIF_0_0_0_all,2011,NA,NA,327,1,
GE,MIS_MIS_0_0_0_HC,2011,10.2,0.999065106,40223328,0.948609334,
GE,MIS_MIS_0_0_0_IBC,2011,94,0.999999752,9661,0.99999062,
GE,OTB_CRU_16-31_0_0_all,2011,2828,0.999707717,12926187,0.995945444,
GE,OTB_CRU_32-69_0_0_all,2011,NA,NA,54251,0.999929108,OTB_CRU_70-99_0_0_all
GE,OTB_CRU_70-89_2_35_all,2011,6,1,NA,NA,
GE,OTB_CRU_70-99_0_0_all,2011,1795764,0.908796672,2449998,0.997806903,
GE,OTB_CRU_90-119_0_0_all,2011,4913,0.999591051,38077,0.999958038,
GE,OTB_DEF_100-119_0_0_all,2011,436,0.99998981,NA,NA,
GE,OTB_DEF_70-99_0_0_all,2011,2565,0.999813533,71.5635,0.999887889,
GE,OTB_DEF_>=120_0_0_all,2011,13382963,0.552098357,14311.21,0.986124392,
GE,OTB_SPF_32-69_0_0_all,2011,NA,NA,18136558,0.96238912,
GE,Passive,2011,79375,0.998644317,NA,NA,
GE,Pelagic trawlers,2011,1947763,0.759068487,NA,NA,
GE,SSC_DEF_>=120_0_0_all,2011,7836,0.999388371,5379,0.999994707,
GE,TBB_CRU_16-31_0_0_all,2011,2.33,0.999909654,16928.4725,0.975251027,
GE,TBB_DEF_100-119_0_0_all,2011,147,0.999995875,NA,NA,
GE,TBB_DEF_70-99_0_0_all,2011,1833674,0.834714546,2094359,0.999398154,
GE,TBB_DEF_>=120_0_0_all,2011,NA,NA,5236,0.999998685,TBB_DEF_100-119_0_0_all
GE,active,2011,NA,NA,1208309,0.918048472,Active
GE,Active,2012,1471999,0.900087254,NA,NA,
GE,Fleet-All,2012,172792,0.997007909,NA,NA,
GE,GNS_DEF_100-119_0_0_all,2012,102,0.999999951,NA,NA,
GE,GNS_DEF_120-219_0_0_all,2012,387,0.999981523,373,1,
GE,GNS_DEF_>=220_0_0_all,2012,393573,0.988494243,315099,0.999880156,
GE,GNS_DEF_all_0_0_all,2012,450054,0.969102435,532.57,0.999638234,
GE,MIS_MIS_0_0_0_HC,2012,272,0.999994925,24005345,0.970588433,
GE,OTB_CRU_16-31_0_0_all,2012,NA,NA,2173379,0.997206022,
GE,OTB_CRU_32-69_0_0_all,2012,NA,NA,629302,0.999229347,OTB_CRU_70-99_0_0_all
GE,OTB_CRU_70-89_2_35_all,2012,1,1,NA,NA,
GE,OTB_CRU_70-99_0_0_all,2012,1526112,0.827560122,2006049,0.998746192,
GE,OTB_CRU_90-119_0_0_all,2012,47437,0.999345186,74169,0.9999371,
GE,OTB_DEF_100-119_0_0_all,2012,1249,0.99987968,NA,NA,
GE,OTB_DEF_70-99_0_0_all,2012,1.14,0.999935849,69903,0.999990769,
GE,OTB_DEF_>=120_0_0_all,2012,7934964,0.390965064,10101.9005,0.990871482,
GE,OTB_DEF_>=120_0_0_all_FDF,2012,3680026,0.572284299,2484495,0.995537383,
GE,OTB_SPF_32-69_0_0_all,2012,NA,NA,34458023,0.95215802,
GE,Passive,2012,950667,0.946927742,NA,NA,
GE,Pelagic trawlers,2012,1759808,0.752366778,NA,NA,
GE,SSC_DEF_>=120_0_0_all,2012,2.81,0.9997431,4.5195,0.999999714,
GE,SSC_DEF_>=120_0_0_all_FDF,2012,5266,0.999604648,NA,NA,
GE,TBB_CRU_16-31_0_0_all,2012,1523,0.99981814,16316477,0.983115618,
GE,TBB_DEF_100-119_0_0_all,2012,0.54,0.999962455,NA,NA,
GE,TBB_DEF_70-99_0_0_all,2012,1895117,0.665658956,3592773,0.99362988,
GE,TBB_DEF_>=120_0_0_all,2012,NA,NA,7131,0.999996244,TBB_DEF_100-119_0_0_all
GE,active,2012,NA,NA,1205714,0.92570243,Active
GE,Active,2013,1984.38,0.879422154,NA,NA,
GE,FPO_CRU_0_0_0_all,2013,NA,NA,2386,0.999997481,
GE,Fleet-All,2013,620907,0.947221787,NA,NA,
GE,GNS_DEF_100-119_0_0_all,2013,894,0.999984805,98,1,
GE,GNS_DEF_120-219_0_0_all,2013,3.5,0.999761794,4091,0.999996047,
GE,GNS_DEF_>=220_0_0_all,2013,395293,0.96428618,307173,0.999808562,
GE,GNS_DEF_all_0_0_all,2013,392.74,0.981240362,440921,0.999422167,
GE,MIS_MIS_0_0_0_HC,2013,1.04,0.999946211,30050303,0.971884774,
GE,OTB_CRU_16-31_0_0_all,2013,NA,NA,9429845,0.99325739,OTB_CRU_32-69_0_0_all
GE,OTB_CRU_32-69_0_0_all,2013,13001,0.998619499,194481,0.999925415,
GE,OTB_CRU_70-99_0_0_all,2013,1988787,0.793758509,2423108,0.999157243,
GE,OTB_CRU_90-119_0_0_all,2013,56448,0.99805826,61288,0.999962239,
GE,OTB_DEF_100-119_0_0_all,2013,2081,0.999851628,NA,NA,
GE,OTB_DEF_70-99_0_0_all,2013,1151,0.999901316,52177,0.999993589,
GE,OTB_DEF_>=120_0_0_all,2013,9875841,0.426329904,10061.0085,0.987591544,
GE,OTB_DEF_>=120_0_0_all_FDF,2013,4431007,0.617611922,4516005,0.995970795,
GE,OTB_SPF_32-69_0_0_all,2013,NA,NA,55838878,0.953829292,OTB_CRU_32-69_0_0_all
GE,Passive,2013,949657,0.92041787,NA,NA,
GE,SSC_DEF_>=120_0_0_all,2013,12205,0.999146377,2.1715,0.999998786,
GE,SSC_DEF_>=120_0_0_all_FDF,2013,10756,0.999610702,1923,0.999999941,
GE,TBB_CRU_16-31_0_0_all,2013,352,1,16080259,0.981546468,
GE,TBB_DEF_70-99_0_0_all,2013,2091611,0.707904619,2880197,0.997701338,
GE,TBB_DEF_>=120_0_0_all,2013,333135,0.995621458,335917,0.999624,
GE,active,2013,NA,NA,1531649,0.920278952,Active
GE,Active,2014,1432442,0.79908722,NA,NA,
GE,FPO_CRU_0_0_0_all,2014,NA,NA,16395,0.999988763,
GE,Fleet-All,2014,908233,0.886464049,NA,NA,
GE,GNS_DEF_100-119_0_0_all,2014,195,1,294,0.999999987,
GE,GNS_DEF_120-219_0_0_all,2014,1809,0.999976319,1743,0.999999495,
GE,GNS_DEF_>=220_0_0_all,2014,460101,0.969704997,395522,0.998569561,
GE,GNS_DEF_all_0_0_all,2014,277061,0.995937023,337461,0.999134149,
GE,MIS_MIS_0_0_0_HC,2014,524.84,0.948299313,32162478,0.929244801,
GE,MIS_MIS_all_0_0_all,2014,NA,NA,1,1,MIS_MIS_0_0_0_HC
GE,OTB_CRU_16-31_0_0_all,2014,NA,NA,6659442,0.982408883,OTB_CRU_32-69_0_0_all
GE,OTB_CRU_32-69_0_0_all,2014,10074,0.999598173,87399,0.999769369,
GE,OTB_CRU_70-99_0_0_all,2014,969874,0.844209524,1400959,0.997907835,
GE,OTB_CRU_90-119_0_0_all,2014,57776,0.998624987,73822,0.999892877,
GE,OTB_DEF_70-99_0_0_all,2014,NA,NA,40.9175,0.999961333,OTB_CRU_70-99_0_0_all
GE,OTB_DEF_>=120_0_0_all,2014,9084902,0.422664909,9372.0545,0.971267336,
GE,OTB_DEF_>=120_0_0_all_FDF,2014,5055206,0.657852717,5149.6255,0.991024439,
GE,OTB_SPF_32-69_0_0_all,2014,0,1,46339759,0.875435524,
GE,OTM_SPF_32-69_0_0_all,2014,0,1,NA,NA,
GE,Passive,2014,804268,0.923881718,NA,NA,
GE,SSC_DEF_100-119_0_0_all,2014,NA,NA,7,0.999999998,SSC_DEF_>=120_0_0_all
GE,SSC_DEF_>=120_0_0_all,2014,6319,0.999892158,2276,0.999996579,
GE,SSC_DEF_>=120_0_0_all_FDF,2014,10844,0.999129492,2.3955,0.999992771,
GE,TBB_CRU_16-31_0_0_all,2014,314,0.999990928,15745.34,0.955587466,
GE,TBB_DEF_70-99_0_0_all,2014,1603.3,0.732444457,2713333,0.995563968,
GE,TBB_DEF_>=120_0_0_all,2014,286779,0.98304707,292.28,0.999623147,
GE,active,2014,NA,NA,476919,0.797907015,Active
GE,Active,2015,2767964,0.79453752,NA,NA,
GE,FPO_CRU_0_0_0_all,2015,NA,NA,40.16,0.999990546,
GE,Fleet-All,2015,1675596,0.864355571,NA,NA,
GE,GNS_DEF_120-219_0_0_all,2015,664,0.999980041,0.56,0.999999995,
