year,country,metier,area,Eff,Lan,matchTo
2011,EN,OTB_DEF_>=120_0_0_all,6A,x,x,
2011,EN,OTB_DEF_>=120_0_0_all,7D,x,x,
2011,EN,OTM_SPF_32-69_0_0_all,4,x,x,
2011,EN,OTM_SPF_32-69_0_0_all,6A,x,x,
2011,EN,OTM_SPF_32-69_0_0_all,7D,x,x,
2011,EN,SDN_all_0_0_all,4,x,x,
2011,EN,SSC_DEF_all_0_0_all,4,x,x,
2011,EN,SSC_DEF_all_0_0_all,7D,x,x,
2011,EN,TBB_CRU_16-31_0_0_all,4,x,x,
2011,EN,TBB_CRU_16-31_0_0_all,7D,x,x,
2011,EN,TBB_DEF_70-99_0_0_all,4,x,x,
2011,EN,TBB_DEF_70-99_0_0_all,7D,x,x,
2011,EN,TBB_DEF_>=120_0_0_all,4,x,x,
2011,GE,FPO_CRU_0_0_0_all,6A,x,x,
2011,GE,GNS_DEF_120-219_0_0_all,4,x,x,
2011,GE,GNS_DEF_>=220_0_0_all,4,x,x,
2011,GE,GNS_DEF_>=220_0_0_all,6A,x,x,
2011,GE,GNS_DEF_all_0_0_all,4,x,x,
2011,GE,LLS_FIF_0_0_0_all,4,x,x,
2011,GE,MIS_MIS_0_0_0_HC,3AN,x,x,
2011,GE,MIS_MIS_0_0_0_HC,4,x,x,
2011,GE,MIS_MIS_0_0_0_HC,6A,x,x,
2011,GE,MIS_MIS_0_0_0_IBC,4,x,x,
2011,GE,OTB_CRU_16-31_0_0_all,4,x,x,
2011,GE,OTB_CRU_32-69_0_0_all,3AN,x,x,
2011,GE,OTB_CRU_70-99_0_0_all,3AN,x,x,
2011,GE,OTB_CRU_70-99_0_0_all,4,x,x,
2011,GE,OTB_CRU_90-119_0_0_all,3AN,x,x,
2011,GE,OTB_DEF_70-99_0_0_all,4,x,x,
2011,GE,OTB_DEF_>=120_0_0_all,3AN,x,x,
2011,GE,OTB_DEF_>=120_0_0_all,4,x,x,
2011,GE,OTB_SPF_32-69_0_0_all,4,x,x,
2011,GE,OTB_SPF_32-69_0_0_all,7D,x,x,
2011,GE,SSC_DEF_>=120_0_0_all,3AN,x,x,
2011,GE,SSC_DEF_>=120_0_0_all,4,x,x,
2011,GE,TBB_CRU_16-31_0_0_all,4,x,x,
2011,GE,TBB_DEF_70-99_0_0_all,4,x,x,
2011,GE,TBB_DEF_>=120_0_0_all,4,x,x,
2011,GE,active,3AN,x,x,
2011,NL,HMD_MOL_>=120_0_0_all,4,x,NA,
2011,NL,HMD_MOL_UND_0_0_all,4,x,NA,
2011,NL,MIS_MIS_0_0_0_HC,4,x,x,
2011,NL,MIS_MIS_0_0_0_HC,6A,x,x,
2011,NL,MIS_MIS_0_0_0_HC,7D,x,x,
2011,NL,NK_UND_UND_0_0_all,4,x,NA,
2011,NL,OTB_DEF_100-119_0_0_all,4,x,x,
2011,NL,OTB_DEF_16-31_0_0_all,4,x,x,
2011,NL,OTB_DEF_32-69_0_0_all,4,NA,x,MIS_MIS_0_0_0_HC
2011,NL,OTB_DEF_70-99_0_0_all,4,x,x,
2011,NL,OTB_DEF_70-99_0_0_all,6A,x,x,
2011,NL,OTB_DEF_70-99_0_0_all,7D,x,x,
2011,NL,OTB_DEF_>=120_0_0_all,3AN,x,x,
2011,NL,OTB_DEF_>=120_0_0_all,4,x,x,
2011,NL,OTB_MCD_>=55_0_0,4,NA,x,MIS_MIS_0_0_0_HC
2011,NL,OTM_SPF_32-69_0_0_all,3AN,x,x,
2011,NL,OTM_SPF_32-69_0_0_all,4,x,x,
2011,NL,OTM_SPF_32-69_0_0_all,6A,x,x,
2011,NL,OTM_SPF_32-69_0_0_all,7D,x,x,
2011,NL,SDN_all_0_0_all,4,x,x,
2011,NL,SDN_all_0_0_all,7D,x,x,
2011,NL,SSC_DEF_all_0_0_all,4,x,x,
2011,NL,SSC_DEF_all_0_0_all,7D,x,x,
2011,NL,TBB_CRU_16-31_0_0_all,4,x,x,
2011,NL,TBB_DEF_100-119_0_0_all,4,x,x,
2011,NL,TBB_DEF_16-31_0_0_all,4,NA,x,MIS_MIS_0_0_0_HC
2011,NL,TBB_DEF_70-99_0_0_all,4,x,x,
2011,NL,TBB_DEF_70-99_0_0_all,7D,x,x,
2011,NL,TBB_DEF_90-119_0_0_all,3AN,x,x,
2011,NL,TBB_DEF_<16_0_0_all,4,NA,x,MIS_MIS_0_0_0_HC
2011,NL,TBB_DEF_>=120_0_0_all,3AN,x,x,
2011,NL,TBB_DEF_>=120_0_0_all,4,x,x,
2011,NL,TBB_MCD_70-99_0_0_all,4,NA,x,MIS_MIS_0_0_0_HC
2011,SC,FPO_CRU_0_0_0_all,4,x,x,
2011,SC,FPO_CRU_0_0_0_all,6A,x,x,
2011,SC,GNS_DEF_all_0_0_all,4,x,x,
2011,SC,GNS_DEF_all_0_0_all,6A,x,x,
2011,SC,GTR_DEF_all_0_0_all,6A,x,x,
2011,SC,LLS_FIF_0_0_0_all,4,x,x,
2011,SC,LLS_FIF_0_0_0_all,6A,x,x,
2011,SC,MIS_MIS_0_0_0_HC,4,x,x,
2011,SC,MIS_MIS_0_0_0_HC,6A,x,x,
2011,SC,MIS_MIS_0_0_0_HC,7D,x,x,
2011,SC,OTB_CRU_16-31_0_0_all,4,x,x,
2011,SC,OTB_CRU_16-31_0_0_all,6A,x,x,
2011,SC,OTB_CRU_70-99_0_0_all,4,x,x,
2011,SC,OTB_CRU_70-99_0_0_all,6A,x,x,
2011,SC,OTB_CRU_70-99_0_0_all,7D,x,x,
2011,SC,OTB_DEF_>=120_0_0_all,4,x,x,
2011,SC,OTB_DEF_>=120_0_0_all,6A,x,x,
2011,SC,OTB_DEF_>=120_0_0_all,7D,x,NA,
2011,SC,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2012,BE,GNS_DEF_120-219_0_0_all,4,x,x,
2012,BE,GNS_DEF_all_0_0_all,4,x,x,
2012,BE,GTR_DEF_all_0_0_all,4,x,x,
2012,BE,GTR_DEF_all_0_0_all,7D,x,x,
2012,BE,MIS_MIS_0_0_0_HC,4,x,x,
2012,BE,MIS_MIS_0_0_0_HC,7D,x,x,
2012,BE,OTB_CRU_16-31_0_0_all,4,x,x,
2012,BE,OTB_CRU_70-99_0_0_all,4,x,x,
2012,BE,OTB_CRU_70-99_0_0_all,7D,x,x,
2012,BE,OTB_DEF_100-119_0_0_all,4,x,x,
2012,BE,OTB_DEF_70-99_0_0_all,4,x,x,
2012,BE,OTB_DEF_>=120_0_0_all,4,x,x,
2012,BE,SSC_DEF_100-119_0_0_all,4,x,x,
2012,BE,SSC_DEF_100-119_0_0_all,7D,x,x,
2012,BE,SSC_DEF_70-99_0_0_all,4,x,x,
2012,BE,SSC_DEF_70-99_0_0_all,7D,x,x,
2012,BE,SSC_DEF_>=120_0_0_all,4,x,x,
2012,BE,TBB_CRU_16-31_0_0_all,4,x,x,
2012,BE,TBB_DEF_70-99_0_0_all,4,x,x,
2012,BE,TBB_DEF_70-99_0_0_all,7D,x,x,
2012,BE,TBB_DEF_>=120_0_0_all,4,x,x,
2012,DK,FPO_CRU_>0_0_0_all,4,x,x,
2012,DK,GNS_DEF_100-119_0_0_all,3AN,x,x,
2012,DK,GNS_DEF_100-119_0_0_all,4,x,x,
2012,DK,GNS_DEF_100-119_0_0_all_FDF,3AN,x,x,
2012,DK,GNS_DEF_100-119_0_0_all_FDF,4,x,x,
2012,DK,GNS_DEF_120-219_0_0_all,3AN,x,x,
2012,DK,GNS_DEF_120-219_0_0_all,4,x,x,
2012,DK,GNS_DEF_120-219_0_0_all_FDF,3AN,x,x,
2012,DK,GNS_DEF_120-219_0_0_all_FDF,4,x,x,
2012,DK,GNS_DEF_>=220_0_0_all,3AN,x,x,
2012,DK,GNS_DEF_>=220_0_0_all,4,x,x,
2012,DK,GNS_DEF_>=220_0_0_all_FDF,3AN,x,x,
2012,DK,GNS_DEF_>=220_0_0_all_FDF,4,x,x,
2012,DK,LLS_FIF_0_0_0_all,3AN,x,x,
2012,DK,LLS_FIF_0_0_0_all,4,x,x,
2012,DK,LLS_FIF_0_0_0_all_FDF,3AN,x,NA,
2012,DK,LLS_FIF_0_0_0_all_FDF,4,x,NA,
2012,DK,MIS_MIS_0_0_0_HC,3AN,x,x,
2012,DK,MIS_MIS_0_0_0_HC,4,x,x,
2012,DK,MIS_MIS_0_0_0_IBC,3AN,x,x,
2012,DK,MIS_MIS_0_0_0_IBC,4,x,x,
2012,DK,OTB_CRU_32-69_0_0_all,3AN,x,x,
2012,DK,OTB_CRU_32-69_0_0_all,4,x,x,
2012,DK,OTB_CRU_70-89_2_35_all,3AN,x,x,
2012,DK,OTB_CRU_70-99_0_0_all,4,x,x,
2012,DK,OTB_CRU_70-99_0_0_all_FDF,4,x,x,
2012,DK,OTB_CRU_90-119_0_0_all,3AN,x,x,
2012,DK,OTB_CRU_90-119_0_0_all_FDF,3AN,x,x,
2012,DK,OTB_DEF_>=120_0_0_all,3AN,x,x,
2012,DK,OTB_DEF_>=120_0_0_all,4,x,x,
2012,DK,OTB_DEF_>=120_0_0_all_FDF,3AN,x,x,
2012,DK,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2012,DK,OTB_SPF_32-69_0_0_all,3AN,x,x,
2012,DK,OTB_SPF_32-69_0_0_all,4,x,x,
2012,DK,OTB_SPF_32-69_0_0_all,6A,x,x,
2012,DK,OTB_SPF_32-69_0_0_all,7D,x,x,
2012,DK,SDN_DEF_>=120_0_0_all,3AN,x,x,
2012,DK,SDN_DEF_>=120_0_0_all,4,x,x,
2012,DK,SDN_DEF_>=120_0_0_all_FDF,3AN,x,x,
2012,DK,SDN_DEF_>=120_0_0_all_FDF,4,x,x,
2012,DK,SSC_DEF_>=120_0_0_all,3AN,x,x,
2012,DK,SSC_DEF_>=120_0_0_all,4,x,x,
2012,DK,SSC_DEF_>=120_0_0_all_FDF,3AN,x,x,
2012,DK,SSC_DEF_>=120_0_0_all_FDF,4,x,x,
2012,DK,TBB_CRU_16-31_0_0_all,4,x,x,
2012,DK,TBB_DEF_>=120_0_0_all,3AN,x,x,
2012,DK,TBB_DEF_>=120_0_0_all,4,x,x,
2012,EN,FPO_CRU_0_0_0_all,4,x,x,
2012,EN,FPO_CRU_0_0_0_all,7D,x,x,
2012,EN,GNS_DEF_all_0_0_all,4,x,x,
2012,EN,GNS_DEF_all_0_0_all,6A,x,x,
2012,EN,GNS_DEF_all_0_0_all,7D,x,x,
2012,EN,GTR_DEF_all_0_0_all,4,x,x,
2012,EN,GTR_DEF_all_0_0_all,7D,x,x,
2012,EN,LLS_FIF_0_0_0_all,4,x,x,
2012,EN,LLS_FIF_0_0_0_all,7D,x,x,
2012,EN,MIS_MIS_0_0_0_HC,4,x,x,
2012,EN,MIS_MIS_0_0_0_HC,6A,x,x,
2012,EN,MIS_MIS_0_0_0_HC,7D,x,x,
2012,EN,OTB_CRU_100-119_0_0_all,4,x,x,
2012,EN,OTB_CRU_100-119_0_0_all,7D,x,x,
2012,EN,OTB_CRU_16-31_0_0_all,4,x,x,
2012,EN,OTB_CRU_16-31_0_0_all,7D,x,x,
2012,EN,OTB_CRU_70-99_0_0_all,4,x,x,
2012,EN,OTB_CRU_70-99_0_0_all,6A,x,x,
2012,EN,OTB_CRU_70-99_0_0_all,7D,x,x,
2012,EN,OTB_DEF_70-99_0_0_all,4,x,x,
2012,EN,OTB_DEF_70-99_0_0_all,7D,x,x,
2012,EN,OTB_DEF_>=120_0_0_all,4,x,x,
2012,EN,OTB_DEF_>=120_0_0_all,6A,x,x,
2012,EN,OTB_DEF_>=120_0_0_all,7D,x,x,
2012,EN,OTM_SPF_32-69_0_0_all,4,x,x,
2012,EN,OTM_SPF_32-69_0_0_all,6A,x,x,
2012,EN,OTM_SPF_32-69_0_0_all,7D,x,x,
2012,EN,SDN_all_0_0_all,4,x,x,
2012,EN,SSC_DEF_all_0_0_all,4,x,x,
2012,EN,SSC_DEF_all_0_0_all,7D,x,x,
2012,EN,TBB_CRU_16-31_0_0_all,4,x,x,
2012,EN,TBB_DEF_70-99_0_0_all,4,x,x,
2012,EN,TBB_DEF_70-99_0_0_all,7D,x,x,
2012,EN,TBB_DEF_>=120_0_0_all,4,x,x,
2012,GE,GNS_DEF_120-219_0_0_all,3AN,x,x,
2012,GE,GNS_DEF_120-219_0_0_all,4,x,x,
2012,GE,GNS_DEF_>=220_0_0_all,4,x,x,
2012,GE,GNS_DEF_>=220_0_0_all,6A,x,x,
2012,GE,GNS_DEF_all_0_0_all,3AN,x,x,
2012,GE,GNS_DEF_all_0_0_all,4,x,x,
2012,GE,MIS_MIS_0_0_0_HC,4,x,x,
2012,GE,MIS_MIS_0_0_0_HC,6A,x,x,
2012,GE,OTB_CRU_16-31_0_0_all,4,x,x,
2012,GE,OTB_CRU_32-69_0_0_all,3AN,x,x,
2012,GE,OTB_CRU_70-99_0_0_all,4,x,x,
2012,GE,OTB_CRU_90-119_0_0_all,3AN,x,x,
2012,GE,OTB_DEF_70-99_0_0_all,4,x,x,
2012,GE,OTB_DEF_>=120_0_0_all,3AN,x,x,
2012,GE,OTB_DEF_>=120_0_0_all,4,x,x,
2012,GE,OTB_DEF_>=120_0_0_all,6A,x,x,
2012,GE,OTB_DEF_>=120_0_0_all_FDF,3AN,x,x,
2012,GE,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2012,GE,OTB_SPF_32-69_0_0_all,4,x,x,
2012,GE,OTB_SPF_32-69_0_0_all,7D,x,x,
2012,GE,SSC_DEF_>=120_0_0_all,3AN,x,x,
2012,GE,SSC_DEF_>=120_0_0_all,4,x,x,
2012,GE,TBB_CRU_16-31_0_0_all,4,x,x,
2012,GE,TBB_DEF_70-99_0_0_all,4,x,x,
2012,GE,TBB_DEF_>=120_0_0_all,4,x,x,
2012,GE,active,3AN,x,x,
2012,NL,HMD_MOL_UND_0_0_all,4,x,NA,
2012,NL,MIS_MIS_0_0_0_HC,4,x,x,
2012,NL,MIS_MIS_0_0_0_HC,7D,x,x,
2012,NL,MIS_MIS_0_0_0_HC_all,4,x,x,
2012,NL,OTB_DEF_100-119_0_0_all,4,x,x,
2012,NL,OTB_DEF_16-31_0_0_all,4,x,x,
2012,NL,OTB_DEF_32-69_0_0_all,4,x,x,
2012,NL,OTB_DEF_70-99_0_0_all,4,x,x,
2012,NL,OTB_DEF_70-99_0_0_all,6A,x,x,
2012,NL,OTB_DEF_70-99_0_0_all,7D,x,x,
2012,NL,OTB_DEF_>=120_0_0_all,4,x,x,
2012,NL,OTB_MCD_>=55_0_0,4,NA,x,MIS_MIS_0_0_0_HC
2012,NL,OTM_SPF_32-69_0_0_all,4,x,x,
2012,NL,OTM_SPF_32-69_0_0_all,6A,x,x,
2012,NL,OTM_SPF_32-69_0_0_all,7D,x,x,
2012,NL,SDN_all_0_0_all,4,x,x,
2012,NL,SDN_all_0_0_all,7D,x,x,
2012,NL,SSC_DEF_all_0_0_all,3AN,x,x,
2012,NL,SSC_DEF_all_0_0_all,4,x,x,
2012,NL,SSC_DEF_all_0_0_all,7D,x,x,
2012,NL,TBB_CRU_16-31_0_0_all,3AN,x,x,
2012,NL,TBB_CRU_16-31_0_0_all,4,x,x,
2012,NL,TBB_DEF_100-119_0_0_all,4,x,x,
2012,NL,TBB_DEF_16-31_0_0_all,4,NA,x,MIS_MIS_0_0_0_HC
2012,NL,TBB_DEF_70-99_0_0_all,4,x,x,
2012,NL,TBB_DEF_70-99_0_0_all,7D,x,x,
2012,NL,TBB_DEF_<16_0_0_all,4,NA,x,MIS_MIS_0_0_0_HC
2012,NL,TBB_DEF_>=120_0_0_all,4,x,x,
2012,NL,TBB_DEF_>=70_0_0_all,7D,x,x,
2012,SC,FPO_CRU_0_0_0_all,4,x,x,
2012,SC,FPO_CRU_0_0_0_all,6A,x,x,
2012,SC,GNS_DEF_all_0_0_all,4,x,x,
2012,SC,GNS_DEF_all_0_0_all,6A,x,x,
2012,SC,GTR_DEF_all_0_0_all,6A,x,x,
2012,SC,LLS_FIF_0_0_0_all,4,x,x,
2012,SC,LLS_FIF_0_0_0_all,6A,x,x,
2012,SC,MIS_MIS_0_0_0_HC,4,x,x,
2012,SC,MIS_MIS_0_0_0_HC,6A,x,x,
2012,SC,MIS_MIS_0_0_0_HC,7D,x,x,
2012,SC,OTB_CRU_16-31_0_0_all,4,x,x,
2012,SC,OTB_CRU_16-31_0_0_all,6A,x,x,
2012,SC,OTB_CRU_70-99_0_0_all,4,x,x,
2012,SC,OTB_CRU_70-99_0_0_all,6A,x,x,
2012,SC,OTB_CRU_70-99_0_0_all,7D,x,x,
2012,SC,OTB_DEF_>=120_0_0_all,4,x,x,
2012,SC,OTB_DEF_>=120_0_0_all,6A,x,x,
2012,SC,OTB_DEF_>=120_0_0_all,7D,x,x,
2012,SC,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2012,SC,TBB_DEF_70-99_0_0_all,4,x,x,
2013,BE,GNS_DEF_120-219_0_0_all,4,x,x,
2013,BE,GNS_DEF_all_0_0_all,4,x,x,
2013,BE,GTR_DEF_all_0_0_all,4,x,x,
2013,BE,GTR_DEF_all_0_0_all,7D,x,x,
2013,BE,MIS_MIS_0_0_0_HC,7D,x,x,
2013,BE,OTB_CRU_16-31_0_0_all,4,x,x,
2013,BE,OTB_CRU_70-99_0_0_all,4,x,x,
2013,BE,OTB_CRU_70-99_0_0_all,7D,x,x,
2013,BE,OTB_DEF_100-119_0_0_all,4,x,x,
2013,BE,OTB_DEF_>=120_0_0_all,4,x,x,
2013,BE,SSC_DEF_100-119_0_0_all,4,x,x,
2013,BE,SSC_DEF_100-119_0_0_all,7D,x,x,
2013,BE,SSC_DEF_70-99_0_0_all,4,x,x,
2013,BE,SSC_DEF_70-99_0_0_all,7D,x,x,
2013,BE,SSC_DEF_>=120_0_0_all,4,x,x,
2013,BE,TBB_CRU_16-31_0_0_all,4,x,x,
2013,BE,TBB_DEF_70-99_0_0_all,4,x,x,
2013,BE,TBB_DEF_70-99_0_0_all,7D,x,x,
2013,BE,TBB_DEF_>=120_0_0_all,4,x,x,
2013,DK,FPO_CRU_>0_0_0_all,3AN,x,x,
2013,DK,FPO_CRU_>0_0_0_all,4,x,x,
2013,DK,GNS_DEF_100-119_0_0_all,3AN,x,x,
2013,DK,GNS_DEF_100-119_0_0_all,4,x,x,
2013,DK,GNS_DEF_100-119_0_0_all_FDF,4,x,x,
2013,DK,GNS_DEF_120-219_0_0_all,3AN,x,x,
2013,DK,GNS_DEF_120-219_0_0_all,4,x,x,
2013,DK,GNS_DEF_120-219_0_0_all_FDF,3AN,x,x,
2013,DK,GNS_DEF_120-219_0_0_all_FDF,4,x,x,
2013,DK,GNS_DEF_>=220_0_0_all,3AN,x,x,
2013,DK,GNS_DEF_>=220_0_0_all,4,x,x,
2013,DK,GNS_DEF_>=220_0_0_all_FDF,3AN,x,x,
2013,DK,GNS_DEF_>=220_0_0_all_FDF,4,x,x,
2013,DK,LLS_FIF_0_0_0_all,3AN,x,x,
2013,DK,LLS_FIF_0_0_0_all,4,NA,x,LLS_FIF_0_0_0_all_FDF
2013,DK,LLS_FIF_0_0_0_all_FDF,3AN,x,NA,
2013,DK,LLS_FIF_0_0_0_all_FDF,4,x,NA,
2013,DK,MIS_MIS_0_0_0_HC,3AN,x,x,
2013,DK,MIS_MIS_0_0_0_HC,4,x,x,
2013,DK,MIS_MIS_0_0_0_HC,6A,x,NA,
2013,DK,MIS_MIS_0_0_0_IBC,3AN,x,x,
2013,DK,MIS_MIS_0_0_0_IBC,4,x,x,
2013,DK,OTB_CRU_32-69_0_0_all,3AN,x,x,
2013,DK,OTB_CRU_32-69_0_0_all,4,x,x,
2013,DK,OTB_CRU_70-99_0_0_all,4,x,x,
2013,DK,OTB_CRU_70-99_0_0_all_FDF,4,x,x,
2013,DK,OTB_CRU_90-119_0_0_all,3AN,x,x,
2013,DK,OTB_CRU_90-119_0_0_all_FDF,3AN,x,x,
2013,DK,OTB_DEF_>=120_0_0_all,3AN,x,x,
2013,DK,OTB_DEF_>=120_0_0_all,4,x,x,
2013,DK,OTB_DEF_>=120_0_0_all_FDF,3AN,x,x,
2013,DK,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2013,DK,OTB_SPF_32-69_0_0_all,3AN,x,x,
2013,DK,OTB_SPF_32-69_0_0_all,4,x,x,
2013,DK,OTB_SPF_32-69_0_0_all,6A,x,x,
2013,DK,OTB_SPF_32-69_0_0_all,7D,x,x,
2013,DK,SDN_DEF_>=120_0_0_all,3AN,x,x,
2013,DK,SDN_DEF_>=120_0_0_all,4,x,x,
2013,DK,SDN_DEF_>=120_0_0_all_FDF,3AN,x,x,
2013,DK,SDN_DEF_>=120_0_0_all_FDF,4,x,x,
2013,DK,SSC_DEF_>=120_0_0_all,3AN,x,x,
2013,DK,SSC_DEF_>=120_0_0_all,4,x,x,
2013,DK,TBB_CRU_16-31_0_0_all,4,x,x,
2013,DK,TBB_DEF_>=120_0_0_all,3AN,x,x,
2013,DK,TBB_DEF_>=120_0_0_all,4,x,x,
2013,EN,FPO_CRU_0_0_0_all,4,x,x,
2013,EN,FPO_CRU_0_0_0_all,7D,x,x,
2013,EN,GNS_DEF_all_0_0_all,4,x,x,
2013,EN,GNS_DEF_all_0_0_all,7D,x,x,
2013,EN,GTR_DEF_all_0_0_all,4,x,x,
2013,EN,GTR_DEF_all_0_0_all,7D,x,x,
2013,EN,LLS_FIF_0_0_0_all,4,x,x,
2013,EN,LLS_FIF_0_0_0_all,6A,x,x,
2013,EN,LLS_FIF_0_0_0_all,7D,x,x,
2013,EN,MIS_MIS_0_0_0_HC,4,x,x,
2013,EN,MIS_MIS_0_0_0_HC,6A,x,x,
2013,EN,MIS_MIS_0_0_0_HC,7D,x,x,
2013,EN,OTB_CRU_100-119_0_0_all,4,x,x,
2013,EN,OTB_CRU_16-31_0_0_all,4,x,x,
2013,EN,OTB_CRU_16-31_0_0_all,7D,x,x,
2013,EN,OTB_CRU_70-99_0_0_all,4,x,x,
2013,EN,OTB_CRU_70-99_0_0_all,6A,x,x,
2013,EN,OTB_CRU_70-99_0_0_all,7D,x,x,
2013,EN,OTB_DEF_70-99_0_0_all,4,x,x,
2013,EN,OTB_DEF_70-99_0_0_all,7D,x,x,
2013,EN,OTB_DEF_>=120_0_0_all,3AN,x,x,
2013,EN,OTB_DEF_>=120_0_0_all,4,x,x,
2013,EN,OTB_DEF_>=120_0_0_all,6A,x,x,
2013,EN,OTB_DEF_>=120_0_0_all,7D,x,x,
2013,EN,OTM_SPF_32-69_0_0_all,4,x,x,
2013,EN,OTM_SPF_32-69_0_0_all,6A,x,x,
2013,EN,OTM_SPF_32-69_0_0_all,7D,x,x,
2013,EN,SDN_all_0_0_all,4,x,x,
2013,EN,SSC_DEF_all_0_0_all,4,x,x,
2013,EN,SSC_DEF_all_0_0_all,7D,x,x,
2013,EN,TBB_CRU_16-31_0_0_all,4,x,x,
2013,EN,TBB_CRU_16-31_0_0_all,7D,x,x,
2013,EN,TBB_DEF_70-99_0_0_all,4,x,x,
2013,EN,TBB_DEF_70-99_0_0_all,6A,x,x,
2013,EN,TBB_DEF_70-99_0_0_all,7D,x,x,
2013,EN,TBB_DEF_>=120_0_0_all,4,x,x,
2013,GE,FPO_CRU_0_0_0_all,6A,x,x,
2013,GE,GNS_DEF_100-119_0_0_all,4,x,x,
2013,GE,GNS_DEF_120-219_0_0_all,3AN,x,x,
2013,GE,GNS_DEF_120-219_0_0_all,4,x,x,
2013,GE,GNS_DEF_>=220_0_0_all,4,x,x,
2013,GE,GNS_DEF_>=220_0_0_all,6A,x,x,
2013,GE,GNS_DEF_all_0_0_all,3AN,x,x,
2013,GE,GNS_DEF_all_0_0_all,4,x,x,
2013,GE,MIS_MIS_0_0_0_HC,3AN,x,x,
2013,GE,MIS_MIS_0_0_0_HC,4,x,x,
2013,GE,MIS_MIS_0_0_0_HC,6A,x,x,
2013,GE,OTB_CRU_16-31_0_0_all,4,x,x,
2013,GE,OTB_CRU_32-69_0_0_all,3AN,x,x,
2013,GE,OTB_CRU_70-99_0_0_all,4,x,x,
2013,GE,OTB_CRU_90-119_0_0_all,3AN,x,x,
2013,GE,OTB_DEF_70-99_0_0_all,4,x,x,
2013,GE,OTB_DEF_>=120_0_0_all,3AN,x,x,
2013,GE,OTB_DEF_>=120_0_0_all,4,x,x,
2013,GE,OTB_DEF_>=120_0_0_all_FDF,3AN,x,x,
2013,GE,OTB_DEF_>=120_0_0_all_FDF,4,x,x,
2013,GE,OTB_SPF_32-69_0_0_all,4,x,x,
2013,GE,OTB_SPF_32-69_0_0_all,7D,x,x,
2013,GE,OTM_SPF_32-69_0_0_all,6A,x,NA,
2013,GE,SSC_DEF_>=120_0_0_all,3AN,x,x,
2013,GE,SSC_DEF_>=120_0_0_all,4,x,x,
2013,GE,SSC_DEF_>=120_0_0_all_FDF,3AN,x,x,
2013,GE,SSC_DEF_>=120_0_0_all_FDF,4,x,x,
2013,GE,TBB_CRU_16-31_0_0_all,4,x,x,
2013,GE,TBB_DEF_70-99_0_0_all,4,x,x,
2013,GE,TBB_DEF_>=120_0_0_all,4,x,x,
2013,GE,active,3AN,x,x,
2013,GE,passive,3AN,x,NA,
2013,NL,GND_DEF_120-219_0_0_all,4,x,NA,
2013,NL,HMD_MOL_<16_0_0_all,4,x,NA,
2013,NL,HMD_MOL_UND_0_0_all,4,x,NA,
2013,NL,MIS_MIS_0_0_0_HC,3AN,x,x,
2013,NL,MIS_MIS_0_0_0_HC,4,x,x,
2013,NL,MIS_MIS_0_0_0_HC,7D,x,x,
2013,NL,NK_UND_UND_0_0_all,4,x,NA,
2013,NL,OTB_DEF_100-119_0_0_all,4,x,x,
2013,NL,OTB_DEF_16-31_0_0_all,4,x,x,
2013,NL,OTB_DEF_70-99_0_0_all,4,x,x,
2013,NL,OTB_DEF_70-99_0_0_all,7D,x,x,
2013,NL,OTB_DEF_>=120_0_0_all,4,x,x,
2013,NL,OTB_MCD_>=55_0_0,4,NA,x,MIS_MIS_0_0_0_HC
2013,NL,OTM_SPF_32-69_0_0_all,4,x,x,
2013,NL,OTM_SPF_32-69_0_0_all,6A,x,x,
2013,NL,OTM_SPF_32-69_0_0_all,7D,x,x,
2013,NL,SDN_all_0_0_all,4,x,x,
2013,NL,SDN_all_0_0_all,7D,x,x,
2013,NL,SSC_DEF_all_0_0_all,3AN,x,x,
2013,NL,SSC_DEF_all_0_0_all,4,x,x,
2013,NL,SSC_DEF_all_0_0_all,7D,x,x,
2013,NL,TBB_CRU_16-31_0_0_all,4,x,x,
2013,NL,TBB_DEF_100-119_0_0_all,4,x,x,
2013,NL,TBB_DEF_16-31_0_0_all,4,NA,x,MIS_MIS_0_0_0_HC
2013,NL,TBB_DEF_70-99_0_0_all,4,x,x,
2013,NL,TBB_DEF_70-99_0_0_all,7D,x,x,
2013,NL,TBB_DEF_>=120_0_0_all,3AN,x,x,
2013,NL,TBB_DEF_>=120_0_0_all,4,x,x,
2013,SC,FPO_CRU_0_0_0_all,4,x,x,
2013,SC,FPO_CRU_0_0_0_all,6A,x,x,
2013,SC,GNS_DEF_all_0_0_all,4,x,x,
2013,SC,GNS_DEF_all_0_0_all,6A,x,x,
2013,SC,LLS_FIF_0_0_0_all,4,x,x,
2013,SC,LLS_FIF_0_0_0_all,6A,x,x,
2013,SC,MIS_MIS_0_0_0_HC,4,x,x,
2013,SC,MIS_MIS_0_0_0_HC,6A,x,x,
2013,SC,MIS_MIS_0_0_0_HC,7D,x,x,
2013,SC,OTB_CRU_16-31_0_0_all,4,x,x,
2013,SC,OTB_CRU_16-31_0_0_all,6A,x,x,
2013,SC,OTB_CRU_70-99_0_0_all,4,x,x,
