"year","country","subArea","fleet","landings","discards"
2002,"France","27.7.b","MIS_MIS",0.82806,0.431137802225918
2002,"France","27.7.b","OTB_CRU",0.56689,0.295157003965716
2002,"France","27.7.b","OTB_DEF",299.54298,155.960077855955
2002,"France","27.7.c","MIS_MIS",0.22695,0.118163809645644
2002,"France","27.7.c","OTB_DEF",25.41902,13.234669489574
2002,"France","27.7.d","MIS_MIS",0.69276,0.360692490725342
2002,"France","27.7.d","OTB_CRU",0.0688,0.0358214148650377
2002,"France","27.7.d","OTB_DEF",1.13758,0.592292516310605
2002,"France","27.7.e","MIS_MIS",3.48309,1.81350598695152
2002,"France","27.7.e","OTB_CRU",0.54354,0.282999590635794
2002,"France","27.7.e","OTB_DEF",288.07536,149.989345682487
2002,"France","27.7.f","MIS_MIS",0.77625,0.404162402456185
2002,"France","27.7.f","OTB_CRU",0.94428,0.491648919022643
2002,"France","27.7.f","OTB_DEF",748.63695,389.785389087885
2002,"France","27.7.g","MIS_MIS",11.94244,6.21795200204682
2002,"France","27.7.g","OTB_CRU",154.74667,80.5704166432135
2002,"France","27.7.g","OTB_DEF",1771.32244,922.256918357426
2002,"France","27.7.h","MIS_MIS",18.61002,9.68949487015479
2002,"France","27.7.h","OTB_CRU",20.60975,10.7306744914929
2002,"France","27.7.h","OTB_DEF",512.97021,267.083120724063
2002,"France","27.7.j","MIS_MIS",16.11094,8.38832362799028
2002,"France","27.7.j","OTB_CRU",0.60357,0.314254816425739
2002,"France","27.7.j","OTB_DEF",548.07015,285.358258986824
2002,"France","27.7.k","MIS_MIS",15.1992,7.91361698861456
2002,"France","27.7.k","OTB_CRU",0.5826,0.303336574133299
2002,"France","27.7.k","OTB_DEF",0.72164,0.375729154407062
2002,"Spain","27.7.b","OTB_DEF",1.9646,0
2002,"Spain","27.7.c.","OTB_DEF",0.22825,0
2002,"Spain","27.7.j.","GNS_DEF",0.9,0.468594089804273
2002,"Spain","27.7.j.","MIS_MIS",2.15,1.11941921453243
2002,"Spain","27.7.j.","OTB_DEF",155.00954,0
2002,"UK (England)","27.7.b","OTB_DEF",2.28,1.18710502750416
2002,"UK (England)","27.7.c","OTB_DEF",0.787,0.409759498528847
2002,"UK (England)","27.7.d","OTB_DEF",0.086,0.0447767685812972
2002,"UK (England)","27.7.d","TBB_DEF",0.484,0
2002,"UK (England)","27.7.e","GNS_DEF",8.134,4.23504925163106
2002,"UK (England)","27.7.e","MIS_MIS",0.99,0
2002,"UK (England)","27.7.e","OTB_CRU",2.648,1.37870794422413
2002,"UK (England)","27.7.e","OTB_DEF",60.606,31.5551260074197
2002,"UK (England)","27.7.e","TBB_DEF",12.149,0
2002,"UK (England)","27.7.f","GNS_DEF",36.232,18.8645567353205
2002,"UK (England)","27.7.f","MIS_MIS",0.195,0
2002,"UK (England)","27.7.f","OTB_CRU",0.224,0.116627862351286
2002,"UK (England)","27.7.f","OTB_DEF",30.731,16.0004055264168
2002,"UK (England)","27.7.f","TBB_DEF",32.251,0.306
2002,"UK (England)","27.7.g","GNS_DEF",28.128,14.6451272866829
2002,"UK (England)","27.7.g","MIS_MIS",0.052,0
2002,"UK (England)","27.7.g","OTB_CRU",0.058,0.0301982857873865
2002,"UK (England)","27.7.g","OTB_DEF",7.253,3.77634770372266
2002,"UK (England)","27.7.g","TBB_DEF",7.68,0.418
2002,"UK (England)","27.7.h","GNS_DEF",0.461,0.240024305999744
2002,"UK (England)","27.7.h","MIS_MIS",2.14,0
2002,"UK (England)","27.7.h","OTB_DEF",1.23,0.640411922732506
2002,"UK (England)","27.7.h","TBB_DEF",34.925,0
2002,"UK (England)","27.7.j","GNS_DEF",3.161,1.64580657541256
2002,"UK (England)","27.7.j","OTB_DEF",31.403,16.3502891134706
2002,"UK(Scotland)","27.7.g","OTB_DEF",0.638,0.332181143661251
2003,"France","27.7.b","MIS_MIS",11.01393,44.2629886379918
2003,"France","27.7.b","OTB_CRU",0.36149,2.52383974019385
2003,"France","27.7.b","OTB_DEF",232.85954,0
2003,"France","27.7.c","MIS_MIS",2.64685,10.6372104667878
2003,"France","27.7.c","OTB_DEF",11.34083,0
2003,"France","27.7.d","MIS_MIS",2.83303,11.3854341457672
2003,"France","27.7.d","OTB_DEF",0.98408,0
2003,"France","27.7.e","MIS_MIS",1.01138,4.06455292967108
2003,"France","27.7.e","OTB_CRU",0.57007,3.98009715536338
2003,"France","27.7.e","OTB_DEF",534.68782,0
2003,"France","27.7.f","MIS_MIS",0.66229,2.66162348453782
2003,"France","27.7.f","OTB_CRU",1.43895,10.0464167588369
2003,"France","27.7.f","OTB_DEF",598.60348,0
2003,"France","27.7.g","MIS_MIS",14.6671,58.9444168114642
2003,"France","27.7.g","OTB_CRU",463.46599,3235.81256408279
2003,"France","27.7.g","OTB_DEF",2361.52422,0
2003,"France","27.7.h","MIS_MIS",38.8608,156.174512536694
2003,"France","27.7.h","OTB_CRU",86.94953,607.061548604879
2003,"France","27.7.h","OTB_DEF",1188.01269,0
2003,"France","27.7.j","MIS_MIS",49.68071,199.657769956534
2003,"France","27.7.j","OTB_CRU",0.91991,6.42259928463229
2003,"France","27.7.j","OTB_DEF",385.42693,0
2003,"France","27.7.k","MIS_MIS",0.05021,0.20178489054439
2003,"France","27.7.k","OTB_CRU",0.24219,1.6909146772457
2003,"France","27.7.k","OTB_DEF",0.20978,0
2003,"Ireland","27.7.b","GNS_DEF",11.502,5.6246043956044
2003,"Ireland","27.7.b","MIS_MIS",34.704,198.462763527912
2003,"Ireland","27.7.b","OTB_CRU",10.134,51.37053
2003,"Ireland","27.7.b","OTB_DEF",241.026,1221.79111
2003,"Ireland","27.7.g","GNS_DEF",61.88,30.26
2003,"Ireland","27.7.g","MIS_MIS",476.012,2754.27109014786
2003,"Ireland","27.7.g","OTB_CRU",63.296,496.08357
2003,"Ireland","27.7.g","OTB_DEF",269.408,2111.49018
2003,"Ireland","27.7.g","TBB_DEF",170.444,684.983546782473
2003,"Ireland","27.7.j","MIS_MIS",83.449,481.923970657072
2003,"Ireland","27.7.j","OTB_CRU",9.829,33.84102
2003,"Ireland","27.7.j","OTB_DEF",491.379,1691.80602
2003,"Spain","27.7.b","OTB_DEF",4.62468,0
2003,"Spain","27.7.j.","GNS_DEF",0.54,0.264065934065934
2003,"Spain","27.7.j.","MIS_MIS",5.33,21.4203040550009
2003,"Spain","27.7.j.","OTB_DEF",176.79145,5196.40904
2003,"UK (England)","27.7.b","OTB_DEF",16.438,9.41466537189992
2003,"UK (England)","27.7.c","GNS_DEF",0.023,0.0112472527472527
2003,"UK (England)","27.7.c","OTB_DEF",0.128,0.0733104494222649
2003,"UK (England)","27.7.d","OTB_DEF",0.002,0.00114547577222289
2003,"UK (England)","27.7.d","TBB_DEF",0.801,0
2003,"UK (England)","27.7.e","GNS_DEF",5.772,2.82257142857143
2003,"UK (England)","27.7.e","MIS_MIS",12.497,0
2003,"UK (England)","27.7.e","OTB_CRU",0.796,5.55748826577307
2003,"UK (England)","27.7.e","OTB_DEF",116.211,67.3515581826712
2003,"UK (England)","27.7.e","TBB_DEF",16.451,4.532
2003,"UK (England)","27.7.f","GNS_DEF",19.013,9.29756593406593
2003,"UK (England)","27.7.f","MIS_MIS",0.031,0
2003,"UK (England)","27.7.f","OTB_CRU",0.021,0.146617152740244
2003,"UK (England)","27.7.f","OTB_DEF",24.015,12.9611846351922
2003,"UK (England)","27.7.f","TBB_DEF",30.937,44.789
2003,"UK (England)","27.7.g","GNS_DEF",21.92,10.7191208791209
2003,"UK (England)","27.7.g","MIS_MIS",0.04,0
2003,"UK (England)","27.7.g","OTB_CRU",0.207,1.44522621986812
2003,"UK (England)","27.7.g","OTB_DEF",2.896,1.65864891817874
2003,"UK (England)","27.7.g","TBB_DEF",11.948,2.901
2003,"UK (England)","27.7.h","GNS_DEF",1.215,0.594148351648352
2003,"UK (England)","27.7.h","MIS_MIS",3.772,0
2003,"UK (England)","27.7.h","OTB_CRU",0.011,0.0767994609591756
2003,"UK (England)","27.7.h","OTB_DEF",0.873,0.500000174575291
2003,"UK (England)","27.7.h","TBB_DEF",53.792,10.187
2003,"UK (England)","27.7.j","GNS_DEF",2.05,1.00247252747253
2003,"UK (England)","27.7.j","OTB_CRU",0.037,0.258325459589954
2003,"UK (England)","27.7.j","OTB_DEF",39.672,22.7216574178132
2003,"UK(Scotland)","27.7.b","OTB_DEF",2.203,7.47115108559411
2003,"UK(Scotland)","27.7.c.","OTB_DEF",0,0
2003,"UK(Scotland)","27.7.g","OTB_CRU",0.001,0.00698176917810687
2003,"UK(Scotland)","27.7.g","OTB_DEF",11.4,38.6614264075228
2004,"Belgium","27.7.f","OTB_CRU",0.045,0.32977300177307
2004,"Belgium","27.7.f","TBB_DEF",131.508,178.054
2004,"Belgium","27.7.g","OTB_CRU",3.025,22.1680740080786
2004,"France","27.7.b","MIS_MIS",0.96901,3.65714886801871
2004,"France","27.7.b","OTB_CRU",0.03815,0.279574222614281
2004,"France","27.7.b","OTB_DEF",196.01428,20.9825092226069
2004,"France","27.7.c","MIS_MIS",1.9922,7.51877893403255
2004,"France","27.7.c","OTB_CRU",0.04798,0.351611302779376
2004,"France","27.7.c","OTB_DEF",203.99213,22.0662863190523
2004,"France","27.7.d","MIS_MIS",0.02,0.0754821698025554
2004,"France","27.7.d","OTB_CRU",0,0
2004,"France","27.7.d","OTB_DEF",1.39867,0.151211139527007
2004,"France","27.7.e","MIS_MIS",1.33435,5.03598166380199
2004,"France","27.7.e","OTB_CRU",0.54779,4.01436339202823
2004,"France","27.7.e","OTB_DEF",336.62065,36.3990383903477
2004,"France","27.7.f","MIS_MIS",5.3733,20.2794171500036
2004,"France","27.7.f","OTB_CRU",11.29632,82.782696786426
2004,"France","27.7.f","OTB_DEF",1233.32397,136.452685382965
2004,"France","27.7.g","MIS_MIS",10.4903,39.5915302939874
2004,"France","27.7.g","OTB_CRU",524.54065,3843.98543783328
2004,"France","27.7.g","OTB_DEF",2700.1674,296.14847498244
2004,"France","27.7.h","MIS_MIS",15.93303,60.1329837964605
2004,"France","27.7.h","OTB_CRU",75.58265,553.891497165852
2004,"France","27.7.h","OTB_DEF",855.96554,94.39700801716
2004,"France","27.7.j","MIS_MIS",17.99784,67.9258007479612
2004,"France","27.7.j","OTB_CRU",1.76444,12.9303261166328
2004,"France","27.7.j","OTB_DEF",205.1731,21.9869191139533
2004,"France","27.7.k","MIS_MIS",0.58476,2.20694768068712
2004,"France","27.7.k","OTB_CRU",0.17829,1.3065606330249
2004,"France","27.7.k","OTB_DEF",1.35509,0.14418987328132
2004,"Ireland","27.7.b","GNS_DEF",7.925,0.995107466063348
2004,"Ireland","27.7.b","MIS_MIS",4.17,13.1450691486812
2004,"Ireland","27.7.b","OTB_CRU",13.467,27.99466
2004,"Ireland","27.7.b","OTB_DEF",221.361,460.15622
2004,"Ireland","27.7.g","GNS_DEF",65.067,8.17017760180995
2004,"Ireland","27.7.g","MIS_MIS",387.448,1389.63536466767
2004,"Ireland","27.7.g","OTB_CRU",65.629,578.98712
2004,"Ireland","27.7.g","OTB_DEF",381.239,3363.33731
2004,"Ireland","27.7.g","TBB_DEF",196.76,266.401321896767
2004,"Ireland","27.7.j","MIS_MIS",1.734,5.60962622123573
2004,"Ireland","27.7.j","OTB_CRU",6.067,17.11729
2004,"Ireland","27.7.j","OTB_DEF",422.535,1192.1305
2004,"Spain","27.7.b","OTB_DEF",3.81865,0
2004,"Spain","27.7.c.","OTB_DEF",0.2167,0
2004,"Spain","27.7.j.","GNS_DEF",0.01,0.00125565610859728
2004,"Spain","27.7.j.","MIS_MIS",0.1,0.377410849012777
2004,"Spain","27.7.j.","OTB_DEF",180.52708,12444.21982
2004,"Spain","27.7.k.","OTB_DEF",0,0
2004,"UK (England)","27.7.b","OTB_DEF",0.379,0.0851918859649123
2004,"UK (England)","27.7.c","OTB_DEF",0.04,0.00899122807017544
2004,"UK (England)","27.7.d","TBB_DEF",0.21,0
2004,"UK (England)","27.7.e","GNS_DEF",5.012,0.629334841628959
2004,"UK (England)","27.7.e","MIS_MIS",0.037,0
2004,"UK (England)","27.7.e","OTB_CRU",1.019,7.46752641792797
2004,"UK (England)","27.7.e","OTB_DEF",34.962,5.47910964912281
2004,"UK (England)","27.7.e","TBB_DEF",11.392,0
2004,"UK (England)","27.7.f","GNS_DEF",14.75,1.852092760181
2004,"UK (England)","27.7.f","MIS_MIS",0.018,0
2004,"UK (England)","27.7.f","OTB_CRU",0.158,1.15786965066989
2004,"UK (England)","27.7.f","OTB_DEF",19.963,6.86697039473684
2004,"UK (England)","27.7.f","TBB_DEF",39.702,32.561
2004,"UK (England)","27.7.g","GNS_DEF",41.604,5.22403167420815
2004,"UK (England)","27.7.g","MIS_MIS",0.746,0
2004,"UK (England)","27.7.g","OTB_DEF",13.587,3.05409539473684
2004,"UK (England)","27.7.g","TBB_DEF",34.767,26.137
2004,"UK (England)","27.7.h","GNS_DEF",4.079,0.512182126696833
2004,"UK (England)","27.7.h","MIS_MIS",5.176,0
2004,"UK (England)","27.7.h","OTB_CRU",0.012,0.0879394671394854
2004,"UK (England)","27.7.h","OTB_DEF",3.32,0.746271929824561
2004,"UK (England)","27.7.h","TBB_DEF",57.87,2.291
2004,"UK (England)","27.7.j","GNS_DEF",1.9,0.238574660633484
2004,"UK (England)","27.7.j","OTB_DEF",12.706,2.85606359649123
2004,"UK(Scotland)","27.7.b","MIS_MIS",0.042,0.158512556585366
2004,"UK(Scotland)","27.7.b","OTB_DEF",0.551,2.14113004645741
2004,"UK(Scotland)","27.7.g","OTB_CRU",0.002,0.0146565778565809
2004,"UK(Scotland)","27.7.g","OTB_DEF",2.113,8.21090342679583
2004,"UK(Scotland)","27.7.j.","MIS_MIS",0,0
2005,"Belgium","27.7.f","OTB_CRU",2.542,5.82103035681572
